state	power	likelihood
260	0.116739	-53.3673
270	0.116739	-49.5408
280	0.116739	-53.4904
290	0.116739	-49.3911
300	0.116739	-49.3713
310	0.116739	-50.3395
320	0.116739	-48.5581
330	0.116739	-49.8837
340	0.116739	-51.2372
350	0.116739	-51.4357
360	0.116739	-56.5925
370	0.116739	-46.5308
380	0.116739	-57.2522
390	0.116739	-54.0786
400	0.116739	-56.4678
410	0.116739	-56.2785
420	0.116739	-56.6748
430	0.116739	-55.3843
440	0.116739	-59.1062
450	0.116739	-58.7354
460	0.116739	-68.0923
470	0.116739	-58.6033
480	0.116739	-65.4397
490	0.116739	-58.4602
500	0.116739	-48.7859
510	0.116739	-59.6055
520	0.116739	-57.7285
530	0.116739	-50.7506
540	0.116739	-53.5413
550	0.116739	-54.9703
560	0.116739	-49.9561
570	0.116739	-53.4053
580	0.116739	-56.7383
590	0.116739	-48.0359
600	0.116739	-56.4426
610	0.116739	-52.6917
620	0.116739	-45.9336
630	0.116739	-55.4661
640	0.116739	-53.2604
650	0.116739	-61.4908
660	0.116739	-49.7986
670	0.116739	-52.5047
680	0.116739	-58.5057
690	0.116739	-51.3159
700	0.116739	-57.5601
710	0.116739	-75.2056
720	0.116739	-50.7732
730	0.116739	-59.6087
740	0.116739	-52.8752
750	0.116739	-54.8715
760	0.116739	-52.969
770	0.116739	-47.8644
780	0.116739	-61.6134
790	0.116739	-54.5815
800	0.116739	-52.8525
810	0.116739	-52.7307
820	0.116739	-51.2795
830	0.116739	-51.3192
840	0.116739	-48.8446
850	0.116739	-57.5297
860	0.116739	-63.4629
870	0.116739	-51.6584
880	0.116739	-50.0068
890	0.116739	-56.1405
900	0.116739	-54.1079
910	0.116739	-56.6895
920	0.116739	-55.0419
930	0.116739	-47.0586
940	0.116739	-55.0151
950	0.116739	-56.0149
960	0.116739	-60.3059
970	0.116739	-56.1668
980	0.116739	-50.2499
990	0.116739	-55.432
1000	0.116739	-50.9486
