state	power	likelihood
260	0.0288473	-57.5009
270	0.0288473	-46.9543
280	0.0288473	-48.6682
290	0.0288473	-53.0637
300	0.0288473	-45.4289
310	0.0288473	-49.1619
320	0.0288473	-52.7546
330	0.0288473	-47.4527
340	0.0288473	-52.1993
350	0.0288473	-47.7735
360	0.0288473	-49.2004
370	0.0288473	-60.118
380	0.0288473	-53.7069
390	0.0288473	-51.1433
400	0.0288473	-66.0575
410	0.0288473	-57.5233
420	0.0288473	-50.5483
430	0.0288473	-56.3249
440	0.0288473	-53.153
450	0.0288473	-49.3868
460	0.0288473	-47.5755
470	0.0288473	-63.3277
480	0.0288473	-53.032
490	0.0288473	-51.1503
500	0.0288473	-50.9351
510	0.0288473	-58.1065
520	0.0288473	-48.0486
530	0.0288473	-57.8785
540	0.0288473	-52.578
550	0.0288473	-55.2427
560	0.0288473	-56.5302
570	0.0288473	-53.2212
580	0.0288473	-52.0991
590	0.0288473	-53.6748
600	0.0288473	-57.8919
610	0.0288473	-66.8463
620	0.0288473	-55.0712
630	0.0288473	-53.8878
640	0.0288473	-47.6932
650	0.0288473	-51.6586
660	0.0288473	-58.689
670	0.0288473	-53.3917
680	0.0288473	-51.9285
690	0.0288473	-59.3746
700	0.0288473	-47.3471
710	0.0288473	-46.142
720	0.0288473	-61.3441
730	0.0288473	-55.1988
740	0.0288473	-52.1367
750	0.0288473	-50.3703
760	0.0288473	-46.5428
770	0.0288473	-56.5606
780	0.0288473	-59.822
790	0.0288473	-55.808
800	0.0288473	-49.4555
810	0.0288473	-52.0428
820	0.0288473	-65.4287
830	0.0288473	-52.7619
840	0.0288473	-56.9957
850	0.0288473	-50.8686
860	0.0288473	-46.3381
870	0.0288473	-47.1028
880	0.0288473	-52.8884
890	0.0288473	-52.248
900	0.0288473	-49.4991
910	0.0288473	-57.557
920	0.0288473	-49.2913
930	0.0288473	-51.8087
940	0.0288473	-57.7684
950	0.0288473	-53.5026
960	0.0288473	-52.6646
970	0.0288473	-58.7454
980	0.0288473	-57.9905
990	0.0288473	-53.6931
1000	0.0288473	-54.0055
