state	power	likelihood
260	0.00105657	-65.004
270	0.00105657	-59.9597
280	0.00105657	-65.0044
290	0.00105657	-57.3657
300	0.00105657	-55.2306
310	0.00105657	-49.275
320	0.00105657	-51.8116
330	0.00105657	-56.1987
340	0.00105657	-52.8421
350	0.00105657	-50.5719
360	0.00105657	-54.8108
370	0.00105657	-49.3722
380	0.00105657	-57.0703
390	0.00105657	-50.996
400	0.00105657	-56.5058
410	0.00105657	-62.4245
420	0.00105657	-56.2334
430	0.00105657	-54.8
440	0.00105657	-57.2633
450	0.00105657	-51.9857
460	0.00105657	-59.0089
470	0.00105657	-48.1132
480	0.00105657	-50.9985
490	0.00105657	-60.916
500	0.00105657	-55.4045
510	0.00105657	-47.8512
520	0.00105657	-50.1837
530	0.00105657	-54.6942
540	0.00105657	-58.093
550	0.00105657	-47.8021
560	0.00105657	-48.3753
570	0.00105657	-51.6026
580	0.00105657	-56.8465
590	0.00105657	-52.3913
600	0.00105657	-53.4085
610	0.00105657	-59.4326
620	0.00105657	-65.2697
630	0.00105657	-56.293
640	0.00105657	-54.258
650	0.00105657	-54.0834
660	0.00105657	-55.8409
670	0.00105657	-47.0923
680	0.00105657	-63.2567
690	0.00105657	-56.4128
700	0.00105657	-54.3946
710	0.00105657	-46.9373
720	0.00105657	-61.8878
730	0.00105657	-54.9242
740	0.00105657	-52.3347
750	0.00105657	-53.8886
760	0.00105657	-57.3473
770	0.00105657	-63.4263
780	0.00105657	-55.698
790	0.00105657	-51.2822
800	0.00105657	-58.4916
810	0.00105657	-57.5607
820	0.00105657	-55.7349
830	0.00105657	-52.1253
840	0.00105657	-56.4727
850	0.00105657	-61.0767
860	0.00105657	-61.6862
870	0.00105657	-50.6979
880	0.00105657	-53.1723
890	0.00105657	-54.2394
900	0.00105657	-59.0325
910	0.00105657	-53.346
920	0.00105657	-54.6286
930	0.00105657	-51.2978
940	0.00105657	-52.0619
950	0.00105657	-57.9601
960	0.00105657	-53.6614
970	0.00105657	-46.3096
980	0.00105657	-49.7717
990	0.00105657	-46.8466
1000	0.00105657	-56.1757
