state	power	likelihood
260	0.00519291	-57.0045
270	0.00519291	-58.9151
280	0.00519291	-50.5547
290	0.00519291	-49.4089
300	0.00519291	-61.8207
310	0.00519291	-51.3045
320	0.00519291	-45.1708
330	0.00519291	-55.5399
340	0.00519291	-53.0018
350	0.00519291	-57.0371
360	0.00519291	-61.5947
370	0.00519291	-65.8924
380	0.00519291	-60.8949
390	0.00519291	-55.8602
400	0.00519291	-49.7088
410	0.00519291	-51.0539
420	0.00519291	-47.0772
430	0.00519291	-51.2363
440	0.00519291	-53.7057
450	0.00519291	-49.6658
460	0.00519291	-68.5694
470	0.00519291	-71.6175
480	0.00519291	-51.2334
490	0.00519291	-53.6853
500	0.00519291	-53.1206
510	0.00519291	-56.1782
520	0.00519291	-54.8923
530	0.00519291	-54.6231
540	0.00519291	-53.9316
550	0.00519291	-50.3253
560	0.00519291	-48.4211
570	0.00519291	-63.8865
580	0.00519291	-56.0496
590	0.00519291	-51.1376
600	0.00519291	-53.6828
610	0.00519291	-50.8367
620	0.00519291	-53.9935
630	0.00519291	-54.289
640	0.00519291	-57.0862
650	0.00519291	-52.6744
660	0.00519291	-58.6922
670	0.00519291	-50.8564
680	0.00519291	-49.1563
690	0.00519291	-47.379
700	0.00519291	-58.3354
710	0.00519291	-48.7247
720	0.00519291	-45.6393
730	0.00519291	-51.2855
740	0.00519291	-55.152
750	0.00519291	-52.2696
760	0.00519291	-54.3246
770	0.00519291	-52.8651
780	0.00519291	-50.4168
790	0.00519291	-50.1278
800	0.00519291	-53.5426
810	0.00519291	-61.1548
820	0.00519291	-61.1356
830	0.00519291	-58.4771
840	0.00519291	-57.419
850	0.00519291	-72.7601
860	0.00519291	-53.7234
870	0.00519291	-49.0864
880	0.00519291	-62.5176
890	0.00519291	-54.9939
900	0.00519291	-48.2187
910	0.00519291	-51.7435
920	0.00519291	-58.019
930	0.00519291	-56.6753
940	0.00519291	-55.5363
950	0.00519291	-56.9069
960	0.00519291	-57.861
970	0.00519291	-53.4445
980	0.00519291	-50.504
990	0.00519291	-65.3768
1000	0.00519291	-63.1967
