state	power	likelihood
260	0.00411523	-57.3975
270	0.00411523	-69.529
280	0.00411523	-48.7249
290	0.00411523	-52.1495
300	0.00411523	-62.3278
310	0.00411523	-57.6724
320	0.00411523	-51.7298
330	0.00411523	-60.5078
340	0.00411523	-50.8371
350	0.00411523	-55.1213
360	0.00411523	-52.189
370	0.00411523	-58.3472
380	0.00411523	-59.3614
390	0.00411523	-63.2982
400	0.00411523	-64.9953
410	0.00411523	-60.2747
420	0.00411523	-55.672
430	0.00411523	-57.4926
440	0.00411523	-54.7593
450	0.00411523	-52.5281
460	0.00411523	-53.322
470	0.00411523	-52.4367
480	0.00411523	-50.9948
490	0.00411523	-47.6134
500	0.00411523	-62.1181
510	0.00411523	-50.5715
520	0.00411523	-52.8305
530	0.00411523	-58.9641
540	0.00411523	-53.6608
550	0.00411523	-54.341
560	0.00411523	-58.2964
570	0.00411523	-60.131
580	0.00411523	-51.6392
590	0.00411523	-52.9614
600	0.00411523	-49.0683
610	0.00411523	-77.696
620	0.00411523	-51.8817
630	0.00411523	-51.2311
640	0.00411523	-55.4024
650	0.00411523	-59.1607
660	0.00411523	-59.8424
670	0.00411523	-55.8918
680	0.00411523	-59.6378
690	0.00411523	-61.5484
700	0.00411523	-48.3701
710	0.00411523	-53.3899
720	0.00411523	-48.7883
730	0.00411523	-56.585
740	0.00411523	-50.2769
750	0.00411523	-59.036
760	0.00411523	-59.0114
770	0.00411523	-52.9929
780	0.00411523	-49.6415
790	0.00411523	-52.3296
800	0.00411523	-54.0604
810	0.00411523	-61.1214
820	0.00411523	-56.2527
830	0.00411523	-50.3825
840	0.00411523	-54.5452
850	0.00411523	-53.9921
860	0.00411523	-57.0246
870	0.00411523	-62.423
880	0.00411523	-60.5612
890	0.00411523	-53.9371
900	0.00411523	-51.2043
910	0.00411523	-54.8578
920	0.00411523	-58.621
930	0.00411523	-51.6083
940	0.00411523	-52.0449
950	0.00411523	-58.7853
960	0.00411523	-64.149
970	0.00411523	-53.0512
980	0.00411523	-69.9314
990	0.00411523	-54.7947
1000	0.00411523	-56.522
