state	power	likelihood
260	0.0244852	-66.1129
270	0.0244852	-68.1886
280	0.0244852	-52.9059
290	0.0244852	-49.2322
300	0.0244852	-52.2302
310	0.0244852	-48.9915
320	0.0244852	-55.7131
330	0.0244852	-53.9335
340	0.0244852	-49.0256
350	0.0244852	-62.7789
360	0.0244852	-58.6235
370	0.0244852	-54.4144
380	0.0244852	-53.9413
390	0.0244852	-48.9352
400	0.0244852	-52.7795
410	0.0244852	-48.1111
420	0.0244852	-51.4456
430	0.0244852	-48.3904
440	0.0244852	-60.5208
450	0.0244852	-57.4894
460	0.0244852	-65.5851
470	0.0244852	-50.8272
480	0.0244852	-55.8543
490	0.0244852	-54.4874
500	0.0244852	-71.8013
510	0.0244852	-57.6109
520	0.0244852	-55.0923
530	0.0244852	-50.0238
540	0.0244852	-51.9024
550	0.0244852	-57.346
560	0.0244852	-53.101
570	0.0244852	-54.204
580	0.0244852	-58.6752
590	0.0244852	-52.4441
600	0.0244852	-53.4038
610	0.0244852	-62.035
620	0.0244852	-61.115
630	0.0244852	-49.9511
640	0.0244852	-62.5651
650	0.0244852	-51.9343
660	0.0244852	-55.7266
670	0.0244852	-53.6293
680	0.0244852	-59.0748
690	0.0244852	-46.8866
700	0.0244852	-59.9241
710	0.0244852	-52.9352
720	0.0244852	-54.9281
730	0.0244852	-50.9534
740	0.0244852	-55.3645
750	0.0244852	-62.6534
760	0.0244852	-50.6223
770	0.0244852	-48.7016
780	0.0244852	-48.4774
790	0.0244852	-49.6654
800	0.0244852	-60.0601
810	0.0244852	-57.9337
820	0.0244852	-49.7438
830	0.0244852	-53.5714
840	0.0244852	-49.175
850	0.0244852	-60.3292
860	0.0244852	-53.256
870	0.0244852	-59.2818
880	0.0244852	-59.3903
890	0.0244852	-50.9719
900	0.0244852	-67.5855
910	0.0244852	-47.863
920	0.0244852	-55.5963
930	0.0244852	-49.5181
940	0.0244852	-55.4146
950	0.0244852	-53.2042
960	0.0244852	-53.8187
970	0.0244852	-58.2322
980	0.0244852	-66.4789
990	0.0244852	-58.57
1000	0.0244852	-51.4277
