"","spp1","spp2","overlap_mean_sp1to2","overlap_mean_sp2to1"
"722","Palicourea_racemosa","Palicourea_prunifolia",51.7705,85.3181
"723","Palicourea_subfusca","Palicourea_prunifolia",24.4433,94.7869
"724","Palicourea_topoensis","Palicourea_prunifolia",2.3144,0.551
"725","Palicourea_brevicollis","Palicourea_prunifolia",50.89,28.8444
"727","Palicourea_glabra","Palicourea_callithrix",45.7175,80.9933
"728","Palicourea_acuminata","Palicourea_callithrix",98.7177,22.8849
"729","Palicourea_andina","Palicourea_callithrix",95.189,4.7692
"730","Palicourea_didymocarpos","Palicourea_callithrix",36.483,93.197
"731","Palicourea_rhodothamna","Palicourea_callithrix",41.9887,44.6082
"732","Palicourea_triphylla","Palicourea_callithrix",31.8712,98.8436
"733","Palicourea_croceoides","Palicourea_callithrix",21.5254,99.5378
"734","Palicourea_crocea","Palicourea_callithrix",15.7696,99.2577
"735","Palicourea_lasiantha","Palicourea_callithrix",27.9042,95.8713
"736","Palicourea_nitidella","Palicourea_callithrix",42.9668,73.612
"737","Palicourea_macrobotrys","Palicourea_callithrix",7.2374,95.5047
"738","Palicourea_guianensis","Palicourea_callithrix",27.8194,97.9898
"739","Palicourea_marcgravii","Palicourea_callithrix",3.6037,39.129
"740","Palicourea_grandiflora","Palicourea_callithrix",32.5713,87.6017
"741","Palicourea_rigida","Palicourea_callithrix",5.4824,66.3732
"742","Palicourea_egensis","Palicourea_callithrix",71.4921,70.1
"743","Palicourea_polycephala","Palicourea_callithrix",65.5004,53.1932
"744","Palicourea_deflexa","Palicourea_callithrix",24.1033,99.5936
"745","Palicourea_woronovii","Palicourea_callithrix",65.6013,64.0881
"746","Palicourea_bangii","Palicourea_callithrix",36.745,0.4326
"747","Palicourea_flavifolia","Palicourea_callithrix",0.9618,63.9227
"748","Palicourea_reticulata","Palicourea_callithrix",0.6027,83.9156
"749","Palicourea_stipularis","Palicourea_callithrix",0.3905,83.4344
"750","Palicourea_flavescens","Palicourea_callithrix",0.291,15.0697
"751","Palicourea_stenosepala","Palicourea_callithrix",2.0402,83.7926
"752","Palicourea_lineata","Palicourea_callithrix",0.52,83.764
"753","Palicourea_padifolia","Palicourea_callithrix",0.9668,40.2877
"754","Palicourea_lehmannii","Palicourea_callithrix",11.3355,11.1874
"755","Palicourea_thyrsiflora","Palicourea_callithrix",1.0016,98.1029
"756","Palicourea_demissa","Palicourea_callithrix",1.7074,94.5339
"757","Palicourea_amethystina","Palicourea_callithrix",69.9426,0.1275
"758","Palicourea_standleyana","Palicourea_callithrix",6.8776,31.8424
"759","Palicourea_seemannii","Palicourea_callithrix",7.7729,84.2446
"760","Palicourea_pyramidalis","Palicourea_callithrix",2.9502,34.2385
"761","Palicourea_luteonivea","Palicourea_callithrix",10.5124,96.6648
"762","Palicourea_sulphurea","Palicourea_callithrix",1.9836,99.5175
"763","Palicourea_apicata","Palicourea_callithrix",95.6083,0.5821
"764","Palicourea_loxensis","Palicourea_callithrix",1.2343,11.4897
"765","Palicourea_angustifolia","Palicourea_callithrix",91.7098,1.9346
"766","Palicourea_tetragona","Palicourea_callithrix",45.2203,79.4301
"767","Palicourea_domingensis","Palicourea_callithrix",29.0122,84.4515
"768","Palicourea_pubescens","Palicourea_callithrix",17.8734,87.6133
"769","Palicourea_correae","Palicourea_callithrix",27.5678,55.3346
"770","Palicourea_elata","Palicourea_callithrix",12.6535,95.7108
"771","Palicourea_berteroana","Palicourea_callithrix",99.7175,14.6184
"772","Palicourea_petiolaris","Palicourea_callithrix",1.406,48.9683
"773","Palicourea_timbiquensis","Palicourea_callithrix",12.5145,9.9515
"774","Palicourea_acanthacea","Palicourea_callithrix",17.282,6.0975
"775","Palicourea_brachiata","Palicourea_callithrix",78.8515,37.4355
"776","Palicourea_glomerulata","Palicourea_callithrix",46.2558,59.3825
"777","Palicourea_conephoroides","Palicourea_callithrix",6.2526,98.0393
"778","Palicourea_tinctoria","Palicourea_callithrix",5.457,93.8011
"779","Palicourea_jelskii","Palicourea_callithrix",0.1548,10.0772
"780","Palicourea_allenii","Palicourea_callithrix",73.3124,9.814
"781","Palicourea_cyanococca","Palicourea_callithrix",33.1502,64.6417
"782","Palicourea_hazenii","Palicourea_callithrix",4.538,96.3531
"783","Palicourea_tomentosa","Palicourea_callithrix",31.9868,97.6629
"784","Psychotria_rosea","Palicourea_callithrix",45.944,89.9499
"785","Psychotria_suterella","Palicourea_callithrix",0.0571,0.3382
"786","Palicourea_brachypoda","Palicourea_callithrix",3.4161,3.5477
"787","Palicourea_sessilis","Palicourea_callithrix",0.0486,0.9544
"788","Palicourea_divaricata","Palicourea_callithrix",1.7066,7.3816
"789","Palicourea_racemosa","Palicourea_callithrix",32.5788,99.3863
"790","Palicourea_subfusca","Palicourea_callithrix",13.6572,99.9597
"791","Palicourea_topoensis","Palicourea_callithrix",4.6898,12.7081
"792","Palicourea_brevicollis","Palicourea_callithrix",4.3253,0.4501
"794","Palicourea_acuminata","Palicourea_glabra",99.4733,55.2214
"795","Palicourea_andina","Palicourea_glabra",85.0597,19.0807
"796","Palicourea_didymocarpos","Palicourea_glabra",73.2077,37.8244
"797","Palicourea_rhodothamna","Palicourea_glabra",79.7047,53.1819
"798","Palicourea_triphylla","Palicourea_glabra",50.784,96.4108
"799","Palicourea_croceoides","Palicourea_glabra",96.5429,33.3591
"800","Palicourea_crocea","Palicourea_glabra",92.3816,22.7585
"801","Palicourea_lasiantha","Palicourea_glabra",46.7317,92.142
"802","Palicourea_nitidella","Palicourea_glabra",62.8415,62.1265
"803","Palicourea_macrobotrys","Palicourea_glabra",9.8684,85.899
"804","Palicourea_guianensis","Palicourea_glabra",56.6786,98.356
"805","Palicourea_marcgravii","Palicourea_glabra",3.6163,20.1116
"806","Palicourea_grandiflora","Palicourea_glabra",54.3092,93.3803
"807","Palicourea_rigida","Palicourea_glabra",5.9719,42.2883
"808","Palicourea_egensis","Palicourea_glabra",56.0957,93.171
"809","Palicourea_polycephala","Palicourea_glabra",87.1679,44.6926
"810","Palicourea_deflexa","Palicourea_glabra",92.1103,33.4991
"811","Palicourea_woronovii","Palicourea_glabra",95.2176,63.2488
"812","Palicourea_bangii","Palicourea_glabra",21.5807,1.2737
"813","Palicourea_flavifolia","Palicourea_glabra",33.7124,1.9563
"814","Palicourea_reticulata","Palicourea_glabra",1.5288,55.1049
"815","Palicourea_stipularis","Palicourea_glabra",0.9549,61.7815
"816","Palicourea_flavescens","Palicourea_glabra",15.7355,1.2556
"817","Palicourea_stenosepala","Palicourea_glabra",8.8086,68.2998
"818","Palicourea_lineata","Palicourea_glabra",1.0185,61.9935
"819","Palicourea_padifolia","Palicourea_glabra",4.7707,27.5957
"820","Palicourea_lehmannii","Palicourea_glabra",37.7818,12.4099
"821","Palicourea_thyrsiflora","Palicourea_glabra",3.1871,81.0922
"822","Palicourea_demissa","Palicourea_glabra",88.3493,6.0892
"823","Palicourea_amethystina","Palicourea_glabra",49.2804,0.4159
"824","Palicourea_standleyana","Palicourea_glabra",37.2411,41.8136
"825","Palicourea_seemannii","Palicourea_glabra",25.3207,88.1036
"826","Palicourea_pyramidalis","Palicourea_glabra",24.6927,49.3542
"827","Palicourea_luteonivea","Palicourea_glabra",27.6472,89.5636
"828","Palicourea_sulphurea","Palicourea_glabra",5.0666,96.127
"829","Palicourea_apicata","Palicourea_glabra",85.4969,1.936
"830","Palicourea_loxensis","Palicourea_glabra",7.3756,8.7944
"831","Palicourea_angustifolia","Palicourea_glabra",82.3768,6.469
"832","Palicourea_tetragona","Palicourea_glabra",53.9556,75.1494
"833","Palicourea_domingensis","Palicourea_glabra",56.3663,31.3755
"834","Palicourea_pubescens","Palicourea_glabra",20.5788,70.0026
"835","Palicourea_correae","Palicourea_glabra",56.9119,83.3818
"836","Palicourea_elata","Palicourea_glabra",86.9255,36.1487
"837","Palicourea_berteroana","Palicourea_glabra",94.8889,34.9285
"838","Palicourea_petiolaris","Palicourea_glabra",4.0381,35.9405
"839","Palicourea_timbiquensis","Palicourea_glabra",39.8989,16.2935
"840","Palicourea_acanthacea","Palicourea_glabra",36.0549,41.1851
"841","Palicourea_brachiata","Palicourea_glabra",89.6067,82.805
"842","Palicourea_glomerulata","Palicourea_glabra",75.2756,55.1223
"843","Palicourea_conephoroides","Palicourea_glabra",82.9261,11.9889
"844","Palicourea_tinctoria","Palicourea_glabra",16.3458,82.6498
"845","Palicourea_jelskii","Palicourea_glabra",0.5008,9.0298
"846","Palicourea_allenii","Palicourea_glabra",83.4043,35.8691
"847","Palicourea_cyanococca","Palicourea_glabra",82.0049,82.5885
"848","Palicourea_hazenii","Palicourea_glabra",13.7471,81.5599
"849","Palicourea_tomentosa","Palicourea_glabra",63.5834,96.781
"850","Psychotria_rosea","Palicourea_glabra",67.8798,84.5727
"851","Psychotria_suterella","Palicourea_glabra",0.3254,1.0452
"852","Palicourea_brachypoda","Palicourea_glabra",0.3342,0.7955
"853","Palicourea_sessilis","Palicourea_glabra",0.5164,2.9365
"854","Palicourea_divaricata","Palicourea_glabra",13.7464,12.6093
"855","Palicourea_racemosa","Palicourea_glabra",45.9143,94.1184
"856","Palicourea_subfusca","Palicourea_glabra",23.444,99.5876
"857","Palicourea_topoensis","Palicourea_glabra",54.0741,20.1319
"858","Palicourea_brevicollis","Palicourea_glabra",1.6147,0.5119
"860","Palicourea_andina","Palicourea_acuminata",64.7175,77.1982
"861","Palicourea_didymocarpos","Palicourea_acuminata",80.068,47.0383
"862","Palicourea_rhodothamna","Palicourea_acuminata",97.6951,30.1146
"863","Palicourea_triphylla","Palicourea_acuminata",91.429,83.5496
"864","Palicourea_croceoides","Palicourea_acuminata",74.0574,81.6718
"865","Palicourea_crocea","Palicourea_acuminata",62.0734,78.2013
"866","Palicourea_lasiantha","Palicourea_acuminata",86.9122,74.3112
"867","Palicourea_nitidella","Palicourea_acuminata",91.8114,33.0946
"868","Palicourea_macrobotrys","Palicourea_acuminata",38.1901,70.4819
"869","Palicourea_guianensis","Palicourea_acuminata",93.7633,89.177
"870","Palicourea_marcgravii","Palicourea_acuminata",35.3827,23.1822
"871","Palicourea_grandiflora","Palicourea_acuminata",92.7622,73.6028
"872","Palicourea_rigida","Palicourea_acuminata",37.7608,37.6026
"873","Palicourea_egensis","Palicourea_acuminata",99.9195,25.9196
"874","Palicourea_polycephala","Palicourea_acuminata",99.3213,17.8863
"875","Palicourea_deflexa","Palicourea_acuminata",78.5445,78.6357
"876","Palicourea_woronovii","Palicourea_acuminata",99.9666,30.6921
"877","Palicourea_bangii","Palicourea_acuminata",12.3128,28.217
"878","Palicourea_flavifolia","Palicourea_acuminata",15.0972,35.8341
"879","Palicourea_reticulata","Palicourea_acuminata",11.7571,53.8173
"880","Palicourea_stipularis","Palicourea_acuminata",9.3011,61.1265
"881","Palicourea_flavescens","Palicourea_acuminata",7.7448,14.1448
"882","Palicourea_stenosepala","Palicourea_acuminata",37.2869,60.4339
"883","Palicourea_lineata","Palicourea_acuminata",7.9459,56.8996
"884","Palicourea_padifolia","Palicourea_acuminata",35.2637,36.8199
"885","Palicourea_lehmannii","Palicourea_acuminata",81.6024,6.2247
"886","Palicourea_thyrsiflora","Palicourea_acuminata",22.0729,76.7563
"887","Palicourea_demissa","Palicourea_acuminata",31.3139,75.7401
"888","Palicourea_amethystina","Palicourea_acuminata",4.6309,54.1382
"889","Palicourea_standleyana","Palicourea_acuminata",67.743,19.5395
"890","Palicourea_seemannii","Palicourea_acuminata",69.5255,76.0649
"891","Palicourea_pyramidalis","Palicourea_acuminata",70.6714,35.0698
"892","Palicourea_luteonivea","Palicourea_acuminata",71.105,75.2371
"893","Palicourea_sulphurea","Palicourea_acuminata",23.8971,88.6298
"894","Palicourea_apicata","Palicourea_acuminata",12.1835,76.3104
"895","Palicourea_loxensis","Palicourea_acuminata",34.6353,8.4884
"896","Palicourea_angustifolia","Palicourea_acuminata",29.9194,65.1353
"897","Palicourea_tetragona","Palicourea_acuminata",93.2927,51.825
"898","Palicourea_domingensis","Palicourea_acuminata",78.593,39.5624
"899","Palicourea_pubescens","Palicourea_acuminata",66.2482,55.0538
"900","Palicourea_correae","Palicourea_acuminata",98.2453,26.5329
"901","Palicourea_elata","Palicourea_acuminata",77.4305,70.7473
"902","Palicourea_berteroana","Palicourea_acuminata",81.0612,87.6094
"903","Palicourea_petiolaris","Palicourea_acuminata",35.3747,37.3802
"904","Palicourea_timbiquensis","Palicourea_acuminata",74.6556,9.0492
"905","Palicourea_acanthacea","Palicourea_acuminata",27.8905,83.2629
"906","Palicourea_brachiata","Palicourea_acuminata",99.5694,66.7255
"907","Palicourea_glomerulata","Palicourea_acuminata",97.7991,32.289
"908","Palicourea_conephoroides","Palicourea_acuminata",45.5571,71.2307
"909","Palicourea_tinctoria","Palicourea_acuminata",62.6106,73.2695
"910","Palicourea_jelskii","Palicourea_acuminata",7.0296,14.2403
"911","Palicourea_allenii","Palicourea_acuminata",81.4406,75.2822
"912","Palicourea_cyanococca","Palicourea_acuminata",98.4175,50.8911
"913","Palicourea_hazenii","Palicourea_acuminata",51.3566,70.4596
"914","Palicourea_tomentosa","Palicourea_acuminata",96.3456,84.5326
"915","Psychotria_rosea","Palicourea_acuminata",96.5055,58.232
"916","Psychotria_suterella","Palicourea_acuminata",10.5459,6.1936
"917","Palicourea_brachypoda","Palicourea_acuminata",41.8735,2.093
"918","Palicourea_sessilis","Palicourea_acuminata",13.9954,13.0474
"919","Palicourea_divaricata","Palicourea_acuminata",58.1995,14.4415
"920","Palicourea_racemosa","Palicourea_acuminata",88.3241,79.1085
"921","Palicourea_subfusca","Palicourea_acuminata",53.9707,92.744
"922","Palicourea_topoensis","Palicourea_acuminata",87.6493,11.6077
"923","Palicourea_brevicollis","Palicourea_acuminata",11.8139,7.808
"925","Palicourea_didymocarpos","Palicourea_andina",83.438,15.6226
"926","Palicourea_rhodothamna","Palicourea_andina",85.6111,12.5533
"927","Palicourea_triphylla","Palicourea_andina",79.2503,41.6416
"928","Palicourea_croceoides","Palicourea_andina",71.4557,53.9785
"929","Palicourea_crocea","Palicourea_andina",60.9863,45.0769
"930","Palicourea_lasiantha","Palicourea_andina",85.5905,44.7167
"931","Palicourea_nitidella","Palicourea_andina",60.5679,4.6979
"932","Palicourea_macrobotrys","Palicourea_andina",52.997,47.8475
"933","Palicourea_guianensis","Palicourea_andina",79.5304,52.8526
"934","Palicourea_marcgravii","Palicourea_andina",71.8062,27.3382
"935","Palicourea_grandiflora","Palicourea_andina",76.5324,32.0508
"936","Palicourea_rigida","Palicourea_andina",66.5851,35.3829
"937","Palicourea_egensis","Palicourea_andina",90.3413,3.6963
"938","Palicourea_polycephala","Palicourea_andina",93.6139,3.6983
"939","Palicourea_deflexa","Palicourea_andina",78.8761,45.7604
"940","Palicourea_woronovii","Palicourea_andina",98.181,9.0841
"941","Palicourea_bangii","Palicourea_andina",30.6107,50.4475
"942","Palicourea_flavifolia","Palicourea_andina",36.0992,61.9209
"943","Palicourea_reticulata","Palicourea_andina",32.9073,79.7285
"944","Palicourea_stipularis","Palicourea_andina",33.1249,86.1504
"945","Palicourea_flavescens","Palicourea_andina",31.6101,33.7206
"946","Palicourea_stenosepala","Palicourea_andina",78.5495,80.7236
"947","Palicourea_lineata","Palicourea_andina",26.4878,82.0234
"948","Palicourea_padifolia","Palicourea_andina",54.9821,72.8506
"949","Palicourea_lehmannii","Palicourea_andina",97.2751,5.1625
"950","Palicourea_thyrsiflora","Palicourea_andina",47.2453,94.2312
"951","Palicourea_demissa","Palicourea_andina",64.1323,90.3501
"952","Palicourea_amethystina","Palicourea_andina",87.7382,20.3657
"953","Palicourea_standleyana","Palicourea_andina",90.1079,17.9572
"954","Palicourea_seemannii","Palicourea_andina",75.277,75.9347
"955","Palicourea_pyramidalis","Palicourea_andina",92.8229,41.0588
"956","Palicourea_luteonivea","Palicourea_andina",88.3079,76.6688
"957","Palicourea_sulphurea","Palicourea_andina",53.9559,96.9685
"958","Palicourea_apicata","Palicourea_andina",34.9438,93.3315
"959","Palicourea_loxensis","Palicourea_andina",87.0084,16.1065
"960","Palicourea_angustifolia","Palicourea_andina",64.8231,83.1827
"961","Palicourea_tetragona","Palicourea_andina",69.7975,14.0585
"962","Palicourea_domingensis","Palicourea_andina",64.3046,14.6736
"963","Palicourea_pubescens","Palicourea_andina",61.0291,32.9579
"964","Palicourea_correae","Palicourea_andina",96.5693,15.3088
"965","Palicourea_elata","Palicourea_andina",76.756,53.2726
"966","Palicourea_berteroana","Palicourea_andina",86.9333,79.8448
"967","Palicourea_petiolaris","Palicourea_andina",66.2541,64.058
"968","Palicourea_timbiquensis","Palicourea_andina",64.7448,2.6683
"969","Palicourea_acanthacea","Palicourea_andina",24.3524,72.1552
"970","Palicourea_brachiata","Palicourea_andina",91.2848,30.9721
"971","Palicourea_glomerulata","Palicourea_andina",89.5291,7.49
"972","Palicourea_conephoroides","Palicourea_andina",72.0317,71.3611
"973","Palicourea_tinctoria","Palicourea_andina",90.6842,85.5036
"974","Palicourea_jelskii","Palicourea_andina",30.133,42.0832
"975","Palicourea_allenii","Palicourea_andina",76.0833,87.4393
"976","Palicourea_cyanococca","Palicourea_andina",87.9986,23.1323
"977","Palicourea_hazenii","Palicourea_andina",79.8144,85.3871
"978","Palicourea_tomentosa","Palicourea_andina",82.1477,43.8842
"979","Psychotria_rosea","Palicourea_andina",80.4301,15.688
"980","Psychotria_suterella","Palicourea_andina",25.7302,14.7801
"981","Palicourea_brachypoda","Palicourea_andina",43.0108,1.593
"982","Palicourea_sessilis","Palicourea_andina",31.6126,30.1527
"983","Palicourea_divaricata","Palicourea_andina",61.6209,8.6149
"984","Palicourea_racemosa","Palicourea_andina",76.6472,36.8461
"985","Palicourea_subfusca","Palicourea_andina",50.1123,63.6419
"986","Palicourea_topoensis","Palicourea_andina",96.9669,10.1788
"987","Palicourea_brevicollis","Palicourea_andina",18.7974,13.4093
"989","Palicourea_rhodothamna","Palicourea_didymocarpos",82.5807,35.0792
"990","Palicourea_triphylla","Palicourea_didymocarpos",71.845,92.8154
"991","Palicourea_croceoides","Palicourea_didymocarpos",97.6169,65.1457
"992","Palicourea_crocea","Palicourea_didymocarpos",99.1607,61.9501
"993","Palicourea_lasiantha","Palicourea_didymocarpos",71.1602,92.2897
"994","Palicourea_nitidella","Palicourea_didymocarpos",74.2,54.5436
"995","Palicourea_macrobotrys","Palicourea_didymocarpos",50.7744,98.2518
"996","Palicourea_guianensis","Palicourea_didymocarpos",59.2255,83.6816
"997","Palicourea_marcgravii","Palicourea_didymocarpos",44.9601,76.1752
"998","Palicourea_grandiflora","Palicourea_didymocarpos",72.8214,79.8978
"999","Palicourea_rigida","Palicourea_didymocarpos",49.9898,85.444
"1000","Palicourea_egensis","Palicourea_didymocarpos",93.8009,31.0087
"1001","Palicourea_polycephala","Palicourea_didymocarpos",98.8167,30.1867
"1002","Palicourea_deflexa","Palicourea_didymocarpos",93.4884,63.1178
"1003","Palicourea_woronovii","Palicourea_didymocarpos",91.2568,28.8349
"1004","Palicourea_bangii","Palicourea_didymocarpos",35.5436,4.0055
"1005","Palicourea_flavifolia","Palicourea_didymocarpos",9.5986,65.0021
"1006","Palicourea_reticulata","Palicourea_didymocarpos",3.6768,72.7326
"1007","Palicourea_stipularis","Palicourea_didymocarpos",3.8371,88.4102
"1008","Palicourea_flavescens","Palicourea_didymocarpos",0.9518,7.2179
"1009","Palicourea_stenosepala","Palicourea_didymocarpos",4.2549,36.1754
"1010","Palicourea_lineata","Palicourea_didymocarpos",3.3335,84.5141
"1011","Palicourea_padifolia","Palicourea_didymocarpos",4.2041,22.8761
"1012","Palicourea_lehmannii","Palicourea_didymocarpos",28.4711,3.0268
"1013","Palicourea_thyrsiflora","Palicourea_didymocarpos",6.0335,95.1138
"1014","Palicourea_demissa","Palicourea_didymocarpos",61.815,4.4001
"1015","Palicourea_amethystina","Palicourea_didymocarpos",79.9378,1.2384
"1016","Palicourea_standleyana","Palicourea_didymocarpos",11.4797,9.4852
"1017","Palicourea_seemannii","Palicourea_didymocarpos",17.1012,45.8087
"1018","Palicourea_pyramidalis","Palicourea_didymocarpos",6.2477,9.5964
"1019","Palicourea_luteonivea","Palicourea_didymocarpos",23.3682,78.2268
"1020","Palicourea_sulphurea","Palicourea_didymocarpos",7.0721,96.6267
"1021","Palicourea_apicata","Palicourea_didymocarpos",81.6332,2.022
"1022","Palicourea_loxensis","Palicourea_didymocarpos",2.6919,3.4203
"1023","Palicourea_angustifolia","Palicourea_didymocarpos",49.4796,4.4987
"1024","Palicourea_tetragona","Palicourea_didymocarpos",73.5122,62.0994
"1025","Palicourea_domingensis","Palicourea_didymocarpos",73.1535,72.1884
"1026","Palicourea_pubescens","Palicourea_didymocarpos",62.9106,81.8535
"1027","Palicourea_correae","Palicourea_didymocarpos",14.2387,40.5294
"1028","Palicourea_elata","Palicourea_didymocarpos",22.8092,58.3315
"1029","Palicourea_berteroana","Palicourea_didymocarpos",95.469,37.147
"1030","Palicourea_petiolaris","Palicourea_didymocarpos",14.4318,58.3833
"1031","Palicourea_timbiquensis","Palicourea_didymocarpos",28.5462,3.7866
"1032","Palicourea_acanthacea","Palicourea_didymocarpos",10.6363,19.6265
"1033","Palicourea_brachiata","Palicourea_didymocarpos",51.3151,66.4772
"1034","Palicourea_glomerulata","Palicourea_didymocarpos",71.5788,30.3185
"1035","Palicourea_conephoroides","Palicourea_didymocarpos",85.6616,23.6048
"1036","Palicourea_tinctoria","Palicourea_didymocarpos",24.8408,90.1328
"1037","Palicourea_jelskii","Palicourea_didymocarpos",2.4093,22.8791
"1038","Palicourea_allenii","Palicourea_didymocarpos",73.1772,29.6983
"1039","Palicourea_cyanococca","Palicourea_didymocarpos",30.1647,54.0923
"1040","Palicourea_hazenii","Palicourea_didymocarpos",9.2734,60.4813
"1041","Palicourea_tomentosa","Palicourea_didymocarpos",60.4013,76.4489
"1042","Psychotria_rosea","Palicourea_didymocarpos",83.581,73.6106
"1043","Psychotria_suterella","Palicourea_didymocarpos",3.6755,7.2456
"1044","Palicourea_brachypoda","Palicourea_didymocarpos",6.9158,26.1814
"1045","Palicourea_sessilis","Palicourea_didymocarpos",6.7942,19.2168
"1046","Palicourea_divaricata","Palicourea_didymocarpos",30.4808,18.9173
"1047","Palicourea_racemosa","Palicourea_didymocarpos",72.7293,93.6571
"1048","Palicourea_subfusca","Palicourea_didymocarpos",36.9995,97.1141
"1049","Palicourea_topoensis","Palicourea_didymocarpos",10.208,3.3002
"1050","Palicourea_brevicollis","Palicourea_didymocarpos",24.02,16.2249
"1052","Palicourea_triphylla","Palicourea_rhodothamna",36.0596,95.3244
"1053","Palicourea_croceoides","Palicourea_rhodothamna",95.2428,23.2066
"1054","Palicourea_crocea","Palicourea_rhodothamna",96.6556,18.5908
"1055","Palicourea_lasiantha","Palicourea_rhodothamna",96.5849,36.8705
"1056","Palicourea_nitidella","Palicourea_rhodothamna",61.3974,33.5091
"1057","Palicourea_macrobotrys","Palicourea_rhodothamna",92.979,9.7611
"1058","Palicourea_guianensis","Palicourea_rhodothamna",97.7835,35.7983
"1059","Palicourea_marcgravii","Palicourea_rhodothamna",41.6961,6.1614
"1060","Palicourea_grandiflora","Palicourea_rhodothamna",95.784,45.393
"1061","Palicourea_rigida","Palicourea_rhodothamna",8.1422,60.7082
"1062","Palicourea_egensis","Palicourea_rhodothamna",61.3801,70.0105
"1063","Palicourea_polycephala","Palicourea_rhodothamna",48.9797,46.9064
"1064","Palicourea_deflexa","Palicourea_rhodothamna",89.8206,23.8525
"1065","Palicourea_woronovii","Palicourea_rhodothamna",82.6093,69.9636
"1066","Palicourea_bangii","Palicourea_rhodothamna",33.6188,1.8934
"1067","Palicourea_flavifolia","Palicourea_rhodothamna",45.754,2.7863
"1068","Palicourea_reticulata","Palicourea_rhodothamna",59.6844,1.6128
"1069","Palicourea_stipularis","Palicourea_rhodothamna",0.958,66.0907
"1070","Palicourea_flavescens","Palicourea_rhodothamna",14.309,0.9744
"1071","Palicourea_stenosepala","Palicourea_rhodothamna",4.6763,52.5599
"1072","Palicourea_lineata","Palicourea_rhodothamna",69.7859,1.0663
"1073","Palicourea_padifolia","Palicourea_rhodothamna",22.426,2.9733
"1074","Palicourea_lehmannii","Palicourea_rhodothamna",7.6073,30.2823
"1075","Palicourea_thyrsiflora","Palicourea_rhodothamna",2.534,82.051
"1076","Palicourea_demissa","Palicourea_rhodothamna",82.9405,3.5385
"1077","Palicourea_amethystina","Palicourea_rhodothamna",61.562,0.3923
"1078","Palicourea_standleyana","Palicourea_rhodothamna",18.2717,23.7885
"1079","Palicourea_seemannii","Palicourea_rhodothamna",12.3356,86.2743
"1080","Palicourea_pyramidalis","Palicourea_rhodothamna",35.544,12.8744
"1081","Palicourea_luteonivea","Palicourea_rhodothamna",81.9709,19.1556
"1082","Palicourea_sulphurea","Palicourea_rhodothamna",3.2907,90.027
"1083","Palicourea_apicata","Palicourea_rhodothamna",89.66,1.2938
"1084","Palicourea_loxensis","Palicourea_rhodothamna",8.1164,7.8451
"1085","Palicourea_angustifolia","Palicourea_rhodothamna",64.6905,3.629
"1086","Palicourea_tetragona","Palicourea_rhodothamna",37.3492,75.8255
"1087","Palicourea_domingensis","Palicourea_rhodothamna",52.028,21.9269
"1088","Palicourea_pubescens","Palicourea_rhodothamna",68.1655,17.6865
"1089","Palicourea_correae","Palicourea_rhodothamna",27.3724,48.0399
"1090","Palicourea_elata","Palicourea_rhodothamna",77.7413,14.4515
"1091","Palicourea_berteroana","Palicourea_rhodothamna",90.9974,20.5737
"1092","Palicourea_petiolaris","Palicourea_rhodothamna",44.5517,3.7502
"1093","Palicourea_timbiquensis","Palicourea_rhodothamna",30.4392,16.9594
"1094","Palicourea_acanthacea","Palicourea_rhodothamna",33.2176,23.7526
"1095","Palicourea_brachiata","Palicourea_rhodothamna",92.1169,58.6079
"1096","Palicourea_glomerulata","Palicourea_rhodothamna",67.2917,60.8751
"1097","Palicourea_conephoroides","Palicourea_rhodothamna",77.1977,10.2065
"1098","Palicourea_tinctoria","Palicourea_rhodothamna",14.3549,84.354
"1099","Palicourea_jelskii","Palicourea_rhodothamna",20.9177,0.8134
"1100","Palicourea_allenii","Palicourea_rhodothamna",96.7425,23.6702
"1101","Palicourea_cyanococca","Palicourea_rhodothamna",75.4712,51.0731
"1102","Palicourea_hazenii","Palicourea_rhodothamna",63.4195,7.2144
"1103","Palicourea_tomentosa","Palicourea_rhodothamna",39.5896,97.3653
"1104","Psychotria_rosea","Palicourea_rhodothamna",46.5588,84.3544
"1105","Psychotria_suterella","Palicourea_rhodothamna",0.6717,5.1519
"1106","Palicourea_brachypoda","Palicourea_rhodothamna",0.6523,0.7386
"1107","Palicourea_sessilis","Palicourea_rhodothamna",1.6455,11.5028
"1108","Palicourea_divaricata","Palicourea_rhodothamna",32.0394,8.1755
"1109","Palicourea_racemosa","Palicourea_rhodothamna",93.1851,30.9623
"1110","Palicourea_subfusca","Palicourea_rhodothamna",13.5517,99.0527
"1111","Palicourea_topoensis","Palicourea_rhodothamna",24.7578,14.4991
"1112","Palicourea_brevicollis","Palicourea_rhodothamna",8.0057,1.6279
"1114","Palicourea_croceoides","Palicourea_triphylla",94.4107,81.2543
"1115","Palicourea_crocea","Palicourea_triphylla",94.6895,74.3093
"1116","Palicourea_lasiantha","Palicourea_triphylla",84.5052,89.7279
"1117","Palicourea_nitidella","Palicourea_triphylla",48.6509,92.7948
"1118","Palicourea_macrobotrys","Palicourea_triphylla",89.2036,55.5956
"1119","Palicourea_guianensis","Palicourea_triphylla",91.523,88.5625
"1120","Palicourea_marcgravii","Palicourea_triphylla",48.0644,51.4836
"1121","Palicourea_grandiflora","Palicourea_triphylla",85.9617,95.8809
