"","spp1","spp2","overlap_mean_sp1to2","overlap_mean_sp2to1"
"2244","Palicourea_acanthacea","Palicourea_lehmannii",70.0014,12.6964
"2245","Palicourea_brachiata","Palicourea_lehmannii",54.5407,9.8316
"2246","Palicourea_glomerulata","Palicourea_lehmannii",27.0862,11.58
"2247","Palicourea_conephoroides","Palicourea_lehmannii",95.0219,2.9979
"2248","Palicourea_tinctoria","Palicourea_lehmannii",4.3432,95.2436
"2249","Palicourea_jelskii","Palicourea_lehmannii",59.7394,0.9106
"2250","Palicourea_allenii","Palicourea_lehmannii",77.3956,5.553
"2251","Palicourea_cyanococca","Palicourea_lehmannii",61.2494,14.2353
"2252","Palicourea_hazenii","Palicourea_lehmannii",92.2429,3.4288
"2253","Palicourea_tomentosa","Palicourea_lehmannii",7.3822,71.1002
"2254","Psychotria_rosea","Palicourea_lehmannii",6.0921,34.4844
"2255","Psychotria_suterella","Palicourea_lehmannii",0.0571,2.7401
"2256","Palicourea_brachypoda","Palicourea_lehmannii",0.0022,0.0028
"2257","Palicourea_sessilis","Palicourea_lehmannii",0.6076,49.4815
"2258","Palicourea_divaricata","Palicourea_lehmannii",41.61,7.4782
"2259","Palicourea_racemosa","Palicourea_lehmannii",4.829,68.9955
"2260","Palicourea_subfusca","Palicourea_lehmannii",1.9669,67.8055
"2261","Palicourea_topoensis","Palicourea_lehmannii",9.7302,20.224
"2262","Palicourea_brevicollis","Palicourea_lehmannii",27.0748,0.2918
"2264","Palicourea_demissa","Palicourea_thyrsiflora",55.3896,88.6786
"2265","Palicourea_amethystina","Palicourea_thyrsiflora",90.4172,61.9478
"2266","Palicourea_standleyana","Palicourea_thyrsiflora",4.278,87.3078
"2267","Palicourea_seemannii","Palicourea_thyrsiflora",33.7782,71.5399
"2268","Palicourea_pyramidalis","Palicourea_thyrsiflora",13.5618,94.6733
"2269","Palicourea_luteonivea","Palicourea_thyrsiflora",32.4449,94.0489
"2270","Palicourea_sulphurea","Palicourea_thyrsiflora",77.6766,83.0755
"2271","Palicourea_apicata","Palicourea_thyrsiflora",75.3391,68.9189
"2272","Palicourea_loxensis","Palicourea_thyrsiflora",6.6793,96.5034
"2273","Palicourea_angustifolia","Palicourea_thyrsiflora",41.0479,85.2485
"2274","Palicourea_tetragona","Palicourea_thyrsiflora",3.4521,81.0157
"2275","Palicourea_domingensis","Palicourea_thyrsiflora",6.6344,88.6232
"2276","Palicourea_pubescens","Palicourea_thyrsiflora",11.9761,89.3829
"2277","Palicourea_correae","Palicourea_thyrsiflora",2.6548,96.8005
"2278","Palicourea_elata","Palicourea_thyrsiflora",15.9967,88.4223
"2279","Palicourea_berteroana","Palicourea_thyrsiflora",35.3109,91.3017
"2280","Palicourea_petiolaris","Palicourea_thyrsiflora",42.096,90.8835
"2281","Palicourea_timbiquensis","Palicourea_thyrsiflora",39.0798,0.4775
"2282","Palicourea_acanthacea","Palicourea_thyrsiflora",6.9395,63.5034
"2283","Palicourea_brachiata","Palicourea_thyrsiflora",6.3046,84.2652
"2284","Palicourea_glomerulata","Palicourea_thyrsiflora",1.1862,68.7435
"2285","Palicourea_conephoroides","Palicourea_thyrsiflora",50.5427,97.2525
"2286","Palicourea_tinctoria","Palicourea_thyrsiflora",97.546,45.8984
"2287","Palicourea_jelskii","Palicourea_thyrsiflora",35.4802,81.8996
"2288","Palicourea_allenii","Palicourea_thyrsiflora",30.9201,85.1751
"2289","Palicourea_cyanococca","Palicourea_thyrsiflora",4.4685,80.8696
"2290","Palicourea_hazenii","Palicourea_thyrsiflora",47.7661,93.4957
"2291","Palicourea_tomentosa","Palicourea_thyrsiflora",80.5152,11.2239
"2292","Psychotria_rosea","Palicourea_thyrsiflora",86.1797,3.7172
"2293","Psychotria_suterella","Palicourea_thyrsiflora",88.2222,19.2432
"2294","Palicourea_brachypoda","Palicourea_thyrsiflora",2.4562,96.8193
"2295","Palicourea_sessilis","Palicourea_thyrsiflora",32.2329,91.5058
"2296","Palicourea_divaricata","Palicourea_thyrsiflora",3.5176,89.1989
"2297","Palicourea_racemosa","Palicourea_thyrsiflora",12.5963,85.3277
"2298","Palicourea_subfusca","Palicourea_thyrsiflora",37.173,74.9507
"2299","Palicourea_topoensis","Palicourea_thyrsiflora",86.398,2.0559
"2300","Palicourea_brevicollis","Palicourea_thyrsiflora",13.6855,69.8169
"2302","Palicourea_amethystina","Palicourea_demissa",94.2803,43.9156
"2303","Palicourea_standleyana","Palicourea_demissa",93.2827,10.9339
"2304","Palicourea_seemannii","Palicourea_demissa",77.5027,64.5331
"2305","Palicourea_pyramidalis","Palicourea_demissa",97.1911,33.3818
"2306","Palicourea_luteonivea","Palicourea_demissa",89.9381,44.6744
"2307","Palicourea_sulphurea","Palicourea_demissa",76.1064,95.7968
"2308","Palicourea_apicata","Palicourea_demissa",96.7609,72.8914
"2309","Palicourea_loxensis","Palicourea_demissa",97.3498,9.2743
"2310","Palicourea_angustifolia","Palicourea_demissa",84.3764,94.115
"2311","Palicourea_tetragona","Palicourea_demissa",58.4582,3.5208
"2312","Palicourea_domingensis","Palicourea_demissa",52.2686,4.2612
"2313","Palicourea_pubescens","Palicourea_demissa",42.0677,9.6155
"2314","Palicourea_correae","Palicourea_demissa",5.8624,97.7655
"2315","Palicourea_elata","Palicourea_demissa",74.9982,22.8802
"2316","Palicourea_berteroana","Palicourea_demissa",39.5964,80.9754
"2317","Palicourea_petiolaris","Palicourea_demissa",77.3292,63.4778
"2318","Palicourea_timbiquensis","Palicourea_demissa",49.9954,0.9838
"2319","Palicourea_acanthacea","Palicourea_demissa",16.3579,70.9021
"2320","Palicourea_brachiata","Palicourea_demissa",10.0634,86.3077
"2321","Palicourea_glomerulata","Palicourea_demissa",79.1104,2.1496
"2322","Palicourea_conephoroides","Palicourea_demissa",34.1795,64.1298
"2323","Palicourea_tinctoria","Palicourea_demissa",82.8591,52.5669
"2324","Palicourea_jelskii","Palicourea_demissa",27.6443,21.7127
"2325","Palicourea_allenii","Palicourea_demissa",47.9212,85.2176
"2326","Palicourea_cyanococca","Palicourea_demissa",8.4147,84.8565
"2327","Palicourea_hazenii","Palicourea_demissa",92.8231,76.6486
"2328","Palicourea_tomentosa","Palicourea_demissa",78.3905,16.1798
"2329","Psychotria_rosea","Palicourea_demissa",75.1094,5.0424
"2330","Psychotria_suterella","Palicourea_demissa",15.851,4.4733
"2331","Palicourea_brachypoda","Palicourea_demissa",0.1903,11.6841
"2332","Palicourea_sessilis","Palicourea_demissa",21.6556,10.439
"2333","Palicourea_divaricata","Palicourea_demissa",74.9143,3.7939
"2334","Palicourea_racemosa","Palicourea_demissa",67.7593,11.9901
"2335","Palicourea_subfusca","Palicourea_demissa",47.3839,27.5303
"2336","Palicourea_topoensis","Palicourea_demissa",91.9279,3.7558
"2337","Palicourea_brevicollis","Palicourea_demissa",3.6064,9.9033
"2339","Palicourea_standleyana","Palicourea_amethystina",77.9177,1.3374
"2340","Palicourea_seemannii","Palicourea_amethystina",55.9505,16.2239
"2341","Palicourea_pyramidalis","Palicourea_amethystina",87.2051,6.4121
"2342","Palicourea_luteonivea","Palicourea_amethystina",85.8237,13.8525
"2343","Palicourea_sulphurea","Palicourea_amethystina",92.4437,63.5315
"2344","Palicourea_apicata","Palicourea_amethystina",94.9014,73.1473
"2345","Palicourea_loxensis","Palicourea_amethystina",96.6429,4.5255
"2346","Palicourea_angustifolia","Palicourea_amethystina",94.4795,30.2588
"2347","Palicourea_tetragona","Palicourea_amethystina",48.9252,0.5376
"2348","Palicourea_domingensis","Palicourea_amethystina",70.1686,1.2675
"2349","Palicourea_pubescens","Palicourea_amethystina",75.0455,2.4464
"2350","Palicourea_correae","Palicourea_amethystina",75.3823,0.3359
"2351","Palicourea_elata","Palicourea_amethystina",61.5196,2.8617
"2352","Palicourea_berteroana","Palicourea_amethystina",75.193,8.5826
"2353","Palicourea_petiolaris","Palicourea_amethystina",93.1737,26.486
"2354","Palicourea_timbiquensis","Palicourea_amethystina",20.4637,0.0573
"2355","Palicourea_acanthacea","Palicourea_amethystina",2.2694,46.1386
"2356","Palicourea_brachiata","Palicourea_amethystina",57.5631,0.9498
"2357","Palicourea_glomerulata","Palicourea_amethystina",36.0599,0.1651
"2358","Palicourea_conephoroides","Palicourea_amethystina",92.8054,20.5809
"2359","Palicourea_tinctoria","Palicourea_amethystina",93.5874,18.5406
"2360","Palicourea_jelskii","Palicourea_amethystina",94.0063,26.6096
"2361","Palicourea_allenii","Palicourea_amethystina",11.8502,70.8765
"2362","Palicourea_cyanococca","Palicourea_amethystina",52.3264,0.6839
"2363","Palicourea_hazenii","Palicourea_amethystina",88.6805,24.4555
"2364","Palicourea_tomentosa","Palicourea_amethystina",53.0239,1.7499
"2365","Psychotria_rosea","Palicourea_amethystina",56.4847,0.5721
"2366","Psychotria_suterella","Palicourea_amethystina",73.2777,5.3999
"2367","Palicourea_brachypoda","Palicourea_amethystina",74.7769,0.4079
"2368","Palicourea_sessilis","Palicourea_amethystina",85.3742,10.7458
"2369","Palicourea_divaricata","Palicourea_amethystina",83.035,0.8494
"2370","Palicourea_racemosa","Palicourea_amethystina",64.7476,2.5773
"2371","Palicourea_subfusca","Palicourea_amethystina",56.0853,9.7507
"2372","Palicourea_topoensis","Palicourea_amethystina",71.5749,0.4792
"2373","Palicourea_brevicollis","Palicourea_amethystina",48.8733,3.6753
"2375","Palicourea_seemannii","Palicourea_standleyana",80.8142,14.0433
"2376","Palicourea_pyramidalis","Palicourea_standleyana",79.7296,45.4739
"2377","Palicourea_luteonivea","Palicourea_standleyana",71.2487,19.146
"2378","Palicourea_sulphurea","Palicourea_standleyana",5.919,94.4381
"2379","Palicourea_apicata","Palicourea_standleyana",90.156,4.1472
"2380","Palicourea_loxensis","Palicourea_standleyana",9.0286,13.5117
"2381","Palicourea_angustifolia","Palicourea_standleyana",96.0942,16.2631
"2382","Palicourea_tetragona","Palicourea_standleyana",12.741,14.0749
"2383","Palicourea_domingensis","Palicourea_standleyana",10.2559,6.7979
"2384","Palicourea_pubescens","Palicourea_standleyana",29.9644,5.7474
"2385","Palicourea_correae","Palicourea_standleyana",47.3248,64.5331
"2386","Palicourea_elata","Palicourea_standleyana",73.9503,19.3125
"2387","Palicourea_berteroana","Palicourea_standleyana",83.7223,17.7594
"2388","Palicourea_petiolaris","Palicourea_standleyana",52.5854,5.9967
"2389","Palicourea_timbiquensis","Palicourea_standleyana",16.3511,5.4577
"2390","Palicourea_acanthacea","Palicourea_standleyana",32.445,20.7886
"2391","Palicourea_brachiata","Palicourea_standleyana",47.5974,35.3208
"2392","Palicourea_glomerulata","Palicourea_standleyana",13.6783,31.8332
"2393","Palicourea_conephoroides","Palicourea_standleyana",43.1826,6.2205
"2394","Palicourea_tinctoria","Palicourea_standleyana",11.8935,72.4534
"2395","Palicourea_jelskii","Palicourea_standleyana",12.8466,0.7547
"2396","Palicourea_allenii","Palicourea_standleyana",79.3049,18.3976
"2397","Palicourea_cyanococca","Palicourea_standleyana",58.5598,54.0862
"2398","Palicourea_hazenii","Palicourea_standleyana",95.5683,17.9131
"2399","Palicourea_tomentosa","Palicourea_standleyana",23.4435,51.6769
"2400","Psychotria_rosea","Palicourea_standleyana",18.6782,16.6728
"2401","Psychotria_suterella","Palicourea_standleyana",0.1344,0.9963
"2402","Palicourea_brachypoda","Palicourea_standleyana",0.0021,0.007
"2403","Palicourea_sessilis","Palicourea_standleyana",6.9659,0.5924
"2404","Palicourea_divaricata","Palicourea_standleyana",4.0691,5.3547
"2405","Palicourea_racemosa","Palicourea_standleyana",28.3917,13.5556
"2406","Palicourea_subfusca","Palicourea_standleyana",6.1499,60.7647
"2407","Palicourea_topoensis","Palicourea_standleyana",75.3716,46.6238
"2408","Palicourea_brevicollis","Palicourea_standleyana",2.5247,0.3915
"2410","Palicourea_pyramidalis","Palicourea_seemannii",40.7998,92.3449
"2411","Palicourea_luteonivea","Palicourea_seemannii",45.5819,65.7782
"2412","Palicourea_sulphurea","Palicourea_seemannii",44.2891,80.8173
"2413","Palicourea_apicata","Palicourea_seemannii",76.7962,34.711
"2414","Palicourea_loxensis","Palicourea_seemannii",2.6754,51.7248
"2415","Palicourea_angustifolia","Palicourea_seemannii",64.657,63.0102
"2416","Palicourea_tetragona","Palicourea_seemannii",50.5143,17.2391
"2417","Palicourea_domingensis","Palicourea_seemannii",9.076,29.3488
"2418","Palicourea_pubescens","Palicourea_seemannii",17.9651,22.219
"2419","Palicourea_correae","Palicourea_seemannii",15.7191,91.7733
"2420","Palicourea_elata","Palicourea_seemannii",49.1117,59.2492
"2421","Palicourea_berteroana","Palicourea_seemannii",69.1418,69.9806
"2422","Palicourea_petiolaris","Palicourea_seemannii",40.6173,49.7659
"2423","Palicourea_timbiquensis","Palicourea_seemannii",90.391,7.4562
"2424","Palicourea_acanthacea","Palicourea_seemannii",35.3555,92.8636
"2425","Palicourea_brachiata","Palicourea_seemannii",34.9501,87.8626
"2426","Palicourea_glomerulata","Palicourea_seemannii",15.0085,94.5607
"2427","Palicourea_conephoroides","Palicourea_seemannii",43.372,40.5894
"2428","Palicourea_tinctoria","Palicourea_seemannii",61.5307,55.7946
"2429","Palicourea_jelskii","Palicourea_seemannii",12.6586,10.5195
"2430","Palicourea_allenii","Palicourea_seemannii",70.1687,85.4424
"2431","Palicourea_cyanococca","Palicourea_seemannii",25.9277,85.7329
"2432","Palicourea_hazenii","Palicourea_seemannii",64.849,74.7882
"2433","Palicourea_tomentosa","Palicourea_seemannii",76.1961,49.509
"2434","Psychotria_rosea","Palicourea_seemannii",67.4496,24.2615
"2435","Psychotria_suterella","Palicourea_seemannii",5.5201,3.1623
"2436","Palicourea_brachypoda","Palicourea_seemannii",0.0806,1.692
"2437","Palicourea_sessilis","Palicourea_seemannii",7.1944,6.8347
"2438","Palicourea_divaricata","Palicourea_seemannii",5.4329,33.76
"2439","Palicourea_racemosa","Palicourea_seemannii",38.5358,54.3169
"2440","Palicourea_subfusca","Palicourea_seemannii",42.8318,71.781
"2441","Palicourea_topoensis","Palicourea_seemannii",89.6489,7.5504
"2442","Palicourea_brevicollis","Palicourea_seemannii",1.7363,3.0366
"2444","Palicourea_luteonivea","Palicourea_pyramidalis",71.5164,38.0758
"2445","Palicourea_sulphurea","Palicourea_pyramidalis",18.437,96.9642
"2446","Palicourea_apicata","Palicourea_pyramidalis",96.301,14.3532
"2447","Palicourea_loxensis","Palicourea_pyramidalis",10.4957,55.4061
"2448","Palicourea_angustifolia","Palicourea_pyramidalis",94.0957,41.498
"2449","Palicourea_tetragona","Palicourea_pyramidalis",15.7934,10.061
"2450","Palicourea_domingensis","Palicourea_pyramidalis",5.1221,5.6533
"2451","Palicourea_pubescens","Palicourea_pyramidalis",19.2047,6.3484
"2452","Palicourea_correae","Palicourea_pyramidalis",27.494,84.1516
"2453","Palicourea_elata","Palicourea_pyramidalis",51.5308,31.5873
"2454","Palicourea_berteroana","Palicourea_pyramidalis",73.755,30.5884
"2455","Palicourea_petiolaris","Palicourea_pyramidalis",70.5878,20.1875
"2456","Palicourea_timbiquensis","Palicourea_pyramidalis",64.4591,6.5449
"2457","Palicourea_acanthacea","Palicourea_pyramidalis",49.8287,70.4745
"2458","Palicourea_brachiata","Palicourea_pyramidalis",40.1358,49.2928
"2459","Palicourea_glomerulata","Palicourea_pyramidalis",11.0009,56.4804
"2460","Palicourea_conephoroides","Palicourea_pyramidalis",49.0406,12.0526
"2461","Palicourea_tinctoria","Palicourea_pyramidalis",28.423,82.0043
"2462","Palicourea_jelskii","Palicourea_pyramidalis",17.902,2.8929
"2463","Palicourea_allenii","Palicourea_pyramidalis",87.9754,46.0517
"2464","Palicourea_cyanococca","Palicourea_pyramidalis",41.2132,60.7014
"2465","Palicourea_hazenii","Palicourea_pyramidalis",88.5547,36.4788
"2466","Palicourea_tomentosa","Palicourea_pyramidalis",36.9311,46.2394
"2467","Psychotria_rosea","Palicourea_pyramidalis",27.1337,15.3446
"2468","Psychotria_suterella","Palicourea_pyramidalis",0.4603,1.3083
"2469","Palicourea_brachypoda","Palicourea_pyramidalis",6e-04,0.0031
"2470","Palicourea_sessilis","Palicourea_pyramidalis",1.4115,7.8033
"2471","Palicourea_divaricata","Palicourea_pyramidalis",6.2991,16.8775
"2472","Palicourea_racemosa","Palicourea_pyramidalis",18.044,25.4711
"2473","Palicourea_subfusca","Palicourea_pyramidalis",10.5061,53.9652
"2474","Palicourea_topoensis","Palicourea_pyramidalis",83.4457,14.0652
"2475","Palicourea_brevicollis","Palicourea_pyramidalis",1.9038,0.6191
"2477","Palicourea_sulphurea","Palicourea_luteonivea",38.4531,96.3607
"2478","Palicourea_apicata","Palicourea_luteonivea",91.3096,23.7402
"2479","Palicourea_loxensis","Palicourea_luteonivea",37.5816,94.8726
"2480","Palicourea_angustifolia","Palicourea_luteonivea",82.3875,43.9589
"2481","Palicourea_tetragona","Palicourea_luteonivea",81.8985,22.7418
"2482","Palicourea_domingensis","Palicourea_luteonivea",22.7605,70.3219
"2483","Palicourea_pubescens","Palicourea_luteonivea",64.8095,48.889
"2484","Palicourea_correae","Palicourea_luteonivea",21.912,96.8282
"2485","Palicourea_elata","Palicourea_luteonivea",65.2092,80.8109
"2486","Palicourea_berteroana","Palicourea_luteonivea",83.1672,78.8463
"2487","Palicourea_petiolaris","Palicourea_luteonivea",47.3814,50.7511
"2488","Palicourea_timbiquensis","Palicourea_luteonivea",28.9829,1.8922
"2489","Palicourea_acanthacea","Palicourea_luteonivea",15.2832,40.7887
"2490","Palicourea_brachiata","Palicourea_luteonivea",39.4377,89.4795
"2491","Palicourea_glomerulata","Palicourea_luteonivea",11.2742,70.4617
"2492","Palicourea_conephoroides","Palicourea_luteonivea",80.8116,59.2087
"2493","Palicourea_tinctoria","Palicourea_luteonivea",82.3016,88.4476
"2494","Palicourea_jelskii","Palicourea_luteonivea",41.6827,20.0338
"2495","Palicourea_allenii","Palicourea_luteonivea",66.2557,71.9078
"2496","Palicourea_cyanococca","Palicourea_luteonivea",33.7176,90.0139
"2497","Palicourea_hazenii","Palicourea_luteonivea",88.2968,63.8703
"2498","Palicourea_tomentosa","Palicourea_luteonivea",81.4406,57.1838
"2499","Psychotria_rosea","Palicourea_luteonivea",82.0855,22.9017
"2500","Psychotria_suterella","Palicourea_luteonivea",18.0622,20.9617
"2501","Palicourea_brachypoda","Palicourea_luteonivea",2.54,44.4469
"2502","Palicourea_sessilis","Palicourea_luteonivea",23.7376,37.203
"2503","Palicourea_divaricata","Palicourea_luteonivea",8.403,47.2469
"2504","Palicourea_racemosa","Palicourea_luteonivea",80.5307,49.9745
"2505","Palicourea_subfusca","Palicourea_luteonivea",43.3726,69.6308
"2506","Palicourea_topoensis","Palicourea_luteonivea",85.6448,17.0422
"2507","Palicourea_brevicollis","Palicourea_luteonivea",19.0561,15.5649
"2509","Palicourea_apicata","Palicourea_sulphurea",89.1846,82.6484
"2510","Palicourea_loxensis","Palicourea_sulphurea",8.1401,97.9275
"2511","Palicourea_angustifolia","Palicourea_sulphurea",61.6862,96.0874
"2512","Palicourea_tetragona","Palicourea_sulphurea",85.8334,4.7726
"2513","Palicourea_domingensis","Palicourea_sulphurea",6.7079,84.6064
"2514","Palicourea_pubescens","Palicourea_sulphurea",12.5604,85.4035
"2515","Palicourea_correae","Palicourea_sulphurea",3.711,98.6399
"2516","Palicourea_elata","Palicourea_sulphurea",17.875,88.6041
"2517","Palicourea_berteroana","Palicourea_sulphurea",34.7604,94.9327
"2518","Palicourea_petiolaris","Palicourea_sulphurea",54.3311,91.9713
"2519","Palicourea_timbiquensis","Palicourea_sulphurea",51.4417,0.5291
"2520","Palicourea_acanthacea","Palicourea_sulphurea",8.8723,68.1182
"2521","Palicourea_brachiata","Palicourea_sulphurea",8.1225,96.0252
"2522","Palicourea_glomerulata","Palicourea_sulphurea",1.9735,85.1245
"2523","Palicourea_conephoroides","Palicourea_sulphurea",42.9698,94.3912
"2524","Palicourea_tinctoria","Palicourea_sulphurea",98.0928,48.967
"2525","Palicourea_jelskii","Palicourea_sulphurea",32.2218,61.7139
"2526","Palicourea_allenii","Palicourea_sulphurea",36.8283,90.927
"2527","Palicourea_cyanococca","Palicourea_sulphurea",5.8714,93.6497
"2528","Palicourea_hazenii","Palicourea_sulphurea",57.8498,95.6794
"2529","Palicourea_tomentosa","Palicourea_sulphurea",90.0515,13.2244
"2530","Psychotria_rosea","Palicourea_sulphurea",92.9175,5.2931
"2531","Psychotria_suterella","Palicourea_sulphurea",61.863,10.4983
"2532","Palicourea_brachypoda","Palicourea_sulphurea",1.4671,81.9012
"2533","Palicourea_sessilis","Palicourea_sulphurea",17.3892,62.5049
"2534","Palicourea_divaricata","Palicourea_sulphurea",2.8597,74.3184
"2535","Palicourea_racemosa","Palicourea_sulphurea",13.7824,91.2088
"2536","Palicourea_subfusca","Palicourea_sulphurea",28.9939,75.1751
"2537","Palicourea_topoensis","Palicourea_sulphurea",94.9818,2.5774
"2538","Palicourea_brevicollis","Palicourea_sulphurea",7.651,41.8482
"2540","Palicourea_loxensis","Palicourea_apicata",97.8309,6.9972
"2541","Palicourea_angustifolia","Palicourea_apicata",55.5793,96.5441
"2542","Palicourea_tetragona","Palicourea_apicata",62.4707,1.4133
"2543","Palicourea_domingensis","Palicourea_apicata",64.2803,1.9803
"2544","Palicourea_pubescens","Palicourea_apicata",56.6215,4.0088
"2545","Palicourea_correae","Palicourea_apicata",95.1918,1.7004
"2546","Palicourea_elata","Palicourea_apicata",73.9387,8.9355
"2547","Palicourea_berteroana","Palicourea_apicata",85.5967,17.9679
"2548","Palicourea_petiolaris","Palicourea_apicata",84.4131,38.6062
"2549","Palicourea_timbiquensis","Palicourea_apicata",47.7578,0.2827
"2550","Palicourea_acanthacea","Palicourea_apicata",5.7329,69.8385
"2551","Palicourea_brachiata","Palicourea_apicata",86.1748,3.4648
"2552","Palicourea_glomerulata","Palicourea_apicata",77.2464,0.7372
"2553","Palicourea_conephoroides","Palicourea_apicata",85.91,20.0774
"2554","Palicourea_tinctoria","Palicourea_apicata",92.0647,27.9435
"2555","Palicourea_jelskii","Palicourea_apicata",56.5125,16.7178
"2556","Palicourea_allenii","Palicourea_apicata",22.3744,86.5769
"2557","Palicourea_cyanococca","Palicourea_apicata",80.8066,2.6792
"2558","Palicourea_hazenii","Palicourea_apicata",93.8282,45.8735
"2559","Palicourea_tomentosa","Palicourea_apicata",78.1953,5.6538
"2560","Psychotria_rosea","Palicourea_apicata",79.4921,1.8398
"2561","Psychotria_suterella","Palicourea_apicata",38.0522,3.9033
"2562","Palicourea_brachypoda","Palicourea_apicata",39.5307,0.2408
"2563","Palicourea_sessilis","Palicourea_apicata",47.4345,7.4221
"2564","Palicourea_divaricata","Palicourea_apicata",66.2058,1.2804
"2565","Palicourea_racemosa","Palicourea_apicata",74.491,4.7714
"2566","Palicourea_subfusca","Palicourea_apicata",66.2264,14.7697
"2567","Palicourea_topoensis","Palicourea_apicata",88.9585,1.4366
"2568","Palicourea_brevicollis","Palicourea_apicata",20.7258,2.2938
"2570","Palicourea_angustifolia","Palicourea_loxensis",89.441,7.6462
"2571","Palicourea_tetragona","Palicourea_loxensis",8.9233,3.1561
"2572","Palicourea_domingensis","Palicourea_loxensis",2.8288,5.3445
"2573","Palicourea_pubescens","Palicourea_loxensis",9.0842,16.2403
"2574","Palicourea_correae","Palicourea_loxensis",11.6145,23.5495
"2575","Palicourea_elata","Palicourea_loxensis",45.9096,20.2288
"2576","Palicourea_berteroana","Palicourea_loxensis",54.5635,12.8868
"2577","Palicourea_petiolaris","Palicourea_loxensis",3.0307,22.3952
"2578","Palicourea_timbiquensis","Palicourea_loxensis",0.1259,0.0312
"2579","Palicourea_acanthacea","Palicourea_loxensis",6.9855,1.4991
"2580","Palicourea_brachiata","Palicourea_loxensis",13.1487,10.3263
"2581","Palicourea_glomerulata","Palicourea_loxensis",1.3675,3.3775
"2582","Palicourea_conephoroides","Palicourea_loxensis",56.7594,12.3828
"2583","Palicourea_tinctoria","Palicourea_loxensis",21.1856,86.8454
"2584","Palicourea_jelskii","Palicourea_loxensis",47.7976,5.541
"2585","Palicourea_allenii","Palicourea_loxensis",47.4517,6.0669
"2586","Palicourea_cyanococca","Palicourea_loxensis",19.8984,17.3502
"2587","Palicourea_hazenii","Palicourea_loxensis",81.2668,13.2723
"2588","Palicourea_tomentosa","Palicourea_loxensis",10.0738,23.1042
"2589","Psychotria_rosea","Palicourea_loxensis",3.7562,2.4761
"2590","Psychotria_suterella","Palicourea_loxensis",1.9574,15.296
"2591","Palicourea_brachypoda","Palicourea_loxensis",0.2948,0.7681
"2592","Palicourea_sessilis","Palicourea_loxensis",3.4515,24.5572
"2593","Palicourea_divaricata","Palicourea_loxensis",0.952,1.0311
"2594","Palicourea_racemosa","Palicourea_loxensis",7.9821,12.7635
"2595","Palicourea_subfusca","Palicourea_loxensis",3.5889,31.7022
"2596","Palicourea_topoensis","Palicourea_loxensis",30.6779,22.4437
"2597","Palicourea_brevicollis","Palicourea_loxensis",7.2737,1.7132
"2599","Palicourea_tetragona","Palicourea_angustifolia",51.0144,3.113
"2600","Palicourea_domingensis","Palicourea_angustifolia",44.2445,3.9248
"2601","Palicourea_pubescens","Palicourea_angustifolia",37.8862,10.1162
"2602","Palicourea_correae","Palicourea_angustifolia",96.3613,7.2789
"2603","Palicourea_elata","Palicourea_angustifolia",65.9083,24.0591
"2604","Palicourea_berteroana","Palicourea_angustifolia",71.3432,39.0264
"2605","Palicourea_petiolaris","Palicourea_angustifolia",68.2308,67.3366
"2606","Palicourea_timbiquensis","Palicourea_angustifolia",32.8144,0.8297
"2607","Palicourea_acanthacea","Palicourea_angustifolia",17.4848,55.313
"2608","Palicourea_brachiata","Palicourea_angustifolia",78.5126,10.3637
"2609","Palicourea_glomerulata","Palicourea_angustifolia",60.3078,2.0579
"2610","Palicourea_conephoroides","Palicourea_angustifolia",47.9988,30.0063
"2611","Palicourea_tinctoria","Palicourea_angustifolia",72.6873,51.0928
"2612","Palicourea_jelskii","Palicourea_angustifolia",17.965,17.4472
"2613","Palicourea_allenii","Palicourea_angustifolia",50.5501,74.1851
"2614","Palicourea_cyanococca","Palicourea_angustifolia",79.6178,9.4304
"2615","Palicourea_hazenii","Palicourea_angustifolia",86.429,80.0981
"2616","Palicourea_tomentosa","Palicourea_angustifolia",66.4767,16.2289
"2617","Psychotria_rosea","Palicourea_angustifolia",64.0818,4.7258
"2618","Psychotria_suterella","Palicourea_angustifolia",6.3624,2.8234
"2619","Palicourea_brachypoda","Palicourea_angustifolia",3.2747,0.1078
"2620","Palicourea_sessilis","Palicourea_angustifolia",12.6733,8.7079
"2621","Palicourea_divaricata","Palicourea_angustifolia",61.9856,3.6512
"2622","Palicourea_racemosa","Palicourea_angustifolia",58.4693,11.7128
"2623","Palicourea_subfusca","Palicourea_angustifolia",33.4837,24.069
"2624","Palicourea_topoensis","Palicourea_angustifolia",91.7047,4.5766
"2625","Palicourea_brevicollis","Palicourea_angustifolia",6.2573,3.3647
"2627","Palicourea_domingensis","Palicourea_tetragona",79.7215,71.3691
"2628","Palicourea_pubescens","Palicourea_tetragona",85.7613,55.9665
"2629","Palicourea_correae","Palicourea_tetragona",20.2156,45.7637
"2630","Palicourea_elata","Palicourea_tetragona",86.4698,30.2404
"2631","Palicourea_berteroana","Palicourea_tetragona",90.5665,34.1907
"2632","Palicourea_petiolaris","Palicourea_tetragona",29.1301,5.481
"2633","Palicourea_timbiquensis","Palicourea_tetragona",48.5774,8.0392
"2634","Palicourea_acanthacea","Palicourea_tetragona",12.3839,31.8241
"2635","Palicourea_brachiata","Palicourea_tetragona",72.0344,76.7848
"2636","Palicourea_glomerulata","Palicourea_tetragona",46.1373,84.502
