"species","ID","wc2.1_5m_bio_2","wc2.1_5m_bio_5","wc2.1_5m_bio_7","wc2.1_5m_bio_8","wc2.1_5m_bio_9","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15","wc2.1_5m_bio_18","wc2.1_5m_bio_19","elev","pollinator"
"Palicourea_coriacea",0.42700913228842,0.0360108610286516,0.0258548724976745,0.0319836212274064,0.0268419402620041,0.0357905900921213,0.0521115748918273,0.307415994632168,0.0529829797767963,0.101531214076991,0.236595955661251,256.882886723972,NA
"Palicourea_correae",0.417721042859082,0.0441505188708456,0.0277716052889552,0.0540608692752203,0.036124755936179,0.0376599038114365,0.0524981625636104,0.23008021647594,0.0765623332134737,0.0941912230397522,0.14766459504979,319.607591213348,NA
"Palicourea_corymbifera",0.426710565181562,0.0665782114662587,0.016035502303617,0.0822716265667727,0.0164010124341236,0.0244979731565584,0.0766604135858699,NA,0.194428811769491,0.170799948957141,0.3975709324292,214.521959773484,NA
"Palicourea_crocea",0.427691626806786,0.0793352008983589,0.0319984593643136,0.113014412255493,0.0343786889091457,0.0685505915046083,0.1367798567298,0.460490590680433,0.187786139923254,0.176288685906106,0.419568005710254,321.490367141515,NA
"Palicourea_croceoides",0.428399042319151,0.0820329589670263,0.0445519401675496,0.105959637154501,0.0509421213254689,0.0754629647341354,0.131108566576725,0.378158554701148,0.150169768942373,0.195792654678971,0.365138746980238,479.172313547681,NA
"Palicourea_cyanococca",0.423458074997967,0.0428131579106285,0.0324948757266446,0.0409604753000797,0.0439754713789556,0.0432645202718836,0.0781260863514886,0.254735033952375,0.118487249165313,0.116327054860397,0.181637691094428,412.399170828916,NA
"Palicourea_deflexa",0.423832498090665,0.073573955589077,0.0314295761192311,0.0982991932419838,0.0353990455520347,0.0743021214451466,0.149659422595133,0.345654019784894,0.18101957184963,0.223442474464647,0.434738970281979,353.883205456319,NA
"Palicourea_demissa",0.42731733552602,0.0455174608864771,0.0827564994970963,0.0625117428644984,0.103031843727715,0.108172772902685,0.130744310468062,0.300511362405184,0.131764176548975,0.143206534107668,0.287877202978044,741.976844819188,NA
"Palicourea_dichotoma",0.423392602620296,0.0630701181522318,0.0347890412699824,0.0659009839914557,0.0425907409179735,0.0581244230810005,0.221455597005249,0.32147711486552,0.237254773763009,0.178154944559789,0.306073071585536,307.767402048012,NA
"Palicourea_didymocarpos",0.419110585949848,0.0570189498705945,0.0241911964002182,0.084642582350402,0.0339352307065665,0.0523073058125038,0.114671352727663,0.348403634481731,0.133430150086111,0.197253034116605,0.351863647740785,391.475382894877,NA
