"species","ID","wc2.1_5m_bio_2","wc2.1_5m_bio_5","wc2.1_5m_bio_7","wc2.1_5m_bio_8","wc2.1_5m_bio_9","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15","wc2.1_5m_bio_18","wc2.1_5m_bio_19","elev","pollinator"
"Palicourea_ostreophora",0.422663933777624,0.0322680981568025,0.0402417037584484,0.0398017319701321,0.0512433970778975,0.0510943408915311,0.161599355484902,0.379737235764945,0.205114043623802,0.187699389649289,0.338658903533752,485.729747010309,NA
"Palicourea_padifolia",0.423994271584301,0.0443889773949715,0.0406032990462515,0.0797715366218135,0.0464934106296437,0.0533575430649201,0.132069916955583,0.302666074667641,0.104295837560846,0.122313374068806,0.392757296382643,348.339894293148,NA
"Palicourea_palenquensis",0.411034786535055,0.0389640939343111,0.0554166096127881,0.041182871572016,0.0763194246471941,0.0723400364209278,0.159652955475561,0.471661414548994,0.235980859395153,0.197882814762702,0.46197139724333,732.165619491592,NA
"Palicourea_perquadrangularis",0.423425453670265,0.0391463685383193,0.0792451875888985,0.0592983758620074,0.0844302684302316,0.09009009691211,0.141122552424628,0.385232499022985,0.165680877924155,0.185075518333417,0.373058924743716,793.819834858415,NA
"Palicourea_persearum",0.390766436426045,0.0452612469664043,0.0228968540373664,0.0589715653367038,0.035965891223668,0.0458096502440178,0.0807433339954189,0.181184729517078,0.0652051415151922,0.0678683593518001,0.291636330758333,357.626581057208,NA
"Palicourea_petiolaris",0.410835566233986,0.0511464829112181,0.099989346478842,0.0608307862862195,0.110037382099364,0.118906527943088,0.154804917411877,0.181744092526337,0.0917703109027793,0.101994553250264,0.430179224239427,849.491765058607,NA
"Palicourea_polycephala",0.418106491619547,0.0344662935747105,0.0164245234090651,0.0339455911406629,0.0186310826718733,0.0232567096219287,0.0408669609672364,0.188066017285012,0.111438303911446,0.145399597946733,0.234270011641014,195.86442442925,NA
"Palicourea_prunifolia",0.423649118049427,0.038861616212905,0.0347029947852679,0.0487006126051448,0.0370620959942301,0.0562387774171668,0.0587686004756243,0.363257367283221,0.0853407985077073,0.132492625493941,0.461616325020752,380.29918476131,NA
"Palicourea_pubescens",0.423772192644416,0.0610301822430641,0.0313168986143432,0.0652476968466409,0.0389801626787261,0.045819421928233,0.127173119186679,NA,0.155754816739211,0.165724696019377,0.461209202443501,398.469807599004,NA
"Palicourea_pyramidalis",0.425363936106637,0.0298552228510238,0.0378330779621155,0.0376454319473526,0.0441074954619061,0.0413538538738574,0.099242465264466,0.185999184569708,0.0807796812721586,0.103946485753858,0.167435421149582,367.190748480209,NA
"Palicourea_quadrifolia",0.419979333189335,0.0540487045265792,0.00882535567179258,0.066512431516458,0.00998899680772259,0.0168933024299567,0.102814736867413,0.3039655475335,0.109172772705178,0.151762680522406,0.318084800438998,120.233699909983,NA
"Palicourea_quinquepyrena",0.33242653120982,0.0332929541572148,0.0255869711739968,0.0439873399220606,0.0382020079764826,0.0406383964592634,0.138456909073566,0.174257968699672,0.0690596000723096,0.156174680681264,0.19500331684879,404.986941859763,NA
"Palicourea_racemosa",0.42372642942718,0.061844254625097,0.0251806907140954,0.079699991357049,0.0234446057537233,0.0535512957883483,0.133938201310901,0.366906800989589,0.162220744699717,0.217146844414521,0.370953737937225,237.086273218813,NA
"Palicourea_reticulata",0.422096556617737,0.0462438583902567,0.0760969698854511,0.0626035605545799,0.117339469012026,0.152424084943271,0.122975562222223,0.290286820075273,0.144748232658958,0.155700512623564,0.259178798232071,884.440617658244,NA
"Palicourea_rhodothamna",0.411132887092531,0.0398594625673998,0.0308572578308554,0.044388627161112,0.0425189769828297,0.0449293253388944,0.0864564233761473,0.216261698358577,0.156764802534018,0.113682382282454,0.20809487160339,419.12991983883,NA
"Palicourea_rigida",0.430292578631799,0.0539797628014063,0.0410083073175854,0.0724642714050811,0.0422963990156333,0.0756716745079434,0.13126961365759,0.414851426100742,0.118953655671177,0.172134163439134,0.473440004883675,397.722292229729,NA
"Palicourea_rigidifolia",0.409433225859641,0.0573720529233791,0.072692119555219,0.0508486081106977,0.0880390418315838,0.0938588325839706,0.0996721034252984,0.353546319241704,0.125323552649956,0.151192237225167,0.251698230246825,702.361622788373,NA
"Palicourea_salicifolia",0.420458630019136,0.0162118664949875,0.0595724591530624,0.0150643326948796,0.0758405997926897,0.084902250698941,0.052382727730857,0.22593007755747,0.0875689864476563,0.0933920565005362,0.156986552931377,454.714677481996,NA
"Palicourea_seemannii",0.412987430381647,0.062477593495326,0.0683939105661902,0.0511923632737293,0.090170042140405,0.0958599116820268,0.172288609231529,0.558908534530081,0.210618399340525,0.184080382362606,0.225848058489556,745.933793327949,NA
"Palicourea_sessilis",0.422181558309215,0.0602803097677019,0.0282588122048659,0.0506749174468741,0.0365340273420146,0.0611908272163084,0.0954709279061873,0.293997516309027,0.19139451391475,0.125495335178194,0.291882897994224,361.24648823626,NA
"Palicourea_skotakii",0.397095615475532,0.011363275438166,0.0551562886387799,0.010603669451191,0.0674432077165758,0.0762334260744206,0.0513914415403809,0.154576389516169,0.0725032779476516,0.0704774536028612,0.150020308632278,410.731749869519,NA
"Palicourea_sodiroi",0.408207788698008,0.0286644826589246,0.0478510092354992,0.0276641414544595,0.069591339827429,0.0649847818395756,0.146736117308804,0.208025068371502,0.109643804747435,0.156633408991061,0.219232902862888,598.901154318471,NA
"Palicourea_solitudinum",0.422723835297377,0.030699164402693,0.0367400511995509,0.0443595297904759,0.0383445174997336,0.0391818368492532,0.0903507033805934,0.177662845012944,0.0868286483073611,0.0674325959958793,0.092772794263794,413.502540381721,NA
"Palicourea_sopkinii",0.339606497156978,0.0438320117425836,0.100030947690148,0.0405874444050378,0.121332783549562,0.120212764957972,0.108677567026776,0.173676993766363,0.0998543513990915,0.118378174667136,0.122659454795716,834.342295863434,NA
"Palicourea_spathacea",0.399631905457846,0.015565130619958,0.0429665765305742,0.0140668106788214,0.0562174394366865,0.0588511985775071,0.0461633071992025,0.134263069393968,0.0845283544561057,0.106557440893539,0.0963111281103641,426.196870646676,NA
"Palicourea_standleyana",0.425301207285895,0.0228626797385868,0.0356544560300178,0.0413642775080609,0.0380456454230849,0.0389419601825427,0.122192556254862,0.203869599114215,0.062002771647387,0.0929932185939289,0.0830138038369917,326.212863781565,NA
"Palicourea_stenosepala",0.410734413223352,0.0400040198248665,0.0789865636016962,0.0524591669261165,0.100709212368821,0.103672268939934,0.157605606994804,0.339302209531129,0.18804345392119,0.184845051405305,0.335224423718775,756.448169599803,NA
"Palicourea_stenostachya",0.42372642942718,0.0430040248261615,0.0192043655324992,0.043931744703376,0.0256205933971217,0.0266296628474596,0.107133978382655,0.229589345413086,0.160209682931485,0.107341459398003,0.256745928992262,324.812949003646,NA
"Palicourea_stipularis",0.424759881140286,0.0838297755290141,0.0495323272079409,0.112895959005755,0.0613320420701911,0.0684346968493072,0.101406892910809,0.237641371988503,0.119665508882483,0.113989890775785,0.379199736577492,471.482397037285,NA
"Palicourea_subfusca",0.42372642942718,0.0342757459833744,0.0516189849043971,0.0662527250893489,0.0690688942849325,0.0722793891906429,0.133366319770349,0.370368357958559,0.214400657328472,0.177035848905789,0.337433758828567,530.756585368247,NA
"Palicourea_subspicata",0.424446603589357,0.0452964945223398,0.0268012070812843,0.0616902677170323,0.0324939033663217,0.033321595544433,0.117656941407409,0.403383383902723,0.208031567458542,0.156046971803028,0.302314744076664,375.73110216075,NA
"Palicourea_sucllii",0.378484750459332,0.0212737669106749,0.0419971193713719,0.0112687924910029,0.0531963012433937,0.0630571852466292,0.0608643062234767,0.12752197639996,0.0245889277345926,0.0725331852536583,0.113026021139615,484.548034327713,NA
"Palicourea_suerrensis",0.423489456211735,0.0424255431855102,0.0224626982820605,0.0401949446196487,0.0266355409344423,0.0268903145715273,0.0737187852428802,0.236360577486477,0.113134340033393,0.115290939551984,0.185008786633661,266.833496304655,NA
"Palicourea_sulphurea",0.416098664021854,0.0592218284554489,0.0971479106990801,0.060802012559139,0.126529720279866,0.127122110609541,0.155888112351293,0.257081415112013,0.140310208735037,0.159742144493374,0.342677804091745,953.771041666363,NA
"Palicourea_tetragona",0.426799125443509,0.0462209150699115,0.0230895662469007,0.0768536679025074,0.021658535601031,0.0333038040448039,0.101779501985061,0.250733873006665,0.123455517256034,0.0874624710888141,0.301962442675372,253.635000538213,NA
"Palicourea_thermydri",0.40525356434095,0.0164331624599139,0.0445234055821502,0.0200345248983739,0.0530396278845729,0.0585045697188383,0.0574883169373986,0.144861071604652,0.114027052666112,0.0724667669533291,0.067261284100378,497.751573196601,NA
"Palicourea_thyrsiflora",0.426989635331553,0.0572317248410986,0.0644173547628894,0.0737020024764378,0.0758076821965198,0.0802746169454966,0.124235005073791,0.27044320002969,0.143016343047095,0.151200803660718,0.349827706187383,650.439249166109,NA
"Palicourea_timbiquensis",0.40711646756601,0.0438113597615139,0.0211017716465886,0.0395319841295463,0.029680333718453,0.0311573170949964,0.156175611220411,0.296173205566403,0.198719013116244,0.161245518455803,0.357697191289337,346.752069409332,NA
"Palicourea_tinctoria",0.419181823859669,0.0391498888277155,0.0459379509606903,0.0621900044684944,0.0614715708867102,0.0733772781503716,0.128703656830762,0.37365227501096,0.196022180842776,0.13501234396009,0.322465205477103,546.824697780806,NA
"Palicourea_tomentosa",0.425280069999404,0.0644458087858858,0.0424345990527506,0.0671752413959873,0.0533350967403808,0.0533384837226392,0.125967053918156,0.334320659506215,0.177223014521568,0.16793073585803,0.275615582100461,524.445024860306,NA
"Palicourea_topoensis",0.383685428709229,0.0243848768772153,0.0327709157529586,0.0311134775001622,0.0427384564536288,0.0445956778603878,0.220299336165921,0.233818915636603,0.0827863784205989,0.227215272126785,0.309224007384645,412.324501094585,NA
"Palicourea_trianae",0.405747848498788,0.0303308258518386,0.0659736883260344,0.0389861269781238,0.0806047441790543,0.0857080341859513,0.204340143249048,0.38157967376636,0.171501596968292,0.230452381779777,0.241272900192629,699.690117962713,NA
"Palicourea_triphylla",0.428819825086218,0.0737570626450017,0.0374743612252847,0.0817604932952688,0.0437576574140226,0.0527262911339085,0.124341938209968,0.390855388987797,0.137368303811064,0.206282784724006,0.360545598966292,447.608738524242,NA
"Palicourea_ulloana",0.408077150394223,0.0205801192659966,0.0600866849670846,0.0247598473759909,0.0845007065853051,0.0861400029850636,0.2094731825626,0.21141105876585,0.0701285777062222,0.207043928272122,0.283775621259346,603.829218757853,NA
"Palicourea_umbelliformis",0.408464427296273,0.0842378880909942,0.0281797213278356,0.0741088083690008,0.0387186528330997,0.0391339877925071,0.0481291200659257,0.306019444414498,0.122225448897744,0.0579641359708725,0.105006386437965,367.365044343068,NA
"Palicourea_valerioana",0.404738056188377,0.0311022549716482,0.0271793186124602,0.0247256369079244,0.0321662001831913,0.0325313170206407,0.0385013065752186,0.17043285560552,0.0491510998789405,0.0879592589706117,0.0840204750865227,292.044311799368,NA
"Palicourea_winkleri",0.423832498090665,0.0488192022407011,0.0396171529236949,0.0601934623022502,0.0485416741409769,0.059019139777959,0.113864432607758,0.309502079142409,0.1593872709904,0.115207975821714,0.321780274549489,518.475437533659,NA
"Palicourea_woronovii",0.393673380634146,0.0394163898064702,0.02598409137559,0.0397556775415141,0.0350570177857605,0.038643637537255,0.100827318577588,0.210408450258638,0.16755289048012,0.131769522017936,0.248161616965398,415.092920481707,NA
"Palicourea_yneziae",0.381610838133135,0.00739401303904414,0.0124387756616435,0.0159515438660778,0.0163642835242996,0.0147031089976048,0.0243086793881037,0.186186540266586,0.169559138518299,0.0400719638324658,0.201415654527879,208.991789566749,NA
"Psychotria_bertieroides",0.421337915743671,0.033146078626521,0.0353167523385331,0.0359017403396373,0.0432143096546495,0.0464643552329528,0.118115808123125,0.268876784834557,0.167455785306623,0.134166039333044,0.241163575465401,450.638521613644,NA
"Psychotria_bolivarensis",0.390308179574176,0.0492962328329936,0.0565872135255748,0.0413929454273534,0.0786939639748746,0.0774932954369964,0.0693382171409774,0.151539331096298,0.112212010791413,0.0946006141111164,0.185159823699479,598.436420031674,NA
"Psychotria_bremekampiana",0.365350842469382,0.0820024105111146,0.013773557467747,0.10872821696313,0.011899473712623,0.0209257477608536,0.0306761011293293,0.512814951210601,0.106975312608245,0.140472802265682,0.426844382311823,150.15761899188,NA
"Psychotria_everardii",0.405420613718502,0.0359728329456421,0.042343347612879,0.0348860247524111,0.043003107015352,0.0514115942795699,0.0390748793589384,0.238864253104391,0.0992757076880973,0.131389152007472,0.314149811163107,546.090633873674,NA
"Psychotria_hebeclada",0.423602095203275,0.082573015570779,0.032477645377978,0.109210497263762,0.0391401021539673,0.049692334762142,0.129936538014319,0.398988204474556,0.179252063830985,0.165032803482998,0.356419804345493,468.146072032919,NA
"Psychotria_hemicephaelis",0.390766436426045,0.027420578929961,0.0341272656336478,0.0256318460096896,0.0472750844643493,0.0532693816467844,0.0821315705349721,0.151569108239448,0.0700278944468211,0.0556848022749904,0.138002552360226,476.487431476789,NA
"Psychotria_limitanea",0.412826074565678,0.0426936332886933,0.00898541083079098,0.0318903203173755,0.0132482517970896,0.00985194739398283,0.0461387403804057,0.132483675002069,0.102626349522387,0.0766453410344993,0.1164396346683,101.154735408849,NA
"Psychotria_lindenii",0.417124161215312,0.0191897719791375,0.0312943484631326,0.0257737594581316,0.0320780207801761,0.0366155736531756,0.0746389656593855,0.244708940485738,0.104923687309844,0.113084296966739,0.238691274985231,315.727403435684,NA
"Psychotria_luxurians",0.423522638580939,0.0635452059202763,0.0435446632332966,0.0701559653772369,0.0571180157642515,0.0649083494985389,0.106300473647283,0.328765782416236,0.131937632962342,0.122455268306596,0.278359857260752,579.529315415869,NA
"Psychotria_muscosa",0.417076124998879,0.0640364145906371,0.0249757005840481,0.0706689138342161,0.0292714952263893,0.0308341052829713,0.123350070684798,NA,0.0857052613130148,0.20510502911264,0.260678405656369,235.297601541966,NA
"Psychotria_oblonga",0.41780856462836,0.0401366875448573,0.0829128765821392,0.0337253091178793,0.110173723803443,0.111442059849094,0.0791907054458982,0.15087962081128,0.0422915486219187,0.138767874945963,0.0888740955487198,988.379030647055,NA
"Psychotria_oinochrophylla",0.414914952626315,0.0389801869289976,0.0310680738400866,0.0461920113503587,0.0434860178769602,0.0460908057131419,0.096341118747522,0.177933412353849,0.167120772266752,0.113182782388058,0.21826184784765,479.822973932103,NA
"Psychotria_paniculata",0.423103719295328,0.0430901861564083,0.113953838197968,0.0428204881863008,0.147258675490762,0.152785449102734,0.198214688042844,0.230693413416033,0.1130270191261,0.134369132659335,0.247406024240113,1255.79647376613,NA
"Psychotria_patentinervia",0.392487801742114,0.0649160239564305,0.0361029277863081,0.0324323541707053,0.0311897820940609,0.0595521337867298,0.0454625841347696,0.414469534036923,0.0950275452498279,0.0807366294466753,0.223883844788868,270.172256405206,NA
"Psychotria_phyllocalymma",0.375811493001412,0.115009692675457,0.0407812627983333,0.097655086518086,0.0383787054862284,0.04907545057044,0.166886238305202,0.615885741817431,0.307279122831369,0.10019744581282,0.433299233182217,242.645346721742,NA
"Psychotria_prancei",0.414250966474797,0.0513145094554751,0.00976260032196271,0.068370000420696,0.00750453132792951,0.0145771477578889,0.0348570206760429,0.271973282474543,0.0669497894364588,0.105006528218051,0.277953349687524,83.4735045089002,NA
"Psychotria_pseudinundata",0.404199820661197,0.0393774905757716,0.0108307323760729,0.0352642644947703,0.0145569775561313,0.0265732288927057,0.0912022745073979,0.249633292569376,0.105173860054853,0.152659850983165,0.229895342857934,178.261545030491,NA
"Psychotria_rhombibractea",0.412661771473355,0.0394807258214632,0.00737173781359739,0.0536033762273539,0.00319522574456555,0.0058031369237428,0.0268647830980855,0.228654198992589,0.0569917796919283,0.0622987602562827,0.200308803814873,37.1333654665219,NA
"Psychotria_rhytidocarpa",0.40344393532974,0.0420939823116896,0.0268694742350146,0.0374793783311442,0.02921801519172,0.0456730058647004,0.0707451034440299,0.318863211411789,0.0835498779794359,0.104247706067925,0.269391708192243,315.285731068033,NA
"Psychotria_rosea",0.424536712335848,0.0597195964535817,0.0287789026783378,0.0759421950818286,0.0309673125852056,0.0401248751005289,0.0930807929278184,0.522479265963707,0.177822021884774,0.239689520383532,0.471953845425775,337.537518536736,NA
"Psychotria_ruelliifolia",0.423258849142184,0.0579101989131324,0.0381032307191621,0.0466402451153567,0.0376849349176787,0.0683596508401296,0.0683676465945738,0.30752291351945,0.0919276695369201,0.104082635588245,0.2039562641878,303.523061059909,NA
"Psychotria_spathicalyx",0.40525356434095,0.0979389943432406,0.0334753433643252,0.0907351238394745,0.0383918463495862,0.0729858570743931,0.151942858890587,0.394267759408085,0.305852207739521,0.161591831213635,0.343821463303503,401.928494235933,NA
"Psychotria_stachyoides",0.427886310947404,0.0777160622404797,0.0356431595808406,0.0844353906398809,0.0426457563135939,0.0989564773066277,0.119782811369944,0.38144427085035,0.237801018724979,0.143248270917486,0.328164117662359,419.210026944382,NA
"Psychotria_stipulosa",0.41969208433759,0.0773363521785481,0.0198460212405611,0.111491161918587,0.0165183621404254,0.0286821175183961,0.0620836917683454,0.804668711383215,0.251142430964001,0.206231522751211,0.581038787683094,187.875024611944,NA
"Psychotria_suterella",0.430070356119769,0.0558792364774269,0.032853719354076,0.0371704040199148,0.0440659692913867,0.0603015531904583,0.0917379850585131,0.281544635505429,0.213427266226689,0.0874911230003857,0.212540703396941,359.896260570783,NA
"Psychotria_ulviformis",0.414111589411665,0.0449840119993513,0.0223554893736947,0.0634496054930531,0.0190380699119365,0.0207803202797435,0.0711039772442757,0.405578899405502,0.174916820219593,0.188720394465913,0.261821669676411,204.63316769495,NA
"Psychotria_urceolata",0.407811084302812,0.0391956506560719,0.0137413889784129,0.0458831007668847,0.0104692338971509,0.014589653536294,0.0951146621779912,0.285795808686911,0.163624485081982,0.17000092908498,0.232897584893638,73.7182307411447,NA
"Psychotria_variegata",0.419916651854605,0.0465923122407814,0.0197989981515904,0.05434219815339,0.0180670015520485,0.022687195318783,0.0765990990246709,0.287291571261366,0.0827584975694797,0.138998800801423,0.301191846380797,198.773166373978,NA
"Psychotria_venulosa",0.416043537480983,0.0510665975780309,0.0461371741679676,0.060992271462107,0.0518564992791305,0.0634323138318627,0.123565763321316,0.391169240215111,0.192886243575961,0.126858085824324,0.384598278614817,536.815515922296,NA
