Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
219	1	-46.98301	-50.1176	3.134589	0.01354681	0.0135468	0.0135468	0.0135468	0.0135468	0.0135468	0.0135468
220	0	-47.20164	-50.00685	2.805213	0.02200394	0.0220039	0.0220039	0.0220039	0.0220039	0.0220039	0.0220039
221	1	-46.77066	-49.81864	3.047981	0.01577057	0.0157706	0.0157706	0.0157706	0.0157706	0.0157706	0.0157706
222	0	-47.09339	-49.92745	2.834063	0.02126317	0.0212632	0.0212632	0.0212632	0.0212632	0.0212632	0.0212632
223	1	-47.16723	-50.33973	3.172503	0.01257331	0.0125733	0.0125733	0.0125733	0.0125733	0.0125733	0.0125733
224	0	-46.91092	-49.80465	2.893725	0.01973127	0.0197313	0.0197313	0.0197313	0.0197313	0.0197313	0.0197313
225	1	-47.77753	-51.02805	3.250516	0.01057024	0.0105702	0.0105702	0.0105702	0.0105702	0.0105702	0.0105702
226	0	-46.77833	-49.74345	2.965123	0.01789805	0.017898	0.017898	0.017898	0.017898	0.017898	0.017898
227	1	-47.0795	-50.23556	3.156061	0.01299549	0.0129955	0.0129955	0.0129955	0.0129955	0.0129955	0.0129955
228	0	-47.10788	-49.93789	2.830003	0.02136742	0.0213674	0.0213674	0.0213674	0.0213674	0.0213674	0.0213674
229	1	-46.75288	-49.77147	3.018586	0.01652531	0.0165253	0.0165253	0.0165253	0.0165253	0.0165253	0.0165253
230	0	-47.10788	-49.93789	2.830003	0.02136742	0.0213674	0.0213674	0.0213674	0.0213674	0.0213674	0.0213674
231	1	-46.91443	-50.03032	3.115891	0.01402689	0.0140269	0.0140269	0.0140269	0.0140269	0.0140269	0.0140269
232	0	-47.10788	-49.93789	2.830003	0.02136742	0.0213674	0.0213674	0.0213674	0.0213674	0.0213674	0.0213674
233	1	-46.79287	-49.85812	3.065254	0.01532707	0.0153271	0.0153271	0.0153271	0.0153271	0.0153271	0.0153271
234	0	-48.01692	-50.6578	2.640878	0.02622344	0.0262234	0.0262234	0.0262234	0.0262234	0.0262234	0.0262234
235	1	-47.21517	-50.39578	3.180607	0.01236523	0.0123652	0.0123652	0.0123652	0.0123652	0.0123652	0.0123652
236	0	-48.14192	-50.7617	2.619775	0.02676526	0.0267653	0.0267653	0.0267653	0.0267653	0.0267653	0.0267653
237	1	-46.76251	-49.74493	2.982427	0.01745376	0.0174538	0.0174538	0.0174538	0.0174538	0.0174538	0.0174538
238	0	-47.82271	-50.49786	2.675142	0.02534365	0.0253437	0.0253437	0.0253437	0.0253437	0.0253437	0.0253437
239	1	-46.76251	-49.74493	2.982427	0.01745376	0.0174538	0.0174538	0.0174538	0.0174538	0.0174538	0.0174538
240	0	-47.36907	-50.13468	2.765614	0.0230207	0.0230207	0.0230207	0.0230207	0.0230207	0.0230207	0.0230207
241	1	-47.16386	-50.33577	3.171913	0.01258846	0.0125885	0.0125885	0.0125885	0.0125885	0.0125885	0.0125885
242	0	-46.75999	-49.79528	3.035286	0.01609652	0.0160965	0.0160965	0.0160965	0.0160965	0.0160965	0.0160965
243	1	-46.80688	-49.75078	2.943893	0.01844316	0.0184432	0.0184432	0.0184432	0.0184432	0.0184432	0.0184432
244	0	-46.96112	-50.09013	3.129015	0.01368992	0.0136899	0.0136899	0.0136899	0.0136899	0.0136899	0.0136899
245	1	-48.12496	-50.74756	2.622601	0.02669272	0.0266927	0.0266927	0.0266927	0.0266927	0.0266927	0.0266927
246	0	-46.91194	-49.80527	2.893324	0.01974157	0.0197416	0.0197416	0.0197416	0.0197416	0.0197416	0.0197416
247	1	-48.12496	-50.74756	2.622601	0.02669272	0.0266927	0.0266927	0.0266927	0.0266927	0.0266927	0.0266927
248	0	-47.18061	-50.35543	3.174821	0.01251381	0.0125138	0.0125138	0.0125138	0.0125138	0.0125138	0.0125138
249	1	-47.05816	-49.90241	2.844243	0.02100178	0.0210018	0.0210018	0.0210018	0.0210018	0.0210018	0.0210018
250	0	-46.86773	-49.96814	3.100406	0.01442449	0.0144245	0.0144245	0.0144245	0.0144245	0.0144245	0.0144245
251	1	-49.33108	-51.77301	2.44193	0.03133165	0.0313317	0.0313317	0.0313317	0.0313317	0.0313317	0.0313317
252	0	-46.82678	-49.75893	2.932153	0.0187446	0.0187446	0.0187446	0.0187446	0.0187446	0.0187446	0.0187446
253	1	-49.33108	-51.77301	2.44193	0.03133165	0.0313317	0.0313317	0.0313317	0.0313317	0.0313317	0.0313317
254	0	-46.76494	-49.74413	2.979194	0.01753676	0.0175368	0.0175368	0.0175368	0.0175368	0.0175368	0.0175368
255	1	-48.22908	-50.83452	2.605436	0.02713346	0.0271335	0.0271335	0.0271335	0.0271335	0.0271335	0.0271335
256	0	-46.77083	-49.74323	2.972405	0.01771107	0.0177111	0.0177111	0.0177111	0.0177111	0.0177111	0.0177111
257	1	-48.22908	-50.83452	2.605436	0.02713346	0.0271335	0.0271335	0.0271335	0.0271335	0.0271335	0.0271335
258	0	-46.97284	-49.84404	2.871198	0.02030968	0.0203097	0.0203097	0.0203097	0.0203097	0.0203097	0.0203097
259	1	-46.75235	-49.75939	3.007043	0.01682171	0.0168217	0.0168217	0.0168217	0.0168217	0.0168217	0.0168217
260	0	-47.82204	-50.4973	2.675265	0.02534051	0.0253405	0.0253405	0.0253405	0.0253405	0.0253405	0.0253405
261	1	-47.36207	-50.56467	3.202605	0.01180042	0.0118004	0.0118004	0.0118004	0.0118004	0.0118004	0.0118004
262	0	-48.26704	-50.86632	2.599278	0.02729156	0.0272916	0.0272916	0.0272916	0.0272916	0.0272916	0.0272916
263	1	-46.77233	-49.74318	2.970847	0.01775108	0.0177511	0.0177511	0.0177511	0.0177511	0.0177511	0.0177511
264	0	-46.93127	-49.81723	2.885957	0.01993074	0.0199307	0.0199307	0.0199307	0.0199307	0.0199307	0.0199307
265	1	-46.77233	-49.74318	2.970847	0.01775108	0.0177511	0.0177511	0.0177511	0.0177511	0.0177511	0.0177511
266	0	-47.78774	-50.46927	2.681537	0.02517947	0.0251795	0.0251795	0.0251795	0.0251795	0.0251795	0.0251795
267	1	-46.77232	-49.74318	2.970862	0.01775069	0.0177507	0.0177507	0.0177507	0.0177507	0.0177507	0.0177507
268	0	-49.53854	-51.95222	2.413681	0.032057	0.032057	0.032057	0.032057	0.032057	0.032057	0.032057
269	1	-48.22603	-50.83196	2.605933	0.02712069	0.0271207	0.0271207	0.0271207	0.0271207	0.0271207	0.0271207
270	0	-47.5477	-50.27545	2.727748	0.02399293	0.0239929	0.0239929	0.0239929	0.0239929	0.0239929	0.0239929
271	1	-46.85588	-49.77321	2.917329	0.01912523	0.0191252	0.0191252	0.0191252	0.0191252	0.0191252	0.0191252
272	0	-47.09767	-49.93053	2.832857	0.02129413	0.0212941	0.0212941	0.0212941	0.0212941	0.0212941	0.0212941
273	1	-46.75317	-49.75531	3.002138	0.01694765	0.0169476	0.0169476	0.0169476	0.0169476	0.0169476	0.0169476
274	0	-46.86301	-49.77701	2.913996	0.0192108	0.0192108	0.0192108	0.0192108	0.0192108	0.0192108	0.0192108
275	1	-47.08111	-49.91867	2.83756	0.02117338	0.0211734	0.0211734	0.0211734	0.0211734	0.0211734	0.0211734
276	0	-46.86301	-49.77701	2.913996	0.0192108	0.0192108	0.0192108	0.0192108	0.0192108	0.0192108	0.0192108
277	1	-47.09887	-49.93139	2.832519	0.02130283	0.0213028	0.0213028	0.0213028	0.0213028	0.0213028	0.0213028
278	0	-47.25362	-50.44036	3.186742	0.01220773	0.0122077	0.0122077	0.0122077	0.0122077	0.0122077	0.0122077
279	1	-46.93209	-49.81774	2.885653	0.01993853	0.0199385	0.0199385	0.0199385	0.0199385	0.0199385	0.0199385
280	0	-47.15777	-49.97429	2.816519	0.02171364	0.0217136	0.0217136	0.0217136	0.0217136	0.0217136	0.0217136
281	1	-47.08977	-49.92486	2.835089	0.02123684	0.0212368	0.0212368	0.0212368	0.0212368	0.0212368	0.0212368
282	0	-46.86662	-49.96662	3.099998	0.01443498	0.014435	0.014435	0.014435	0.014435	0.014435	0.014435
283	1	-46.9102	-49.80421	2.894009	0.019724	0.019724	0.019724	0.019724	0.019724	0.019724	0.019724
284	0	-46.89796	-50.00872	3.110757	0.01415872	0.0141587	0.0141587	0.0141587	0.0141587	0.0141587	0.0141587
285	1	-46.86016	-49.77548	2.915317	0.01917687	0.0191769	0.0191769	0.0191769	0.0191769	0.0191769	0.0191769
286	0	-46.77445	-49.74319	2.968744	0.01780507	0.0178051	0.0178051	0.0178051	0.0178051	0.0178051	0.0178051
287	1	-47.39726	-50.15665	2.759383	0.02318067	0.0231807	0.0231807	0.0231807	0.0231807	0.0231807	0.0231807
288	0	-47.31802	-50.51442	3.196394	0.01195989	0.0119599	0.0119599	0.0119599	0.0119599	0.0119599	0.0119599
289	1	-46.80497	-49.87749	3.072513	0.01514068	0.0151407	0.0151407	0.0151407	0.0151407	0.0151407	0.0151407
290	0	-47.43551	-50.64786	3.212358	0.01155	0.01155	0.01155	0.01155	0.01155	0.01155	0.01155
291	1	-46.76321	-49.74467	2.981456	0.01747869	0.0174787	0.0174787	0.0174787	0.0174787	0.0174787	0.0174787
292	0	-47.37717	-50.58184	3.204669	0.01174741	0.0117474	0.0117474	0.0117474	0.0117474	0.0117474	0.0117474
293	1	-46.77055	-49.74325	2.972705	0.01770337	0.0177034	0.0177034	0.0177034	0.0177034	0.0177034	0.0177034
294	0	-47.27714	-50.46749	3.190351	0.01211505	0.012115	0.012115	0.012115	0.012115	0.012115	0.012115
295	1	-46.77055	-49.74325	2.972705	0.01770337	0.0177034	0.0177034	0.0177034	0.0177034	0.0177034	0.0177034
296	0	-47.43009	-50.64175	3.211662	0.01156786	0.0115679	0.0115679	0.0115679	0.0115679	0.0115679	0.0115679
297	1	-46.88031	-49.78661	2.906296	0.01940852	0.0194085	0.0194085	0.0194085	0.0194085	0.0194085	0.0194085
298	0	-48.25421	-51.54548	3.291268	0.009523884	0.00952388	0.00952388	0.00952388	0.00952388	0.00952388	0.00952388
299	1	-46.92091	-49.81077	2.889862	0.01983047	0.0198305	0.0198305	0.0198305	0.0198305	0.0198305	0.0198305
300	0	-46.75998	-49.79525	3.03527	0.01609693	0.0160969	0.0160969	0.0160969	0.0160969	0.0160969	0.0160969
301	1	-46.77115	-49.74322	2.972064	0.01771984	0.0177198	0.0177198	0.0177198	0.0177198	0.0177198	0.0177198
302	0	-46.86602	-49.77864	2.912622	0.01924609	0.0192461	0.0192461	0.0192461	0.0192461	0.0192461	0.0192461
303	1	-47.67767	-50.37985	2.702181	0.0246494	0.0246494	0.0246494	0.0246494	0.0246494	0.0246494	0.0246494
304	0	-46.78203	-49.83973	3.057699	0.01552105	0.0155211	0.0155211	0.0155211	0.0155211	0.0155211	0.0155211
305	1	-46.80517	-49.75016	2.944992	0.01841494	0.0184149	0.0184149	0.0184149	0.0184149	0.0184149	0.0184149
306	0	-47.09516	-49.92872	2.833565	0.02127597	0.021276	0.021276	0.021276	0.021276	0.021276	0.021276
307	1	-46.80517	-49.75016	2.944992	0.01841494	0.0184149	0.0184149	0.0184149	0.0184149	0.0184149	0.0184149
308	0	-47.09516	-49.92872	2.833565	0.02127597	0.021276	0.021276	0.021276	0.021276	0.021276	0.021276
309	1	-46.87915	-49.78595	2.906797	0.01939565	0.0193956	0.0193956	0.0193956	0.0193956	0.0193956	0.0193956
310	0	-47.15199	-49.97003	2.818046	0.02167442	0.0216744	0.0216744	0.0216744	0.0216744	0.0216744	0.0216744
311	1	-47.92145	-50.57892	2.657475	0.02579727	0.0257973	0.0257973	0.0257973	0.0257973	0.0257973	0.0257973
312	0	-46.93787	-49.82139	2.88352	0.01999331	0.0199933	0.0199933	0.0199933	0.0199933	0.0199933	0.0199933
313	1	-46.7528	-49.75671	3.00391	0.01690215	0.0169022	0.0169022	0.0169022	0.0169022	0.0169022	0.0169022
314	0	-46.87173	-49.78179	2.910051	0.01931208	0.0193121	0.0193121	0.0193121	0.0193121	0.0193121	0.0193121
315	1	-47.44945	-50.19757	2.74812	0.02346985	0.0234699	0.0234699	0.0234699	0.0234699	0.0234699	0.0234699
316	0	-47.00932	-50.15022	3.140896	0.01338487	0.0133849	0.0133849	0.0133849	0.0133849	0.0133849	0.0133849
317	1	-47.44945	-50.19757	2.74812	0.02346985	0.0234699	0.0234699	0.0234699	0.0234699	0.0234699	0.0234699
318	0	-47.15555	-49.97265	2.817106	0.02169857	0.0216986	0.0216986	0.0216986	0.0216986	0.0216986	0.0216986
319	1	-46.92548	-49.8136	2.888127	0.019875	0.019875	0.019875	0.019875	0.019875	0.019875	0.019875
320	0	-47.40419	-50.16206	2.757869	0.02321954	0.0232195	0.0232195	0.0232195	0.0232195	0.0232195	0.0232195
321	1	-46.77513	-49.74322	2.968087	0.01782193	0.0178219	0.0178219	0.0178219	0.0178219	0.0178219	0.0178219
322	0	-47.26108	-50.05166	2.790577	0.02237972	0.0223797	0.0223797	0.0223797	0.0223797	0.0223797	0.0223797
323	1	-46.7947	-49.74679	2.952087	0.01823277	0.0182328	0.0182328	0.0182328	0.0182328	0.0182328	0.0182328
324	0	-46.79252	-49.85755	3.065031	0.0153328	0.0153328	0.0153328	0.0153328	0.0153328	0.0153328	0.0153328
325	1	-46.96801	-50.09881	3.130804	0.01364399	0.013644	0.013644	0.013644	0.013644	0.013644	0.013644
326	0	-46.83352	-49.92019	3.086671	0.01477717	0.0147772	0.0147772	0.0147772	0.0147772	0.0147772	0.0147772
327	1	-46.98717	-50.12279	3.135613	0.01352051	0.0135205	0.0135205	0.0135205	0.0135205	0.0135205	0.0135205
328	0	-48.09517	-51.374	3.278836	0.009843088	0.00984309	0.00984309	0.00984309	0.00984309	0.00984309	0.00984309
329	1	-47.09531	-49.92883	2.833521	0.02127709	0.0212771	0.0212771	0.0212771	0.0212771	0.0212771	0.0212771
330	0	-49.06273	-52.4054	3.342671	0.008204038	0.00820404	0.00820404	0.00820404	0.00820404	0.00820404	0.00820404
331	1	-47.24489	-50.03938	2.794493	0.02227919	0.0222792	0.0222792	0.0222792	0.0222792	0.0222792	0.0222792
332	0	-50.02264	-53.4104	3.387764	0.007046242	0.00704624	0.00704624	0.00704624	0.00704624	0.00704624	0.00704624
333	1	-47.66839	-50.37235	2.703962	0.02460367	0.0246037	0.0246037	0.0246037	0.0246037	0.0246037	0.0246037
334	0	-47.88841	-51.14943	3.261014	0.01030069	0.0103007	0.0103007	0.0103007	0.0103007	0.0103007	0.0103007
335	1	-47.66839	-50.37235	2.703962	0.02460367	0.0246037	0.0246037	0.0246037	0.0246037	0.0246037	0.0246037
336	0	-47.13564	-50.30249	3.166848	0.01271851	0.0127185	0.0127185	0.0127185	0.0127185	0.0127185	0.0127185
337	1	-47.18465	-49.99418	2.809537	0.02189291	0.0218929	0.0218929	0.0218929	0.0218929	0.0218929	0.0218929
338	0	-47.41725	-50.62725	3.209999	0.01161057	0.0116106	0.0116106	0.0116106	0.0116106	0.0116106	0.0116106
339	1	-49.42084	-51.85047	2.429636	0.03164732	0.0316473	0.0316473	0.0316473	0.0316473	0.0316473	0.0316473
340	0	-49.06511	-52.40791	3.342801	0.008200715	0.00820071	0.00820071	0.00820071	0.00820071	0.00820071	0.00820071
341	1	-47.14529	-49.96512	2.819825	0.02162874	0.0216287	0.0216287	0.0216287	0.0216287	0.0216287	0.0216287
342	0	-47.16318	-50.33497	3.171793	0.01259156	0.0125916	0.0125916	0.0125916	0.0125916	0.0125916	0.0125916
343	1	-46.88385	-49.78863	2.904777	0.01944751	0.0194475	0.0194475	0.0194475	0.0194475	0.0194475	0.0194475
344	0	-47.16318	-50.33497	3.171793	0.01259156	0.0125916	0.0125916	0.0125916	0.0125916	0.0125916	0.0125916
345	1	-47.0314	-49.88371	2.852308	0.02079472	0.0207947	0.0207947	0.0207947	0.0207947	0.0207947	0.0207947
346	0	-49.0297	-52.37056	3.340867	0.00825038	0.00825038	0.00825038	0.00825038	0.00825038	0.00825038	0.00825038
347	1	-47.11942	-49.94624	2.826819	0.02144917	0.0214492	0.0214492	0.0214492	0.0214492	0.0214492	0.0214492
348	0	-49.0297	-52.37056	3.340867	0.00825038	0.00825038	0.00825038	0.00825038	0.00825038	0.00825038	0.00825038
349	1	-47.30749	-50.08711	2.779617	0.02266114	0.0226611	0.0226611	0.0226611	0.0226611	0.0226611	0.0226611
350	0	-48.36066	-51.65973	3.299068	0.00932361	0.00932361	0.00932361	0.00932361	0.00932361	0.00932361	0.00932361
351	1	-46.8113	-49.75243	2.941137	0.01851392	0.0185139	0.0185139	0.0185139	0.0185139	0.0185139	0.0185139
352	0	-48.36066	-51.65973	3.299068	0.00932361	0.00932361	0.00932361	0.00932361	0.00932361	0.00932361	0.00932361
353	1	-46.75234	-49.7595	3.007166	0.01681855	0.0168186	0.0168186	0.0168186	0.0168186	0.0168186	0.0168186
354	0	-49.98321	-53.36935	3.386145	0.007087813	0.00708781	0.00708781	0.00708781	0.00708781	0.00708781	0.00708781
355	1	-46.75234	-49.7595	3.007166	0.01681855	0.0168186	0.0168186	0.0168186	0.0168186	0.0168186	0.0168186
356	0	-49.98321	-53.36935	3.386145	0.007087813	0.00708781	0.00708781	0.00708781	0.00708781	0.00708781	0.00708781
357	1	-47.25763	-50.04904	2.791406	0.02235844	0.0223584	0.0223584	0.0223584	0.0223584	0.0223584	0.0223584
358	0	-49.98321	-53.36935	3.386145	0.007087813	0.00708781	0.00708781	0.00708781	0.00708781	0.00708781	0.00708781
359	1	-47.26665	-50.05589	2.789241	0.02241404	0.022414	0.022414	0.022414	0.022414	0.022414	0.022414
360	0	-49.96727	-53.35275	3.385485	0.007104741	0.00710474	0.00710474	0.00710474	0.00710474	0.00710474	0.00710474
361	1	-46.92744	-50.04719	3.119745	0.01392795	0.013928	0.013928	0.013928	0.013928	0.013928	0.013928
362	0	-48.6604	-51.97957	3.319162	0.008807668	0.00880767	0.00880767	0.00880767	0.00880767	0.00880767	0.00880767
363	1	-47.49163	-50.23088	2.739251	0.02369758	0.0236976	0.0236976	0.0236976	0.0236976	0.0236976	0.0236976
364	0	-47.89554	-51.1572	3.261665	0.01028399	0.010284	0.010284	0.010284	0.010284	0.010284	0.010284
365	1	-46.77199	-49.82126	3.049262	0.01573768	0.0157377	0.0157377	0.0157377	0.0157377	0.0157377	0.0157377
366	0	-46.97443	-49.84509	2.87066	0.02032349	0.0203235	0.0203235	0.0203235	0.0203235	0.0203235	0.0203235
367	1	-46.80714	-49.88086	3.073717	0.01510977	0.0151098	0.0151098	0.0151098	0.0151098	0.0151098	0.0151098
368	0	-46.75843	-49.79122	3.032784	0.01616078	0.0161608	0.0161608	0.0161608	0.0161608	0.0161608	0.0161608
369	1	-46.75331	-49.77383	3.020514	0.01647582	0.0164758	0.0164758	0.0164758	0.0164758	0.0164758	0.0164758
370	0	-46.81188	-49.75266	2.940781	0.01852307	0.0185231	0.0185231	0.0185231	0.0185231	0.0185231	0.0185231
371	1	-46.94017	-49.82285	2.882683	0.02001481	0.0200148	0.0200148	0.0200148	0.0200148	0.0200148	0.0200148
372	0	-46.81188	-49.75266	2.940781	0.01852307	0.0185231	0.0185231	0.0185231	0.0185231	0.0185231	0.0185231
373	1	-48.7778	-51.29842	2.520628	0.02931099	0.029311	0.029311	0.029311	0.029311	0.029311	0.029311
374	0	-47.49703	-50.23516	2.738129	0.0237264	0.0237264	0.0237264	0.0237264	0.0237264	0.0237264	0.0237264
375	1	-48.7778	-51.29842	2.520628	0.02931099	0.029311	0.029311	0.029311	0.029311	0.029311	0.029311
376	0	-47.49703	-50.23516	2.738129	0.0237264	0.0237264	0.0237264	0.0237264	0.0237264	0.0237264	0.0237264
377	1	-48.2504	-50.85237	2.601971	0.02722241	0.0272224	0.0272224	0.0272224	0.0272224	0.0272224	0.0272224
378	0	-47.37268	-50.13749	2.764809	0.02304136	0.0230414	0.0230414	0.0230414	0.0230414	0.0230414	0.0230414
379	1	-48.24967	-50.85176	2.602089	0.02721939	0.0272194	0.0272194	0.0272194	0.0272194	0.0272194	0.0272194
380	0	-47.40839	-50.16534	2.756954	0.02324305	0.023243	0.023243	0.023243	0.023243	0.023243	0.023243
381	1	-46.8395	-49.92878	3.089274	0.01471032	0.0147103	0.0147103	0.0147103	0.0147103	0.0147103	0.0147103
382	0	-46.76145	-49.7454	2.983944	0.01741479	0.0174148	0.0174148	0.0174148	0.0174148	0.0174148	0.0174148
383	1	-46.7655	-49.74399	2.978483	0.01755501	0.017555	0.017555	0.017555	0.017555	0.017555	0.017555
384	0	-47.00297	-49.86422	2.861243	0.02056528	0.0205653	0.0205653	0.0205653	0.0205653	0.0205653	0.0205653
385	1	-47.86843	-50.53532	2.666895	0.02555541	0.0255554	0.0255554	0.0255554	0.0255554	0.0255554	0.0255554
386	0	-46.84404	-49.76714	2.923096	0.01897714	0.0189771	0.0189771	0.0189771	0.0189771	0.0189771	0.0189771
387	1	-48.45269	-51.02254	2.569849	0.02804718	0.0280472	0.0280472	0.0280472	0.0280472	0.0280472	0.0280472
388	0	-47.79502	-50.47522	2.6802	0.02521379	0.0252138	0.0252138	0.0252138	0.0252138	0.0252138	0.0252138
389	1	-48.45269	-51.02254	2.569849	0.02804718	0.0280472	0.0280472	0.0280472	0.0280472	0.0280472	0.0280472
390	0	-47.79502	-50.47522	2.6802	0.02521379	0.0252138	0.0252138	0.0252138	0.0252138	0.0252138	0.0252138
391	1	-47.32979	-50.10427	2.774479	0.02279308	0.0227931	0.0227931	0.0227931	0.0227931	0.0227931	0.0227931
392	0	-46.79991	-49.74837	2.948468	0.01832568	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257	0.0183257
393	1	-47.32979	-50.10427	2.774479	0.02279308	0.0227931	0.0227931	0.0227931	0.0227931	0.0227931	0.0227931
394	0	-48.05874	-50.69248	2.633743	0.02640664	0.0264066	0.0264066	0.0264066	0.0264066	0.0264066	0.0264066
395	1	-47.08723	-49.92304	2.835812	0.02121827	0.0212183	0.0212183	0.0212183	0.0212183	0.0212183	0.0212183
396	0	-48.05874	-50.69248	2.633743	0.02640664	0.0264066	0.0264066	0.0264066	0.0264066	0.0264066	0.0264066
397	1	-47.46267	-50.20799	2.74532	0.02354175	0.0235417	0.0235417	0.0235417	0.0235417	0.0235417	0.0235417
398	0	-48.99416	-51.48335	2.489196	0.03011805	0.0301181	0.0301181	0.0301181	0.0301181	0.0301181	0.0301181
399	1	-46.79829	-49.86692	3.068628	0.01524043	0.0152404	0.0152404	0.0152404	0.0152404	0.0152404	0.0152404
400	0	-48.7679	-51.28999	2.522089	0.02927347	0.0292735	0.0292735	0.0292735	0.0292735	0.0292735	0.0292735
401	1	-47.02078	-49.87638	2.855599	0.02071021	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102	0.0207102
402	0	-46.95502	-50.08242	3.127402	0.01373133	0.0137313	0.0137313	0.0137313	0.0137313	0.0137313	0.0137313
403	1	-48.45667	-51.0259	2.569229	0.0280631	0.0280631	0.0280631	0.0280631	0.0280631	0.0280631	0.0280631
404	0	-48.49401	-51.80234	3.308324	0.009085951	0.00908595	0.00908595	0.00908595	0.00908595	0.00908595	0.00908595
405	1	-46.7895	-49.74542	2.95592	0.01813435	0.0181344	0.0181344	0.0181344	0.0181344	0.0181344	0.0181344
406	0	-48.04382	-51.31842	3.2746	0.009951859	0.00995186	0.00995186	0.00995186	0.00995186	0.00995186	0.00995186
407	1	-46.92019	-49.81032	2.890136	0.01982342	0.0198234	0.0198234	0.0198234	0.0198234	0.0198234	0.0198234
408	0	-47.97056	-51.23891	3.268346	0.01011243	0.0101124	0.0101124	0.0101124	0.0101124	0.0101124	0.0101124
409	1	-47.46131	-50.20691	2.745608	0.02353436	0.0235344	0.0235344	0.0235344	0.0235344	0.0235344	0.0235344
410	0	-48.31646	-51.61234	3.295876	0.009405557	0.00940556	0.00940556	0.00940556	0.00940556	0.00940556	0.00940556
411	1	-46.89222	-49.79348	2.901262	0.01953775	0.0195377	0.0195377	0.0195377	0.0195377	0.0195377	0.0195377
412	0	-47.43731	-50.6499	3.212589	0.01154406	0.0115441	0.0115441	0.0115441	0.0115441	0.0115441	0.0115441
413	1	-46.79033	-49.85391	3.063587	0.01536987	0.0153699	0.0153699	0.0153699	0.0153699	0.0153699	0.0153699
414	0	-46.83611	-49.76326	2.92715	0.01887304	0.018873	0.018873	0.018873	0.018873	0.018873	0.018873
415	1	-46.92612	-50.04548	3.119362	0.01393778	0.0139378	0.0139378	0.0139378	0.0139378	0.0139378	0.0139378
416	0	-48.20233	-51.48966	3.287321	0.009625226	0.00962523	0.00962523	0.00962523	0.00962523	0.00962523	0.00962523
417	1	-47.7999	-50.4792	2.679305	0.02523678	0.0252368	0.0252368	0.0252368	0.0252368	0.0252368	0.0252368
418	0	-47.12101	-49.94739	2.826384	0.02146035	0.0214603	0.0214603	0.0214603	0.0214603	0.0214603	0.0214603
419	1	-47.13914	-50.30663	3.167488	0.01270208	0.0127021	0.0127021	0.0127021	0.0127021	0.0127021	0.0127021
420	0	-46.76263	-49.74489	2.98226	0.01745805	0.017458	0.017458	0.017458	0.017458	0.017458	0.017458
421	1	-46.7724	-49.74318	2.970777	0.01775289	0.0177529	0.0177529	0.0177529	0.0177529	0.0177529	0.0177529
422	0	-47.01858	-50.1616	3.143025	0.01333021	0.0133302	0.0133302	0.0133302	0.0133302	0.0133302	0.0133302
423	1	-46.7724	-49.74318	2.970777	0.01775289	0.0177529	0.0177529	0.0177529	0.0177529	0.0177529	0.0177529
424	0	-47.46312	-50.67897	3.215851	0.01146031	0.0114603	0.0114603	0.0114603	0.0114603	0.0114603	0.0114603
425	1	-47.04924	-49.89614	2.846897	0.02093363	0.0209336	0.0209336	0.0209336	0.0209336	0.0209336	0.0209336
426	0	-46.75258	-49.75781	3.005234	0.01686815	0.0168682	0.0168682	0.0168682	0.0168682	0.0168682	0.0168682
427	1	-46.86428	-49.77769	2.913416	0.01922569	0.0192257	0.0192257	0.0192257	0.0192257	0.0192257	0.0192257
