Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
9030	-47.04883	-49.89585	2.847022	0.02093043	0.0209304	0.0209304	0.0209304	0.0209304	0.0209304	0.0209304
9031	-46.76876	-49.74341	2.974652	0.01765338	0.0176534	0.0176534	0.0176534	0.0176534	0.0176534	0.0176534
9032	-47.02021	-50.1636	3.143395	0.0133207	0.0133207	0.0133207	0.0133207	0.0133207	0.0133207	0.0133207
9033	-47.06596	-49.90791	2.841949	0.0210607	0.0210607	0.0210607	0.0210607	0.0210607	0.0210607	0.0210607
9034	-47.06596	-49.90791	2.841949	0.0210607	0.0210607	0.0210607	0.0210607	0.0210607	0.0210607	0.0210607
9035	-46.96061	-49.83602	2.875404	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017
9036	-46.96061	-49.83602	2.875404	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017
9037	-46.96061	-49.83602	2.875404	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017
9038	-46.96061	-49.83602	2.875404	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017	0.0202017
9039	-46.79052	-49.74567	2.955152	0.01815406	0.0181541	0.0181541	0.0181541	0.0181541	0.0181541	0.0181541
9040	-46.79052	-49.74567	2.955152	0.01815406	0.0181541	0.0181541	0.0181541	0.0181541	0.0181541	0.0181541
9041	-46.79052	-49.74567	2.955152	0.01815406	0.0181541	0.0181541	0.0181541	0.0181541	0.0181541	0.0181541
9042	-47.25461	-50.04675	2.792135	0.02233974	0.0223397	0.0223397	0.0223397	0.0223397	0.0223397	0.0223397
9043	-46.7613	-49.79849	3.037196	0.01604749	0.0160475	0.0160475	0.0160475	0.0160475	0.0160475	0.0160475
9044	-47.98818	-50.63401	2.645828	0.02609634	0.0260963	0.0260963	0.0260963	0.0260963	0.0260963	0.0260963
9045	-47.3697	-50.13517	2.765473	0.02302431	0.0230243	0.0230243	0.0230243	0.0230243	0.0230243	0.0230243
9046	-47.3697	-50.13517	2.765473	0.02302431	0.0230243	0.0230243	0.0230243	0.0230243	0.0230243	0.0230243
9047	-47.3697	-50.13517	2.765473	0.02302431	0.0230243	0.0230243	0.0230243	0.0230243	0.0230243	0.0230243
9048	-46.88749	-49.79073	2.903236	0.01948708	0.0194871	0.0194871	0.0194871	0.0194871	0.0194871	0.0194871
9049	-48.0153	-51.28749	3.272195	0.0100136	0.0100136	0.0100136	0.0100136	0.0100136	0.0100136	0.0100136
9050	-46.80101	-49.74873	2.947727	0.01834472	0.0183447	0.0183447	0.0183447	0.0183447	0.0183447	0.0183447
9051	-46.82724	-49.75914	2.931898	0.01875115	0.0187512	0.0187512	0.0187512	0.0187512	0.0187512	0.0187512
9052	-46.75258	-49.76948	3.016895	0.01656874	0.0165687	0.0165687	0.0165687	0.0165687	0.0165687	0.0165687
9053	-47.06771	-49.90915	2.841439	0.02107379	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738
9054	-47.06771	-49.90915	2.841439	0.02107379	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738
9055	-47.06771	-49.90915	2.841439	0.02107379	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738
9056	-47.06771	-49.90915	2.841439	0.02107379	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738
9057	-47.06771	-49.90915	2.841439	0.02107379	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738
9058	-47.06771	-49.90915	2.841439	0.02107379	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738	0.0210738
9059	-46.75296	-49.75607	3.00311	0.01692268	0.0169227	0.0169227	0.0169227	0.0169227	0.0169227	0.0169227
9060	-46.75296	-49.75607	3.00311	0.01692268	0.0169227	0.0169227	0.0169227	0.0169227	0.0169227	0.0169227
9061	-46.75296	-49.75607	3.00311	0.01692268	0.0169227	0.0169227	0.0169227	0.0169227	0.0169227	0.0169227
9062	-46.76169	-49.79944	3.037744	0.01603342	0.0160334	0.0160334	0.0160334	0.0160334	0.0160334	0.0160334
9063	-46.76169	-49.79944	3.037744	0.01603342	0.0160334	0.0160334	0.0160334	0.0160334	0.0160334	0.0160334
9064	-46.91202	-49.80532	2.893295	0.01974233	0.0197423	0.0197423	0.0197423	0.0197423	0.0197423	0.0197423
9065	-46.91202	-49.80532	2.893295	0.01974233	0.0197423	0.0197423	0.0197423	0.0197423	0.0197423	0.0197423
9066	-46.91202	-49.80532	2.893295	0.01974233	0.0197423	0.0197423	0.0197423	0.0197423	0.0197423	0.0197423
9067	-47.0599	-49.90363	2.843729	0.02101499	0.021015	0.021015	0.021015	0.021015	0.021015	0.021015
9068	-47.0599	-49.90363	2.843729	0.02101499	0.021015	0.021015	0.021015	0.021015	0.021015	0.021015
9069	-47.0599	-49.90363	2.843729	0.02101499	0.021015	0.021015	0.021015	0.021015	0.021015	0.021015
9070	-46.77417	-49.82543	3.051257	0.01568644	0.0156864	0.0156864	0.0156864	0.0156864	0.0156864	0.0156864
9071	-47.06001	-50.21206	3.152058	0.01309828	0.0130983	0.0130983	0.0130983	0.0130983	0.0130983	0.0130983
9072	-47.06001	-50.21206	3.152058	0.01309828	0.0130983	0.0130983	0.0130983	0.0130983	0.0130983	0.0130983
9073	-47.06001	-50.21206	3.152058	0.01309828	0.0130983	0.0130983	0.0130983	0.0130983	0.0130983	0.0130983
9074	-47.20609	-50.38521	3.179113	0.01240359	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036	0.0124036
9075	-46.77973	-49.74361	2.963876	0.01793008	0.0179301	0.0179301	0.0179301	0.0179301	0.0179301	0.0179301
9076	-47.00541	-49.86587	2.86046	0.02058539	0.0205854	0.0205854	0.0205854	0.0205854	0.0205854	0.0205854
9077	-47.25616	-50.04792	2.791762	0.02234931	0.0223493	0.0223493	0.0223493	0.0223493	0.0223493	0.0223493
9078	-47.18014	-49.99084	2.810694	0.02186319	0.0218632	0.0218632	0.0218632	0.0218632	0.0218632	0.0218632
9079	-47.18014	-49.99084	2.810694	0.02186319	0.0218632	0.0218632	0.0218632	0.0218632	0.0218632	0.0218632
9080	-47.18014	-49.99084	2.810694	0.02186319	0.0218632	0.0218632	0.0218632	0.0218632	0.0218632	0.0218632
9081	-46.79541	-49.74699	2.951586	0.01824563	0.0182456	0.0182456	0.0182456	0.0182456	0.0182456	0.0182456
9082	-47.80012	-50.47938	2.679264	0.02523782	0.0252378	0.0252378	0.0252378	0.0252378	0.0252378	0.0252378
9083	-46.78204	-49.83975	3.057705	0.0155209	0.0155209	0.0155209	0.0155209	0.0155209	0.0155209	0.0155209
9084	-47.42664	-50.17964	2.753003	0.02334448	0.0233445	0.0233445	0.0233445	0.0233445	0.0233445	0.0233445
9085	-47.42664	-50.17964	2.753003	0.02334448	0.0233445	0.0233445	0.0233445	0.0233445	0.0233445	0.0233445
9086	-47.32032	-50.09697	2.776652	0.02273727	0.0227373	0.0227373	0.0227373	0.0227373	0.0227373	0.0227373
9087	-47.00481	-50.14465	3.139841	0.01341195	0.013412	0.013412	0.013412	0.013412	0.013412	0.013412
9088	-47.00481	-50.14465	3.139841	0.01341195	0.013412	0.013412	0.013412	0.013412	0.013412	0.013412
9089	-47.81313	-50.49002	2.676887	0.02529886	0.0252989	0.0252989	0.0252989	0.0252989	0.0252989	0.0252989
9090	-47.81313	-50.49002	2.676887	0.02529886	0.0252989	0.0252989	0.0252989	0.0252989	0.0252989	0.0252989
9091	-46.75217	-49.76165	3.009479	0.01675915	0.0167592	0.0167592	0.0167592	0.0167592	0.0167592	0.0167592
9092	-46.84244	-49.76634	2.923902	0.01895645	0.0189564	0.0189564	0.0189564	0.0189564	0.0189564	0.0189564
9093	-47.18901	-50.36526	3.176252	0.01247706	0.0124771	0.0124771	0.0124771	0.0124771	0.0124771	0.0124771
9094	-46.80121	-49.7488	2.947589	0.01834825	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483
9095	-46.80121	-49.7488	2.947589	0.01834825	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483
9096	-46.80121	-49.7488	2.947589	0.01834825	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483
9097	-46.80121	-49.7488	2.947589	0.01834825	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483
9098	-46.80121	-49.7488	2.947589	0.01834825	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483	0.0183483
9099	-46.75263	-49.76981	3.017185	0.01656131	0.0165613	0.0165613	0.0165613	0.0165613	0.0165613	0.0165613
9100	-47.13302	-49.95614	2.823118	0.02154421	0.0215442	0.0215442	0.0215442	0.0215442	0.0215442	0.0215442
9101	-46.94159	-49.82375	2.882166	0.02002808	0.0200281	0.0200281	0.0200281	0.0200281	0.0200281	0.0200281
9102	-46.94159	-49.82375	2.882166	0.02002808	0.0200281	0.0200281	0.0200281	0.0200281	0.0200281	0.0200281
9103	-46.7842	-49.7443	2.960095	0.01802715	0.0180272	0.0180272	0.0180272	0.0180272	0.0180272	0.0180272
9104	-46.78549	-49.74454	2.959049	0.01805401	0.018054	0.018054	0.018054	0.018054	0.018054	0.018054
9105	-47.34036	-50.11243	2.772072	0.02285488	0.0228549	0.0228549	0.0228549	0.0228549	0.0228549	0.0228549
9106	-47.28613	-50.07074	2.784615	0.02253281	0.0225328	0.0225328	0.0225328	0.0225328	0.0225328	0.0225328
9107	-46.84843	-49.94142	3.092987	0.014615	0.014615	0.014615	0.014615	0.014615	0.014615	0.014615
9108	-47.64669	-50.35484	2.70815	0.02449614	0.0244961	0.0244961	0.0244961	0.0244961	0.0244961	0.0244961
9109	-47.54054	-50.26974	2.729199	0.02395567	0.0239557	0.0239557	0.0239557	0.0239557	0.0239557	0.0239557
9110	-46.91687	-49.80828	2.891413	0.01979064	0.0197906	0.0197906	0.0197906	0.0197906	0.0197906	0.0197906
9111	-46.85782	-49.95451	3.096688	0.01451995	0.0145199	0.0145199	0.0145199	0.0145199	0.0145199	0.0145199
9112	-46.85782	-49.95451	3.096688	0.01451995	0.0145199	0.0145199	0.0145199	0.0145199	0.0145199	0.0145199
9113	-46.82838	-49.75966	2.931275	0.01876714	0.0187671	0.0187671	0.0187671	0.0187671	0.0187671	0.0187671
9114	-46.78393	-49.74425	2.960312	0.01802157	0.0180216	0.0180216	0.0180216	0.0180216	0.0180216	0.0180216
9115	-46.96528	-50.09538	3.130099	0.0136621	0.0136621	0.0136621	0.0136621	0.0136621	0.0136621	0.0136621
9116	-47.30979	-50.50499	3.1952	0.01199054	0.0119905	0.0119905	0.0119905	0.0119905	0.0119905	0.0119905
9117	-47.51584	-50.73812	3.222284	0.01129512	0.0112951	0.0112951	0.0112951	0.0112951	0.0112951	0.0112951
9118	-49.07043	-52.41352	3.343089	0.008193312	0.00819331	0.00819331	0.00819331	0.00819331	0.00819331	0.00819331
9119	-49.86711	-53.24839	3.381278	0.007212767	0.00721277	0.00721277	0.00721277	0.00721277	0.00721277	0.00721277
9120	-48.75174	-52.07655	3.324812	0.008662609	0.00866261	0.00866261	0.00866261	0.00866261	0.00866261	0.00866261
9121	-48.60068	-51.91604	3.315357	0.008905376	0.00890538	0.00890538	0.00890538	0.00890538	0.00890538	0.00890538
9122	-46.9265	-50.04597	3.119472	0.01393495	0.013935	0.013935	0.013935	0.013935	0.013935	0.013935
9123	-47.17457	-49.9867	2.812134	0.02182623	0.0218262	0.0218262	0.0218262	0.0218262	0.0218262	0.0218262
9124	-47.55272	-50.27946	2.726733	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019
9125	-47.55272	-50.27946	2.726733	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019
9126	-47.55272	-50.27946	2.726733	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019
9127	-47.55272	-50.27946	2.726733	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019	0.024019
9128	-46.75926	-49.7934	3.034143	0.01612588	0.0161259	0.0161259	0.0161259	0.0161259	0.0161259	0.0161259
9129	-47.28757	-50.07184	2.784275	0.02254154	0.0225415	0.0225415	0.0225415	0.0225415	0.0225415	0.0225415
9130	-46.86269	-49.77683	2.914146	0.01920694	0.0192069	0.0192069	0.0192069	0.0192069	0.0192069	0.0192069
9131	-47.81067	-50.48801	2.677335	0.02528735	0.0252873	0.0252873	0.0252873	0.0252873	0.0252873	0.0252873
9132	-46.76151	-49.74537	2.983859	0.01741697	0.017417	0.017417	0.017417	0.017417	0.017417	0.017417
9133	-46.95345	-50.08043	3.126984	0.01374208	0.0137421	0.0137421	0.0137421	0.0137421	0.0137421	0.0137421
9134	-46.76154	-49.79908	3.037538	0.01603871	0.0160387	0.0160387	0.0160387	0.0160387	0.0160387	0.0160387
9135	-46.75749	-49.78861	3.031118	0.01620356	0.0162036	0.0162036	0.0162036	0.0162036	0.0162036	0.0162036
9136	-46.82535	-49.75829	2.932943	0.01872431	0.0187243	0.0187243	0.0187243	0.0187243	0.0187243	0.0187243
9137	-46.78402	-49.8432	3.05918	0.01548302	0.015483	0.015483	0.015483	0.015483	0.015483	0.015483
9138	-46.78402	-49.8432	3.05918	0.01548302	0.015483	0.015483	0.015483	0.015483	0.015483	0.015483
9139	-47.08172	-50.23823	3.156507	0.01298404	0.012984	0.012984	0.012984	0.012984	0.012984	0.012984
9140	-47.27923	-50.06547	2.786246	0.02249093	0.0224909	0.0224909	0.0224909	0.0224909	0.0224909	0.0224909
9141	-46.84055	-49.76541	2.924861	0.01893183	0.0189318	0.0189318	0.0189318	0.0189318	0.0189318	0.0189318
9142	-46.77265	-49.74317	2.970524	0.01775938	0.0177594	0.0177594	0.0177594	0.0177594	0.0177594	0.0177594
9143	-46.8056	-49.75031	2.944711	0.01842215	0.0184222	0.0184222	0.0184222	0.0184222	0.0184222	0.0184222
9144	-46.929	-49.8158	2.886805	0.01990896	0.019909	0.019909	0.019909	0.019909	0.019909	0.019909
9145	-46.90344	-50.01594	3.112501	0.01411395	0.014114	0.014114	0.014114	0.014114	0.014114	0.014114
9146	-47.49539	-50.71521	3.219824	0.0113583	0.0113583	0.0113583	0.0113583	0.0113583	0.0113583	0.0113583
9147	-46.7705	-49.74325	2.972758	0.017702	0.017702	0.017702	0.017702	0.017702	0.017702	0.017702
9148	-47.14695	-50.31585	3.168904	0.01266573	0.0126657	0.0126657	0.0126657	0.0126657	0.0126657	0.0126657
9149	-50.37787	-53.77951	3.401634	0.006690109	0.00669011	0.00669011	0.00669011	0.00669011	0.00669011	0.00669011
9150	-48.00484	-51.27615	3.271304	0.01003647	0.0100365	0.0100365	0.0100365	0.0100365	0.0100365	0.0100365
9151	-47.72181	-50.96676	3.244947	0.01071322	0.0107132	0.0107132	0.0107132	0.0107132	0.0107132	0.0107132
9152	-46.87047	-49.78109	2.910614	0.01929763	0.0192976	0.0192976	0.0192976	0.0192976	0.0192976	0.0192976
9153	-46.89316	-50.00236	3.1092	0.0141987	0.0141987	0.0141987	0.0141987	0.0141987	0.0141987	0.0141987
9154	-47.91249	-50.57154	2.659057	0.02575667	0.0257567	0.0257567	0.0257567	0.0257567	0.0257567	0.0257567
9155	-47.91249	-50.57154	2.659057	0.02575667	0.0257567	0.0257567	0.0257567	0.0257567	0.0257567	0.0257567
9156	-47.02282	-49.87778	2.854964	0.02072651	0.0207265	0.0207265	0.0207265	0.0207265	0.0207265	0.0207265
9157	-46.8702	-49.78094	2.910735	0.01929454	0.0192945	0.0192945	0.0192945	0.0192945	0.0192945	0.0192945
9158	-46.8702	-49.78094	2.910735	0.01929454	0.0192945	0.0192945	0.0192945	0.0192945	0.0192945	0.0192945
9159	-46.84146	-49.76586	2.924396	0.01894377	0.0189438	0.0189438	0.0189438	0.0189438	0.0189438	0.0189438
9160	-47.2161	-50.01769	2.801583	0.02209713	0.0220971	0.0220971	0.0220971	0.0220971	0.0220971	0.0220971
9161	-46.82482	-49.90751	3.08269	0.01487939	0.0148794	0.0148794	0.0148794	0.0148794	0.0148794	0.0148794
9162	-46.82482	-49.90751	3.08269	0.01487939	0.0148794	0.0148794	0.0148794	0.0148794	0.0148794	0.0148794
9163	-48.47477	-51.7818	3.307022	0.009119393	0.00911939	0.00911939	0.00911939	0.00911939	0.00911939	0.00911939
9164	-47.04121	-50.18926	3.148053	0.0132011	0.0132011	0.0132011	0.0132011	0.0132011	0.0132011	0.0132011
9165	-46.8315	-49.91726	3.085767	0.01480037	0.0148004	0.0148004	0.0148004	0.0148004	0.0148004	0.0148004
9166	-46.8315	-49.91726	3.085767	0.01480037	0.0148004	0.0148004	0.0148004	0.0148004	0.0148004	0.0148004
9167	-46.8315	-49.91726	3.085767	0.01480037	0.0148004	0.0148004	0.0148004	0.0148004	0.0148004	0.0148004
9168	-47.49339	-50.23227	2.738886	0.02370696	0.023707	0.023707	0.023707	0.023707	0.023707	0.023707
9169	-47.49339	-50.23227	2.738886	0.02370696	0.023707	0.023707	0.023707	0.023707	0.023707	0.023707
9170	-47.49339	-50.23227	2.738886	0.02370696	0.023707	0.023707	0.023707	0.023707	0.023707	0.023707
9171	-47.81163	-50.48879	2.67716	0.02529185	0.0252919	0.0252919	0.0252919	0.0252919	0.0252919	0.0252919
9172	-46.82544	-49.90842	3.082981	0.01487191	0.0148719	0.0148719	0.0148719	0.0148719	0.0148719	0.0148719
9173	-46.82544	-49.90842	3.082981	0.01487191	0.0148719	0.0148719	0.0148719	0.0148719	0.0148719	0.0148719
9174	-46.80478	-49.75002	2.945239	0.01840859	0.0184086	0.0184086	0.0184086	0.0184086	0.0184086	0.0184086
9175	-46.87321	-49.78261	2.909397	0.01932889	0.0193289	0.0193289	0.0193289	0.0193289	0.0193289	0.0193289
9176	-47.00663	-49.8667	2.860071	0.02059538	0.0205954	0.0205954	0.0205954	0.0205954	0.0205954	0.0205954
9177	-47.00663	-49.8667	2.860071	0.02059538	0.0205954	0.0205954	0.0205954	0.0205954	0.0205954	0.0205954
9178	-47.94394	-50.59747	2.653524	0.02589874	0.0258987	0.0258987	0.0258987	0.0258987	0.0258987	0.0258987
9179	-46.75314	-49.77293	3.01979	0.01649442	0.0164944	0.0164944	0.0164944	0.0164944	0.0164944	0.0164944
9180	-47.06844	-50.22225	3.153808	0.01305334	0.0130533	0.0130533	0.0130533	0.0130533	0.0130533	0.0130533
9181	-46.98868	-50.12466	3.135982	0.01351105	0.0135111	0.0135111	0.0135111	0.0135111	0.0135111	0.0135111
9182	-47.33325	-50.10694	2.773688	0.02281337	0.0228134	0.0228134	0.0228134	0.0228134	0.0228134	0.0228134
9183	-46.83264	-49.76162	2.928978	0.01882612	0.0188261	0.0188261	0.0188261	0.0188261	0.0188261	0.0188261
9184	-46.83264	-49.76162	2.928978	0.01882612	0.0188261	0.0188261	0.0188261	0.0188261	0.0188261	0.0188261
9185	-46.83264	-49.76162	2.928978	0.01882612	0.0188261	0.0188261	0.0188261	0.0188261	0.0188261	0.0188261
9186	-46.93803	-49.82149	2.883462	0.01999479	0.0199948	0.0199948	0.0199948	0.0199948	0.0199948	0.0199948
9187	-46.85127	-49.77081	2.919538	0.01906851	0.0190685	0.0190685	0.0190685	0.0190685	0.0190685	0.0190685
9188	-47.7502	-50.43869	2.688484	0.02500109	0.0250011	0.0250011	0.0250011	0.0250011	0.0250011	0.0250011
9189	-47.7502	-50.43869	2.688484	0.02500109	0.0250011	0.0250011	0.0250011	0.0250011	0.0250011	0.0250011
9190	-47.7502	-50.43869	2.688484	0.02500109	0.0250011	0.0250011	0.0250011	0.0250011	0.0250011	0.0250011
9191	-47.02302	-50.16705	3.14403	0.01330438	0.0133044	0.0133044	0.0133044	0.0133044	0.0133044	0.0133044
9192	-47.02302	-50.16705	3.14403	0.01330438	0.0133044	0.0133044	0.0133044	0.0133044	0.0133044	0.0133044
9193	-46.80907	-49.88383	3.074764	0.01508289	0.0150829	0.0150829	0.0150829	0.0150829	0.0150829	0.0150829
9194	-46.75241	-49.76806	3.015651	0.01660069	0.0166007	0.0166007	0.0166007	0.0166007	0.0166007	0.0166007
9195	-47.4416	-50.19139	2.749795	0.02342685	0.0234268	0.0234268	0.0234268	0.0234268	0.0234268	0.0234268
9196	-46.92824	-50.04821	3.119975	0.01392204	0.013922	0.013922	0.013922	0.013922	0.013922	0.013922
9197	-46.92824	-50.04821	3.119975	0.01392204	0.013922	0.013922	0.013922	0.013922	0.013922	0.013922
9198	-47.78746	-50.46905	2.681587	0.02517818	0.0251782	0.0251782	0.0251782	0.0251782	0.0251782	0.0251782
9199	-47.2993	-50.49296	3.193661	0.01203006	0.0120301	0.0120301	0.0120301	0.0120301	0.0120301	0.0120301
9200	-46.83799	-49.92661	3.088625	0.01472698	0.014727	0.014727	0.014727	0.014727	0.014727	0.014727
9201	-46.75437	-49.75226	2.997893	0.01705665	0.0170567	0.0170567	0.0170567	0.0170567	0.0170567	0.0170567
9202	-46.75437	-49.75226	2.997893	0.01705665	0.0170567	0.0170567	0.0170567	0.0170567	0.0170567	0.0170567
9203	-46.75962	-49.79434	3.034716	0.01611116	0.0161112	0.0161112	0.0161112	0.0161112	0.0161112	0.0161112
9204	-46.91255	-49.80564	2.893087	0.01974767	0.0197477	0.0197477	0.0197477	0.0197477	0.0197477	0.0197477
9205	-46.75769	-49.74789	2.990203	0.01725409	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541
9206	-46.75769	-49.74789	2.990203	0.01725409	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541
9207	-46.75769	-49.74789	2.990203	0.01725409	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541
9208	-46.75769	-49.74789	2.990203	0.01725409	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541	0.0172541
9209	-47.68354	-50.3846	2.701059	0.02467822	0.0246782	0.0246782	0.0246782	0.0246782	0.0246782	0.0246782
9210	-47.74975	-50.43832	2.688569	0.02499891	0.0249989	0.0249989	0.0249989	0.0249989	0.0249989	0.0249989
9211	-48.03716	-51.3112	3.274042	0.009966181	0.00996618	0.00996618	0.00996618	0.00996618	0.00996618	0.00996618
9212	-46.75805	-49.79018	3.032126	0.01617766	0.0161777	0.0161777	0.0161777	0.0161777	0.0161777	0.0161777
9213	-48.68536	-51.21972	2.534359	0.02895843	0.0289584	0.0289584	0.0289584	0.0289584	0.0289584	0.0289584
9214	-46.86075	-49.77579	2.915043	0.01918393	0.0191839	0.0191839	0.0191839	0.0191839	0.0191839	0.0191839
9215	-46.7911	-49.74582	2.954718	0.0181652	0.0181652	0.0181652	0.0181652	0.0181652	0.0181652	0.0181652
9216	-46.7911	-49.74582	2.954718	0.0181652	0.0181652	0.0181652	0.0181652	0.0181652	0.0181652	0.0181652
9217	-47.30169	-50.49571	3.194014	0.01202099	0.012021	0.012021	0.012021	0.012021	0.012021	0.012021
9218	-47.08028	-50.23649	3.156216	0.0129915	0.0129915	0.0129915	0.0129915	0.0129915	0.0129915	0.0129915
9219	-47.13291	-49.95606	2.823149	0.0215434	0.0215434	0.0215434	0.0215434	0.0215434	0.0215434	0.0215434
9220	-47.95097	-50.60327	2.652295	0.02593029	0.0259303	0.0259303	0.0259303	0.0259303	0.0259303	0.0259303
9221	-47.74908	-50.43777	2.688694	0.0249957	0.0249957	0.0249957	0.0249957	0.0249957	0.0249957	0.0249957
9222	-47.54847	-50.27606	2.727593	0.02399693	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969
9223	-47.54847	-50.27606	2.727593	0.02399693	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969
9224	-47.54847	-50.27606	2.727593	0.02399693	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969
9225	-47.54847	-50.27606	2.727593	0.02399693	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969	0.0239969
9226	-46.83068	-49.91608	3.085397	0.01480986	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099
9227	-46.83068	-49.91608	3.085397	0.01480986	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099
9228	-46.83068	-49.91608	3.085397	0.01480986	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099
9229	-49.00218	-52.34152	3.339347	0.008289395	0.00828939	0.00828939	0.00828939	0.00828939	0.00828939	0.00828939
9230	-49.00218	-52.34152	3.339347	0.008289395	0.00828939	0.00828939	0.00828939	0.00828939	0.00828939	0.00828939
9231	-46.96335	-49.83781	2.874453	0.02022612	0.0202261	0.0202261	0.0202261	0.0202261	0.0202261	0.0202261
9232	-47.40886	-50.61776	3.2089	0.01163879	0.0116388	0.0116388	0.0116388	0.0116388	0.0116388	0.0116388
9233	-47.36322	-50.13014	2.766919	0.02298718	0.0229872	0.0229872	0.0229872	0.0229872	0.0229872	0.0229872
9234	-46.75962	-49.79433	3.034711	0.0161113	0.0161113	0.0161113	0.0161113	0.0161113	0.0161113	0.0161113
9235	-47.74935	-50.43799	2.688644	0.02499698	0.024997	0.024997	0.024997	0.024997	0.024997	0.024997
9236	-46.75671	-49.78631	3.029603	0.01624244	0.0162424	0.0162424	0.0162424	0.0162424	0.0162424	0.0162424
9237	-46.86152	-49.77621	2.914687	0.01919307	0.0191931	0.0191931	0.0191931	0.0191931	0.0191931	0.0191931
9238	-49.35227	-52.70995	3.357673	0.007818846	0.00781885	0.00781885	0.00781885	0.00781885	0.00781885	0.00781885
9239	-48.40124	-51.70318	3.301942	0.00924981	0.00924981	0.00924981	0.00924981	0.00924981	0.00924981	0.00924981
9240	-48.40124	-51.70318	3.301942	0.00924981	0.00924981	0.00924981	0.00924981	0.00924981	0.00924981	0.00924981
9241	-46.94719	-50.07248	3.125293	0.0137855	0.0137855	0.0137855	0.0137855	0.0137855	0.0137855	0.0137855
9242	-46.94719	-50.07248	3.125293	0.0137855	0.0137855	0.0137855	0.0137855	0.0137855	0.0137855	0.0137855
9243	-47.39294	-50.15327	2.760332	0.0231563	0.0231563	0.0231563	0.0231563	0.0231563	0.0231563	0.0231563
9244	-46.82689	-49.91054	3.083658	0.01485452	0.0148545	0.0148545	0.0148545	0.0148545	0.0148545	0.0148545
9245	-47.39666	-50.60394	3.207287	0.01168021	0.0116802	0.0116802	0.0116802	0.0116802	0.0116802	0.0116802
9246	-47.36663	-50.13279	2.766158	0.02300673	0.0230067	0.0230067	0.0230067	0.0230067	0.0230067	0.0230067
9247	-46.88295	-49.98874	3.105786	0.01428636	0.0142864	0.0142864	0.0142864	0.0142864	0.0142864	0.0142864
9248	-46.88295	-49.98874	3.105786	0.01428636	0.0142864	0.0142864	0.0142864	0.0142864	0.0142864	0.0142864
9249	-46.88295	-49.98874	3.105786	0.01428636	0.0142864	0.0142864	0.0142864	0.0142864	0.0142864	0.0142864
9250	-46.82363	-49.75754	2.933905	0.01869962	0.0186996	0.0186996	0.0186996	0.0186996	0.0186996	0.0186996
9251	-46.90633	-49.80187	2.895536	0.01968479	0.0196848	0.0196848	0.0196848	0.0196848	0.0196848	0.0196848
9252	-46.90633	-49.80187	2.895536	0.01968479	0.0196848	0.0196848	0.0196848	0.0196848	0.0196848	0.0196848
9253	-47.85535	-50.52459	2.669242	0.02549515	0.0254951	0.0254951	0.0254951	0.0254951	0.0254951	0.0254951
9254	-47.2895	-50.48171	3.192208	0.01206736	0.0120674	0.0120674	0.0120674	0.0120674	0.0120674	0.0120674
9255	-47.2895	-50.48171	3.192208	0.01206736	0.0120674	0.0120674	0.0120674	0.0120674	0.0120674	0.0120674
9256	-46.89934	-49.79768	2.898341	0.01961275	0.0196127	0.0196127	0.0196127	0.0196127	0.0196127	0.0196127
