Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
3913	-46.78317	-49.74411	2.960944	0.01800536	0.0180054	0.0180054	0.0180054	0.0180054	0.0180054	0.0180054
3914	-46.78317	-49.74411	2.960944	0.01800536	0.0180054	0.0180054	0.0180054	0.0180054	0.0180054	0.0180054
3915	-46.78317	-49.74411	2.960944	0.01800536	0.0180054	0.0180054	0.0180054	0.0180054	0.0180054	0.0180054
3916	-47.4752	-50.21789	2.742682	0.02360949	0.0236095	0.0236095	0.0236095	0.0236095	0.0236095	0.0236095
3917	-47.4752	-50.21789	2.742682	0.02360949	0.0236095	0.0236095	0.0236095	0.0236095	0.0236095	0.0236095
3918	-46.75739	-49.78833	3.030932	0.01620833	0.0162083	0.0162083	0.0162083	0.0162083	0.0162083	0.0162083
3919	-47.00653	-49.86663	2.860102	0.0205946	0.0205946	0.0205946	0.0205946	0.0205946	0.0205946	0.0205946
3920	-47.00653	-49.86663	2.860102	0.0205946	0.0205946	0.0205946	0.0205946	0.0205946	0.0205946	0.0205946
3921	-47.39824	-50.15741	2.759169	0.02318618	0.0231862	0.0231862	0.0231862	0.0231862	0.0231862	0.0231862
3922	-46.82405	-49.75772	2.93367	0.01870564	0.0187056	0.0187056	0.0187056	0.0187056	0.0187056	0.0187056
3923	-46.82405	-49.75772	2.93367	0.01870564	0.0187056	0.0187056	0.0187056	0.0187056	0.0187056	0.0187056
3924	-46.82405	-49.75772	2.93367	0.01870564	0.0187056	0.0187056	0.0187056	0.0187056	0.0187056	0.0187056
3925	-46.78252	-49.84059	3.058071	0.01551151	0.0155115	0.0155115	0.0155115	0.0155115	0.0155115	0.0155115
3926	-46.78252	-49.84059	3.058071	0.01551151	0.0155115	0.0155115	0.0155115	0.0155115	0.0155115	0.0155115
3927	-46.75626	-49.74938	2.993117	0.01717927	0.0171793	0.0171793	0.0171793	0.0171793	0.0171793	0.0171793
3928	-49.48873	-52.85301	3.364281	0.007649189	0.00764919	0.00764919	0.00764919	0.00764919	0.00764919	0.00764919
3929	-47.17609	-50.35013	3.174042	0.01253379	0.0125338	0.0125338	0.0125338	0.0125338	0.0125338	0.0125338
3930	-47.17609	-50.35013	3.174042	0.01253379	0.0125338	0.0125338	0.0125338	0.0125338	0.0125338	0.0125338
3931	-46.76183	-49.79976	3.037929	0.01602867	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287
3932	-46.76183	-49.79976	3.037929	0.01602867	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287
3933	-46.76183	-49.79976	3.037929	0.01602867	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287
3934	-46.76183	-49.79976	3.037929	0.01602867	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287	0.0160287
3935	-48.19157	-50.80314	2.611572	0.02697591	0.0269759	0.0269759	0.0269759	0.0269759	0.0269759	0.0269759
3936	-46.75967	-49.74638	2.986709	0.01734379	0.0173438	0.0173438	0.0173438	0.0173438	0.0173438	0.0173438
3937	-47.23654	-50.4206	3.184054	0.01227673	0.0122767	0.0122767	0.0122767	0.0122767	0.0122767	0.0122767
3938	-47.23654	-50.4206	3.184054	0.01227673	0.0122767	0.0122767	0.0122767	0.0122767	0.0122767	0.0122767
3939	-47.23654	-50.4206	3.184054	0.01227673	0.0122767	0.0122767	0.0122767	0.0122767	0.0122767	0.0122767
3940	-48.11996	-50.74339	2.623436	0.02667127	0.0266713	0.0266713	0.0266713	0.0266713	0.0266713	0.0266713
3941	-47.90772	-50.56762	2.6599	0.02573503	0.025735	0.025735	0.025735	0.025735	0.025735	0.025735
3942	-47.90772	-50.56762	2.6599	0.02573503	0.025735	0.025735	0.025735	0.025735	0.025735	0.025735
3943	-47.0629	-49.90575	2.842847	0.02103764	0.0210376	0.0210376	0.0210376	0.0210376	0.0210376	0.0210376
3944	-47.0629	-49.90575	2.842847	0.02103764	0.0210376	0.0210376	0.0210376	0.0210376	0.0210376	0.0210376
3945	-46.83701	-49.92521	3.0882	0.0147379	0.0147379	0.0147379	0.0147379	0.0147379	0.0147379	0.0147379
3946	-47.32604	-50.10138	2.775337	0.02277104	0.022771	0.022771	0.022771	0.022771	0.022771	0.022771
3947	-47.32604	-50.10138	2.775337	0.02277104	0.022771	0.022771	0.022771	0.022771	0.022771	0.022771
3948	-47.32604	-50.10138	2.775337	0.02277104	0.022771	0.022771	0.022771	0.022771	0.022771	0.022771
3949	-47.62358	-50.85816	3.234583	0.01097934	0.0109793	0.0109793	0.0109793	0.0109793	0.0109793	0.0109793
3950	-47.7316	-50.42356	2.691963	0.02491177	0.0249118	0.0249118	0.0249118	0.0249118	0.0249118	0.0249118
3951	-47.7316	-50.42356	2.691963	0.02491177	0.0249118	0.0249118	0.0249118	0.0249118	0.0249118	0.0249118
3952	-46.78659	-49.74477	2.958172	0.01807653	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765
3953	-46.78659	-49.74477	2.958172	0.01807653	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765
3954	-46.78659	-49.74477	2.958172	0.01807653	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765
3955	-46.78659	-49.74477	2.958172	0.01807653	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765	0.0180765
3956	-46.82142	-49.75658	2.935157	0.01866746	0.0186675	0.0186675	0.0186675	0.0186675	0.0186675	0.0186675
3957	-47.99873	-51.26951	3.270781	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499
3958	-47.99873	-51.26951	3.270781	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499
3959	-47.99873	-51.26951	3.270781	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499	0.0100499
3960	-46.9353	-50.05729	3.121993	0.01387022	0.0138702	0.0138702	0.0138702	0.0138702	0.0138702	0.0138702
3961	-47.18661	-49.99565	2.809033	0.02190585	0.0219059	0.0219059	0.0219059	0.0219059	0.0219059	0.0219059
3962	-47.18661	-49.99565	2.809033	0.02190585	0.0219059	0.0219059	0.0219059	0.0219059	0.0219059	0.0219059
3963	-47.18661	-49.99565	2.809033	0.02190585	0.0219059	0.0219059	0.0219059	0.0219059	0.0219059	0.0219059
3964	-46.94201	-49.82402	2.882015	0.02003196	0.020032	0.020032	0.020032	0.020032	0.020032	0.020032
3965	-46.94201	-49.82402	2.882015	0.02003196	0.020032	0.020032	0.020032	0.020032	0.020032	0.020032
3966	-46.94201	-49.82402	2.882015	0.02003196	0.020032	0.020032	0.020032	0.020032	0.020032	0.020032
3967	-48.89769	-51.40079	2.503095	0.02976119	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612
3968	-48.89769	-51.40079	2.503095	0.02976119	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612
3969	-48.89769	-51.40079	2.503095	0.02976119	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612
3970	-48.89769	-51.40079	2.503095	0.02976119	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612	0.0297612
3971	-47.06492	-49.90717	2.842255	0.02105284	0.0210528	0.0210528	0.0210528	0.0210528	0.0210528	0.0210528
3972	-46.89269	-49.79375	2.901069	0.01954272	0.0195427	0.0195427	0.0195427	0.0195427	0.0195427	0.0195427
3973	-46.86661	-49.96661	3.099996	0.01443502	0.014435	0.014435	0.014435	0.014435	0.014435	0.014435
3974	-47.41472	-50.1703	2.755579	0.02327835	0.0232784	0.0232784	0.0232784	0.0232784	0.0232784	0.0232784
3975	-47.41472	-50.1703	2.755579	0.02327835	0.0232784	0.0232784	0.0232784	0.0232784	0.0232784	0.0232784
3976	-46.91249	-49.8056	2.893112	0.01974703	0.019747	0.019747	0.019747	0.019747	0.019747	0.019747
3977	-46.91249	-49.8056	2.893112	0.01974703	0.019747	0.019747	0.019747	0.019747	0.019747	0.019747
3978	-47.42155	-50.17565	2.754101	0.02331631	0.0233163	0.0233163	0.0233163	0.0233163	0.0233163	0.0233163
3979	-48.76305	-51.28585	2.522806	0.02925506	0.0292551	0.0292551	0.0292551	0.0292551	0.0292551	0.0292551
3980	-46.76029	-49.79604	3.035742	0.01608481	0.0160848	0.0160848	0.0160848	0.0160848	0.0160848	0.0160848
3981	-46.7548	-49.75148	2.996685	0.01708766	0.0170877	0.0170877	0.0170877	0.0170877	0.0170877	0.0170877
3982	-46.7548	-49.75148	2.996685	0.01708766	0.0170877	0.0170877	0.0170877	0.0170877	0.0170877	0.0170877
3983	-46.94471	-50.06932	3.124614	0.01380293	0.0138029	0.0138029	0.0138029	0.0138029	0.0138029	0.0138029
3984	-48.0183	-50.65894	2.64064	0.02622954	0.0262295	0.0262295	0.0262295	0.0262295	0.0262295	0.0262295
3985	-48.0183	-50.65894	2.64064	0.02622954	0.0262295	0.0262295	0.0262295	0.0262295	0.0262295	0.0262295
3986	-48.0183	-50.65894	2.64064	0.02622954	0.0262295	0.0262295	0.0262295	0.0262295	0.0262295	0.0262295
3987	-47.09001	-50.24817	3.15816	0.0129416	0.0129416	0.0129416	0.0129416	0.0129416	0.0129416	0.0129416
3988	-46.75243	-49.76826	3.015826	0.01659618	0.0165962	0.0165962	0.0165962	0.0165962	0.0165962	0.0165962
3989	-46.75243	-49.76826	3.015826	0.01659618	0.0165962	0.0165962	0.0165962	0.0165962	0.0165962	0.0165962
3990	-46.83373	-49.9205	3.086766	0.01477472	0.0147747	0.0147747	0.0147747	0.0147747	0.0147747	0.0147747
3991	-46.80213	-49.74911	2.94698	0.0183639	0.0183639	0.0183639	0.0183639	0.0183639	0.0183639	0.0183639
3992	-46.87312	-49.97547	3.102352	0.01437452	0.0143745	0.0143745	0.0143745	0.0143745	0.0143745	0.0143745
3993	-46.87312	-49.97547	3.102352	0.01437452	0.0143745	0.0143745	0.0143745	0.0143745	0.0143745	0.0143745
3994	-46.87759	-49.98152	3.103931	0.01433398	0.014334	0.014334	0.014334	0.014334	0.014334	0.014334
3995	-46.87759	-49.98152	3.103931	0.01433398	0.014334	0.014334	0.014334	0.014334	0.014334	0.014334
3996	-47.26142	-50.05192	2.790494	0.02238186	0.0223819	0.0223819	0.0223819	0.0223819	0.0223819	0.0223819
3997	-46.83155	-49.91733	3.085788	0.01479983	0.0147998	0.0147998	0.0147998	0.0147998	0.0147998	0.0147998
3998	-46.83155	-49.91733	3.085788	0.01479983	0.0147998	0.0147998	0.0147998	0.0147998	0.0147998	0.0147998
3999	-47.01983	-50.16314	3.143309	0.01332291	0.0133229	0.0133229	0.0133229	0.0133229	0.0133229	0.0133229
4000	-46.75897	-49.74686	2.987884	0.01731362	0.0173136	0.0173136	0.0173136	0.0173136	0.0173136	0.0173136
4001	-47.19693	-50.00334	2.806404	0.02197336	0.0219734	0.0219734	0.0219734	0.0219734	0.0219734	0.0219734
4002	-46.82098	-49.75639	2.935406	0.01866108	0.0186611	0.0186611	0.0186611	0.0186611	0.0186611	0.0186611
4003	-47.26662	-50.05587	2.789249	0.02241382	0.0224138	0.0224138	0.0224138	0.0224138	0.0224138	0.0224138
4004	-47.26662	-50.05587	2.789249	0.02241382	0.0224138	0.0224138	0.0224138	0.0224138	0.0224138	0.0224138
4005	-46.98038	-49.84904	2.868656	0.02037497	0.020375	0.020375	0.020375	0.020375	0.020375	0.020375
4006	-46.98038	-49.84904	2.868656	0.02037497	0.020375	0.020375	0.020375	0.020375	0.020375	0.020375
4007	-47.15732	-49.97396	2.816639	0.02171055	0.0217106	0.0217106	0.0217106	0.0217106	0.0217106	0.0217106
4008	-46.90266	-50.01492	3.112255	0.01412027	0.0141203	0.0141203	0.0141203	0.0141203	0.0141203	0.0141203
4009	-46.7536	-49.77522	3.021619	0.01644744	0.0164474	0.0164474	0.0164474	0.0164474	0.0164474	0.0164474
4010	-46.75329	-49.77371	3.02042	0.01647824	0.0164782	0.0164782	0.0164782	0.0164782	0.0164782	0.0164782
4011	-47.43082	-50.64258	3.211756	0.01156544	0.0115654	0.0115654	0.0115654	0.0115654	0.0115654	0.0115654
4012	-46.92428	-49.81286	2.88858	0.01986338	0.0198634	0.0198634	0.0198634	0.0198634	0.0198634	0.0198634
4013	-48.34058	-50.92807	2.58749	0.02759424	0.0275942	0.0275942	0.0275942	0.0275942	0.0275942	0.0275942
4014	-47.28898	-50.07292	2.783943	0.02255008	0.0225501	0.0225501	0.0225501	0.0225501	0.0225501	0.0225501
4015	-46.84632	-49.93845	3.092126	0.01463709	0.0146371	0.0146371	0.0146371	0.0146371	0.0146371	0.0146371
4016	-46.84632	-49.93845	3.092126	0.01463709	0.0146371	0.0146371	0.0146371	0.0146371	0.0146371	0.0146371
4017	-48.17644	-51.46175	3.285313	0.009676786	0.00967679	0.00967679	0.00967679	0.00967679	0.00967679	0.00967679
4018	-49.27468	-52.62847	3.35379	0.007918566	0.00791857	0.00791857	0.00791857	0.00791857	0.00791857	0.00791857
4019	-46.83233	-49.91848	3.086142	0.01479074	0.0147907	0.0147907	0.0147907	0.0147907	0.0147907	0.0147907
4020	-47.54144	-50.27046	2.729017	0.02396035	0.0239604	0.0239604	0.0239604	0.0239604	0.0239604	0.0239604
4021	-47.54144	-50.27046	2.729017	0.02396035	0.0239604	0.0239604	0.0239604	0.0239604	0.0239604	0.0239604
4022	-46.88921	-49.79173	2.902514	0.01950561	0.0195056	0.0195056	0.0195056	0.0195056	0.0195056	0.0195056
4023	-47.30715	-50.08684	2.779696	0.02265911	0.0226591	0.0226591	0.0226591	0.0226591	0.0226591	0.0226591
4024	-47.30715	-50.08684	2.779696	0.02265911	0.0226591	0.0226591	0.0226591	0.0226591	0.0226591	0.0226591
4025	-46.75335	-49.77401	3.020661	0.01647204	0.016472	0.016472	0.016472	0.016472	0.016472	0.016472
4026	-46.75335	-49.77401	3.020661	0.01647204	0.016472	0.016472	0.016472	0.016472	0.016472	0.016472
4027	-46.75335	-49.77401	3.020661	0.01647204	0.016472	0.016472	0.016472	0.016472	0.016472	0.016472
4028	-46.75335	-49.77401	3.020661	0.01647204	0.016472	0.016472	0.016472	0.016472	0.016472	0.016472
4029	-47.27679	-50.06361	2.786824	0.02247609	0.0224761	0.0224761	0.0224761	0.0224761	0.0224761	0.0224761
4030	-46.83983	-49.76506	2.925227	0.01892244	0.0189224	0.0189224	0.0189224	0.0189224	0.0189224	0.0189224
4031	-52.02262	-54.12802	2.105401	0.03997244	0.0399724	0.0399724	0.0399724	0.0399724	0.0399724	0.0399724
4032	-48.50324	-51.06525	2.562016	0.0282483	0.0282483	0.0282483	0.0282483	0.0282483	0.0282483	0.0282483
4033	-46.75284	-49.77123	3.018385	0.01653048	0.0165305	0.0165305	0.0165305	0.0165305	0.0165305	0.0165305
4034	-48.68467	-51.21913	2.534462	0.02895579	0.0289558	0.0289558	0.0289558	0.0289558	0.0289558	0.0289558
4035	-48.68467	-51.21913	2.534462	0.02895579	0.0289558	0.0289558	0.0289558	0.0289558	0.0289558	0.0289558
4036	-48.13617	-50.75691	2.620731	0.02674072	0.0267407	0.0267407	0.0267407	0.0267407	0.0267407	0.0267407
4037	-46.79989	-49.74837	2.948477	0.01832546	0.0183255	0.0183255	0.0183255	0.0183255	0.0183255	0.0183255
4038	-47.26295	-50.45114	3.188186	0.01217065	0.0121706	0.0121706	0.0121706	0.0121706	0.0121706	0.0121706
4039	-46.82475	-49.9074	3.082656	0.01488026	0.0148803	0.0148803	0.0148803	0.0148803	0.0148803	0.0148803
4040	-47.61955	-50.33299	2.71344	0.02436031	0.0243603	0.0243603	0.0243603	0.0243603	0.0243603	0.0243603
4041	-47.61955	-50.33299	2.71344	0.02436031	0.0243603	0.0243603	0.0243603	0.0243603	0.0243603	0.0243603
4042	-46.90525	-50.01832	3.113069	0.01409935	0.0140994	0.0140994	0.0140994	0.0140994	0.0140994	0.0140994
4043	-46.77393	-49.82498	3.051042	0.01569197	0.015692	0.015692	0.015692	0.015692	0.015692	0.015692
4044	-46.75338	-49.77419	3.020802	0.01646843	0.0164684	0.0164684	0.0164684	0.0164684	0.0164684	0.0164684
4045	-46.75338	-49.77419	3.020802	0.01646843	0.0164684	0.0164684	0.0164684	0.0164684	0.0164684	0.0164684
4046	-47.96331	-50.61345	2.650143	0.02598554	0.0259855	0.0259855	0.0259855	0.0259855	0.0259855	0.0259855
4047	-46.76045	-49.74592	2.985472	0.01737557	0.0173756	0.0173756	0.0173756	0.0173756	0.0173756	0.0173756
4048	-47.28121	-50.47217	3.190965	0.01209928	0.0120993	0.0120993	0.0120993	0.0120993	0.0120993	0.0120993
4049	-47.28121	-50.47217	3.190965	0.01209928	0.0120993	0.0120993	0.0120993	0.0120993	0.0120993	0.0120993
4050	-47.28661	-50.07111	2.7845	0.02253575	0.0225358	0.0225358	0.0225358	0.0225358	0.0225358	0.0225358
4051	-47.09857	-50.25842	3.159841	0.01289842	0.0128984	0.0128984	0.0128984	0.0128984	0.0128984	0.0128984
4052	-47.09857	-50.25842	3.159841	0.01289842	0.0128984	0.0128984	0.0128984	0.0128984	0.0128984	0.0128984
4053	-46.8113	-49.88726	3.075954	0.01505234	0.0150523	0.0150523	0.0150523	0.0150523	0.0150523	0.0150523
4054	-46.76436	-49.80554	3.041176	0.0159453	0.0159453	0.0159453	0.0159453	0.0159453	0.0159453	0.0159453
4055	-46.75378	-49.77602	3.022238	0.01643154	0.0164315	0.0164315	0.0164315	0.0164315	0.0164315	0.0164315
4056	-46.75378	-49.77602	3.022238	0.01643154	0.0164315	0.0164315	0.0164315	0.0164315	0.0164315	0.0164315
4057	-46.87	-49.97123	3.101231	0.01440332	0.0144033	0.0144033	0.0144033	0.0144033	0.0144033	0.0144033
4058	-47.12698	-50.29223	3.165249	0.01275958	0.0127596	0.0127596	0.0127596	0.0127596	0.0127596	0.0127596
4059	-47.64022	-50.34962	2.709406	0.02446389	0.0244639	0.0244639	0.0244639	0.0244639	0.0244639	0.0244639
4060	-47.18023	-49.9909	2.810672	0.02186378	0.0218638	0.0218638	0.0218638	0.0218638	0.0218638	0.0218638
4061	-47.18023	-49.9909	2.810672	0.02186378	0.0218638	0.0218638	0.0218638	0.0218638	0.0218638	0.0218638
4062	-47.13658	-50.3036	3.167019	0.01271412	0.0127141	0.0127141	0.0127141	0.0127141	0.0127141	0.0127141
4063	-47.98745	-50.63341	2.645953	0.02609312	0.0260931	0.0260931	0.0260931	0.0260931	0.0260931	0.0260931
4064	-48.23245	-50.83734	2.604887	0.02714754	0.0271475	0.0271475	0.0271475	0.0271475	0.0271475	0.0271475
4065	-46.77775	-49.74339	2.965647	0.01788461	0.0178846	0.0178846	0.0178846	0.0178846	0.0178846	0.0178846
4066	-47.23486	-50.0318	2.796943	0.02221626	0.0222163	0.0222163	0.0222163	0.0222163	0.0222163	0.0222163
4067	-47.23486	-50.0318	2.796943	0.02221626	0.0222163	0.0222163	0.0222163	0.0222163	0.0222163	0.0222163
4068	-47.29079	-50.0743	2.783518	0.02256097	0.022561	0.022561	0.022561	0.022561	0.022561	0.022561
4069	-47.00379	-50.14339	3.139601	0.01341812	0.0134181	0.0134181	0.0134181	0.0134181	0.0134181	0.0134181
4070	-47.55248	-50.27926	2.726782	0.02401775	0.0240177	0.0240177	0.0240177	0.0240177	0.0240177	0.0240177
4071	-47.04262	-49.89151	2.848889	0.02088249	0.0208825	0.0208825	0.0208825	0.0208825	0.0208825	0.0208825
4072	-46.75234	-49.75944	3.007098	0.0168203	0.0168203	0.0168203	0.0168203	0.0168203	0.0168203	0.0168203
4073	-46.76564	-49.80832	3.042682	0.01590663	0.0159066	0.0159066	0.0159066	0.0159066	0.0159066	0.0159066
4074	-46.93144	-50.05234	3.120896	0.01389839	0.0138984	0.0138984	0.0138984	0.0138984	0.0138984	0.0138984
4075	-47.21997	-50.02059	2.800622	0.02212181	0.0221218	0.0221218	0.0221218	0.0221218	0.0221218	0.0221218
4076	-46.9525	-49.83075	2.878254	0.02012852	0.0201285	0.0201285	0.0201285	0.0201285	0.0201285	0.0201285
4077	-46.7743	-49.74319	2.96889	0.01780132	0.0178013	0.0178013	0.0178013	0.0178013	0.0178013	0.0178013
4078	-46.97518	-49.84559	2.870405	0.02033005	0.0203301	0.0203301	0.0203301	0.0203301	0.0203301	0.0203301
4079	-47.99333	-50.63827	2.644938	0.0261192	0.0261192	0.0261192	0.0261192	0.0261192	0.0261192	0.0261192
4080	-48.9672	-51.46026	2.493063	0.03001877	0.0300188	0.0300188	0.0300188	0.0300188	0.0300188	0.0300188
4081	-48.9672	-51.46026	2.493063	0.03001877	0.0300188	0.0300188	0.0300188	0.0300188	0.0300188	0.0300188
4082	-46.78344	-49.74416	2.960722	0.01801106	0.0180111	0.0180111	0.0180111	0.0180111	0.0180111	0.0180111
4083	-46.94426	-49.82546	2.881201	0.02005286	0.0200529	0.0200529	0.0200529	0.0200529	0.0200529	0.0200529
4084	-46.94426	-49.82546	2.881201	0.02005286	0.0200529	0.0200529	0.0200529	0.0200529	0.0200529	0.0200529
4085	-47.35973	-50.56201	3.202283	0.01180869	0.0118087	0.0118087	0.0118087	0.0118087	0.0118087	0.0118087
4086	-46.75244	-49.7683	3.015866	0.01659517	0.0165952	0.0165952	0.0165952	0.0165952	0.0165952	0.0165952
4087	-48.38605	-51.68692	3.300873	0.00927727	0.00927727	0.00927727	0.00927727	0.00927727	0.00927727	0.00927727
4088	-48.38605	-51.68692	3.300873	0.00927727	0.00927727	0.00927727	0.00927727	0.00927727	0.00927727	0.00927727
4089	-48.83965	-52.16972	3.330066	0.008527687	0.00852769	0.00852769	0.00852769	0.00852769	0.00852769	0.00852769
4090	-48.83965	-52.16972	3.330066	0.008527687	0.00852769	0.00852769	0.00852769	0.00852769	0.00852769	0.00852769
4091	-48.2165	-51.50491	3.288409	0.009597301	0.0095973	0.0095973	0.0095973	0.0095973	0.0095973	0.0095973
4092	-47.35837	-50.12638	2.768005	0.02295929	0.0229593	0.0229593	0.0229593	0.0229593	0.0229593	0.0229593
4093	-47.0006	-50.13945	3.138848	0.01343745	0.0134374	0.0134374	0.0134374	0.0134374	0.0134374	0.0134374
4094	-49.32037	-51.76378	2.443405	0.03129379	0.0312938	0.0312938	0.0312938	0.0312938	0.0312938	0.0312938
4095	-47.00125	-49.86305	2.861798	0.02055106	0.0205511	0.0205511	0.0205511	0.0205511	0.0205511	0.0205511
4096	-46.7556	-49.78284	3.027234	0.01630328	0.0163033	0.0163033	0.0163033	0.0163033	0.0163033	0.0163033
4097	-46.7556	-49.78284	3.027234	0.01630328	0.0163033	0.0163033	0.0163033	0.0163033	0.0163033	0.0163033
4098	-46.7556	-49.78284	3.027234	0.01630328	0.0163033	0.0163033	0.0163033	0.0163033	0.0163033	0.0163033
4099	-47.54173	-50.76707	3.225338	0.01121671	0.0112167	0.0112167	0.0112167	0.0112167	0.0112167	0.0112167
4100	-47.47077	-50.68757	3.216803	0.01143586	0.0114359	0.0114359	0.0114359	0.0114359	0.0114359	0.0114359
4101	-47.47077	-50.68757	3.216803	0.01143586	0.0114359	0.0114359	0.0114359	0.0114359	0.0114359	0.0114359
4102	-46.76528	-49.80755	3.042267	0.01591727	0.0159173	0.0159173	0.0159173	0.0159173	0.0159173	0.0159173
4103	-47.12945	-50.29516	3.165707	0.01274782	0.0127478	0.0127478	0.0127478	0.0127478	0.0127478	0.0127478
4104	-46.94259	-49.82439	2.881804	0.02003736	0.0200374	0.0200374	0.0200374	0.0200374	0.0200374	0.0200374
4105	-46.94259	-49.82439	2.881804	0.02003736	0.0200374	0.0200374	0.0200374	0.0200374	0.0200374	0.0200374
4106	-46.94259	-49.82439	2.881804	0.02003736	0.0200374	0.0200374	0.0200374	0.0200374	0.0200374	0.0200374
4107	-46.75355	-49.77496	3.021411	0.01645279	0.0164528	0.0164528	0.0164528	0.0164528	0.0164528	0.0164528
4108	-47.51609	-50.73841	3.222315	0.01129434	0.0112943	0.0112943	0.0112943	0.0112943	0.0112943	0.0112943
4109	-48.14691	-50.76586	2.618947	0.02678653	0.0267865	0.0267865	0.0267865	0.0267865	0.0267865	0.0267865
4110	-47.6572	-50.36331	2.706118	0.02454832	0.0245483	0.0245483	0.0245483	0.0245483	0.0245483	0.0245483
4111	-47.86167	-50.52978	2.668106	0.02552432	0.0255243	0.0255243	0.0255243	0.0255243	0.0255243	0.0255243
4112	-47.86167	-50.52978	2.668106	0.02552432	0.0255243	0.0255243	0.0255243	0.0255243	0.0255243	0.0255243
4113	-47.86746	-50.53453	2.667068	0.02555097	0.025551	0.025551	0.025551	0.025551	0.025551	0.025551
4114	-47.10915	-49.9388	2.829652	0.02137643	0.0213764	0.0213764	0.0213764	0.0213764	0.0213764	0.0213764
4115	-46.77736	-49.74336	2.966002	0.01787547	0.0178755	0.0178755	0.0178755	0.0178755	0.0178755	0.0178755
4116	-46.83643	-49.76342	2.926983	0.01887735	0.0188774	0.0188774	0.0188774	0.0188774	0.0188774	0.0188774
4117	-46.83643	-49.76342	2.926983	0.01887735	0.0188774	0.0188774	0.0188774	0.0188774	0.0188774	0.0188774
4118	-46.82442	-49.90693	3.082503	0.01488419	0.0148842	0.0148842	0.0148842	0.0148842	0.0148842	0.0148842
4119	-46.82442	-49.90693	3.082503	0.01488419	0.0148842	0.0148842	0.0148842	0.0148842	0.0148842	0.0148842
4120	-47.41103	-50.16741	2.756379	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578
4121	-47.41103	-50.16741	2.756379	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578
4122	-46.91314	-50.02864	3.115502	0.0140369	0.0140369	0.0140369	0.0140369	0.0140369	0.0140369	0.0140369
4123	-46.91314	-50.02864	3.115502	0.0140369	0.0140369	0.0140369	0.0140369	0.0140369	0.0140369	0.0140369
4124	-46.81198	-49.7527	2.940719	0.01852466	0.0185247	0.0185247	0.0185247	0.0185247	0.0185247	0.0185247
4125	-46.81198	-49.7527	2.940719	0.01852466	0.0185247	0.0185247	0.0185247	0.0185247	0.0185247	0.0185247
4126	-46.81198	-49.7527	2.940719	0.01852466	0.0185247	0.0185247	0.0185247	0.0185247	0.0185247	0.0185247
4127	-46.76049	-49.79652	3.036029	0.01607746	0.0160775	0.0160775	0.0160775	0.0160775	0.0160775	0.0160775
4128	-47.95285	-51.21965	3.266795	0.01015225	0.0101523	0.0101523	0.0101523	0.0101523	0.0101523	0.0101523
4129	-47.91491	-51.17832	3.263418	0.01023897	0.010239	0.010239	0.010239	0.010239	0.010239	0.010239
4130	-46.98542	-49.8524	2.866976	0.02041809	0.0204181	0.0204181	0.0204181	0.0204181	0.0204181	0.0204181
4131	-47.12726	-49.95194	2.824679	0.02150413	0.0215041	0.0215041	0.0215041	0.0215041	0.0215041	0.0215041
4132	-47.12726	-49.95194	2.824679	0.02150413	0.0215041	0.0215041	0.0215041	0.0215041	0.0215041	0.0215041
4133	-46.95485	-49.83227	2.877424	0.02014984	0.0201498	0.0201498	0.0201498	0.0201498	0.0201498	0.0201498
4134	-46.94179	-49.82388	2.882093	0.02002996	0.02003	0.02003	0.02003	0.02003	0.02003	0.02003
4135	-46.94179	-49.82388	2.882093	0.02002996	0.02003	0.02003	0.02003	0.02003	0.02003	0.02003
4136	-46.94179	-49.82388	2.882093	0.02002996	0.02003	0.02003	0.02003	0.02003	0.02003	0.02003
4137	-46.94053	-50.06399	3.12346	0.01383256	0.0138326	0.0138326	0.0138326	0.0138326	0.0138326	0.0138326
4138	-48.68376	-51.21836	2.534598	0.02895229	0.0289523	0.0289523	0.0289523	0.0289523	0.0289523	0.0289523
4139	-47.22275	-50.02268	2.79993	0.02213959	0.0221396	0.0221396	0.0221396	0.0221396	0.0221396	0.0221396
