Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rate[7]	rate[8]	rate[9]	rate[10]	rate[11]	rate[12]	rf[1]	rf[2]	rf[3]	rf[4]
14620	0	-130.4611	-169.8121	39.35093	0.003863654	0.003929858	0.007250913	0.01418729	0.0006412232	0.01087328	0.02376283	0.01642757	0.01858088	0.001083152	0.04159329	0.03341806	0.0375692	0.643257	0.29114	0.0280339
14621	1	-123.137	-164.1811	41.04405	0.0008377323	0.01178045	0.01062996	0.00161689	0.001486274	0.0003963328	0.03079334	0.006691481	0.00918007	0.009022916	0.02413001	0.05252538	0.0853156	0.288509	0.0473108	0.578865
14622	0	-130.4999	-166.4693	35.96944	0.003863654	0.01346989	0.007250913	0.005695114	0.007323985	0.01087328	0.02269647	0.01642757	0.02761673	0.001789412	0.03506863	0.05653224	0.0349645	0.66799	0.270955	0.0260903
14623	1	-124.5201	-163.9362	39.41613	0.0008377323	0.01178045	0.01062996	0.00455978	0.001486274	0.0003963328	0.04101924	0.003791418	0.00918007	0.003362837	0.03081244	0.05711918	0.0224687	0.113567	0.0124598	0.851505
14624	0	-130.2254	-168.2768	38.05139	0.008587959	0.01346989	0.007250913	0.001078364	0.00653661	0.0252772	0.02269647	0.01642757	0.008326257	0.00897128	0.02923456	0.04043549	0.0216324	0.413283	0.167639	0.397446
14625	1	-128.8835	-164.5725	35.68902	0.0008377323	0.01178045	0.01062996	0.001330463	0.005722976	0.0002363699	0.04101924	0.01496616	0.009698593	0.02719057	0.03081244	0.05711918	0.0914442	0.0371297	0.338636	0.53279
14626	0	-131.9755	-168.7162	36.74066	0.008587959	0.02219479	0.007993193	0.00318301	0.00653661	0.0252772	0.02269647	0.004131234	0.02865298	0.00897128	0.02209526	0.04076247	0.0216324	0.413283	0.167639	0.397446
14627	1	-124.7221	-165.8692	41.14701	0.0008377323	0.01148101	0.01062996	0.001383914	0.001485434	0.0002363699	0.00767245	0.00361197	0.005981309	0.03135819	0.02628867	0.05711918	0.042601	0.551429	0.15776	0.24821
14628	0	-125.6399	-166.2336	40.59368	0.0004104431	0.01180903	0.01188928	0.00318301	0.00653661	0.001623191	0.03114444	0.004131234	0.008767154	0.01810885	0.02505295	0.04082925	0.012318	0.665909	0.0954578	0.226316
14629	1	-127.1366	-167.1919	40.05531	0.0008377323	0.01428236	0.008878579	0.008583359	0.009952215	0.0009152865	0.00767245	0.001388353	0.006138782	0.03341813	0.01955229	0.05711918	0.042601	0.551429	0.15776	0.24821
14630	0	-125.1914	-164.3312	39.13975	0.001427293	0.01180903	0.01188928	0.007658241	0.00653661	0.001208232	0.04159243	0.004131234	0.02129952	0.002206655	0.0270848	0.04082925	0.00272266	0.147186	0.661287	0.188804
14631	1	-128.7542	-164.9783	36.22406	0.0008377323	0.01079717	0.009090256	0.008583359	0.009952215	0.01097415	0.02239588	0.01402656	0.01115058	0.009360004	0.04183619	0.05711918	0.00907008	0.117403	0.0335883	0.839938
14632	0	-131.8573	-167.3654	35.50803	0.01059199	0.01675895	0.01188928	0.007658241	0.01633229	0.001208232	0.04785186	0.004131234	0.005837035	0.002206655	0.04781516	0.04082925	0.00272266	0.147186	0.661287	0.188804
14633	1	-126.5592	-167.4546	40.89535	0.0008377323	0.00247549	0.009090256	0.008602654	0.0009371675	0.01008834	0.02576103	0.01402656	0.01115058	0.00275019	0.01770265	0.05711918	0.00692301	0.0896117	0.0256373	0.877828
14634	0	-131.5777	-166.2084	34.63068	0.01059199	0.01675895	0.01406028	0.01363391	0.001507851	0.001208232	0.04785186	0.004131234	0.01843037	0.004692414	0.04781516	0.04098893	0.00302288	0.163416	0.734205	0.0993567
14635	1	-128.1551	-165.0611	36.90602	0.002523179	0.0009335358	0.008114716	0.008602654	0.0009371675	0.006583384	0.03795684	0.0125081	0.01608117	0.002960328	0.02804152	0.07422625	0.00332148	0.0429933	0.532527	0.421158
14636	0	-128.6974	-165.6045	36.90719	0.01059199	0.01227777	0.01113044	0.008606231	0.001507851	0.001676373	0.03687733	0.004131234	0.01843037	0.001479405	0.04781516	0.04493332	0.139189	0.268749	0.521491	0.070571
14637	1	-128.7932	-168.6247	39.83149	0.001875165	0.0009335358	0.003835173	0.003051921	0.01455213	0.006583384	0.03578998	0.0125081	0.01608117	0.002960328	0.01372416	0.05902766	0.00329314	0.0511573	0.527984	0.417566
14638	0	-125.4581	-167.142	41.68393	0.002479965	0.005029989	0.01113044	0.01064854	0.003577548	0.001139578	0.035749	0.006445311	0.01843037	0.002416801	0.02726282	0.0285367	0.137276	0.265057	0.528065	0.0696015
14639	1	-129.397	-169.4921	40.0951	0.001875165	0.001486554	0.008653923	0.004986755	0.01455213	0.006583384	0.02670082	0.0125081	0.001560096	0.002861433	0.02806492	0.0585172	0.00647381	0.160564	0.4003	0.432662
14640	0	-128.8486	-167.9161	39.06747	0.01160043	0.005029989	0.006112055	0.01064854	0.002409869	0.01262679	0.01845909	0.006445311	0.01843037	0.01231759	0.02726282	0.04703502	0.16661	0.108012	0.640903	0.0844741
14641	1	-129.5519	-167.9913	38.43946	0.00310888	0.01391968	0.01472766	0.004986755	0.01455213	0.006583384	0.02670082	0.0125081	0.001560096	0.002861433	0.02447976	0.0585172	0.0139289	0.345465	0.100639	0.539968
14642	0	-129.4154	-166.0994	36.68401	0.004105022	0.03225506	0.006112055	0.01064854	0.001069935	0.01262679	0.02463907	0.008487493	0.0146844	0.01270901	0.02726282	0.04703502	0.291514	0.188987	0.371695	0.147803
14643	1	-129.1397	-168.008	38.86827	0.00310888	0.008126194	0.01035291	0.001535039	0.01728795	0.002370583	0.02670082	0.0125081	0.02719522	0.01132896	0.02447976	0.03532723	0.00958444	0.549615	0.0692494	0.371552
14644	0	-124.9257	-166.0115	41.08582	0.004105022	0.009569613	0.006112055	0.01064854	0.001211088	0.0032121	0.02463907	0.008487493	0.0146844	0.003923614	0.02505528	0.04703502	0.381621	0.247403	0.177489	0.193488
14645	1	-127.6277	-167.7793	40.15157	0.00310888	0.005792173	0.01035291	0.006282864	0.01728795	0.0113315	0.02670082	0.0125081	0.007035791	0.01132896	0.02074232	0.03532723	0.00687874	0.394458	0.332001	0.266662
14646	0	-129.4922	-165.9548	36.46263	0.001771116	0.009569613	0.003044625	0.008965598	0.002613537	0.01762591	0.02463907	0.01160888	0.0146844	0.01857589	0.02505528	0.06564145	0.461454	0.0899623	0.214619	0.233965
14647	1	-126.1451	-167.8772	41.73214	0.002786817	0.005128293	0.01035291	0.006282864	0.004214502	0.0113315	0.02946049	0.0125081	0.009720127	0.01132896	0.01393484	0.03532723	0.062759	0.166556	0.613043	0.157641
14648	0	-128.4079	-167.9307	39.52277	0.001771116	0.01079778	0.02132839	0.006037473	0.0008777369	0.01056882	0.02359776	0.01160888	0.009078914	0.01857589	0.02505528	0.03463719	0.461454	0.0899623	0.214619	0.233965
14649	1	-123.2821	-166.008	42.72591	0.0005124568	0.006771633	0.01035291	0.006282864	0.001972325	0.006101682	0.02946049	0.004103572	0.009720127	0.01132896	0.02142746	0.03464514	0.0380777	0.023695	0.596159	0.342068
14650	0	-129.5189	-168.9285	39.40956	0.001771116	0.01079778	0.007649893	0.006037473	0.0008777369	0.02452471	0.02614268	0.01160888	0.003578094	0.01857589	0.0164435	0.04703215	0.593413	0.115688	0.275992	0.0149069
14651	1	-123.6382	-163.5231	39.88491	0.0005124568	0.01103725	0.01035291	0.01159858	0.001972325	0.001254518	0.02946049	0.007623079	0.009720127	0.01132896	0.02142746	0.05411336	0.0393342	0.0244769	0.615833	0.320356
14652	0	-128.614	-168.4808	39.86685	0.0007680949	0.02154294	0.007649893	0.006037473	0.007201267	0.001828539	0.02614268	0.003991739	0.003578094	0.01857589	0.02622898	0.04703215	0.520719	0.348043	0.0863916	0.0448468
14653	1	-127.9123	-169.0975	41.18515	0.0114635	0.01103725	0.01035291	0.007591669	0.003215123	0.001030765	0.01687403	0.01145595	0.005665504	0.003486522	0.02142746	0.05411336	0.0393342	0.0244769	0.615833	0.320356
14654	0	-131.7881	-168.2698	36.48165	0.006108333	0.02154294	0.003944448	0.004303078	0.007201267	0.03391474	0.01682454	0.007955566	0.009977826	0.01857589	0.02622898	0.04703215	0.158942	0.263407	0.0412865	0.536364
14655	1	-131.6433	-171.9317	40.28838	0.0114635	0.01103725	0.003005798	0.002668837	0.01478217	0.0007703805	0.01687403	0.01145595	0.02001244	0.003486522	0.04674649	0.02416117	0.0640513	0.0398578	0.729037	0.167054
14656	0	-127.4499	-167.6942	40.24433	0.006108333	0.02070997	0.01080485	0.004303078	0.003373386	0.002323507	0.02406137	0.007955566	0.01234544	0.01178502	0.01609166	0.04703215	0.167132	0.196674	0.0308267	0.605367
14657	1	-132.3107	-172.6542	40.34347	0.001779812	0.01103725	0.002663561	0.002668837	0.01485359	0.01019911	0.01079689	0.003061064	0.02001244	0.004034343	0.06065887	0.02416117	0.0582304	0.127114	0.662783	0.151872
14658	0	-130.9973	-169.1245	38.12722	0.006108333	0.03153881	0.01434167	0.004303078	0.003373386	0.00486637	0.01721365	0.007955566	0.01854412	0.01150357	0.01609166	0.05171245	0.156993	0.184743	0.0896205	0.568644
14659	1	-127.2669	-166.7078	39.44087	0.003224726	0.01103725	0.01467256	0.005399822	0.01485359	0.004716069	0.02868129	0.002232126	0.01937071	0.005229588	0.03993602	0.02538062	0.0582304	0.127114	0.662783	0.151872
14660	0	-130.2214	-167.4987	37.27728	0.006108333	0.03153881	0.01434167	0.004303078	0.003373386	0.00486637	0.01939788	0.002650038	0.008939757	0.007799028	0.03768599	0.05484187	0.128335	0.176539	0.0732611	0.621864
14661	1	-128.4113	-170.1551	41.74383	0.003224726	0.01103725	0.006403047	0.0112413	0.0008624503	0.004716069	0.03468048	0.002270759	0.02325793	0.005229588	0.02482421	0.02451474	0.150862	0.329324	0.126348	0.393466
14662	0	-131.2241	-168.3408	37.11666	0.003818313	0.03153881	0.01434167	0.003702809	0.006219539	0.00486637	0.0101878	0.002650038	0.008939757	0.03032902	0.03768599	0.04313341	0.288666	0.397091	0.117766	0.196477
14663	1	-126.0324	-166.9032	40.87078	0.003224726	0.01443178	0.006403047	0.0112413	0.0002301129	0.004716069	0.01627709	0.003551066	0.01177009	0.006345383	0.03417324	0.0484177	0.168419	0.34158	0.131051	0.358949
14664	0	-130.3947	-168.007	37.61228	0.003818313	0.03153881	0.007485486	1.167745e-05	0.006219539	0.00486637	0.01369512	0.002650038	0.008939757	0.01947189	0.01636354	0.07751683	0.181024	0.294354	0.434248	0.0903741
14665	1	-128.0446	-166.7018	38.65718	0.003224726	0.01443178	0.02461074	0.001679931	0.002579777	0.004716069	0.01627709	0.008574843	0.01177009	0.01192547	0.03417324	0.0484177	0.11995	0.325803	0.298599	0.255648
14666	0	-127.5278	-168.355	40.82718	0.008099725	0.01515818	0.004276109	1.167745e-05	0.0004732432	0.00161044	0.008043813	0.002650038	0.001836334	0.01828826	0.02946691	0.07129226	0.14323	0.232899	0.552366	0.0715057
14667	1	-132.6461	-166.5794	33.93329	0.003224726	0.02016881	0.02461074	0.00188285	0.01092737	0.006790413	0.01387641	0.008574843	0.01177009	0.01192547	0.03417324	0.08055127	0.106642	0.289655	0.376419	0.227284
14668	0	-128.6376	-167.4237	38.78607	0.0005932347	0.01515818	0.001860192	9.726395e-05	0.01130805	0.003780168	0.007039328	0.00563269	0.005172372	0.01828826	0.02946691	0.08272711	0.280479	0.456072	0.0674155	0.196033
14669	1	-129.3235	-165.4812	36.15771	0.000822361	0.02016881	0.009259235	0.00188285	0.005032425	0.002400178	0.01387641	0.018092	0.01177009	0.01192547	0.02469956	0.08684134	0.126117	0.15993	0.445162	0.268791
14670	0	-128.3031	-165.8301	37.52705	0.001976561	0.01338809	0.001860192	7.705753e-05	0.01130805	0.003780168	0.02182076	0.007032911	0.001682917	0.01828826	0.02946691	0.08272711	0.229844	0.373738	0.0552451	0.341173
14671	1	-126.342	-166.142	39.80001	0.008765963	0.01769717	0.009259235	0.00188285	0.005032425	0.0005331723	0.01968166	0.003562015	0.01177009	0.01192547	0.04120367	0.03991618	0.174726	0.151034	0.4204	0.25384
14672	0	-129.1084	-166.169	37.0606	0.002503504	0.007805409	0.002178389	8.801464e-05	0.01130805	0.003780168	0.02182076	0.007390035	0.006773234	0.01828826	0.0332976	0.08272711	0.132542	0.638858	0.0318577	0.196741
14673	1	-126.9092	-166.1236	39.21443	0.008765963	0.01769717	0.006476237	0.00188285	0.001974971	5.335286e-05	0.03997991	0.001161382	0.01064897	0.00718327	0.04120367	0.03991618	0.188379	0.162836	0.453251	0.195534
14674	0	-129.3697	-168.5455	39.17585	0.002503504	0.007805409	0.005902228	0.0002691291	0.01273254	0.003780168	0.01877364	0.004182057	0.02849826	0.01828826	0.0332976	0.04128752	0.0912331	0.669282	0.0333748	0.20611
14675	1	-126.4616	-167.0688	40.60719	0.001189741	0.005246602	0.01181863	0.00188285	0.001827547	0.0002553591	0.04613463	0.001161382	0.01064897	0.00718327	0.04120367	0.03480101	0.304473	0.263189	0.200085	0.232253
14676	0	-128.0299	-168.0799	40.05	0.002503504	0.007805409	0.005902228	0.0004301692	0.01273254	0.005793926	0.01877364	0.004182057	0.003460618	0.02598262	0.0332976	0.04792629	0.115332	0.388308	0.376778	0.119582
14677	1	-129.912	-166.3196	36.40768	0.001189741	0.01884473	0.01181863	0.007312748	0.001827547	0.005314541	0.04613463	0.002934773	0.02576628	0.00718327	0.04120367	0.03480101	0.304473	0.263189	0.200085	0.232253
14678	0	-126.1118	-163.5618	37.44998	0.002886029	0.0164342	0.007825688	0.0001509063	0.01273254	0.005793926	0.0274466	0.003820822	0.01432637	0.00486595	0.0332976	0.06458037	0.109466	0.368557	0.326855	0.195122
14679	1	-128.3271	-166.1119	37.78482	0.0001953336	0.01884473	0.01181863	0.01570936	0.009309226	0.003428961	0.03134129	0.006476239	0.02576628	0.007937138	0.0180404	0.04202617	0.207995	0.179792	0.453554	0.158659
14680	0	-127.0203	-164.4389	37.41858	0.002886029	0.01903691	0.01038145	0.0001509063	0.01273254	0.002272831	0.04017532	0.003820822	0.008330466	0.00369425	0.02640555	0.06458037	0.161883	0.416113	0.369031	0.0529734
14681	1	-127.5463	-170.404	42.85777	0.0001953336	0.02004464	0.004295299	0.001049414	0.009309226	0.003428961	0.02684938	0.006476239	0.01986979	0.0129546	0.0180404	0.01887969	0.455919	0.100684	0.354547	0.0888495
14682	0	-127.1831	-165.9792	38.79612	0.002886029	0.008287948	0.01703211	0.003408067	0.01948192	0.0001832043	0.04017532	0.004311807	0.004467087	0.006809438	0.02640555	0.04757722	0.0510852	0.471123	0.417816	0.0599764
14683	1	-127.5025	-172.9859	45.48337	0.0003822554	0.008987037	0.002041152	0.001049414	0.009309226	0.002289194	0.02320791	0.006476239	0.01986979	0.00524057	0.0180404	0.01887969	0.619895	0.0763818	0.26897	0.0347534
14684	0	-125.7224	-164.415	38.69259	0.002886029	0.01086726	0.01703211	0.0002598937	0.01811037	0.0007810408	0.04017532	0.004311807	0.008194957	0.005434315	0.02640555	0.04757722	0.0204945	0.431405	0.524039	0.0240615
14685	1	-135.0654	-169.1045	34.03909	0.0003822554	0.008987037	0.01906472	0.02142544	0.002981146	0.005120778	0.05613172	0.02798447	0.01986979	0.00308328	0.0180404	0.0443728	0.243767	0.0300364	0.71253	0.0136664
14686	0	-131.0721	-165.1391	34.067	0.002886029	0.01837867	0.01703211	0.0002598937	0.005698796	0.030267	0.04017532	0.007854971	0.01960887	0.005434315	0.03199825	0.04757722	0.067023	0.613385	0.240904	0.0786882
14687	1	-127.3368	-167.4824	40.14554	0.007054114	0.009720059	0.01223238	0.001814123	0.02393993	0.005120778	0.02694015	0.002893052	0.006781295	0.00308328	0.0180404	0.05023879	0.243767	0.0300364	0.71253	0.0136664
14688	0	-128.5439	-171.079	42.53511	0.003482304	0.01837867	0.01330829	0.002561867	0.001249598	0.004089297	0.0133418	0.01068459	0.01084991	0.01276827	0.008811537	0.04501525	0.067023	0.613385	0.240904	0.0786882
14689	1	-130.4567	-167.4049	36.94819	0.007054114	0.001771937	0.01507019	0.001814123	0.02393993	0.005120778	0.03473808	0.002893052	0.01771316	0.002074731	0.01771182	0.06915552	0.204566	0.0646613	0.701352	0.0294206
14690	0	-126.8739	-170.5423	43.66834	0.003339582	0.01837867	0.008382394	0.001892073	0.004026589	0.004089297	0.0133418	0.007725393	0.01150821	0.006921676	0.008862604	0.04501525	0.15804	0.107019	0.568052	0.166889
14691	1	-134.3967	-165.2676	30.87082	0.0008928002	0.001771937	0.02139696	0.001814123	0.03695259	0.005120778	0.03417094	0.01369221	0.01681819	0.01821839	0.03940234	0.06810782	0.221868	0.168838	0.483614	0.12568
14692	0	-129.796	-171.1924	41.39648	0.01075562	0.02171138	0.007099035	0.002478878	0.004026589	0.00166228	0.0133418	0.006368052	0.01150821	0.01160248	0.008862604	0.05623502	0.0307048	0.117356	0.622919	0.22902
14693	1	-129.7033	-169.7142	40.01086	0.00101713	0.0045693	0.005975051	0.001814123	0.001641533	0.005120778	0.03417094	0.01369221	0.01681819	0.01821839	0.04318461	0.02295029	0.335128	0.255026	0.220008	0.189837
14694	0	-129.5393	-170.9656	41.42627	0.003713619	0.02171138	0.01378464	0.002478878	0.002117504	0.00166228	0.008028712	0.01244908	0.01286599	0.003644554	0.01666958	0.05623502	0.0245135	0.265218	0.527429	0.18284
14695	1	-130.6014	-173.122	42.5206	9.212839e-05	0.0045693	0.005975051	0.001814123	0.001641533	0.0008277054	0.01702603	0.01442221	0.01681819	0.01821839	0.04347072	0.0198076	0.187809	0.0538447	0.123295	0.635051
14696	0	-130.7347	-170.9446	40.20998	0.003713619	0.01338556	0.01383914	0.002478878	0.002117504	0.00166228	0.008673882	0.01244908	0.01286599	0.002827638	0.01666958	0.07654637	0.0366236	0.39624	0.29397	0.273167
14697	1	-129.7937	-164.3227	34.52899	0.0001775251	0.0045693	0.01309292	0.00718267	0.02719883	0.00841851	0.02951699	0.01442221	0.01681819	0.006417226	0.04347072	0.05137837	0.251017	0.172762	0.395595	0.180625
14698	0	-137.0271	-177.6146	40.58751	0.0008920267	0.003361319	0.01383914	0.0120915	0.01927153	0.02770401	0.008673882	0.01244908	0.01286599	0.000876431	0.02178896	0.02973181	0.0366236	0.39624	0.29397	0.273167
14699	1	-129.0554	-166.6586	37.60319	0.0001775251	0.02019257	0.01309292	0.006094283	0.006517578	0.00841851	0.01538865	0.002666838	0.01681819	0.01971698	0.04347072	0.04011127	0.324976	0.223665	0.217514	0.233845
14700	0	-131.1088	-175.9069	44.79811	0.003005519	0.005433226	0.01595641	0.001217863	0.003830829	0.005410904	0.008673882	0.01244908	0.01286599	0.001725927	0.02215804	0.02973181	0.034414	0.432666	0.276234	0.256686
14701	1	-127.7167	-166.1847	38.468	0.0007852234	0.007005425	0.01309292	0.01362579	0.001924215	0.01163547	0.01834762	0.003894005	0.01681819	0.003609134	0.04347072	0.0500187	0.399779	0.0794123	0.233138	0.287671
14702	0	-132.3498	-176.6844	44.33456	0.001860401	0.005433226	0.0110971	0.002920371	0.003830829	0.005410904	0.008673882	0.01737589	0.0186535	0.001725927	0.02149012	0.02851057	0.399146	0.155251	0.178049	0.267554
14703	1	-125.7112	-164.3015	38.59034	0.0003803234	0.007005425	0.007870736	0.01362579	0.004183788	0.007793522	0.04378693	0.007131971	0.01681819	0.005300357	0.01911789	0.0500187	0.127091	0.0252454	0.832589	0.0150748
14704	0	-134.6658	-172.2822	37.61644	0.001860401	0.005433226	0.02133701	0.000452513	0.03255517	0.005410904	0.02239139	0.01388079	0.02037948	0.00235746	0.04010959	0.02636882	0.214726	0.618449	0.0228901	0.143935
14705	1	-126.29	-167.6092	41.31914	0.004934352	0.01549699	0.01376247	0.01362579	0.004183788	0.0006967193	0.02151229	0.002065325	0.007376123	0.003616134	0.01911789	0.0500187	0.127091	0.0252454	0.832589	0.0150748
14706	0	-129.439	-172.8299	43.39094	0.001860401	0.005433226	0.02133701	0.000452513	0.001981821	0.001849023	0.02239139	0.001820484	0.02037948	0.009567126	0.02274912	0.02636882	0.214726	0.618449	0.0228901	0.143935
14707	1	-129.2566	-164.4662	35.20957	0.004173037	0.01549699	0.00657906	0.01362579	0.004183788	0.0006967193	0.03028028	0.001331509	0.02809736	0.005847768	0.02587676	0.07983338	0.127091	0.0252454	0.832589	0.0150748
14708	0	-125.1964	-168.7633	43.56683	0.00306461	0.005433226	0.01192234	0.004725327	0.01452697	0.001317498	0.02239139	0.004922184	0.007177742	0.009874827	0.02274912	0.02636882	0.18633	0.157982	0.61892	0.0367678
14709	1	-130.6905	-164.714	34.02343	0.001969029	0.01549699	0.00657906	0.01362579	0.004183788	0.01422599	0.03028028	0.002560186	0.02809736	0.004867947	0.02587676	0.07983338	0.0232185	0.316538	0.47123	0.189014
14710	0	-126.6627	-166.9856	40.32284	0.00306461	0.01301646	0.007269051	0.001033853	0.01452697	0.001317498	0.02239139	0.01107521	0.007177742	0.02276227	0.02274912	0.03974405	0.530591	0.0911402	0.357057	0.0212115
14711	1	-130.6217	-166.803	36.18132	0.01051341	0.005056121	0.00563611	0.006023231	0.004183788	0.006154203	0.03028028	0.002560186	0.02809736	0.002325554	0.02587676	0.07983338	0.0232185	0.316538	0.47123	0.189014
14712	0	-124.5558	-164.9758	40.42002	0.001228222	0.01301646	0.01119436	0.0009298511	0.01487466	0.0001212286	0.02543574	0.01107521	0.007108855	0.0149035	0.02690913	0.03838279	0.0463533	0.410076	0.541718	0.00185307
14713	1	-130.274	-167.2063	36.93231	0.01051341	0.005056121	0.00563611	0.01002366	0.004183788	0.006154203	0.03028028	0.003574778	0.01496805	0.009785477	0.01920306	0.07983338	0.0797215	0.35007	0.361172	0.209037
14714	0	-129.1985	-169.5358	40.33724	0.004965765	0.01301646	0.01119436	0.001412343	0.0004290814	0.002311109	0.008711235	0.01107521	0.007108855	0.0149035	0.03461963	0.0562402	0.308032	0.44843	0.236762	0.00677531
14715	1	-124.3959	-168.6216	44.22567	0.001224806	0.005056121	0.002901139	0.003911259	0.004183788	0.006154203	0.03028028	0.003574778	0.009107826	0.008104487	0.02027349	0.03327306	0.111289	0.0382328	0.504184	0.346294
14716	0	-130.535	-172.2869	41.75183	0.001196748	0.006660929	0.01119436	0.0138285	0.0004290814	0.002311109	0.008711235	0.01107521	0.0239091	0.01633657	0.02409866	0.032433	0.38797	0.396626	0.209411	0.0059926
14717	1	-124.6656	-164.3391	39.67355	0.00105176	0.007041763	0.006476067	0.003911259	0.004183788	0.006154203	0.03028028	0.003404758	0.009107826	0.008104487	0.02709907	0.06564861	0.202953	0.0697239	0.0957978	0.631525
14718	0	-125.2481	-167.0798	41.83167	0.001196748	0.006660929	0.01119436	0.0138285	0.0004290814	0.006502697	0.03444926	0.005094031	0.008125676	0.004571616	0.0243145	0.03503798	0.38797	0.396626	0.209411	0.0059926
14719	1	-126.1827	-165.8188	39.63614	0.00105176	0.007041763	0.00857439	0.003911259	0.004183788	0.009367597	0.03028028	0.01375269	0.009107826	0.002697845	0.03966211	0.04319765	0.283709	0.0974671	0.133916	0.484909
14720	0	-127.5508	-166.058	38.50722	0.005323024	0.01216432	0.01119436	0.0138285	0.001034371	0.00633689	0.03156885	0.005094031	0.01731807	0.01022694	0.03471733	0.03503798	0.40379	0.372023	0.21795	0.00623695
14721	1	-125.6658	-165.1888	39.52303	0.00105176	0.01901563	0.00857439	0.003911259	0.002524408	0.009367597	0.02818131	0.01375269	0.009107826	0.008323614	0.0252141	0.04490806	0.143844	0.182745	0.189654	0.483757
14722	0	-126.7233	-166.0814	39.35812	0.005323024	0.01216432	0.01119436	0.004571516	0.001200966	0.009063338	0.03676136	0.005094031	0.01731807	0.003095512	0.03471733	0.03503798	0.40401	0.371681	0.218069	0.00624036
14723	1	-125.5907	-165.7097	40.11898	0.00105176	0.008464223	0.006430809	0.003911259	0.00283496	0.009367597	0.02818131	0.01801936	0.009107826	0.01062625	0.0252141	0.04490806	0.217829	0.276738	0.2872	0.218233
14724	0	-128.7075	-168.1372	39.4297	0.005323024	0.01216432	0.01119436	0.004119919	0.00770043	0.009063338	0.03676136	0.004253402	0.01251283	0.001995005	0.03471733	0.03503798	0.497878	0.458037	0.0363953	0.00769024
14725	1	-127.29	-168.0465	40.75655	0.00105176	0.008464223	0.006430809	0.006253216	0.00283496	0.01640542	0.02818131	0.006605811	0.009107826	0.01062625	0.01263909	0.05329551	0.13227	0.442792	0.0757554	0.349182
14726	0	-128.8387	-172.0355	43.19678	0.005323024	0.006894165	0.01119436	0.004119919	0.00770043	0.009063338	0.01954596	0.004253402	0.009327452	0.01161466	0.02544642	0.02360182	0.256468	0.678251	0.0538935	0.0113875
14727	1	-131.0703	-168.7592	37.68891	0.00105176	0.008464223	0.003425436	0.005034331	0.00255955	0.02493055	0.02833633	0.007152264	0.02563144	0.01062625	0.01263909	0.06197839	0.144987	0.389219	0.0830389	0.382755
14728	0	-129.7197	-171.5706	41.85091	0.01354665	0.01738165	0.007061965	0.004119919	0.00770043	0.009063338	0.01954596	0.002807396	0.009327452	0.01161466	0.02544642	0.02360182	0.177131	0.236285	0.33721	0.249374
14729	1	-130.6158	-165.2794	34.66361	0.00105176	0.01444574	0.0165116	0.01473691	0.00255955	0.02493055	0.02833633	0.01035036	0.007355129	0.01062625	0.02846734	0.06197839	0.176085	0.472702	0.173153	0.178061
14730	0	-129.2381	-171.286	42.04785	0.01354665	0.01495048	0.008421025	0.001703926	0.003579067	0.009095889	0.02163319	0.007803133	0.009327452	0.01102746	0.02544642	0.02276132	0.155239	0.207082	0.295534	0.342145
14731	1	-131.0271	-165.5758	34.54878	0.00100019	0.009843932	0.0165116	0.00597003	0.005054211	0.03678084	0.02575762	0.01312482	0.007355129	0.01062625	0.02846734	0.06197839	0.298589	0.290006	0.0827321	0.328672
14732	0	-128.4685	-169.2826	40.81414	0.01022608	0.01146229	0.008421025	0.01061426	0.007361067	0.009689662	0.02163319	0.007803133	0.009327452	0.007887785	0.02158712	0.03532123	0.558841	0.0807837	0.167017	0.193359
14733	1	-127.0179	-166.129	39.11112	0.003769818	0.007942939	0.0165116	0.00597003	0.005054211	0.001042798	0.04238917	0.01466798	0.01586105	0.006945372	0.02014613	0.03765091	0.118525	0.115118	0.63589	0.130467
14734	0	-135.4994	-173.2527	37.75337	0.01022608	0.007418722	0.03363527	0.01061426	0.007361067	0.009689662	0.01922752	0.007803133	0.009327452	0.01927555	0.02158712	0.03503478	0.617835	0.0706033	0.179872	0.131689
14735	1	-127.0419	-168.0441	41.00221	0.0005494746	0.002679199	0.0165116	0.00597003	0.004498113	0.005774359	0.02245962	0.01466798	0.02164631	0.006945372	0.02014613	0.03765091	0.0905014	0.0865235	0.477939	0.345036
14736	0	-136.2578	-171.9153	35.6575	0.01022608	0.007418722	0.03363527	0.01061426	0.002740947	0.009689662	0.01922752	0.002047083	0.01758243	0.02890267	0.03453231	0.03503478	0.330908	0.03093	0.537639	0.100524
14737	1	-130.3203	-169.1565	38.83617	0.0005494746	0.03205963	0.001891163	0.008302066	0.004498113	0.01144936	0.01810633	0.01466798	0.02164631	0.006945372	0.01704235	0.04347669	0.058006	0.341152	0.403132	0.19771
14738	0	-131.0286	-166.0626	35.03395	0.01022608	0.01327136	0.01088529	0.01178348	0.01803032	0.006316093	0.02144058	0.002047083	0.01758243	0.008804931	0.03791176	0.05943669	0.492787	0.0460609	0.311452	0.1497
14739	1	-127.04	-165.0712	38.03125	0.005504252	0.014621	0.01067344	0.008302066	0.000687744	0.005753041	0.0220727	0.01038168	0.01455298	0.007686174	0.04477735	0.04347669	0.0724526	0.177064	0.503533	0.24695
