node_label,freq0,qc,qd,qi,qf,qdsig,diff,num_replicates,notes
Pal_brachypoda_Silva1622,NA,NA,NA,NA,0.693200663349917,NA,NA,603.0,
Pal_brevicollis_Zardini15831,NA,NA,NA,NA,0.7680555555555556,NA,NA,720.0,
Pal_callithrix_Granville13399,NA,NA,NA,NA,0.7551319648093842,NA,NA,682.0,
Pal_condensata_Graham199,NA,NA,NA,NA,0.6175,NA,NA,800.0,
Pal_conephoroides_Quizhpe672,NA,NA,NA,NA,0.5319426336375489,NA,NA,767.0,
Pal_correae_Dwyer1968,NA,NA,NA,NA,0.6792698826597132,NA,NA,767.0,
Pal_correae_MacDougal6258,NA,NA,NA,NA,0.7180500658761528,NA,NA,759.0,
Pal_corymbifera_Grimes3319,NA,NA,NA,NA,0.8428761651131824,NA,NA,751.0,
Pal_crocea_Merello1713,NA,NA,NA,NA,0.8192488262910798,NA,NA,852.0,
Pal_croceoides_Taylor11640,NA,NA,NA,NA,0.788647342995169,NA,NA,828.0,
Pal_cyanococca_Stevens30807,NA,NA,NA,NA,0.7447643979057592,NA,NA,764.0,
Pal_deflexa_Meave1172,NA,NA,NA,NA,0.8869209809264306,NA,NA,734.0,
Pal_deflexa_Taylor11717,NA,NA,NA,NA,0.8722002635046113,NA,NA,759.0,
Pal_demissa_Zak3081,NA,NA,NA,NA,0.4846698113207547,NA,NA,848.0,
Pal_dichotoma_Maceda1475,NA,NA,NA,NA,0.8280060882800608,NA,NA,657.0,
Pal_didymocarpos_Nee35839,NA,NA,NA,NA,0.8903225806451613,NA,NA,620.0,
Pal_divaricata_Carvalho6490,NA,NA,NA,NA,0.6417489421720733,NA,NA,709.0,
Pal_domingensis_Axelrod1028,NA,NA,NA,NA,0.5813648293963255,NA,NA,762.0,
Pal_egensis_Liesner7059,NA,NA,NA,NA,0.9152777777777777,NA,NA,720.0,
Pal_elata_Ibarra-Manriquez5301,NA,NA,NA,NA,0.7526041666666666,NA,NA,768.0,
Pal_elata_Stevens36104,NA,NA,NA,NA,0.8025974025974026,NA,NA,770.0,
Pal_flavescens_vanDerWerff10948,NA,NA,NA,NA,0.45195729537366547,NA,NA,843.0,
Pal_flavifolia_Maldonado2948,NA,NA,NA,NA,0.7459749552772809,NA,NA,559.0,
Pal_glabra_Schunke7495,NA,NA,NA,NA,0.6063829787234043,NA,NA,658.0,
Pal_glomerulata_Berger1481,NA,NA,NA,NA,0.6454081632653061,NA,NA,784.0,
Pal_gracilenta_Croat102206,NA,NA,NA,NA,0.8051282051282052,NA,NA,780.0,
Pal_grandifolia_Liesner6534,NA,NA,NA,NA,0.676829268292683,NA,NA,656.0,
Pal_guianensis_Redden2302,NA,NA,NA,NA,0.8877086494688923,NA,NA,659.0,
Pal_guianensis_deLaQuintana257,NA,NA,NA,NA,0.793400286944046,NA,NA,697.0,
Pal_hazenii_Freire1098,NA,NA,NA,NA,0.7463863337713534,NA,NA,761.0,
Pal_jelskii_Fuentes12894,NA,NA,NA,NA,0.5917355371900826,NA,NA,605.0,
Pal_justiciifolia_Gutierrez534,NA,NA,NA,NA,0.8450536352800954,NA,NA,839.0,
Pal_lehmannii_Silverstone8396,NA,NA,NA,NA,0.5624142661179699,NA,NA,729.0,
Pal_lineata_Garcia112,NA,NA,NA,NA,0.4290909090909091,NA,NA,825.0,
Pal_loxensis_Neill16912,NA,NA,NA,NA,0.6206896551724138,NA,NA,696.0,
Pal_luteonivea_Cayola2534,NA,NA,NA,NA,0.6008902077151336,NA,NA,674.0,
Pal_macrobotrys_Gatti17549,NA,NA,NA,NA,0.8658367911479945,NA,NA,723.0,
Pal_marcgravii_VasconcelosSN,NA,NA,NA,NA,0.6713681241184767,NA,NA,709.0,
Pal_nitidella_Liesner6369,NA,NA,NA,NA,0.6541450777202072,NA,NA,772.0,
Pal_obliquinervia_Clarke1268,NA,NA,NA,NA,0.8196517412935324,NA,NA,804.0,
Pal_ostreophora_Schunke8366,NA,NA,NA,NA,0.828735632183908,NA,NA,870.0,
Pal_padifolia_Dietzch1390,NA,NA,NA,NA,0.5776566757493188,NA,NA,734.0,
Pal_petiolaris_Ortega3101,NA,NA,NA,NA,0.5621890547263682,NA,NA,603.0,
Pal_polycephala_Ehringhaus56,NA,NA,NA,NA,0.8856749311294766,NA,NA,726.0,
Pal_prunifolia_Nee41304,NA,NA,NA,NA,0.8567293777134588,NA,NA,691.0,
Pal_pubescens_Stevens21197,NA,NA,NA,NA,0.6827586206896552,NA,NA,725.0,
Pal_pubescens_Taylor316,NA,NA,NA,NA,0.6847826086956522,NA,NA,736.0,
Pal_pyramidalis_Hartado1015,NA,NA,NA,NA,0.5667574931880109,NA,NA,734.0,
Pal_quadrifolia_Ricard76,NA,NA,NA,NA,0.8792650918635171,NA,NA,762.0,
Pal_quinquepyrena_Rodriguez1748,NA,NA,NA,NA,0.4536741214057508,NA,NA,626.0,
Pal_racemosa_Rivero265,NA,NA,NA,NA,0.8391224862888482,NA,NA,547.0,
Pal_reticulata_Zambrana5775,NA,NA,NA,NA,0.7854984894259819,NA,NA,662.0,
Pal_rhodothamna_Rimachi7296,NA,NA,NA,NA,0.8429319371727748,NA,NA,764.0,
Pal_rigida_Gillepsie1715,NA,NA,NA,NA,0.8252911813643927,NA,NA,601.0,
Pal_rigida_Subieta322,NA,NA,NA,NA,0.7881773399014779,NA,NA,609.0,
Pal_seemannii_Juncosa556,NA,NA,NA,NA,0.5141955835962145,NA,NA,634.0,
Pal_sessilis_Fiaschi2844,NA,NA,NA,NA,0.6623376623376623,NA,NA,693.0,
Pal_standleyana_Gentry63598,NA,NA,NA,NA,0.5771065182829889,NA,NA,629.0,
Pal_stenosepala_Link13,NA,NA,NA,NA,0.459954233409611,NA,NA,874.0,
Pal_stipularis_Leiva15000,NA,NA,NA,NA,0.49571603427172584,NA,NA,817.0,
Pal_subfusca_Parada996,NA,NA,NA,NA,0.7779632721202003,NA,NA,599.0,
Pal_suerrensis_McPherson15864,NA,NA,NA,NA,0.8735019973368842,NA,NA,751.0,
Pal_suerrensis_Stevens36741,NA,NA,NA,NA,0.8328947368421052,NA,NA,760.0,
Pal_sulphurea_Palacios9594,NA,NA,NA,NA,0.6723842195540308,NA,NA,583.0,
Pal_tetragona_Beach1469,NA,NA,NA,NA,0.6680216802168022,NA,NA,738.0,
Pal_tetragona_Davidse36909,NA,NA,NA,NA,0.7226173541963016,NA,NA,703.0,
Pal_thyrsiflora_Homeier5199,NA,NA,NA,NA,0.5522914218566393,NA,NA,851.0,
Pal_timbiquensis_Hoover4120,NA,NA,NA,NA,0.7892857142857143,NA,NA,840.0,
Pal_tinctoria_Cornejo149,NA,NA,NA,NA,0.6177847113884556,NA,NA,641.0,
Pal_tomentosa_Araujo1546,NA,NA,NA,NA,0.7431318681318682,NA,NA,728.0,
Pal_topoensis_Zak3747,NA,NA,NA,NA,0.7701317715959004,NA,NA,683.0,
Pal_triphylla_Killeen6548,NA,NA,NA,NA,0.8182883939038686,NA,NA,853.0,
Pal_triphylla_Nee46793,NA,NA,NA,NA,0.8312020460358056,NA,NA,782.0,
Pal_triphylla_Stevens36461,NA,NA,NA,NA,0.8202824133504493,NA,NA,779.0,
Pal_winkleri_Stevens37485,NA,NA,NA,NA,0.8158273381294964,NA,NA,695.0,
Pal_woronovii_vanDerWerff20100,NA,NA,NA,NA,0.8581460674157303,NA,NA,712.0,
Psy_carthagenensis_Araujo2124,NA,NA,NA,NA,0.8920056100981767,NA,NA,713.0,
Psy_grandis_Taylor11745,NA,NA,NA,NA,0.8449704142011835,NA,NA,845.0,
Psy_guianensis_Merello1711,NA,NA,NA,NA,0.9168900804289544,NA,NA,746.0,
Psy_horizontalis_Stevens32733,NA,NA,NA,NA,0.8976279650436954,NA,NA,801.0,
Psy_jinotegensis_Stevens33549,NA,NA,NA,NA,0.8791064388961892,NA,NA,761.0,
Psy_limonensis_Stevens31580,NA,NA,NA,NA,0.8717241379310345,NA,NA,725.0,
Psy_marginata_Stevens32781,NA,NA,NA,NA,0.9169590643274854,NA,NA,855.0,
Psy_nervosa_Stevens32362,NA,NA,NA,NA,0.8898514851485149,NA,NA,808.0,
Psy_panamensis_Stevens32285,NA,NA,NA,NA,0.863395225464191,NA,NA,754.0,
Psy_rosea_LiesnerSN,NA,NA,NA,NA,0.6693548387096774,NA,NA,744.0,
Psy_subsessilis_Stevens31494,NA,NA,NA,NA,0.9002347417840375,NA,NA,852.0,
Psy_suterella_Souza8789,NA,NA,NA,NA,0.6851549755301795,NA,NA,613.0,
Rud_cornifolia_deGracias818,NA,NA,NA,NA,0.8809523809523809,NA,NA,630.0,
