node_label	count0	count1	count2	topo0	topo1	topo2
QS42	197	2	0	((Pal_woronovii_vanDerWerff20100,Carapichea_ipecacuanha_Croat15117),(Pal_polycephala_Ehringhaus56,Pal_deflexa_Taylor11717));	((Pal_woronovii_vanDerWerff20100,Pal_polycephala_Ehringhaus56),(Carapichea_ipecacuanha_Croat15117,Pal_deflexa_Taylor11717));	((Pal_woronovii_vanDerWerff20100,Pal_deflexa_Taylor11717),(Pal_polycephala_Ehringhaus56,Carapichea_ipecacuanha_Croat15117));
QS43	198	2	0	((Pal_deflexa_Taylor11717,Pal_bangii_Fuentes12864),(Pal_egensis_Liesner7059,Pal_polycephala_Ehringhaus56));	((Pal_deflexa_Taylor11717,Pal_egensis_Liesner7059),(Pal_bangii_Fuentes12864,Pal_polycephala_Ehringhaus56));	((Pal_deflexa_Taylor11717,Pal_polycephala_Ehringhaus56),(Pal_egensis_Liesner7059,Pal_bangii_Fuentes12864));
QS44	200	0	0	((Pal_egensis_Liesner7059,Pal_flavescens_vanDerWerff10948),(Pal_deflexa_Taylor11717,Pal_deflexa_Meave1172));	((Pal_egensis_Liesner7059,Pal_deflexa_Taylor11717),(Pal_flavescens_vanDerWerff10948,Pal_deflexa_Meave1172));	((Pal_egensis_Liesner7059,Pal_deflexa_Meave1172),(Pal_deflexa_Taylor11717,Pal_flavescens_vanDerWerff10948));
QS45	183	0	14	((Pal_obliquinervia_Clarke1268,Psy_panamensis_Stevens32285),(Pal_flavifolia_Maldonado2948,Pal_reticulata_Zambrana5775));	((Pal_obliquinervia_Clarke1268,Pal_flavifolia_Maldonado2948),(Psy_panamensis_Stevens32285,Pal_reticulata_Zambrana5775));	((Pal_obliquinervia_Clarke1268,Pal_reticulata_Zambrana5775),(Pal_flavifolia_Maldonado2948,Psy_panamensis_Stevens32285));
QS46	81	17	3	((Pal_reticulata_Zambrana5775,Pal_corymbifera_Grimes3319),(Pal_bangii_Fuentes12864,Pal_flavifolia_Maldonado2948));	((Pal_reticulata_Zambrana5775,Pal_bangii_Fuentes12864),(Pal_corymbifera_Grimes3319,Pal_flavifolia_Maldonado2948));	((Pal_reticulata_Zambrana5775,Pal_flavifolia_Maldonado2948),(Pal_bangii_Fuentes12864,Pal_corymbifera_Grimes3319));
QS47	82	15	99	((Pal_acuminata_Lachenaud966,Rud_cornifolia_deGracias818),(Pal_pubescens_Stevens21197,Pal_petiolaris_Ortega3101));	((Pal_acuminata_Lachenaud966,Pal_pubescens_Stevens21197),(Rud_cornifolia_deGracias818,Pal_petiolaris_Ortega3101));	((Pal_acuminata_Lachenaud966,Pal_petiolaris_Ortega3101),(Pal_pubescens_Stevens21197,Rud_cornifolia_deGracias818));
QS48	106	48	42	((Pal_petiolaris_Ortega3101,Pal_rigida_Gillepsie1715),(Pal_stipularis_Leiva15000,Pal_berteroana_Taylor11646));	((Pal_petiolaris_Ortega3101,Pal_stipularis_Leiva15000),(Pal_rigida_Gillepsie1715,Pal_berteroana_Taylor11646));	((Pal_petiolaris_Ortega3101,Pal_berteroana_Taylor11646),(Pal_stipularis_Leiva15000,Pal_rigida_Gillepsie1715));
QS49	68	67	56	((Pal_correae_Dwyer1968,Pal_dichotoma_Maceda1475),(Pal_demissa_Zak3081,Pal_angustifolia_Wolff16));	((Pal_correae_Dwyer1968,Pal_demissa_Zak3081),(Pal_dichotoma_Maceda1475,Pal_angustifolia_Wolff16));	((Pal_correae_Dwyer1968,Pal_angustifolia_Wolff16),(Pal_demissa_Zak3081,Pal_dichotoma_Maceda1475));
QS50	84	61	52	((Pal_quinquepyrena_Rodriguez1748,Pal_acuminata_Fonnegra6968),(Pal_stenosepala_Link13,Pal_apicata_Stergios2543));	((Pal_quinquepyrena_Rodriguez1748,Pal_stenosepala_Link13),(Pal_acuminata_Fonnegra6968,Pal_apicata_Stergios2543));	((Pal_quinquepyrena_Rodriguez1748,Pal_apicata_Stergios2543),(Pal_stenosepala_Link13,Pal_acuminata_Fonnegra6968));
QS51	134	44	18	((Pal_loxensis_Neill16912,COS_grandiflora_Tyson904),(Pal_demissa_Zak3081,Pal_luteonivea_Cayola2534));	((Pal_loxensis_Neill16912,Pal_demissa_Zak3081),(COS_grandiflora_Tyson904,Pal_luteonivea_Cayola2534));	((Pal_loxensis_Neill16912,Pal_luteonivea_Cayola2534),(Pal_demissa_Zak3081,COS_grandiflora_Tyson904));
QS52	87	82	30	((Pal_luteonivea_Cayola2534,BAL_stormiae_Vasquez1081),(Pal_stenosepala_Link13,Pal_seemannii_Juncosa556));	((Pal_luteonivea_Cayola2534,Pal_stenosepala_Link13),(BAL_stormiae_Vasquez1081,Pal_seemannii_Juncosa556));	((Pal_luteonivea_Cayola2534,Pal_seemannii_Juncosa556),(Pal_stenosepala_Link13,BAL_stormiae_Vasquez1081));
QS53	82	23	92	((Pal_pyramidalis_Hartado1015,Pal_acuminata_Fonnegra6968),(Pal_stipularis_Leiva15000,Pal_amethystina_Jaramillo1989));	((Pal_pyramidalis_Hartado1015,Pal_stipularis_Leiva15000),(Pal_acuminata_Fonnegra6968,Pal_amethystina_Jaramillo1989));	((Pal_pyramidalis_Hartado1015,Pal_amethystina_Jaramillo1989),(Pal_stipularis_Leiva15000,Pal_acuminata_Fonnegra6968));
QS54	96	44	58	((Pal_amethystina_Jaramillo1989,Pal_justiciifolia_Gutierrez534),(Pal_stenosepala_Link13,Pal_thyrsiflora_Homeier5199));	((Pal_amethystina_Jaramillo1989,Pal_stenosepala_Link13),(Pal_justiciifolia_Gutierrez534,Pal_thyrsiflora_Homeier5199));	((Pal_amethystina_Jaramillo1989,Pal_thyrsiflora_Homeier5199),(Pal_stenosepala_Link13,Pal_justiciifolia_Gutierrez534));
QS55	74	80	42	((Pal_thyrsiflora_Homeier5199,Pal_tomentosa_Araujo1546),(Pal_flavescens_vanDerWerff10948,Pal_stenosepala_Link13));	((Pal_thyrsiflora_Homeier5199,Pal_flavescens_vanDerWerff10948),(Pal_tomentosa_Araujo1546,Pal_stenosepala_Link13));	((Pal_thyrsiflora_Homeier5199,Pal_stenosepala_Link13),(Pal_flavescens_vanDerWerff10948,Pal_tomentosa_Araujo1546));
QS56	74	62	57	((Pal_lineata_Garcia112,Psy_nervosa_Stevens32362),(Pal_stipularis_Leiva15000,Pal_flavescens_vanDerWerff10948));	((Pal_lineata_Garcia112,Pal_stipularis_Leiva15000),(Psy_nervosa_Stevens32362,Pal_flavescens_vanDerWerff10948));	((Pal_lineata_Garcia112,Pal_flavescens_vanDerWerff10948),(Pal_stipularis_Leiva15000,Psy_nervosa_Stevens32362));
QS57	40	51	103	((Pal_flavescens_vanDerWerff10948,Pal_correae_MacDougal6258),(Pal_stenosepala_Link13,Pal_lineata_Garcia112));	((Pal_flavescens_vanDerWerff10948,Pal_stenosepala_Link13),(Pal_correae_MacDougal6258,Pal_lineata_Garcia112));	((Pal_flavescens_vanDerWerff10948,Pal_lineata_Garcia112),(Pal_stenosepala_Link13,Pal_correae_MacDougal6258));
QS58	90	77	29	((Pal_flavescens_vanDerWerff10948,Pal_woronovii_vanDerWerff20100),(Pal_padifolia_Dietzch1390,Pal_demissa_Zak3081));	((Pal_flavescens_vanDerWerff10948,Pal_padifolia_Dietzch1390),(Pal_woronovii_vanDerWerff20100,Pal_demissa_Zak3081));	((Pal_flavescens_vanDerWerff10948,Pal_demissa_Zak3081),(Pal_padifolia_Dietzch1390,Pal_woronovii_vanDerWerff20100));
QS59	77	53	64	((Pal_demissa_Zak3081,Psy_marginata_Stevens32781),(Pal_padifolia_Dietzch1390,Pal_thyrsiflora_Homeier5199));	((Pal_demissa_Zak3081,Pal_padifolia_Dietzch1390),(Psy_marginata_Stevens32781,Pal_thyrsiflora_Homeier5199));	((Pal_demissa_Zak3081,Pal_thyrsiflora_Homeier5199),(Pal_padifolia_Dietzch1390,Psy_marginata_Stevens32781));
QS60	79	4	23	((Pal_thyrsiflora_Homeier5199,Pal_deflexa_Taylor11717),(Pal_padifolia_Dietzch1390,Pal_lehmannii_Silverstone8396));	((Pal_thyrsiflora_Homeier5199,Pal_padifolia_Dietzch1390),(Pal_deflexa_Taylor11717,Pal_lehmannii_Silverstone8396));	((Pal_thyrsiflora_Homeier5199,Pal_lehmannii_Silverstone8396),(Pal_padifolia_Dietzch1390,Pal_deflexa_Taylor11717));
QS61	99	70	23	((Pal_lehmannii_Silverstone8396,Pal_flavifolia_Maldonado2948),(Pal_standleyana_Gentry63598,Pal_pyramidalis_Hartado1015));	((Pal_lehmannii_Silverstone8396,Pal_standleyana_Gentry63598),(Pal_flavifolia_Maldonado2948,Pal_pyramidalis_Hartado1015));	((Pal_lehmannii_Silverstone8396,Pal_pyramidalis_Hartado1015),(Pal_standleyana_Gentry63598,Pal_flavifolia_Maldonado2948));
QS62	43	64	1	((Pal_pyramidalis_Hartado1015,Pal_crocea_Merello1713),(Pal_standleyana_Gentry63598,Pal_seemannii_Juncosa556));	((Pal_pyramidalis_Hartado1015,Pal_standleyana_Gentry63598),(Pal_crocea_Merello1713,Pal_seemannii_Juncosa556));	((Pal_pyramidalis_Hartado1015,Pal_seemannii_Juncosa556),(Pal_standleyana_Gentry63598,Pal_crocea_Merello1713));
QS63	100	47	51	((Pal_seemannii_Juncosa556,Pal_gracilenta_Croat102206),(Pal_sulphurea_Palacios9594,Pal_loxensis_Neill16912));	((Pal_seemannii_Juncosa556,Pal_sulphurea_Palacios9594),(Pal_gracilenta_Croat102206,Pal_loxensis_Neill16912));	((Pal_seemannii_Juncosa556,Pal_loxensis_Neill16912),(Pal_sulphurea_Palacios9594,Pal_gracilenta_Croat102206));
QS64	88	10	8	((Pal_loxensis_Neill16912,Psy_grandis_Taylor11745),(Pal_sulphurea_Palacios9594,Pal_apicata_Stergios2543));	((Pal_loxensis_Neill16912,Pal_sulphurea_Palacios9594),(Psy_grandis_Taylor11745,Pal_apicata_Stergios2543));	((Pal_loxensis_Neill16912,Pal_apicata_Stergios2543),(Pal_sulphurea_Palacios9594,Psy_grandis_Taylor11745));
QS65	42	80	73	((Pal_thyrsiflora_Homeier5199,HAM_patens_LB54),(Pal_quinquepyrena_Rodriguez1748,Pal_angustifolia_Wolff16));	((Pal_thyrsiflora_Homeier5199,Pal_quinquepyrena_Rodriguez1748),(HAM_patens_LB54,Pal_angustifolia_Wolff16));	((Pal_thyrsiflora_Homeier5199,Pal_angustifolia_Wolff16),(Pal_quinquepyrena_Rodriguez1748,HAM_patens_LB54));
QS66	169	12	13	((Pal_thyrsiflora_Homeier5199,Carapichea_ipecacuanha_Croat15117),(Pal_tetragona_Beach1469,Pal_berteroana_Taylor11646));	((Pal_thyrsiflora_Homeier5199,Pal_tetragona_Beach1469),(Carapichea_ipecacuanha_Croat15117,Pal_berteroana_Taylor11646));	((Pal_thyrsiflora_Homeier5199,Pal_berteroana_Taylor11646),(Pal_tetragona_Beach1469,Carapichea_ipecacuanha_Croat15117));
QS67	104	51	25	((Pal_berteroana_Taylor11646,Pal_pyramidalis_Hartado1015),(Pal_tetragona_Davidse36909,Pal_correae_MacDougal6258));	((Pal_berteroana_Taylor11646,Pal_tetragona_Davidse36909),(Pal_pyramidalis_Hartado1015,Pal_correae_MacDougal6258));	((Pal_berteroana_Taylor11646,Pal_correae_MacDougal6258),(Pal_tetragona_Davidse36909,Pal_pyramidalis_Hartado1015));
QS68	106	23	53	((Pal_correae_MacDougal6258,Eum_boliviana_Campbell22035),(Pal_tetragona_Davidse36909,Pal_pubescens_Taylor316));	((Pal_correae_MacDougal6258,Pal_tetragona_Davidse36909),(Eum_boliviana_Campbell22035,Pal_pubescens_Taylor316));	((Pal_correae_MacDougal6258,Pal_pubescens_Taylor316),(Pal_tetragona_Davidse36909,Eum_boliviana_Campbell22035));
QS69	12	86	85	((Pal_pubescens_Stevens21197,Pal_divaricata_Carvalho6490),(Pal_tetragona_Beach1469,Pal_domingensis_Axelrod1028));	((Pal_pubescens_Stevens21197,Pal_tetragona_Beach1469),(Pal_divaricata_Carvalho6490,Pal_domingensis_Axelrod1028));	((Pal_pubescens_Stevens21197,Pal_domingensis_Axelrod1028),(Pal_tetragona_Beach1469,Pal_divaricata_Carvalho6490));
QS70	109	0	0	((Pal_domingensis_Axelrod1028,Pal_padifolia_Dietzch1390),(Pal_tetragona_Davidse36909,Pal_tetragona_Beach1469));	((Pal_domingensis_Axelrod1028,Pal_tetragona_Davidse36909),(Pal_padifolia_Dietzch1390,Pal_tetragona_Beach1469));	((Pal_domingensis_Axelrod1028,Pal_tetragona_Beach1469),(Pal_tetragona_Davidse36909,Pal_padifolia_Dietzch1390));
QS71	200	0	0	((Pal_tetragona_Beach1469,Pal_rhodothamna_Rimachi7296),(Pal_pubescens_Stevens21197,Pal_pubescens_Taylor316));	((Pal_tetragona_Beach1469,Pal_pubescens_Stevens21197),(Pal_rhodothamna_Rimachi7296,Pal_pubescens_Taylor316));	((Pal_tetragona_Beach1469,Pal_pubescens_Taylor316),(Pal_pubescens_Stevens21197,Pal_rhodothamna_Rimachi7296));
QS72	195	0	4	((Pal_domingensis_Axelrod1028,Pal_bangii_Fuentes12864),(Pal_correae_MacDougal6258,Pal_elata_Ibarra-Manriquez5301));	((Pal_domingensis_Axelrod1028,Pal_correae_MacDougal6258),(Pal_bangii_Fuentes12864,Pal_elata_Ibarra-Manriquez5301));	((Pal_domingensis_Axelrod1028,Pal_elata_Ibarra-Manriquez5301),(Pal_correae_MacDougal6258,Pal_bangii_Fuentes12864));
QS73	106	92	0	((Pal_elata_Ibarra-Manriquez5301,Pal_quadrifolia_Ricard76),(Pal_correae_MacDougal6258,Pal_correae_Dwyer1968));	((Pal_elata_Ibarra-Manriquez5301,Pal_correae_MacDougal6258),(Pal_quadrifolia_Ricard76,Pal_correae_Dwyer1968));	((Pal_elata_Ibarra-Manriquez5301,Pal_correae_Dwyer1968),(Pal_correae_MacDougal6258,Pal_quadrifolia_Ricard76));
QS74	200	0	0	((Pal_correae_MacDougal6258,Rud_cornifolia_deGracias818),(Pal_elata_Ibarra-Manriquez5301,Pal_elata_Stevens36104));	((Pal_correae_MacDougal6258,Pal_elata_Ibarra-Manriquez5301),(Rud_cornifolia_deGracias818,Pal_elata_Stevens36104));	((Pal_correae_MacDougal6258,Pal_elata_Stevens36104),(Pal_elata_Ibarra-Manriquez5301,Rud_cornifolia_deGracias818));
QS75	134	35	23	((Pal_padifolia_Dietzch1390,Psy_carthagenensis_Araujo2124),(Pal_hazenii_Freire1098,Pal_sessilis_Fiaschi2844));	((Pal_padifolia_Dietzch1390,Pal_hazenii_Freire1098),(Psy_carthagenensis_Araujo2124,Pal_sessilis_Fiaschi2844));	((Pal_padifolia_Dietzch1390,Pal_sessilis_Fiaschi2844),(Pal_hazenii_Freire1098,Psy_carthagenensis_Araujo2124));
QS76	157	30	13	((Psy_suterella_Souza8789,Pal_quinquepyrena_Rodriguez1748),(Pal_acanthacea_Monsalve352,Psy_rosea_LiesnerSN));	((Psy_suterella_Souza8789,Pal_acanthacea_Monsalve352),(Pal_quinquepyrena_Rodriguez1748,Psy_rosea_LiesnerSN));	((Psy_suterella_Souza8789,Psy_rosea_LiesnerSN),(Pal_acanthacea_Monsalve352,Pal_quinquepyrena_Rodriguez1748));
QS77	105	3	84	((Pal_cyanococca_Stevens30807,Pal_brevicollis_Zardini15831),(Pal_acanthacea_Monsalve352,Pal_tinctoria_Cornejo149));	((Pal_cyanococca_Stevens30807,Pal_acanthacea_Monsalve352),(Pal_brevicollis_Zardini15831,Pal_tinctoria_Cornejo149));	((Pal_cyanococca_Stevens30807,Pal_tinctoria_Cornejo149),(Pal_acanthacea_Monsalve352,Pal_brevicollis_Zardini15831));
QS78	61	93	36	((Pal_jelskii_Fuentes12894,Pal_dichotoma_Maceda1475),(Pal_glomerulata_Berger1481,Pal_conephoroides_Quizhpe672));	((Pal_jelskii_Fuentes12894,Pal_glomerulata_Berger1481),(Pal_dichotoma_Maceda1475,Pal_conephoroides_Quizhpe672));	((Pal_jelskii_Fuentes12894,Pal_conephoroides_Quizhpe672),(Pal_glomerulata_Berger1481,Pal_dichotoma_Maceda1475));
QS79	90	83	14	((Pal_conephoroides_Quizhpe672,Pal_macrobotrys_Gatti17549),(Pal_timbiquensis_Hoover4120,Pal_glomerulata_Berger1481));	((Pal_conephoroides_Quizhpe672,Pal_timbiquensis_Hoover4120),(Pal_macrobotrys_Gatti17549,Pal_glomerulata_Berger1481));	((Pal_conephoroides_Quizhpe672,Pal_glomerulata_Berger1481),(Pal_timbiquensis_Hoover4120,Pal_macrobotrys_Gatti17549));
QS80	172	7	11	((Pal_glomerulata_Berger1481,Pal_acuminata_Suazo4616),(Pal_acanthacea_Monsalve352,Pal_brachiata_Davidse36906));	((Pal_glomerulata_Berger1481,Pal_acanthacea_Monsalve352),(Pal_acuminata_Suazo4616,Pal_brachiata_Davidse36906));	((Pal_glomerulata_Berger1481,Pal_brachiata_Davidse36906),(Pal_acanthacea_Monsalve352,Pal_acuminata_Suazo4616));
QS81	200	0	0	((Pal_brachiata_Taylor11718,Pal_correae_MacDougal6258),(Pal_timbiquensis_Hoover4120,Pal_acanthacea_Monsalve352));	((Pal_brachiata_Taylor11718,Pal_timbiquensis_Hoover4120),(Pal_correae_MacDougal6258,Pal_acanthacea_Monsalve352));	((Pal_brachiata_Taylor11718,Pal_acanthacea_Monsalve352),(Pal_timbiquensis_Hoover4120,Pal_correae_MacDougal6258));
QS82	200	0	0	((Pal_acanthacea_Monsalve352,Carapichea_ipecacuanha_Croat15117),(Pal_brachiata_Davidse36906,Pal_brachiata_Taylor11718));	((Pal_acanthacea_Monsalve352,Pal_brachiata_Davidse36906),(Carapichea_ipecacuanha_Croat15117,Pal_brachiata_Taylor11718));	((Pal_acanthacea_Monsalve352,Pal_brachiata_Taylor11718),(Pal_brachiata_Davidse36906,Carapichea_ipecacuanha_Croat15117));
QS83	170	15	6	((Pal_acanthacea_Monsalve352,Pal_brevicollis_Zardini15831),(Pal_tinctoria_Cornejo149,Pal_allenii_Clark243));	((Pal_acanthacea_Monsalve352,Pal_tinctoria_Cornejo149),(Pal_brevicollis_Zardini15831,Pal_allenii_Clark243));	((Pal_acanthacea_Monsalve352,Pal_allenii_Clark243),(Pal_tinctoria_Cornejo149,Pal_brevicollis_Zardini15831));
QS84	48	30	25	((Pal_allenii_Clark243,Pal_andina_Dzieziech149),(Pal_tinctoria_Cornejo149,Pal_jelskii_Fuentes12894));	((Pal_allenii_Clark243,Pal_tinctoria_Cornejo149),(Pal_andina_Dzieziech149,Pal_jelskii_Fuentes12894));	((Pal_allenii_Clark243,Pal_jelskii_Fuentes12894),(Pal_tinctoria_Cornejo149,Pal_andina_Dzieziech149));
QS85	150	41	7	((Pal_acanthacea_Monsalve352,Pal_andina_Dzieziech149),(Pal_hazenii_Freire1098,Psy_rosea_LiesnerSN));	((Pal_acanthacea_Monsalve352,Pal_hazenii_Freire1098),(Pal_andina_Dzieziech149,Psy_rosea_LiesnerSN));	((Pal_acanthacea_Monsalve352,Psy_rosea_LiesnerSN),(Pal_hazenii_Freire1098,Pal_andina_Dzieziech149));
QS86	200	0	0	((Psy_rosea_LiesnerSN,Rud_cornifolia_deGracias818),(Pal_cyanococca_Stevens30807,Pal_hazenii_Freire1098));	((Psy_rosea_LiesnerSN,Pal_cyanococca_Stevens30807),(Rud_cornifolia_deGracias818,Pal_hazenii_Freire1098));	((Psy_rosea_LiesnerSN,Pal_hazenii_Freire1098),(Pal_cyanococca_Stevens30807,Rud_cornifolia_deGracias818));
QS87	115	80	0	((Pal_hazenii_Freire1098,Psy_marginata_Stevens32781),(Pal_tomentosa_Araujo1546,Psy_rosea_LiesnerSN));	((Pal_hazenii_Freire1098,Pal_tomentosa_Araujo1546),(Psy_marginata_Stevens32781,Psy_rosea_LiesnerSN));	((Pal_hazenii_Freire1098,Psy_rosea_LiesnerSN),(Pal_tomentosa_Araujo1546,Psy_marginata_Stevens32781));
QS88	98	38	52	((Pal_brachiata_Taylor11718,Pal_rigida_Gillepsie1715),(Pal_sessilis_Fiaschi2844,Pal_divaricata_Carvalho6490));	((Pal_brachiata_Taylor11718,Pal_sessilis_Fiaschi2844),(Pal_rigida_Gillepsie1715,Pal_divaricata_Carvalho6490));	((Pal_brachiata_Taylor11718,Pal_divaricata_Carvalho6490),(Pal_sessilis_Fiaschi2844,Pal_rigida_Gillepsie1715));
QS89	121	68	3	((Pal_divaricata_Carvalho6490,Pal_guianensis_deLaQuintana257),(Pal_brachypoda_Silva1622,Pal_sessilis_Fiaschi2844));	((Pal_divaricata_Carvalho6490,Pal_brachypoda_Silva1622),(Pal_guianensis_deLaQuintana257,Pal_sessilis_Fiaschi2844));	((Pal_divaricata_Carvalho6490,Pal_sessilis_Fiaschi2844),(Pal_brachypoda_Silva1622,Pal_guianensis_deLaQuintana257));
QS90	81	0	26	((Pal_sessilis_Fiaschi2844,Pal_elata_Stevens36104),(Psy_suterella_Souza8789,Pal_brachypoda_Silva1622));	((Pal_sessilis_Fiaschi2844,Psy_suterella_Souza8789),(Pal_elata_Stevens36104,Pal_brachypoda_Silva1622));	((Pal_sessilis_Fiaschi2844,Pal_brachypoda_Silva1622),(Psy_suterella_Souza8789,Pal_elata_Stevens36104));
