Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-42.38724	-54.32507	11.93783	0.00457957	0.0505147	0.064154	0.00626599	0.0537457	0.0962062	0.356834	0.306086	0.337079
1	-38.2148	-50.47255	12.25775	0.0232883	0.0698574	0.0178883	0.00626599	0.0537457	0.0962062	0.356834	0.306086	0.337079
2	-39.09171	-58.95967	19.86796	0.00187373	0.0323862	0.0178883	0.00626599	0.00284964	0.0105867	0.386927	0.331899	0.281174
3	-46.50628	-62.79597	16.28969	0.00187373	0.0323862	0.0476169	0.0527002	0.0185631	0.0105867	0.442598	0.301761	0.255642
4	-44.50889	-62.391	17.88211	0.00290352	0.0323862	0.0143284	0.0527002	0.0167486	0.00377273	0.623898	0.188138	0.187964
5	-42.87483	-59.4115	16.53667	0.00376612	0.0323862	0.0233082	0.0527002	0.0167486	0.0284761	0.870285	0.0811331	0.0485817
6	-38.93495	-54.63465	15.69971	0.0521511	0.00946375	0.0340801	0.0527002	0.00200418	0.0284761	0.750549	0.207553	0.0418977
7	-36.12159	-52.26435	16.14276	0.0521511	0.0182093	0.0452121	0.0295216	0.0120108	0.0103946	0.823934	0.146494	0.029572
8	-34.96288	-51.73749	16.77461	0.0521511	0.062892	0.0122494	0.00787666	0.0120108	0.00409589	0.442876	0.290912	0.266212
9	-52.20526	-62.96382	10.75856	0.0521511	0.062892	0.0587816	0.0766986	0.0507505	0.00447154	0.3229	0.564291	0.112809
10	-46.15449	-58.12511	11.97062	0.0521511	0.0915142	0.0587816	0.00852014	0.0591858	0.00447154	0.32105	0.566787	0.112163
11	-40.96729	-56.92935	15.96206	0.00349731	0.00454055	0.0587816	0.00852014	0.0923281	0.00447154	0.32105	0.566787	0.112163
12	-35.51561	-56.55082	21.0352	0.00349731	0.00454055	0.00179915	0.0017731	0.0257984	0.00447154	0.653483	0.197019	0.149499
13	-40.11702	-57.01612	16.8991	0.00349731	0.00717839	0.0236274	0.0017731	0.0628266	0.0491767	0.331129	0.105178	0.563693
14	-35.45294	-52.25864	16.8057	0.0635916	0.00717839	0.0154324	0.0111858	0.00391279	0.0491767	0.372291	0.0987056	0.529003
15	-28.57402	-49.28028	20.70625	0.0166711	0.00717839	0.00752177	0.0111858	0.00391279	0.00385645	0.795827	0.0749945	0.129179
16	-35.74729	-54.27847	18.53118	0.0166711	0.00717839	0.00172171	0.0510083	0.025738	0.00385645	0.128497	0.38211	0.489393
17	-38.6091	-55.4713	16.8622	0.0166711	0.00717839	0.00172171	0.0510083	0.025738	0.0467095	0.0453987	0.2322	0.722402
18	-50.79701	-64.57668	13.77967	0.00833346	0.0794643	0.051521	0.0510083	0.025738	0.0121097	0.18094	0.354361	0.464699
19	-48.06676	-63.53796	15.4712	0.00833346	0.0035204	0.0568601	0.0672472	0.0461361	0.00264529	0.436954	0.403745	0.1593
20	-34.70545	-55.45604	20.75059	0.00833346	0.0035204	0.0171347	0.00261318	0.0149411	0.00264529	0.276362	0.255358	0.46828
21	-38.95207	-56.39302	17.44095	0.00833346	0.0035204	0.00454661	0.0181823	0.0149411	0.0846431	0.276362	0.255358	0.46828
22	-44.14918	-60.55133	16.40215	0.00833346	0.0319658	0.0158214	0.0815542	0.00301293	0.0201516	0.276362	0.255358	0.46828
