Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rate[7]	rate[8]	rate[9]	rate[10]	rate[11]	rate[12]
5180	-173.2071	-176.3015	3.094319	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182	0.01498182
5181	-174.0287	-177.2775	3.248775	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468	0.01347468
5182	-173.495	-176.654	3.158995	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072
5183	-173.495	-176.654	3.158995	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072
5184	-173.495	-176.654	3.158995	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072	0.01435072
5185	-175.1784	-178.5628	3.384392	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135	0.01215135
5186	-176.7364	-180.2496	3.513218	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429
5187	-176.7364	-180.2496	3.513218	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429	0.01089429
5188	-174.3049	-177.5915	3.286597	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561	0.01310561
5189	-172.7802	-175.7041	2.923884	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449
5190	-172.7802	-175.7041	2.923884	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449	0.0166449
5191	-172.7471	-175.6386	2.891486	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102	0.01696102
5192	-173.3399	-175.8261	2.486177	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595
5193	-173.3399	-175.8261	2.486177	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595	0.02091595
5194	-172.777	-175.5074	2.730469	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322
5195	-172.777	-175.5074	2.730469	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322
5196	-172.777	-175.5074	2.730469	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322	0.0185322
5197	-172.7417	-175.626	2.884293	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122	0.01703122
5198	-173.2367	-175.7545	2.517832	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706	0.02060706
5199	-173.55	-176.7197	3.169675	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651	0.01424651
5200	-173.2211	-175.7439	2.522859	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801	0.02055801
5201	-173.7406	-176.9443	3.203763	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389	0.01391389
5202	-172.7712	-175.507	2.735785	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033	0.01848033
5203	-173.3295	-175.8188	2.489271	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576	0.02088576
5204	-172.8144	-175.5153	2.700919	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054
5205	-172.8144	-175.5153	2.700919	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054	0.01882054
5206	-172.8557	-175.5301	2.674413	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918	0.01907918
5207	-172.9963	-175.6015	2.605186	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468
5208	-172.9963	-175.6015	2.605186	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468	0.01975468
5209	-172.7378	-175.5137	2.775832	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955	0.01808955
5210	-173.0672	-176.1219	3.054738	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805
5211	-173.0672	-176.1219	3.054738	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805	0.01536805
5212	-173.0728	-176.1293	3.056473	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111	0.01535111
5213	-172.758	-175.5073	2.749268	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876
5214	-172.758	-175.5073	2.749268	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876	0.01834876
5215	-172.7283	-175.5885	2.860179	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651	0.01726651
5216	-173.6759	-176.8685	3.192645	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238	0.01402238
5217	-172.9253	-175.5626	2.637355	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079	0.01944079
5218	-173.7852	-176.1554	2.370207	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756	0.02204756
5219	-173.9779	-176.3045	2.326645	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263	0.02247263
5220	-173.1417	-176.2184	3.076729	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347	0.01515347
5221	-173.8708	-176.2213	2.350487	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998
5222	-173.8708	-176.2213	2.350487	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998	0.02223998
5223	-172.8606	-175.8349	2.974293	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301
5224	-172.8606	-175.8349	2.974293	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301	0.01615301
5225	-172.8546	-175.5297	2.675089	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258	0.01907258
5226	-175.0361	-177.1598	2.123713	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528	0.0244528
5227	-175.3143	-177.3912	2.076868	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099	0.0249099
5228	-176.1427	-178.0899	1.947193	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525	0.02617525
5229	-172.7496	-175.644	2.894458	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202	0.01693202
5230	-173.4288	-175.8896	2.460724	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431	0.02116431
5231	-173.7289	-176.9307	3.201792	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313	0.01393313
5232	-172.7647	-175.5069	2.742126	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845	0.01841845
5233	-173.1744	-175.7127	2.538311	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724	0.02040724
5234	-172.7396	-175.5126	2.772971	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747	0.01811747
5235	-172.7224	-175.5402	2.817806	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998	0.01767998
5236	-172.7231	-175.5655	2.842319	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078
5237	-172.7231	-175.5655	2.842319	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078	0.01744078
5238	-172.7588	-175.6634	2.904572	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334	0.01683334
5239	-172.7307	-175.5199	2.789243	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587
5240	-172.7307	-175.5199	2.789243	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587	0.0179587
5241	-172.8458	-175.5262	2.680374	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101
5242	-172.8458	-175.5262	2.680374	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101
5243	-172.8458	-175.5262	2.680374	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101
5244	-172.8458	-175.5262	2.680374	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101
5245	-172.8458	-175.5262	2.680374	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101	0.01902101
5246	-174.6517	-176.8438	2.192102	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547	0.02378547
5247	-172.9897	-176.0186	3.028864	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052	0.01562052
5248	-172.9998	-175.6035	2.603733	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886
5249	-172.9998	-175.6035	2.603733	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886	0.01976886
5250	-173.2859	-175.7883	2.502441	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724	0.02075724
5251	-173.7873	-176.157	2.369726	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225	0.02205225
5252	-175.5897	-177.622	2.032296	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483	0.02534483
5253	-173.1845	-176.2729	3.088398	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396	0.0150396
5254	-172.7311	-175.5194	2.788319	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771	0.01796771
5255	-172.8306	-175.5206	2.689953	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754	0.01892754
5256	-172.9387	-175.9482	3.009506	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941	0.01580941
5257	-172.9046	-175.8997	2.995144	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956	0.01594956
5258	-173.2166	-175.7409	2.524309	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387
5259	-173.2166	-175.7409	2.524309	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387	0.02054387
5260	-173.8449	-177.0658	3.220854	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712	0.01374712
5261	-173.188	-175.7217	2.533744	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518
5262	-173.188	-175.7217	2.533744	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518
5263	-173.188	-175.7217	2.533744	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518
5264	-173.188	-175.7217	2.533744	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518
5265	-173.188	-175.7217	2.533744	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518	0.0204518
5266	-173.744	-176.9484	3.204349	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817	0.01390817
5267	-172.7644	-175.6744	2.910039	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999	0.01677999
5268	-173.8775	-177.1034	3.225984	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706
5269	-173.8775	-177.1034	3.225984	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706	0.01369706
5270	-172.7282	-175.5881	2.859889	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935	0.01726935
5271	-172.7394	-175.5127	2.773239	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485
5272	-172.7394	-175.5127	2.773239	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485	0.01811485
5273	-172.8455	-175.5261	2.680561	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919
5274	-172.8455	-175.5261	2.680561	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919
5275	-172.8455	-175.5261	2.680561	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919	0.01901919
5276	-173.0625	-175.641	2.578537	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472	0.02001472
5277	-172.7925	-175.5098	2.717293	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076	0.01866076
5278	-173.3245	-176.4473	3.122787	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404	0.01470404
5279	-173.6864	-176.0802	2.39382	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715	0.02181715
5280	-173.2095	-175.7361	2.526636	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115
5281	-173.2095	-175.7361	2.526636	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115	0.02052115
5282	-173.2134	-175.7388	2.525351	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369	0.02053369
5283	-174.7056	-176.8878	2.18223	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818	0.0238818
5284	-172.7228	-175.5635	2.84061	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747	0.01745747
5285	-172.8775	-175.8602	2.982701	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097	0.01607097
5286	-172.9915	-175.5988	2.607242	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462	0.01973462
5287	-172.9169	-175.9174	3.000496	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733	0.01589733
5288	-172.759	-175.5072	2.748102	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014	0.01836014
5289	-172.9752	-175.9988	3.023592	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196
5290	-172.9752	-175.9988	3.023592	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196	0.01567196
5291	-172.8571	-175.8296	2.972517	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034
5292	-172.8571	-175.8296	2.972517	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034	0.01617034
5293	-172.8809	-175.541	2.660163	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822	0.01921822
5294	-172.7476	-175.5093	2.761657	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787	0.01822787
5295	-172.8277	-175.5196	2.691892	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863	0.01890863
5296	-172.7423	-175.6275	2.885181	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255
5297	-172.7423	-175.6275	2.885181	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255	0.01702255
5298	-172.7412	-175.6248	2.88359	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807
5299	-172.7412	-175.6248	2.88359	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807	0.01703807
5300	-172.7616	-175.507	2.745379	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671	0.01838671
5301	-173.1039	-176.1697	3.065861	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951	0.01525951
5302	-172.8757	-175.5387	2.662995	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059	0.01919059
5303	-173.3129	-175.8071	2.494231	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735	0.02083735
5304	-172.7447	-175.6331	2.888392	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121	0.01699121
5305	-173.0249	-175.6183	2.593343	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025
5306	-173.0249	-175.6183	2.593343	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025
5307	-173.0249	-175.6183	2.593343	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025	0.01987025
5308	-173.5512	-176.721	3.169891	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441	0.01424441
5309	-174.3376	-176.5896	2.252016	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084	0.02320084
5310	-172.8442	-175.5256	2.681341	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158	0.01901158
5311	-175.7645	-177.7693	2.004811	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302
5312	-175.7645	-177.7693	2.004811	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302	0.02561302
5313	-173.5546	-175.9816	2.426951	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386	0.02149386
5314	-173.2428	-176.3461	3.103346	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374	0.01489374
5315	-172.9838	-176.0105	3.026726	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138
5316	-172.9838	-176.0105	3.026726	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138	0.01564138
5317	-173.6824	-176.0772	2.394806	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752
5318	-173.6824	-176.0772	2.394806	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752	0.02180752
5319	-172.986	-175.5956	2.609596	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165	0.01971165
5320	-172.8274	-175.5195	2.692046	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712	0.01890712
5321	-173.1654	-175.7068	2.541349	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759	0.02037759
