Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-36.5705	-55.83487	19.26438	0.00577407	0.0237147	0.0264838	0.0149872	0.0130108	0.00337757	0.233841	0.171094	0.595066
1	-28.47727	-47.08719	18.60991	0.0376576	0.0237147	0.0264838	0.00314314	0.0097755	0.00337757	0.764365	0.169793	0.0658418
2	-43.88219	-62.46677	18.58458	0.000813635	0.0239375	0.0264838	0.0205373	0.0097755	0.0232551	0.0339727	0.0946342	0.871393
3	-48.99644	-66.99821	18.00177	5.35901e-05	0.0232701	0.0050582	0.0306706	0.0374596	0.0232551	0.0463224	0.129036	0.824642
4	-44.95388	-61.20931	16.25542	0.000212209	0.0232701	0.0050582	0.0319684	0.0374596	0.0666382	0.0408631	0.231683	0.727454
5	-35.5575	-52.11913	16.56163	0.00974795	0.0232701	0.0050582	0.0319684	0.0374596	0.0492403	0.181324	0.53178	0.286896
6	-40.05734	-55.51073	15.45339	0.00974795	0.018999	0.0452133	0.0319684	0.0374596	0.0418116	0.638995	0.129577	0.231428
7	-41.07572	-55.3343	14.25858	0.0937764	0.0239967	0.0326385	0.0277402	0.0258466	0.0118798	0.602139	0.064193	0.333668
8	-45.10539	-59.49215	14.38675	0.0231156	0.0036583	0.0163256	0.106147	0.0258466	0.0374938	0.62597	0.0831031	0.290927
9	-35.30525	-52.34487	17.03962	0.0231156	0.0036583	0.0163256	0.00634867	0.0258466	0.0691768	0.371066	0.199584	0.429349
10	-38.67043	-53.94521	15.27478	0.0316371	0.038521	0.0864649	0.00583851	0.0164281	0.0108962	0.476511	0.2563	0.267189
11	-39.21185	-53.80407	14.59222	0.0479417	0.0210088	0.0864649	0.00670421	0.0164281	0.0287636	0.385396	0.398504	0.2161
12	-42.92203	-57.93422	15.0122	0.0479417	0.00314948	0.0864649	0.00670421	0.0235041	0.0287636	0.429584	0.00619883	0.564218
13	-37.32507	-54.7041	17.37903	0.0479417	0.00125318	0.0262763	0.00801773	0.0235041	0.0287636	0.974976	0.0140688	0.0109553
14	-37.37015	-56.50614	19.13598	0.0131787	0.0016753	0.0262763	0.00691777	0.0138331	0.0287636	0.804403	0.109967	0.0856307
15	-32.95864	-52.83113	19.87249	0.0131412	0.00703215	0.0262763	0.0120673	0.0105932	0.00262396	0.404998	0.551889	0.0431131
16	-33.06688	-53.32033	20.25345	0.0131412	0.0061463	0.0262763	0.0132996	0.000465232	0.00262396	0.684098	0.295972	0.0199308
17	-32.17117	-51.30661	19.13545	0.0191348	0.0253487	0.0262763	0.0132996	0.0039753	0.00262396	0.0939284	0.245732	0.660339
18	-32.3258	-51.36108	19.03527	0.0191348	0.0253487	0.0262763	0.0132996	0.00883447	0.000336781	0.0823723	0.338531	0.579097
19	-35.75012	-54.22853	18.47841	0.0191348	0.00512221	0.0262763	0.0305435	0.0264179	3.41411e-05	0.271625	0.213525	0.514851
20	-36.43502	-53.31112	16.87611	0.0182814	0.0380958	0.0353278	0.0305435	0.0264179	3.60481e-06	0.574824	0.250932	0.174244
21	-32.01106	-50.88567	18.87461	0.0182814	0.00980604	0.0353278	0.00751917	0.0264179	3.60481e-06	0.450911	0.0684961	0.480593
22	-36.86419	-55.36317	18.49898	0.0182814	0.00207616	0.0353278	0.00751917	0.0437926	3.60481e-06	0.451293	0.0916126	0.457095
23	-34.79708	-50.75784	15.96076	0.0182814	0.0490428	0.0353278	0.00751917	0.0619501	5.14274e-05	0.788129	0.0353741	0.176497
24	-39.05205	-53.57249	14.52044	0.0343271	0.0336089	0.0381842	0.0410327	0.0619501	5.14274e-05	0.290176	0.683659	0.0261647
25	-44.53309	-58.73587	14.20278	0.00559324	0.0369893	0.0381842	0.0410327	0.09546	5.14274e-05	0.196604	0.463202	0.340193
26	-34.62316	-52.99171	18.36855	0.0143995	0.0369893	0.00226505	0.0410327	0.0155966	6.6452e-05	0.196604	0.463202	0.340193
27	-34.04465	-52.53568	18.49104	0.023794	0.0369893	0.00226505	0.0410327	0.00305712	6.6452e-05	0.0951655	0.740165	0.164669
28	-35.75516	-53.81617	18.06101	0.0115066	0.0369893	0.00231204	0.0410327	0.0221871	0.00421846	0.169612	0.130836	0.699552
29	-36.02862	-52.14406	16.11544	0.019789	0.0369893	0.00173603	0.0410327	0.00232532	0.0663286	0.0996772	0.473095	0.427228
30	-35.16131	-52.71743	17.55613	0.019789	0.0369893	0.0461519	0.00801701	0.00236497	0.0178974	0.143122	0.679295	0.177583
31	-34.25068	-50.86673	16.61605	0.019789	0.0233561	0.0461519	0.00801701	0.00830406	0.0497292	0.557932	0.161193	0.280875
32	-36.88894	-54.08105	17.19211	0.0159334	0.0124206	0.0461519	0.00801701	0.00830406	0.0497292	0.093277	0.364962	0.541761
33	-39.71763	-56.40944	16.69181	0.0128092	0.0124206	0.0461519	0.023987	0.00830406	0.0497292	0.1086	0.260641	0.630759
34	-36.80033	-54.96187	18.16154	0.0128092	0.00477601	0.0149082	0.023987	0.00945529	0.0497292	0.26511	0.636266	0.0986236
35	-35.65501	-52.20471	16.5497	0.0551081	0.00477601	0.00482681	0.023987	0.00945529	0.0588976	0.453436	0.361326	0.185238
36	-47.68624	-64.39095	16.70471	0.00716987	0.00477601	0.0329787	0.0774926	0.00945529	0.0211984	0.568391	0.308688	0.122922
37	-39.91815	-54.50015	14.58199	0.0660075	0.00477601	0.0329787	0.0380753	0.0553557	0.0103808	0.568391	0.308688	0.122922
38	-39.20553	-54.17281	14.96729	0.0660075	0.00477601	0.0329787	0.0289006	0.0546376	0.0103808	0.451694	0.235952	0.312354
39	-42.8967	-57.54301	14.64631	0.0660075	0.000190555	0.0329787	0.0289006	0.0674646	0.0103808	0.159448	0.336578	0.503974
40	-45.9507	-61.48444	15.53373	0.0227168	0.000229116	0.0329787	0.0235263	0.0161799	0.0875062	0.159448	0.336578	0.503974
41	-45.93623	-59.55855	13.62232	0.0303393	0.00062639	0.0308946	0.0235263	0.0296173	0.117211	0.159448	0.336578	0.503974
42	-32.48899	-51.95543	19.46644	0.0303393	0.00225745	0.00216212	0.0235263	0.0152009	0.00867391	0.398048	0.296366	0.305587
43	-31.71883	-47.62622	15.90739	0.0303393	0.0183647	0.00216212	0.0146262	0.0152009	0.0928496	0.40638	0.410898	0.182723
44	-33.571	-48.87697	15.30597	0.012681	0.0632764	0.00184187	0.00313533	0.0152009	0.0928496	0.405956	0.218116	0.375928
45	-32.99834	-49.92623	16.92789	0.012681	0.0632764	0.00184187	0.0031607	0.0129616	0.0534189	0.260441	0.272564	0.466994
46	-34.73955	-50.58301	15.84346	0.0294266	0.0632764	0.00184187	0.014259	0.0129616	0.0534189	0.264794	0.395556	0.339649
47	-39.98728	-59.1355	19.14822	0.0030355	0.00481393	0.00184187	0.014259	0.0129616	0.0534189	0.286553	0.395174	0.318273
48	-41.06694	-61.45598	20.38904	0.0030355	0.00428632	0.0126603	0.0117097	0.0129616	0.0138178	0.149782	0.103202	0.747017
49	-43.57138	-61.56205	17.99067	0.0030355	0.00428632	0.0126603	0.0237672	0.0129192	0.0633838	0.375656	0.399304	0.225041
50	-47.55264	-63.20403	15.65139	0.00105242	0.00972152	0.0309908	0.0429867	0.0319809	0.0633838	0.439153	0.358694	0.202153
51	-32.22794	-48.95402	16.72607	0.0434821	0.0154489	0.0309908	0.00698825	0.0319809	0.0236313	0.459985	0.134064	0.405951
52	-37.20831	-51.96177	14.75346	0.0385611	0.0154489	0.0309908	0.0295093	0.079463	0.00919844	0.14221	0.212955	0.644835
53	-40.73233	-53.5084	12.77607	0.0385611	0.0414455	0.055766	0.0295093	0.079463	0.00919844	0.594204	0.137787	0.268009
54	-42.02795	-55.44084	13.41289	0.0359766	0.0276791	0.055766	0.0295093	0.079463	0.00919844	0.0140744	0.0575144	0.928411
55	-35.27212	-51.52785	16.25573	0.0359766	0.0301391	0.055766	0.00313134	0.0151872	0.0243987	0.166497	0.680382	0.15312
56	-27.56658	-45.74389	18.17731	0.0359766	0.0301391	0.00786628	0.00169222	0.0151872	0.0243987	0.606579	0.321147	0.0722742
57	-33.75714	-50.20072	16.44358	0.0500225	0.0639176	0.00455739	0.00169222	0.0151872	0.0243987	0.488049	0.337759	0.174193
58	-37.23689	-53.37151	16.13462	0.0500225	0.0639176	0.0180914	0.0191233	0.0151872	0.00136643	0.488049	0.337759	0.174193
59	-38.16647	-53.22889	15.06243	0.0811096	0.0152013	0.0180914	0.0191233	0.0315839	0.0301288	0.260453	0.461978	0.277569
60	-39.30173	-54.11779	14.81606	0.0811096	0.0152013	0.00402705	0.0395134	0.0315839	0.0301288	0.260453	0.461978	0.277569
61	-40.37722	-54.10435	13.72714	0.0811096	0.0152013	0.0192954	0.0395134	0.0315839	0.0428199	0.768563	0.120737	0.1107
62	-43.61709	-55.01919	11.4021	0.0934058	0.0174763	0.0192954	0.0395134	0.0962286	0.0233022	0.6584	0.178207	0.163393
63	-45.2855	-57.07107	11.78557	0.0934058	0.033549	0.0144718	0.0395134	0.0751334	0.0233022	0.110886	0.232231	0.656884
64	-35.14273	-52.56928	17.42655	0.0145008	0.00777334	0.0209602	0.00784123	0.0751334	0.00832767	0.0670815	0.14049	0.792428
65	-32.29476	-49.2317	16.93694	0.0207955	0.01405	0.0209602	0.00784123	0.0751334	0.00832767	0.200362	0.419622	0.380015
66	-56.58587	-66.31486	9.728993	0.0207955	0.0920378	0.021106	0.110538	0.0751334	0.01257	0.367579	0.293453	0.338968
67	-37.29091	-53.77212	16.48121	0.0207955	0.0520284	0.0130196	0.0413919	0.00306728	0.0285068	0.367579	0.293453	0.338968
68	-41.28481	-58.13237	16.84756	0.00768518	0.0520284	0.0130196	0.0413919	0.00677108	0.0285068	0.0682455	0.790981	0.140774
69	-33.78615	-51.72847	17.94232	0.033257	0.0129556	0.0240999	0.0178266	0.00390787	0.0292467	0.0682455	0.790981	0.140774
70	-37.39628	-56.54508	19.14879	0.033257	0.000791138	0.0240999	0.00756209	0.00421356	0.0203922	0.750843	0.160238	0.0889192
71	-36.70082	-53.86411	17.16329	0.033257	0.0038864	0.0240999	0.0206456	0.000946751	0.0584605	0.412174	0.133013	0.454814
72	-44.5606	-58.79109	14.23049	0.0929351	0.0610641	0.0240999	0.0206456	0.000946751	0.0169079	0.529946	0.305538	0.164516
73	-40.95756	-59.60808	18.65052	0.00446471	0.00438785	0.0240999	0.0206456	0.0326038	0.0169079	0.675026	0.115419	0.209555
