Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-40.41948	-59.90546	19.48599	0.00470527	0.00558559	0.0201071	0.0197406	0.0241973	0.0073223	0.123783	0.11687	0.759347
1	-30.60517	-48.8297	18.22453	0.020981	0.0446225	0.00286729	0.0197406	0.0106719	0.0151641	0.592637	0.054334	0.353029
2	-35.53246	-54.43371	18.90125	0.00545665	0.0284626	0.0261152	0.0108014	0.0106719	0.0151641	0.476576	0.226235	0.29719
3	-31.52685	-48.46781	16.94096	0.0448641	0.0284626	0.0173946	0.00359002	0.0106719	0.0420214	0.229594	0.332985	0.437421
4	-33.23031	-51.43045	18.20014	0.00342992	0.0284626	0.00462636	0.00359002	0.0325436	0.0420214	0.556852	0.191537	0.25161
5	-32.72621	-50.49425	17.76804	0.0135581	0.0284626	0.0301305	0.00598402	0.0331865	0.0144466	0.314769	0.296171	0.38906
6	-35.53921	-50.55917	15.01997	0.0135581	0.0284626	0.0301305	0.0113839	0.0983467	0.0144466	0.479698	0.167336	0.352966
7	-32.30964	-47.34273	15.03309	0.0127454	0.0284626	0.00819529	0.00115939	0.0983467	0.0470821	0.350682	0.475337	0.173981
8	-39.58545	-53.012	13.42655	0.0127454	0.0284626	0.0616867	0.000155293	0.0114191	0.122772	0.228697	0.657841	0.113462
9	-38.24439	-52.64587	14.40148	0.0161414	0.0284626	0.0616867	0.000486795	0.00682689	0.0986046	0.230612	0.663348	0.10604
10	-35.93163	-53.26108	17.32945	0.0161414	0.0284626	0.0616867	0.00845639	0.00682689	0.0154559	0.242941	0.698811	0.0582479
11	-38.33694	-54.36632	16.02938	0.00644784	0.0284626	0.0561549	0.00845639	0.00682689	0.0640621	0.213762	0.61488	0.171358
12	-37.97566	-55.7222	17.74653	0.00644784	0.00948124	0.0090737	0.029602	0.0293903	0.0423256	0.213762	0.61488	0.171358
13	-34.9542	-52.85255	17.89835	0.0180324	0.0541909	0.0090737	0.029602	0.00347898	0.00804462	0.404783	0.391291	0.203926
14	-45.31898	-59.52251	14.20353	0.105797	0.0541909	0.0090737	0.029602	0.0153041	0.00332403	0.483325	0.384312	0.132362
15	-41.34328	-54.82192	13.47865	0.0773794	0.0344787	0.0290622	0.029602	0.0153041	0.0500774	0.483325	0.384312	0.132362
16	-32.49294	-50.94549	18.45255	0.0153252	0.0344787	0.00751952	0.029602	0.0153041	0.00596329	0.37158	0.332249	0.296171
17	-32.29495	-51.35733	19.06239	0.0126584	0.0344787	0.00598134	0.029602	0.00385084	0.00596329	0.510251	0.325432	0.164318
18	-33.04935	-47.18259	14.13324	0.0126584	0.0344787	0.00598134	0.00162127	0.158393	0.00596329	0.479362	0.280733	0.239905
19	-35.94825	-55.14753	19.19928	0.0622939	0.00156678	0.00598134	0.00542118	0.00779325	0.00596329	0.227445	0.10196	0.670595
20	-41.11459	-59.53907	18.42448	0.0883873	0.00176722	0.00734489	0.00542118	0.00316014	0.00283304	0.0669906	0.223577	0.709432
21	-44.73342	-62.90445	18.17103	0.00386961	0.0385212	0.0299832	0.037054	0.00316014	0.00283304	0.0669906	0.223577	0.709432
22	-35.50999	-52.16634	16.65635	0.0295608	0.0326491	0.0299832	0.037054	0.0222324	0.00283304	0.511493	0.15075	0.337756
23	-34.00387	-50.2671	16.26323	0.0220923	0.0326491	0.00388832	0.037054	0.00790347	0.0608191	0.336363	0.401707	0.261929
24	-36.51309	-53.14019	16.6271	0.0220923	0.00495908	0.00228031	0.037054	0.00790347	0.0807743	0.323681	0.409384	0.266935
25	-37.61825	-51.41457	13.79631	0.0220923	0.0435443	0.00228031	0.037054	0.0757271	0.0470493	0.0740363	0.251621	0.674343
26	-42.96052	-54.13611	11.1756	0.0220923	0.0583855	0.0257674	0.037054	0.104689	0.0470493	0.0740363	0.251621	0.674343
27	-37.11977	-53.8686	16.74883	0.009273	0.0371826	0.0152727	0.037054	0.00610634	0.0470493	0.356554	0.598098	0.0453484
28	-44.62154	-63.39397	18.77243	0.00134064	0.0272917	0.0152727	0.037054	0.00610634	0.0129141	0.494373	0.250902	0.254725
29	-41.49206	-60.40437	18.91231	0.00134064	0.0272917	0.0231464	0.0153742	0.0163208	0.0129141	0.322176	0.486601	0.191222
30	-39.51749	-58.54043	19.02295	0.00256009	0.0131341	0.0368548	0.0153742	0.0127099	0.0129141	0.322176	0.486601	0.191222
31	-32.72796	-51.24904	18.52108	0.0178532	0.0127067	0.0348751	0.0153742	0.0127099	0.0129141	0.570429	0.308384	0.121187
32	-33.27943	-51.66099	18.38156	0.0178532	0.00926712	0.0348751	0.0143756	0.0207303	0.0129141	0.593927	0.321087	0.0849864
33	-35.19373	-52.17225	16.97852	0.0446433	0.00334517	0.0348751	0.000891156	0.0493714	0.0129141	0.77204	0.150212	0.0777486
34	-39.23239	-52.87992	13.64753	0.0446433	0.0461784	0.0664173	0.000891156	0.0493714	0.0240659	0.207521	0.516189	0.27629
35	-41.11453	-55.13723	14.0227	0.0446433	0.00641207	0.0664173	0.000891156	0.0795048	0.0240659	0.0853488	0.801019	0.113632
36	-40.19399	-54.05236	13.85837	0.051086	0.00641207	0.0664173	0.00516238	0.0795048	0.0175714	0.476443	0.416179	0.107379
37	-47.17736	-58.57519	11.39783	0.051086	0.00641488	0.042622	0.0921322	0.0795048	0.0175714	0.567706	0.288612	0.143682
38	-60.07525	-69.78458	9.709337	0.0115471	0.104419	0.042622	0.0921322	0.0795048	0.00246057	0.198158	0.653713	0.148129
39	-41.46747	-58.81032	17.34284	0.0028982	0.00692177	0.042622	0.0205386	0.0474838	0.0162216	0.427664	0.509612	0.0627243
40	-39.50257	-57.74373	18.24116	0.0117263	0.00692177	0.042622	0.0131695	0.00158092	0.0376002	0.0519943	0.263162	0.684844
41	-36.87787	-53.48759	16.60972	0.0245244	0.0350128	0.042622	0.0131695	0.000710047	0.0394711	0.044979	0.747013	0.208008
42	-39.78966	-55.26252	15.47286	0.0245244	0.017632	0.0816889	0.0131695	0.00821424	0.0394711	0.0420152	0.606585	0.3514
43	-35.24105	-52.39862	17.15756	0.0203824	0.017632	0.0397172	0.00583342	0.0184071	0.0394711	0.0426471	0.544761	0.412592
44	-37.9294	-54.73027	16.80088	0.0410785	0.00284502	0.0397172	0.00670126	0.0207885	0.0394711	0.306988	0.230086	0.462927
45	-44.77715	-57.03218	12.25503	0.0295084	0.10431	0.0133516	0.0127292	0.0207885	0.0866341	0.160268	0.278798	0.560935
46	-31.0242	-47.00202	15.97783	0.0235394	0.0266896	0.00135363	0.0127292	0.0207885	0.0866341	0.410712	0.228883	0.360405
47	-31.25665	-50.14114	18.88448	0.0235394	0.00432703	0.00223202	0.0127292	0.0207885	0.0334863	0.39539	0.220344	0.384266
48	-34.78189	-50.22321	15.44132	0.0235394	0.0618831	0.0156579	0.000471747	0.0542067	0.029751	0.109069	0.324691	0.56624
49	-30.6641	-48.62144	17.95734	0.0235394	0.0371497	0.0156579	0.00291276	0.0118972	0.029751	0.143114	0.113896	0.74299
50	-32.11139	-49.89554	17.78415	0.0235394	0.0371497	0.0313676	0.00291276	0.0118972	0.0184881	0.196508	0.156389	0.647103
51	-30.55009	-49.00813	18.45804	0.0235394	0.0371497	0.00544671	0.00291276	0.0205153	0.0184881	0.0299647	0.79619	0.173845
52	-38.67679	-54.13263	15.45584	0.0462226	0.0280649	0.0381435	0.0337026	0.0205153	0.0184881	0.0954304	0.413612	0.490957
53	-40.86846	-58.43949	17.57103	0.0462226	0.00107041	0.0343912	0.0101394	0.0205153	0.0184881	0.043969	0.704559	0.251472
54	-36.03946	-53.11514	17.07568	0.0462226	0.00364634	0.00304939	0.0357494	0.03639	0.0184881	0.104041	0.300916	0.595043
55	-42.76557	-55.04202	12.27645	0.0554736	0.00802133	0.0181643	0.0357494	0.03639	0.112973	0.0901247	0.394095	0.51578
56	-46.03128	-59.95443	13.92316	0.00289161	0.00802133	0.0434815	0.0207329	0.03639	0.112973	0.278837	0.173666	0.547497
57	-44.51474	-58.5723	14.05755	0.00289161	0.0120482	0.0434815	0.0207329	0.03639	0.105495	0.827977	0.0543733	0.117649
58	-43.4804	-59.73421	16.25381	0.0118739	0.0023076	0.0434815	0.013122	0.00614839	0.0877147	0.472064	0.426219	0.101717
59	-34.7941	-53.53873	18.74463	0.0118739	0.0134438	0.0434815	0.013122	0.0121735	0.00659845	0.467368	0.430011	0.102621
60	-35.5744	-50.34102	14.76662	0.0118739	0.0134438	0.00225898	0.013122	0.0422633	0.119871	0.231544	0.29585	0.472606
61	-35.83871	-51.27046	15.43175	0.0132938	0.0134438	0.0107227	0.00447299	0.0239509	0.119871	0.0748598	0.189735	0.735406
62	-40.27738	-55.44024	15.16286	0.00622688	0.0134438	0.0227962	0.00637046	0.0239509	0.119871	0.0510491	0.447456	0.501495
63	-38.17054	-56.92518	18.75463	0.00622688	0.00941278	0.0272512	0.025693	0.0217129	0.0101397	0.55199	0.211249	0.236761
64	-38.24664	-54.64172	16.39507	0.0918927	0.0143839	0.00292537	0.025693	0.00277637	0.0233496	0.307424	0.416479	0.276097
65	-37.72392	-54.06919	16.34527	0.0918927	0.0160412	0.00292537	0.025693	0.00239783	0.0233496	0.51545	0.268249	0.216301
66	-39.00162	-55.00178	16.00016	0.0918927	0.0160412	0.0117865	0.025693	0.00239783	0.0233496	0.315525	0.230999	0.453476
67	-41.5639	-55.56517	14.00127	0.0944189	0.00690639	0.0117865	0.025693	0.0759667	0.00771322	0.187518	0.178684	0.633798
68	-31.88116	-51.92684	20.04567	0.0133163	0.00634981	0.0117865	0.00329743	0.0248242	0.00771322	0.0826541	0.637981	0.279365
69	-43.61824	-58.10406	14.48582	0.0244141	0.0337487	0.0150989	0.0849295	0.0248242	0.027028	0.0826541	0.637981	0.279365
70	-32.44491	-50.91779	18.47288	0.0278062	0.00341005	0.00389835	0.00816482	0.0248242	0.0395673	0.273229	0.283287	0.443484
71	-30.49385	-48.9903	18.49645	0.00885867	0.024941	0.00389835	0.00816482	0.0248242	0.0363787	0.403796	0.547015	0.049189
72	-27.82937	-46.20046	18.37108	0.0177544	0.024941	0.00389835	0.00248802	0.0248242	0.0363787	0.390584	0.529116	0.0803001
73	-39.61216	-53.71263	14.10047	0.0458414	0.024941	0.0845481	0.00940994	0.0188186	0.0363787	0.496954	0.400877	0.102169
74	-32.4104	-49.58397	17.17358	0.0458414	0.0091514	0.014588	0.016254	0.0188186	0.0363787	0.540547	0.348322	0.111131
75	-37.80113	-52.50766	14.70653	0.0458414	0.0498855	0.014588	0.016254	0.0188186	0.0589888	0.0749277	0.733101	0.191972
76	-47.56131	-58.88024	11.31893	0.0458414	0.0498855	0.0547356	0.0630871	0.0188186	0.0589888	0.495008	0.360653	0.144339
77	-35.25085	-50.52025	15.26941	0.0639082	0.0308723	0.0213245	0.00513603	0.0188186	0.0498643	0.303201	0.220906	0.475893
78	-50.24622	-60.73699	10.49077	0.117994	0.0153421	0.0860933	0.028588	0.0188186	0.0457853	0.493798	0.187431	0.318771
79	-45.34598	-62.34097	16.99499	0.00485462	0.0760734	0.0252533	0.0163193	0.0188186	0.00429816	0.102261	0.266239	0.6315
80	-37.7976	-57.93936	20.14176	0.00485462	0.00472213	0.0252533	0.00417391	0.0215182	0.00429816	0.432154	0.168404	0.399442
81	-39.47477	-57.53869	18.06393	0.0101791	0.00472213	0.0771557	0.00417391	0.0215182	0.000422247	0.282785	0.212702	0.504514
82	-37.09863	-56.08645	18.98782	0.0101791	0.00472213	0.0466528	0.00417391	0.0225313	0.00618989	0.503302	0.197339	0.29936
83	-31.69344	-52.59834	20.9049	0.0104729	0.00400468	0.0101075	0.00417391	0.0140926	0.00237429	0.535622	0.117895	0.346483
84	-32.53504	-51.7445	19.20946	0.0110465	0.0207613	0.0101075	0.0309449	0.0135896	0.00230833	0.589707	0.104164	0.306129
85	-38.82657	-56.34654	17.51997	0.0110465	0.0547426	0.018677	0.0309449	0.0135896	0.0031373	0.243945	0.415388	0.340667
86	-47.9709	-69.071	21.10011	0.000528115	0.0129568	0.00864345	0.0139047	0.00302722	0.00115331	0.38312	0.40547	0.211409
87	-29.09385	-49.7375	20.64364	0.0120747	0.0129568	0.00864345	0.0139047	0.00302722	0.00132696	0.621118	0.302912	0.0759698
88	-31.89121	-49.31608	17.42487	0.0410002	0.0129568	0.00864345	0.0315624	0.0328703	0.00754647	0.474782	0.420679	0.104539
89	-37.28592	-52.18236	14.89645	0.0751973	0.0225364	0.00864345	0.0360015	0.0495749	0.00754647	0.596692	0.248501	0.154807
90	-28.23312	-47.93533	19.70221	0.0203529	0.0225364	0.0131072	0.00601718	0.00654611	0.00754647	0.217053	0.482419	0.300528
91	-32.54523	-51.08699	18.54175	0.0203529	0.0225364	0.0131072	0.0421971	0.00663671	0.00107217	0.741516	0.063066	0.195418
92	-35.86959	-53.88872	18.01914	0.0711703	0.0100011	0.0131072	0.0173339	0.00663671	0.00107217	0.0412733	0.409058	0.549668
93	-33.96344	-50.59262	16.62918	0.0312261	0.0100011	0.0131072	0.0173339	0.0820579	0.00128402	0.0412733	0.409058	0.549668
94	-31.10972	-47.48672	16.377	0.0312261	0.0461167	0.000282208	0.000518141	0.0820579	0.00128402	0.0412733	0.409058	0.549668
95	-38.87801	-56.20206	17.32405	0.043088	0.00208561	0.0258999	0.0530303	0.0117806	0.00128402	0.271284	0.214778	0.513939
96	-45.69219	-63.10517	17.41298	0.00227765	0.00234762	0.0170685	0.00864869	0.103259	0.00128402	0.52737	0.417523	0.0551063
97	-37.65645	-55.07884	17.42239	0.0271941	0.00172404	0.0103664	0.0361813	0.0371511	0.0220265	0.148078	0.397015	0.454907
98	-38.03117	-56.05512	18.02395	0.0271941	7.71666e-05	0.0103664	0.0324351	0.0371511	0.0119738	0.489264	0.228156	0.28258
99	-44.57094	-57.14524	12.5743	0.0619304	7.71666e-05	0.0178648	0.0324351	0.0371511	0.109665	0.574186	0.267757	0.158057
100	-38.01285	-53.33026	15.31742	0.0619304	0.00737847	0.0178648	0.0324351	0.00837897	0.0607035	0.492827	0.229818	0.277355
