Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-29.45918	-48.90573	19.44655	0.0377396	0.00883176	0.0121559	0.00524776	0.0149433	0.00375239	0.138362	0.397021	0.464618
1	-38.77991	-53.30626	14.52635	0.0377396	0.00883176	0.0533247	0.0129174	0.0591841	0.0370053	0.23672	0.679255	0.0840241
2	-33.99511	-49.79257	15.79746	0.0120936	0.063155	0.00390941	0.0109945	0.0492077	0.0370053	0.635271	0.110224	0.254505
3	-36.74715	-55.28341	18.53626	0.00817251	0.0215578	0.0445343	0.0109945	0.0160409	0.00474347	0.117146	0.336086	0.546768
4	-40.74215	-58.85104	18.1089	0.00817251	0.0215578	0.0371554	0.0392884	0.000978391	0.00986409	0.117146	0.336086	0.546768
5	-42.63323	-60.0075	17.37427	0.00817251	0.0390504	0.0371554	0.0392884	0.000978391	0.011234	0.0765092	0.131882	0.791609
6	-36.83202	-52.88544	16.05342	0.0616068	0.0390504	0.0371554	0.0197685	0.000978391	0.011234	0.633979	0.238644	0.127377
7	-42.72501	-60.08411	17.3591	0.000366668	0.0390504	0.0371554	0.0197685	0.00458629	0.0353413	0.31933	0.120203	0.560467
8	-42.31634	-58.62111	16.30477	0.00355036	0.0390504	0.0371554	0.0336828	0.00701655	0.0428841	0.548447	0.206448	0.245105
9	-33.2806	-50.82029	17.53968	0.0256219	0.0390504	0.0351741	0.0171746	0.00701655	0.00759424	0.760904	0.0345512	0.204545
10	-35.01602	-52.08297	17.06695	0.0256219	0.0390504	0.0351741	0.0213258	0.00497464	0.0176229	0.34867	0.0418232	0.609507
11	-33.29832	-49.3149	16.01658	0.0256219	0.0390504	0.011573	0.0213258	0.0555453	0.0176229	0.262776	0.171377	0.565847
12	-44.13263	-59.50594	15.37331	0.0256219	0.0619283	0.0120698	0.0616382	0.00778396	0.0182138	0.0365826	0.223959	0.739459
13	-56.3381	-68.64063	12.30253	0.0256219	0.0744644	0.0323109	0.111783	0.00370774	0.0182138	0.0923313	0.291188	0.616481
14	-35.83398	-53.04351	17.20953	0.0256219	0.0343862	0.0323109	0.0258683	0.00370774	0.0182138	0.116724	0.711174	0.172102
15	-35.57648	-52.73006	17.15358	0.0256219	0.00964476	0.0323109	0.0217721	0.033982	0.0182138	0.115134	0.701483	0.183384
16	-39.28138	-56.66377	17.38239	0.0109035	0.00863231	0.0571613	0.0217721	0.033982	0.00321943	0.513675	0.186012	0.300313
17	-40.68024	-53.99316	13.31292	0.0232621	0.087164	0.0151073	0.0217721	0.033982	0.0588716	0.66525	0.128037	0.206713
18	-40.68778	-55.28705	14.59928	0.0232621	0.087164	0.0101348	0.0217721	0.033982	0.0308153	0.193669	0.308409	0.497922
19	-42.66837	-57.62812	14.95975	0.0232621	0.0983594	0.0101348	0.0217721	0.033982	0.0103644	0.180149	0.401464	0.418387
20	-31.0577	-49.27178	18.21408	0.0184236	0.0218707	0.0101348	0.0217721	0.033982	0.00813258	0.273348	0.355826	0.370826
21	-30.57877	-49.66995	19.09118	0.0184236	0.0218707	0.0118039	0.0217721	0.00979238	0.00813258	0.273348	0.355826	0.370826
22	-30.29739	-49.22967	18.93228	0.0184236	0.0218707	0.0118039	0.0217721	0.00979238	0.0122125	0.423175	0.37352	0.203305
23	-35.44966	-54.24526	18.7956	0.0184236	0.0491677	0.00458055	0.0217721	0.00356393	0.00187672	0.0133715	0.638887	0.347742
24	-34.28166	-50.74425	16.46258	0.0110621	0.0383704	0.00458055	0.00400703	0.0949315	0.00633619	0.00679895	0.324853	0.668348
25	-35.77104	-52.06941	16.29837	0.0110621	0.0383704	0.00458055	0.0113611	0.0949315	0.00319851	0.0167405	0.770005	0.213255
26	-35.82548	-50.95769	15.13222	0.0195184	0.0383704	0.0268887	0.000630265	0.0949315	0.0131073	0.0167405	0.770005	0.213255
27	-39.41685	-53.08162	13.66478	0.0108234	0.0383704	0.0268887	0.000827908	0.00396103	0.150253	0.0146233	0.672621	0.312756
28	-43.16627	-59.72892	16.56265	0.00265031	0.0247336	0.0268887	0.0300045	0.0648818	0.00755941	0.623082	0.270406	0.106512
29	-34.18735	-49.30988	15.12253	0.0336301	0.0347207	0.0195494	0.0173436	0.0648818	0.0235698	0.23659	0.0630193	0.700391
30	-37.40399	-53.9712	16.56721	0.0295672	0.00793469	0.0133042	0.0173436	0.0648818	0.0235698	0.0030921	0.93367	0.0632383
31	-41.92528	-56.15502	14.22974	0.0295672	0.0194359	0.0296004	0.035765	0.0395519	0.0626983	0.00181299	0.785921	0.212266
32	-43.45674	-60.42046	16.96373	0.0130761	0.00208674	0.0296004	0.0576845	0.0395519	0.00442057	0.325947	0.268453	0.4056
33	-40.31059	-55.16335	14.85275	0.0461524	0.00618674	0.0296004	0.0576845	0.0395519	0.021446	0.334023	0.107745	0.558232
34	-39.85644	-55.30145	15.44501	0.0755327	0.00618674	0.0296004	0.0187302	0.0395519	0.0158131	0.101218	0.0326496	0.866132
35	-45.04577	-59.28245	14.23668	0.130627	0.0162192	0.0296004	0.00829062	0.0227217	0.00898152	0.234635	0.319776	0.445589
36	-47.03178	-62.61006	15.57829	0.130627	0.00519984	0.0296004	0.000450944	0.00713345	0.00898152	0.100528	0.0863601	0.813112
37	-36.26078	-53.78516	17.52438	0.00797088	0.0385793	0.0296004	0.0115253	0.0353673	0.00898152	0.397478	0.083602	0.51892
38	-38.5761	-56.54747	17.97137	0.00797088	0.0385793	0.0296004	0.0322628	0.00768681	0.00444748	0.636346	0.138958	0.224696
39	-42.0715	-60.51662	18.44511	0.000586911	0.0385793	0.0296004	0.0192141	0.00768681	0.0127163	0.172751	0.597381	0.229867
40	-39.69697	-58.24011	18.54315	0.00187396	0.0474544	0.0296004	0.00653489	0.00768681	0.0127163	0.157523	0.632873	0.209604
41	-45.48444	-60.52771	15.04327	0.0162949	0.107151	0.0296004	0.00653489	0.000213925	0.0359347	0.125335	0.374028	0.500637
42	-54.55772	-66.58831	12.03059	0.0162949	0.107151	0.0296004	0.0682651	0.0158378	0.0359347	0.190137	0.192904	0.616959
43	-42.03164	-57.63968	15.60804	0.0143237	0.0563223	0.0296004	0.0441966	0.000851295	0.0359347	0.192095	0.184592	0.623313
