Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-40.05724	-55.22676	15.16952	0.0645628	0.00777401	0.0575477	0.0106082	0.0205018	0.0314942	0.167895	0.163662	0.668443
1	-44.72508	-58.55121	13.82613	0.0185167	0.0631353	0.0498637	0.0400464	0.0239255	0.0314942	0.266463	0.259744	0.473793
2	-42.76007	-57.96275	15.20267	0.0185167	0.0631353	0.0236482	0.053875	0.0152065	0.0172557	0.368077	0.358796	0.273127
3	-35.10672	-52.79308	17.68636	0.032325	0.00981493	0.0236482	0.0435958	0.00122615	0.0172557	0.537251	0.215842	0.246907
4	-42.29806	-57.20225	14.90418	0.0778385	0.00331818	0.0418066	0.0435958	0.0154867	0.0172557	0.491074	0.450747	0.0581794
5	-45.50915	-59.46102	13.95186	0.0778385	0.002284	0.0418066	0.0106702	0.00140228	0.0897518	0.281034	0.591606	0.12736
6	-37.26946	-55.63532	18.36587	0.0778385	0.00509836	0.00472119	0.0106702	0.0050909	0.00699942	0.032135	0.796414	0.171451
7	-30.87773	-49.84799	18.97026	0.0201538	0.0325442	0.010618	0.0106702	0.0160205	0.00489352	0.0587249	0.774535	0.166741
8	-37.12461	-52.32776	15.20315	0.0338276	0.0263465	0.010618	0.0427334	0.0704015	0.00769822	0.0522145	0.688668	0.259118
9	-38.91644	-53.58598	14.66955	0.0338276	0.0263465	0.0471845	0.0197176	0.0704015	0.00784838	0.0241489	0.544222	0.431629
10	-37.97609	-53.09525	15.11916	0.0371381	0.0172336	0.0471845	0.0139756	0.0704015	0.00784838	0.0241489	0.544222	0.431629
11	-34.6935	-50.94361	16.25011	0.0654448	0.0272987	0.0471845	0.00415247	0.0113471	0.00931561	0.702917	0.16568	0.131403
12	-38.08879	-57.46599	19.3772	0.00346266	0.00705479	0.010443	0.0152017	0.0113471	0.0369421	0.647771	0.231135	0.121094
13	-36.83997	-54.90776	18.06779	0.00346266	0.0389665	0.0121521	0.0152017	0.0113471	0.0369421	0.260653	0.507744	0.231604
14	-34.54191	-49.82786	15.28595	0.046905	0.0389665	0.0121521	0.0114253	0.0113471	0.068703	0.260653	0.507744	0.231604
15	-29.55684	-48.39606	18.83922	0.046905	0.0216212	0.00220824	0.0114253	0.000110833	0.015994	0.138785	0.819314	0.0419016
16	-31.65287	-49.89587	18.243	0.046905	0.0216212	0.0211703	0.00769732	0.000185589	0.015994	0.103079	0.8658	0.0311214
17	-34.81681	-50.12414	15.30734	0.0624596	0.0216212	0.0131027	0.00769732	0.00110645	0.0829627	0.474984	0.506799	0.018217
18	-37.52416	-51.88669	14.36253	0.0140212	0.0186262	0.0131027	0.0393606	0.0451356	0.0829627	0.46343	0.500711	0.035859
19	-40.01966	-53.66381	13.64416	0.0140212	0.019813	0.0182442	0.0393606	0.0572524	0.0829627	0.120486	0.675819	0.203695
20	-39.80763	-57.03983	17.2322	0.0108295	0.00971264	0.0182442	0.0393606	0.0382687	0.0231113	0.0405245	0.772745	0.18673
21	-38.44567	-54.24928	15.8036	0.0108295	0.00971264	0.0182442	0.0393606	0.0382687	0.0597922	0.70872	0.182899	0.108381
22	-34.64668	-51.72799	17.08132	0.0129024	0.0132416	0.0106356	0.0343333	0.0124959	0.0597922	0.70872	0.182899	0.108381
23	-29.58017	-48.90381	19.32364	0.0107283	0.0204564	0.0141877	0.00591351	0.0124959	0.0220447	0.727937	0.187858	0.0842046
24	-27.51207	-46.59592	19.08385	0.0107283	0.01994	0.00173062	0.00120073	0.0205827	0.0378011	0.943289	0.0433876	0.0133239
25	-29.08598	-44.86793	15.78195	0.0257565	0.03218	0.000806403	0.00531491	0.0674478	0.0452582	0.916334	0.0707228	0.0129431
26	-33.15677	-49.15033	15.99356	0.0257565	0.0192742	0.0299088	0.0161887	0.0674478	0.0127545	0.62642	0.366104	0.00747607
27	-29.17164	-49.12791	19.95627	0.0106659	0.0192742	0.00358482	0.0161887	0.00711498	0.0127545	0.754732	0.237231	0.00803715
28	-28.28098	-49.42831	21.14733	0.0106659	0.0103248	0.00590563	0.00143583	0.00699984	0.00366916	0.35781	0.187469	0.454721
