Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-41.53754	-58.06846	16.53091	0.100587	0.00369218	0.0399791	0.00256657	0.00688725	0.00382068	0.609542	0.290374	0.100084
1	-33.68235	-51.14438	17.46202	0.0290187	0.0227534	0.0399791	0.0110988	0.0274349	0.0033411	0.103711	0.19116	0.705129
2	-36.2803	-53.16286	16.88256	0.0265015	0.0227534	0.0399791	0.0286929	0.0274349	0.00314261	0.123009	0.655549	0.221442
3	-31.97694	-49.01402	17.03708	0.0335893	0.0227534	0.0399791	0.00652083	0.0274349	0.0142594	0.520709	0.157014	0.322276
4	-35.81072	-53.2171	17.40638	0.015249	0.00713036	0.0399791	0.00244599	0.00693927	0.0633108	0.516241	0.158478	0.325281
5	-33.85521	-50.62096	16.76575	0.00720641	0.0394551	0.0136695	0.00244599	0.0254157	0.0633108	0.180558	0.15365	0.665792
6	-35.5414	-50.46747	14.92607	0.064765	0.0394551	0.0174732	0.000335939	0.0254157	0.0512946	0.275927	0.234807	0.489267
7	-35.37633	-52.05839	16.68205	0.064765	0.00369008	0.00815125	0.000335939	0.0254157	0.0512946	0.905991	0.0182603	0.0757487
8	-34.56728	-50.58226	16.01498	0.064765	0.0334777	0.0430918	0.000193786	0.0117614	0.0174906	0.71507	0.0144123	0.270518
9	-33.62625	-50.83546	17.20922	0.0444686	0.0334777	0.0320668	0.000851792	0.0117614	0.0174906	0.0533364	0.001075	0.945589
10	-33.0579	-49.25008	16.19218	0.0444686	0.0334777	0.0320668	0.00557066	0.0117614	0.0388852	0.551369	0.240372	0.208259
11	-31.07659	-49.23058	18.15399	0.0444686	0.0334777	0.0160255	0.00557066	0.0117614	0.00455469	0.100951	0.592318	0.30673
12	-28.87908	-48.1114	19.23232	0.0214016	0.0334777	0.0160255	0.000950285	0.0117614	0.00455469	0.176529	0.405753	0.417718
13	-30.40115	-50.39339	19.99224	0.0214016	0.00406095	0.0160255	0.000950285	0.0117614	0.0144598	0.630432	0.0742801	0.295288
14	-37.14122	-55.11518	17.97396	0.0921277	0.0031912	0.00329661	0.0060833	0.0117614	0.00402094	0.719928	0.135718	0.144354
15	-37.0497	-55.61034	18.56064	0.00925849	0.0031912	0.0195366	0.00569071	0.0101334	0.0576072	0.719928	0.135718	0.144354
16	-34.83934	-52.57591	17.73656	0.0370274	0.0031912	0.0195366	0.0118262	0.0136287	0.0413666	0.42047	0.28083	0.298699
17	-37.19664	-56.38429	19.18766	0.00965316	0.0031912	0.0195366	0.0118262	0.0083025	0.0368084	0.398473	0.29149	0.310037
18	-38.8919	-54.28257	15.39067	0.10475	0.0227029	0.00876772	0.00547884	0.0083025	0.0368084	0.625334	0.165311	0.209356
19	-37.91661	-53.77237	15.85577	0.10475	0.0184632	0.00389745	0.00264692	0.0083025	0.0368084	0.702701	0.125863	0.171436
20	-29.07242	-47.75328	18.68086	0.0674541	0.0184632	0.00389745	0.00264692	0.00751197	0.00235716	0.702701	0.125863	0.171436
21	-32.94678	-51.79463	18.84785	0.0191039	0.0184632	0.0479599	0.00264692	0.00751197	0.00235716	0.131856	0.419831	0.448312
22	-41.68061	-60.77841	19.0978	0.0124887	0.00130631	0.0479599	0.0105401	0.0103752	0.00895514	0.201108	0.532331	0.266561
23	-40.75559	-55.79517	15.03958	0.0451507	0.0414049	0.0671485	0.0227905	0.0103752	0.00895514	0.167182	0.787959	0.044859
24	-35.78224	-52.81421	17.03196	0.0269775	0.0190925	0.0671485	0.0102513	0.0122432	0.00895514	0.287956	0.634779	0.0772656
25	-36.73755	-53.13029	16.39274	0.0269775	0.0379099	0.0253639	0.0399953	0.0218791	0.00895514	0.287956	0.634779	0.0772656
26	-39.29443	-52.32149	13.02707	0.0269775	0.0554213	0.0126733	0.0399953	0.0565239	0.0559073	0.366759	0.538685	0.0945561
27	-31.97302	-49.83002	17.857	0.0269775	0.0208276	0.00947591	0.0399953	0.0111657	0.0150422	0.707498	0.248826	0.0436767
28	-36.93819	-52.80548	15.86729	0.0758086	0.0102824	0.00947591	0.0309412	0.0111657	0.0368988	0.707498	0.248826	0.0436767
29	-43.18756	-57.42758	14.24001	0.0758086	0.0560546	0.0399312	0.0309412	0.0111657	0.00245358	0.707498	0.248826	0.0436767
30	-42.41721	-57.08525	14.66804	0.0758086	0.0560546	0.0181882	0.0398692	0.00974017	0.00570389	0.755159	0.0235658	0.221275
31	-39.42922	-58.28433	18.85511	0.00499095	0.0163589	0.0181882	0.0231252	0.0275542	0.00763917	0.0417438	0.92526	0.0329966
32	-32.94244	-51.56655	18.62411	0.00891998	0.0400641	0.0181882	0.00670724	0.0275542	0.00235411	0.56167	0.413339	0.0249915
33	-36.80271	-55.93479	19.13208	0.00298059	0.0265041	0.0143498	0.00503875	0.0380686	0.00380329	0.56167	0.413339	0.0249915
34	-36.69271	-55.61236	18.91965	0.00316026	0.0265041	0.0143498	0.0114296	0.00951238	0.0312433	0.224018	0.261678	0.514304
35	-44.35952	-59.21266	14.85314	0.00809589	0.0265041	0.0879251	0.0373314	0.00951238	0.0312433	0.680242	0.168744	0.151014
36	-42.97172	-58.39944	15.42772	0.00809589	0.0139523	0.0590857	0.0373314	0.0499009	0.017493	0.413361	0.188544	0.398095
37	-34.25848	-51.52871	17.27023	0.0243077	0.00565843	0.0227142	0.0184762	0.0499009	0.017493	0.413361	0.188544	0.398095
38	-32.94726	-51.54381	18.59655	0.0264648	0.00872926	0.0227142	0.0184762	0.0106181	0.017493	0.155521	0.165066	0.679412
39	-34.26712	-52.7626	18.49548	0.0162069	0.00872926	0.0177768	0.0224493	0.00543591	0.0364924	0.203243	0.455856	0.340901
40	-43.67594	-57.99722	14.32128	0.117657	0.0324549	0.0177768	0.00445073	0.00543591	0.0364924	0.228266	0.511981	0.259752
41	-28.07937	-46.60695	18.52758	0.0402822	0.0324549	0.00195905	0.00372454	0.00543591	0.0224097	0.306277	0.3452	0.348523
42	-37.43299	-53.61899	16.18601	0.0402822	0.0324549	0.0255754	0.040231	0.00543591	0.0224097	0.151	0.186093	0.662907
43	-35.73315	-53.10321	17.37006	0.0244291	0.0524963	0.0255754	0.0056407	0.00543591	0.0224097	0.0294709	0.542385	0.428144
44	-33.50591	-52.09348	18.58757	0.0103991	0.0524963	0.0137	0.0056407	0.00543591	0.017054	0.252882	0.514864	0.232254
45	-35.92584	-52.63755	16.71171	0.0103991	0.0369498	0.0205338	0.0272342	0.0407201	0.017054	0.624095	0.106884	0.26902
46	-34.9951	-51.56042	16.56532	0.0141579	0.0369498	0.0205338	0.0272342	0.0407201	0.017054	0.587331	0.146079	0.26659
47	-34.90986	-51.62849	16.71863	0.0141579	0.0369498	0.0163142	0.0272342	0.0410032	0.017054	0.343608	0.138598	0.517794
48	-31.85504	-50.74868	18.89364	0.0141579	0.0363411	0.0163142	0.00970427	0.00329593	0.017054	0.159034	0.601312	0.239654
49	-37.27667	-55.37551	18.09883	0.00501991	0.0363411	0.0334887	0.00314256	0.0174644	0.0218182	0.102557	0.341698	0.555744
50	-39.81358	-58.35275	18.53917	0.00399761	0.00708865	0.0350985	0.00372298	0.0313223	0.024739	0.102557	0.341698	0.555744
51	-34.52431	-51.8686	17.34429	0.0497773	0.00906306	0.0461468	0.00372298	0.000688612	0.02725	0.467954	0.349264	0.182782
52	-32.51029	-49.4806	16.97031	0.0497773	0.0223083	0.0461468	0.000493983	0.000274797	0.02725	0.812435	0.129162	0.0584026
