Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-29.90095	-49.53894	19.63798	0.0111898	0.0335244	0.00715079	0.00191956	0.0200015	0.00396948	0.143925	0.204034	0.652041
1	-28.0757	-46.37326	18.29756	0.0448819	0.0335244	0.00271191	0.00852012	0.0200015	0.0025327	0.694974	0.293961	0.0110654
2	-29.47388	-49.08337	19.6095	0.0101272	0.0282898	0.00748749	0.00852012	0.0200015	0.0040609	0.619539	0.366659	0.0138019
3	-32.93919	-53.0011	20.06191	0.00451913	0.0282898	0.00147935	0.00852012	0.0200015	0.0040609	0.392325	0.555077	0.0525984
4	-37.17514	-54.92051	17.74537	0.00451913	0.00738447	0.00147935	0.00852012	0.0839538	0.0204937	0.276263	0.661093	0.0626443
5	-30.27644	-47.53375	17.25731	0.0155185	0.0118202	0.000547178	0.0066826	0.0838198	0.0204937	0.4237	0.568602	0.00769855
6	-32.30376	-47.62451	15.32075	0.0173988	0.0537902	9.40332e-05	0.0130091	0.0838198	0.0204937	0.728757	0.156032	0.115211
7	-32.60847	-47.17424	14.56578	0.0413869	0.0164854	9.40332e-05	0.0130091	0.0838198	0.0531951	0.452844	0.299507	0.24765
8	-27.1462	-46.42307	19.27687	0.0413869	0.0164854	7.34524e-06	0.0120833	0.0143404	0.00272407	0.429214	0.336058	0.234727
9	-30.28156	-49.60161	19.32005	0.0413869	0.00715119	5.76603e-06	0.0120833	0.0143404	0.0109512	0.0964611	0.531971	0.371568
10	-30.72614	-47.87849	17.15235	0.0413869	0.0451314	8.30638e-05	0.013848	0.0301764	0.0109512	0.47909	0.278157	0.242753
11	-32.01736	-48.08984	16.07249	0.0413869	0.0451314	0.0029837	0.013848	0.0301764	0.0357774	0.571748	0.129395	0.298857
12	-31.27537	-47.84827	16.5729	0.0329948	0.0451314	0.00951619	0.013848	0.0455471	0.00941769	0.678434	0.0971601	0.224406
13	-31.1441	-48.21686	17.07276	0.0152212	0.0480901	0.00271714	0.013848	0.0455471	0.0181971	0.858096	0.0428757	0.0990279
14	-29.87798	-47.56953	17.69155	0.0152212	0.0362053	0.0021056	0.0104561	0.0455471	0.0181971	0.412475	0.551519	0.0360063
15	-34.91863	-51.08208	16.16345	0.0381183	0.0100691	0.0294676	0.0260167	0.0578056	0.00549094	0.403645	0.56112	0.0352355
16	-30.58122	-49.57992	18.99869	0.0354505	0.00343035	0.00402422	0.00481439	0.0409596	0.00549094	0.394385	0.380882	0.224733
17	-33.71351	-50.57586	16.86236	0.0562153	0.00419775	0.00264998	0.0132962	0.0671728	0.00549094	0.394385	0.380882	0.224733
18	-28.65593	-47.2408	18.58487	0.013904	0.021643	0.00264998	0.00742987	0.0418335	0.0173352	0.394385	0.380882	0.224733
19	-33.5293	-50.90991	17.38061	0.013904	0.0168051	0.0049691	0.0408695	0.0418335	0.0173352	0.773372	0.109699	0.116929
20	-27.43771	-45.89022	18.45251	0.0164459	0.0201225	0.000932038	0.00729925	0.0418335	0.0215609	0.773372	0.109699	0.116929
21	-28.40179	-47.59409	19.1923	0.0137003	0.0201225	0.0114623	0.00729925	0.021907	0.0147077	0.865016	0.0846922	0.0502922
22	-29.40516	-47.12129	17.71612	0.0564762	0.029235	0.00168718	0.00308839	0.021907	0.0147077	0.397041	0.0388736	0.564086
23	-27.93055	-46.63799	18.70744	0.0220176	0.029235	0.0102739	0.00350721	0.021907	0.0147077	0.377622	0.0401255	0.582252
24	-29.81161	-48.49891	18.6873	0.018802	0.029235	0.0312824	0.00350721	0.00463103	0.0147077	0.95145	0.0137525	0.0347975
25	-30.92995	-47.44525	16.5153	0.0471472	0.029235	0.0164406	0.00584771	0.0445559	0.0147077	0.476631	0.00841031	0.514959
26	-32.27605	-48.68899	16.41295	0.0471472	0.0180148	0.0251758	0.0109609	0.0445559	0.0147077	0.476899	0.000926583	0.522174
27	-33.56265	-51.18726	17.62461	0.0180156	0.0180148	0.0251758	0.0232272	0.0445559	0.000461995	0.270474	0.00453909	0.724987
28	-34.55261	-50.67442	16.12181	0.0586864	0.0469401	0.0113237	0.0164953	0.0104534	0.0241386	0.881355	0.0147909	0.103854
29	-36.56907	-49.82423	13.25515	0.0586864	0.0173707	0.0437778	0.00199561	0.0956732	0.0241386	0.881355	0.0147909	0.103854
30	-33.39356	-50.14653	16.75297	0.0115372	0.0357164	0.00320253	0.00199561	0.0752411	0.0241386	0.00345099	0.124235	0.872314
31	-28.33519	-45.53353	17.19834	0.039111	0.0172443	0.00436771	0.00158583	0.0752411	0.00284626	0.365269	0.0851552	0.549576
