Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rate[7]	rate[8]	rate[9]	rate[10]	rate[11]	rate[12]	rf[1]	rf[2]	rf[3]	rf[4]
14	-46.89039	-77.36392	30.47353	0.0366922	0.00549006	0.00468813	0.0291944	0.0333049	0.00349756	0.015069	0.0343435	0.0119363	0.076391	0.0525532	0.0887746	0.194879	0.129794	0.143605	0.531722
15	-45.72968	-76.7042	30.97452	0.0275702	0.00471438	0.00450887	0.0241235	0.0450265	0.00349756	0.0149113	0.0343435	0.0155998	0.092365	0.0369232	0.0754876	0.0519236	0.165458	0.10479	0.677828
16	-50.72847	-77.54017	26.8117	0.0275702	0.00471438	0.00578878	0.0241235	0.0305724	0.00347633	0.0197395	0.0486089	0.0149175	0.124305	0.0644197	0.11772	0.0858987	0.155083	0.10163	0.657389
17	-50.21514	-77.10694	26.8918	0.0345417	0.00479715	0.00578878	0.0226776	0.0582728	0.0056604	0.0118457	0.0486089	0.019276	0.124305	0.0579329	0.090193	0.112961	0.363737	0.133649	0.389652
18	-47.02326	-74.09695	27.0737	0.0314764	0.0227975	0.00572215	0.0203903	0.0623144	0.0056604	0.0118457	0.026385	0.0148776	0.166592	0.0359949	0.075173	0.112961	0.363737	0.133649	0.389652
19	-45.6412	-74.84604	29.20484	0.0356184	0.0257865	0.00734983	0.0123399	0.0676706	0.00735721	0.0118457	0.0248078	0.0119067	0.117146	0.0275085	0.075173	0.143521	0.191608	0.169806	0.495065
20	-45.4189	-73.99269	28.57379	0.0294641	0.0347181	0.00831936	0.0191686	0.0960771	0.00705373	0.0111301	0.0156109	0.00744107	0.138117	0.0213883	0.0522242	0.231561	0.171912	0.152351	0.444176
21	-44.89612	-74.18071	29.28459	0.0375527	0.0305801	0.00883145	0.0116587	0.0679027	0.00705373	0.0111301	0.0156109	0.0110021	0.141325	0.0238348	0.0559801	0.487434	0.253356	0.224527	0.034683
22	-43.49317	-76.27981	32.78664	0.0378106	0.0305801	0.00883145	0.0139383	0.0679027	0.00526938	0.0358811	0.0167751	0.0110021	0.0588903	0.00698269	0.0386791	0.451213	0.308838	0.207843	0.0321058
23	-41.36242	-75.62147	34.25905	0.0277225	0.0347673	0.011754	0.0139383	0.0679027	0.00500487	0.0335225	0.00945483	0.0102761	0.0588903	0.00711912	0.0143847	0.272836	0.403811	0.303939	0.0194135
24	-38.73872	-74.47843	35.73971	0.0256498	0.0243993	0.0175362	0.0144296	0.0679027	0.00293168	0.026576	0.00945483	0.0100598	0.0332315	0.0101633	0.0143847	0.246161	0.364331	0.376747	0.0127605
25	-35.77273	-73.00711	37.23438	0.0256498	0.0261129	0.0128334	0.018756	0.0330946	0.00293168	0.0229675	0.00430162	0.00908561	0.034009	0.0161659	0.0124339	0.308592	0.334158	0.345546	0.0117037
26	-35.71041	-70.62348	34.91307	0.0367914	0.0348926	0.0364982	0.0341804	0.0330946	0.00459864	0.0160746	0.00470982	0.00780669	0.0403552	0.0205257	0.00841643	0.30224	0.32728	0.338433	0.0320465
27	-34.71955	-69.89196	35.17241	0.0515882	0.0307674	0.0205541	0.0229461	0.0307674	0.00769325	0.0160746	0.00487181	0.00592477	0.0403552	0.0313263	0.00841643	0.311047	0.323149	0.334162	0.0316421
28	-35.03008	-70.18542	35.15534	0.0354124	0.0259511	0.0229464	0.0444913	0.0307674	0.0144731	0.013083	0.00743814	0.00551113	0.0333481	0.0313263	0.00697536	0.292252	0.303622	0.374395	0.0297301
29	-35.69477	-71.22953	35.53477	0.0354124	0.0254683	0.0116603	0.0558367	0.0345506	0.00727415	0.013083	0.00743814	0.00551113	0.0331395	0.0261759	0.0064315	0.292252	0.303622	0.374395	0.0297301
30	-35.31291	-70.5662	35.25329	0.0544001	0.0254683	0.0164999	0.0364173	0.032743	0.010967	0.00614323	0.0156245	0.0109071	0.022164	0.0311336	0.00674065	0.383057	0.39796	0.180016	0.0389674
31	-37.54725	-71.53931	33.99206	0.0501582	0.0305991	0.0164999	0.0432156	0.0390452	0.0252988	0.00834503	0.0156245	0.0123393	0.0287995	0.0253697	0.00629745	0.16897	0.568606	0.206748	0.0556767
32	-38.40141	-71.95831	33.5569	0.0624002	0.0251415	0.0348327	0.0429661	0.0290281	0.0252988	0.00315457	0.0245118	0.00666999	0.025509	0.0260744	0.00717842	0.174717	0.587945	0.21378	0.0235581
33	-37.25844	-71.50362	34.24518	0.0400057	0.0265398	0.0371233	0.0197688	0.0290281	0.0338355	0.00282364	0.0322393	0.00745919	0.0353909	0.0260744	0.00480454	0.663335	0.170721	0.163182	0.00276121
34	-38.31769	-72.04838	33.73069	0.0400057	0.0340871	0.0274938	0.0196832	0.0242111	0.0453272	0.00292061	0.0322393	0.0102559	0.0284256	0.0394816	0.00417236	0.273932	0.368186	0.351927	0.00595496
35	-38.70975	-72.60076	33.89101	0.0330412	0.0340871	0.0274938	0.023024	0.0306195	0.0332692	0.00315808	0.0314188	0.00780919	0.0359128	0.0384381	0.00591529	0.125004	0.168015	0.705842	0.00113911
36	-36.41265	-70.86536	34.45271	0.0330412	0.0266809	0.0323349	0.0197983	0.0490199	0.0332692	0.00241665	0.0147909	0.00456078	0.0272554	0.0360563	0.0105402	0.125004	0.168015	0.705842	0.00113911
37	-37.00853	-71.00656	33.99803	0.0314971	0.0323209	0.0362557	0.0130978	0.0522119	0.0529962	0.00301926	0.0116176	0.00348258	0.0181583	0.0360563	0.0107257	0.125004	0.168015	0.705842	0.00113911
38	-39.04122	-72.53953	33.49832	0.0303839	0.0343127	0.0362557	0.00529793	0.0531909	0.0857513	0.00250822	0.0116176	0.00795695	0.0096207	0.0263063	0.0110676	0.118716	0.169222	0.710914	0.00114729
39	-37.93378	-71.93022	33.99643	0.0314784	0.045159	0.0403636	0.00431737	0.0531909	0.0764937	0.00178062	0.00667807	0.00795695	0.00601471	0.0166271	0.0114196	0.284247	0.137166	0.576244	0.00234338
40	-38.63583	-71.6247	32.98887	0.0482761	0.0537878	0.0302918	0.00462206	0.0531909	0.0764937	0.00178062	0.00670569	0.0124997	0.00449085	0.0185537	0.0166575	0.284247	0.137166	0.576244	0.00234338
41	-37.57533	-70.6098	33.03447	0.05611	0.0462734	0.0267038	0.00521638	0.0536681	0.0717811	0.00201941	0.00670569	0.0122474	0.00565769	0.0185537	0.0212431	0.381244	0.118578	0.498152	0.00202581
42	-35.37631	-70.23696	34.86066	0.0416252	0.0462734	0.0170353	0.00446879	0.0587961	0.0403446	0.00201941	0.012425	0.0117417	0.00703748	0.0162801	0.0212431	0.588954	0.25142	0.156496	0.00312951
43	-34.8797	-69.98807	35.10837	0.0592126	0.0462734	0.0153083	0.00609907	0.056906	0.0289493	0.00186879	0.0099614	0.0119832	0.00816084	0.0162801	0.0119267	0.588954	0.25142	0.156496	0.00312951
44	-34.21551	-70.36965	36.15414	0.0592126	0.0462734	0.00807544	0.00430504	0.0197482	0.0266644	0.00334271	0.00917867	0.0119832	0.0099297	0.0293397	0.0180253	0.600121	0.237227	0.159464	0.00318885
45	-33.29317	-69.29633	36.00316	0.0421714	0.0462734	0.0104161	0.00641184	0.012077	0.0435669	0.00823029	0.00468666	0.00978607	0.00771892	0.0414865	0.0171298	0.654626	0.243206	0.0986894	0.00347847
46	-36.54685	-71.41001	34.86315	0.0359223	0.0248433	0.00563004	0.00748898	0.012077	0.0795863	0.0137009	0.0106509	0.00833028	0.0199271	0.032275	0.028794	0.651787	0.242151	0.0982614	0.00780026
47	-39.37466	-71.51398	32.13932	0.066889	0.022984	0.00563004	0.00468811	0.0134902	0.10591	0.0137009	0.0106509	0.0161237	0.0264284	0.0416338	0.0210342	0.6396	0.233733	0.0948454	0.0318221
48	-38.72772	-73.27915	34.55143	0.0845569	0.022984	0.00420002	0.00468811	0.00965036	0.0540405	0.00965009	0.0149248	0.012424	0.0204187	0.0340945	0.0155979	0.460051	0.364979	0.130966	0.0440039
49	-41.68228	-74.34437	32.6621	0.0871577	0.022984	0.00629194	0.0024098	0.013211	0.0673688	0.0101256	0.0143518	0.012424	0.0325729	0.0512453	0.0155979	0.111909	0.834729	0.0318579	0.0215047
50	-38.15633	-72.89232	34.73599	0.0549219	0.022984	0.00771641	0.0024098	0.0126251	0.0547978	0.012945	0.0237228	0.00620813	0.0325729	0.037941	0.0136461	0.309728	0.648795	0.0247616	0.0167146
51	-37.84506	-71.86648	34.02142	0.0549219	0.022984	0.0119624	0.0015592	0.0189686	0.0275221	0.016146	0.0138479	0.0107879	0.0325729	0.0700458	0.0195197	0.643832	0.264146	0.0549376	0.037084
52	-40.04971	-74.92699	34.87728	0.0549219	0.0212604	0.0119624	0.00128523	0.0204578	0.0177215	0.016146	0.0108752	0.0223282	0.0334952	0.0580548	0.0103546	0.0824506	0.680486	0.141529	0.0955347
53	-40.38181	-74.87535	34.49354	0.0797809	0.0268858	0.0141317	0.00275598	0.0246131	0.0287864	0.00574024	0.0104593	0.0223282	0.0334952	0.0292247	0.0105147	0.0409973	0.80326	0.0601987	0.0955443
54	-39.70991	-73.83404	34.12413	0.0808399	0.0134675	0.0141317	0.00286909	0.0334618	0.0521728	0.0131902	0.00556636	0.0223282	0.0308167	0.0253151	0.00404196	0.315737	0.573138	0.0429527	0.0681723
55	-36.98523	-72.0734	35.08817	0.0429998	0.0296806	0.0288296	0.00487846	0.0443569	0.0308901	0.00892853	0.00556636	0.0319184	0.0197282	0.0223798	0.00329153	0.454591	0.348374	0.0988817	0.0981531
56	-36.18904	-72.12306	35.93402	0.0448834	0.0221162	0.0286879	0.00506069	0.0309834	0.0308901	0.00591592	0.0080112	0.0319184	0.0158025	0.0235499	0.00391065	0.524753	0.251774	0.110171	0.113302
57	-38.10286	-73.90821	35.80535	0.0320349	0.0221162	0.0346778	0.00488527	0.0350517	0.0207155	0.00294111	0.00896765	0.0452864	0.0158025	0.0298942	0.00266072	0.524753	0.251774	0.110171	0.113302
58	-38.50761	-73.18686	34.67924	0.0706045	0.0221162	0.0154208	0.00353203	0.0350517	0.0202344	0.0027189	0.00561321	0.0311152	0.0220536	0.0528269	0.00266072	0.146894	0.487299	0.13577	0.230037
59	-35.72458	-70.9052	35.18063	0.0555247	0.0223272	0.0114281	0.00235999	0.0553704	0.0202344	0.0016619	0.00586339	0.0182859	0.043209	0.0321487	0.00266072	0.312844	0.399729	0.111372	0.176055
60	-35.50739	-71.07718	35.56978	0.0342704	0.0248878	0.0167632	0.00306768	0.0377962	0.028919	0.00277624	0.00884107	0.0218133	0.0225984	0.0572951	0.00205404	0.312844	0.399729	0.111372	0.176055
61	-39.3163	-72.61038	33.29408	0.0460512	0.0186265	0.0271219	0.00245378	0.0377962	0.0315309	0.00570937	0.00884107	0.0288321	0.0428221	0.0665952	0.0031336	0.262178	0.334991	0.145811	0.257019
62	-36.79224	-71.4907	34.69846	0.0331691	0.030322	0.025013	0.00201633	0.0245733	0.0255657	0.00702148	0.0095459	0.0274229	0.0428221	0.0522034	0.00377948	0.481342	0.229553	0.0999175	0.189187
63	-36.00562	-69.98207	33.97645	0.0331691	0.0330434	0.0257132	0.00288909	0.0234205	0.0387066	0.0100176	0.00614603	0.0172918	0.0188904	0.0891984	0.00350701	0.555125	0.135354	0.158613	0.150908
64	-35.33723	-70.02386	34.68663	0.0488114	0.0614121	0.0195987	0.00202249	0.0224614	0.0149058	0.00616087	0.00614603	0.0139377	0.0120997	0.0725412	0.00366102	0.623787	0.0284077	0.178232	0.169573
65	-36.92814	-70.5784	33.65026	0.0553726	0.0560902	0.0130136	0.00424929	0.0333384	0.0119311	0.0119447	0.00445656	0.00871343	0.0120997	0.0959505	0.00320844	0.546045	0.0248673	0.156019	0.273069
66	-37.67789	-70.45918	32.78129	0.0449159	0.0621138	0.0152567	0.00495074	0.0478194	0.0234067	0.00906856	0.0046853	0.00829034	0.0128426	0.0959505	0.00337991	0.546045	0.0248673	0.156019	0.273069
67	-37.67159	-70.75746	33.08587	0.0409305	0.0498857	0.0243292	0.00445731	0.0180532	0.0234067	0.0247977	0.0046853	0.0124239	0.017261	0.102288	0.00234153	0.546045	0.0248673	0.156019	0.273069
68	-39.40102	-71.0672	31.66618	0.0288665	0.0498857	0.0243292	0.00490213	0.0170527	0.0232818	0.0300018	0.00268851	0.00719956	0.0195707	0.149528	0.00400579	0.502448	0.0228818	0.223404	0.251267
69	-38.55235	-70.21302	31.66067	0.0233644	0.0532949	0.0365711	0.00804652	0.0239554	0.0217742	0.0232892	0.00268851	0.00498499	0.0103765	0.149528	0.00357982	0.570877	0.0259982	0.117637	0.285487
70	-39.89083	-73.29246	33.40163	0.016968	0.0611658	0.0144419	0.00696151	0.0276614	0.0248406	0.0294404	0.00372478	0.00550454	0.00598008	0.115887	0.00417608	0.570877	0.0259982	0.117637	0.285487
71	-40.26525	-74.12849	33.86324	0.016968	0.0611658	0.0144419	0.00290337	0.0413435	0.0289771	0.0294404	0.00292016	0.00448563	0.00598008	0.0920978	0.00417608	0.266614	0.0718906	0.208554	0.452941
72	-37.30074	-71.82499	34.52424	0.0289414	0.0396249	0.0302006	0.00339627	0.0593908	0.0215606	0.031981	0.00292016	0.0071617	0.00444068	0.0541335	0.00417608	0.266614	0.0718906	0.208554	0.452941
73	-36.88468	-74.10488	37.2202	0.0192213	0.0245319	0.0330329	0.00339627	0.040752	0.0144892	0.0373095	0.00642688	0.00526381	0.00473001	0.0245545	0.00499766	0.337308	0.0909529	0.263854	0.307885
74	-35.45182	-71.29036	35.83854	0.0254054	0.0318668	0.020524	0.00339627	0.051743	0.0340204	0.0256518	0.00519034	0.00343129	0.00357471	0.04438	0.00499766	0.337308	0.0909529	0.263854	0.307885
75	-35.60706	-71.87982	36.27275	0.0254054	0.0456016	0.0200788	0.00217244	0.0428945	0.0260133	0.0256518	0.00309966	0.00343129	0.00500087	0.0400565	0.00362667	0.153759	0.0664072	0.359888	0.419946
76	-37.73216	-73.62632	35.89417	0.0209828	0.0558814	0.0111262	0.00240938	0.0428945	0.0132912	0.0296801	0.00396377	0.00234852	0.00676124	0.056155	0.0072593	0.227466	0.0773073	0.320843	0.374384
77	-35.91719	-71.54572	35.62853	0.0258431	0.0558814	0.0178533	0.00294246	0.0351092	0.0234481	0.0245508	0.00593632	0.00256388	0.00604061	0.056155	0.00324983	0.291312	0.0990062	0.130215	0.479468
78	-34.33293	-71.30362	36.97069	0.0284293	0.0558814	0.0130599	0.00431979	0.0249374	0.0234481	0.0190894	0.00963343	0.00165642	0.0056401	0.0359079	0.0031094	0.322365	0.101592	0.0840556	0.491988
79	-36.1537	-70.67406	34.52036	0.0343383	0.0459642	0.0219273	0.00352868	0.0310098	0.0524019	0.0227431	0.00963343	0.00165642	0.00725369	0.0524538	0.00511707	0.322365	0.101592	0.0840556	0.491988
80	-36.6276	-71.05744	34.42985	0.0351903	0.0383636	0.0219273	0.00206256	0.0213039	0.0817328	0.0227481	0.0122755	0.00109162	0.00725369	0.0397153	0.00668685	0.324327	0.101297	0.0838123	0.490564
81	-37.01649	-70.72136	33.70487	0.0667368	0.0379912	0.00976547	0.00188756	0.0213039	0.0817328	0.0197062	0.0142082	0.00103784	0.00654457	0.0413651	0.00668685	0.366038	0.11157	0.0945913	0.4278
82	-34.76876	-70.93056	36.1618	0.0386499	0.0544557	0.0113915	0.0014627	0.0272295	0.0176382	0.0138344	0.0141507	0.00141323	0.00654457	0.0507785	0.00833266	0.343702	0.104762	0.149841	0.401695
83	-36.12661	-70.4977	34.37109	0.0576847	0.0444334	0.0203583	0.0014627	0.0255129	0.0229956	0.0119649	0.0164575	0.00320661	0.0104196	0.0690316	0.00833266	0.332343	0.113631	0.118326	0.4357
84	-36.75829	-70.31877	33.56049	0.0576847	0.0444334	0.0217463	0.000844066	0.0570441	0.0157066	0.0119649	0.00927583	0.00512676	0.0157254	0.0690316	0.00408998	0.272306	0.273751	0.0969511	0.356992
85	-37.15282	-70.83598	33.68316	0.0381491	0.0609673	0.0155651	0.00110183	0.0570441	0.0126926	0.00869942	0.00717783	0.00484868	0.00704723	0.0921406	0.00408998	0.306245	0.183234	0.109035	0.401486
86	-38.0341	-70.28345	32.24935	0.0405711	0.0323792	0.0155651	0.00110183	0.0676797	0.00788936	0.00869942	0.0058346	0.00484868	0.00979536	0.146833	0.00514152	0.244095	0.0915964	0.344302	0.320007
87	-40.73948	-71.39524	30.65577	0.0598362	0.0323792	0.0237384	0.00214285	0.0717454	0.0136559	0.00869942	0.00561261	0.0066686	0.0113308	0.146833	0.00461355	0.0866733	0.641833	0.122255	0.149239
88	-39.40296	-71.4699	32.06693	0.0516327	0.0212365	0.0237384	0.00181817	0.0583072	0.00892003	0.0110026	0.00748412	0.00552768	0.0086477	0.148094	0.00461355	0.0825644	0.611406	0.116459	0.189571
89	-36.42261	-71.87527	35.45266	0.0526906	0.0166606	0.0158686	0.00331039	0.0345836	0.00892003	0.013911	0.00562662	0.00552768	0.0128336	0.0898769	0.00428012	0.0975642	0.137625	0.137617	0.627194
90	-34.1639	-70.50386	36.33995	0.0479523	0.0270071	0.0157445	0.00331039	0.0345836	0.00495102	0.00853059	0.00562662	0.00870617	0.0129041	0.0680227	0.00396823	0.104406	0.320221	0.269573	0.305801
91	-36.8042	-72.06745	35.26325	0.0532496	0.012368	0.0157445	0.00256672	0.0319104	0.00479562	0.00390943	0.00630415	0.00610463	0.0105337	0.116724	0.00474217	0.0966509	0.222768	0.249548	0.431033
92	-33.36044	-69.32367	35.96323	0.0532496	0.0193709	0.0231583	0.00243294	0.0266289	0.00443009	0.00274462	0.0154816	0.00678155	0.0105337	0.082981	0.00318706	0.647276	0.0869823	0.0974392	0.168302
93	-34.21003	-68.56383	34.3538	0.0532496	0.0260728	0.0205647	0.00468211	0.0474432	0.00443009	0.00386947	0.01181	0.00282558	0.0125568	0.101613	0.00318706	0.507795	0.135524	0.151816	0.204866
94	-33.62411	-68.70087	35.07677	0.0516243	0.0260728	0.0199615	0.00513872	0.0603834	0.00592748	0.00494966	0.0122616	0.00305486	0.0118746	0.0693052	0.00318706	0.42015	0.112132	0.125613	0.342105
95	-34.14447	-69.88649	35.74201	0.0516243	0.0268142	0.0145892	0.00707612	0.0283522	0.00784295	0.0057162	0.0185808	0.00499423	0.0185778	0.0693052	0.00318706	0.551395	0.0542412	0.164851	0.229512
96	-32.89934	-68.51728	35.61795	0.0466462	0.0341224	0.022558	0.00707612	0.0346705	0.00636874	0.00420087	0.0141963	0.00499423	0.0351737	0.0449678	0.00487088	0.649511	0.063893	0.216049	0.0705462
97	-34.00134	-68.40264	34.40129	0.0440481	0.0409254	0.022558	0.00668172	0.0422786	0.00597638	0.00420087	0.0126317	0.0032431	0.0351737	0.0700369	0.00333045	0.601659	0.132395	0.119764	0.146181
98	-34.25319	-68.8022	34.54901	0.0544816	0.0287826	0.0238191	0.00668172	0.0422786	0.00642077	0.00163321	0.0135456	0.00401516	0.0329266	0.0700369	0.00267006	0.384915	0.210834	0.190719	0.213532
99	-33.31141	-67.81308	34.50167	0.0544816	0.0287826	0.0323552	0.00924577	0.0422786	0.00645699	0.000777842	0.00868528	0.00478259	0.0146439	0.0829634	0.00305382	0.575175	0.145618	0.131726	0.147482
100	-32.81496	-68.01976	35.2048	0.0368254	0.0303151	0.0203456	0.0113161	0.0422786	0.00841268	0.00149997	0.00868528	0.00314972	0.0146439	0.0890616	0.00391977	0.408939	0.156049	0.330156	0.104857
101	-36.63053	-70.55816	33.92764	0.09059	0.0182963	0.0203659	0.0120184	0.0524966	0.0145484	0.00149997	0.0112029	0.00314972	0.0131134	0.0622714	0.00369363	0.380987	0.145382	0.250305	0.223326
102	-33.25499	-69.07009	35.8151	0.0634938	0.0279523	0.0137946	0.0120303	0.048759	0.0144648	0.00154039	0.0100284	0.00236097	0.0131134	0.0453978	0.00184783	0.285547	0.153999	0.323893	0.236562
103	-33.92533	-69.36413	35.4388	0.0634938	0.0239029	0.0102724	0.0154255	0.0679542	0.0118677	0.0011321	0.0100284	0.00120754	0.0127411	0.0453978	0.00102219	0.335023	0.180682	0.380013	0.104282
104	-35.77327	-69.61339	33.84012	0.0621011	0.0265465	0.0102724	0.0154255	0.0882263	0.00769196	0.00104955	0.00939713	0.00154745	0.0174439	0.064617	0.00117484	0.363293	0.125999	0.437987	0.0727214
105	-36.22535	-69.75843	33.53307	0.0621011	0.0335707	0.0151878	0.0164099	0.0882263	0.00769196	0.0011018	0.0172415	0.00244886	0.0152444	0.0533707	0.000782319	0.363293	0.125999	0.437987	0.0727214
106	-33.85169	-69.5505	35.6988	0.0657347	0.0361956	0.0110352	0.0187848	0.0601403	0.00941906	0.000969411	0.00890133	0.00337565	0.0131377	0.0292935	0.000782319	0.329389	0.114241	0.397112	0.159258
107	-32.62886	-69.02034	36.39147	0.0657347	0.0361956	0.0121787	0.0151124	0.0431884	0.0152713	0.00183982	0.00495984	0.00317409	0.0131377	0.0280918	0.00110006	0.273703	0.0949274	0.125484	0.505886
108	-30.50784	-68.17038	37.66254	0.0534389	0.0361956	0.0112709	0.0178344	0.0159991	0.0288445	0.00251551	0.00326374	0.00317543	0.0131377	0.0208057	0.000866791	0.342153	0.0859809	0.113658	0.458209
109	-31.79153	-68.54999	36.75846	0.0402045	0.0361956	0.0112709	0.0229585	0.0315512	0.0451281	0.00181898	0.00713389	0.00484319	0.0140174	0.0145727	0.000866791	0.421932	0.106029	0.0947207	0.377318
110	-32.89293	-69.25087	36.35794	0.0402045	0.03767	0.014999	0.0142582	0.0315512	0.0442916	0.001276	0.0073433	0.0121755	0.0139871	0.0221203	0.000968881	0.375999	0.0644605	0.330149	0.229392
111	-35.97519	-72.04972	36.07453	0.0611698	0.0436798	0.0109698	0.00683525	0.0197707	0.0442916	0.000889165	0.0215511	0.0121755	0.012336	0.0137453	0.000708375	0.153874	0.0612147	0.567071	0.217841
112	-37.56811	-72.32688	34.75877	0.0666534	0.0587204	0.00970414	0.00876393	0.0347347	0.046483	0.00132179	0.00989076	0.0139394	0.0191571	0.0117265	0.000811121	0.153874	0.0612147	0.567071	0.217841
113	-39.57634	-72.42401	32.84767	0.0430155	0.0587204	0.0118585	0.00586304	0.0813294	0.0690519	0.00148413	0.011075	0.0112618	0.020362	0.0163276	0.000626706	0.207883	0.0573073	0.530874	0.203936
114	-37.25248	-70.7306	33.47813	0.0368993	0.0471846	0.0118585	0.00564154	0.0813294	0.0604302	0.00207646	0.0129868	0.00863226	0.0243506	0.0229814	0.000417122	0.575555	0.0307073	0.284462	0.109276
115	-35.64186	-69.53041	33.88855	0.0367079	0.0324802	0.0170973	0.00659558	0.063018	0.056686	0.00207646	0.0147408	0.007304	0.0255866	0.0418091	0.000148061	0.575555	0.0307073	0.284462	0.109276
116	-36.34166	-70.5779	34.23624	0.0252252	0.037313	0.0170973	0.00768092	0.063018	0.0398109	0.00207646	0.00994783	0.0104327	0.0406275	0.0418091	0.000283725	0.465115	0.0248151	0.229878	0.280192
117	-32.6147	-69.87385	37.25914	0.0287848	0.0305373	0.0170973	0.00702446	0.0361327	0.0232463	0.00445813	0.00853374	0.00989699	0.027022	0.0245726	0.000399904	0.446818	0.0238389	0.220835	0.308508
118	-33.1311	-70.43224	37.30114	0.0221131	0.0289047	0.0244228	0.00772161	0.0361327	0.00927608	0.00445813	0.00547814	0.012226	0.0326731	0.0326046	0.000616679	0.369084	0.0196916	0.373044	0.238181
119	-35.52541	-71.95283	36.42742	0.035245	0.0204444	0.0356619	0.00469871	0.0279971	0.00371983	0.00287181	0.00369908	0.0200668	0.0305835	0.0535388	0.000534356	0.0598864	0.084336	0.470187	0.385591
120	-33.39136	-69.63744	36.24609	0.0253302	0.0390793	0.0356619	0.00431058	0.0311696	0.00367984	0.00411995	0.00573591	0.0161117	0.0246063	0.0535388	0.000373418	0.50749	0.0446495	0.24372	0.204141
121	-33.44327	-69.8009	36.35763	0.0286999	0.0357328	0.0357053	0.00264442	0.0395771	0.00478762	0.00564535	0.00573591	0.0161117	0.0246063	0.0410111	0.000596066	0.495931	0.0241387	0.280439	0.199491
122	-33.17243	-71.05102	37.87859	0.0286999	0.0257444	0.0267103	0.0032961	0.0371671	0.00478762	0.00412337	0.00962057	0.0222925	0.0166202	0.0222633	0.000475667	0.495931	0.0241387	0.280439	0.199491
123	-32.68824	-71.25541	38.56717	0.0286999	0.0266579	0.0267103	0.00239376	0.0214187	0.00499606	0.00438342	0.0117552	0.0211278	0.0185892	0.0169954	0.000393321	0.495931	0.0241387	0.280439	0.199491
