Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rate[7]	rate[8]	rate[9]	rate[10]	rate[11]	rate[12]
10344	0	-73.20104	-76.0635	2.862463	0.02053396	0.020534	0.020534	0.020534	0.020534	0.020534	0.020534	0.020534	0.020534	0.020534	0.020534	0.020534	0.020534
10345	1	-73.25815	-76.07975	2.821594	0.02158334	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833	0.0215833
10346	0	-73.51306	-76.245	2.731942	0.02388526	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853
10347	1	-73.25544	-76.21764	2.962194	0.01797325	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733	0.0179733
10348	0	-73.51306	-76.245	2.731942	0.02388526	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853	0.0238853
10349	1	-73.23978	-76.19411	2.954335	0.01817504	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175
10350	0	-73.18751	-76.09148	2.90396	0.01946847	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685	0.0194685
10351	1	-73.23978	-76.19411	2.954335	0.01817504	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175	0.018175
10352	0	-73.31855	-76.11267	2.794114	0.02228892	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889	0.0222889
10353	1	-73.19066	-76.10287	2.912212	0.01925661	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566
10354	0	-73.2236	-76.06626	2.84266	0.02104245	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424
10355	1	-73.19066	-76.10287	2.912212	0.01925661	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566	0.0192566
10356	0	-73.2236	-76.06626	2.84266	0.02104245	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424
10357	1	-73.34881	-76.13138	2.782573	0.02258524	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852	0.0225852
10358	0	-73.2236	-76.06626	2.84266	0.02104245	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424	0.0210424
10359	1	-74.42181	-76.97578	2.553972	0.02845485	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548	0.0284548
10360	0	-73.58917	-76.63869	3.049522	0.01573099	0.015731	0.015731	0.015731	0.015731	0.015731	0.015731	0.015731	0.015731	0.015731	0.015731	0.015731	0.015731
10361	1	-73.28647	-76.09423	2.807756	0.02193865	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387	0.0219387
10362	0	-73.47219	-76.49907	3.026881	0.01631234	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123	0.0163123
10363	1	-73.28853	-76.26463	2.976105	0.01761607	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161
10364	0	-73.6062	-76.31446	2.708258	0.02449338	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934	0.0244934
10365	1	-73.28853	-76.26463	2.976105	0.01761607	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161	0.0176161
10366	0	-73.38286	-76.15355	2.770687	0.02289044	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904
10367	1	-73.63434	-76.33589	2.701549	0.02466564	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656	0.0246656
10368	0	-73.38286	-76.15355	2.770687	0.02289044	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904
10369	1	-73.21691	-76.06462	2.847709	0.02091279	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128
10370	0	-73.38286	-76.15355	2.770687	0.02289044	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904	0.0228904
10371	1	-73.21691	-76.06462	2.847709	0.02091279	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128	0.0209128
10372	0	-77.77338	-79.90818	2.134806	0.03921745	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174	0.0392174
10373	1	-73.471	-76.49762	3.026625	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189	0.0163189
10374	0	-75.67844	-78.05678	2.378333	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646
10375	1	-73.20772	-76.06333	2.855607	0.02071001	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071
10376	0	-75.67844	-78.05678	2.378333	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646	0.0329646
10377	1	-73.20772	-76.06333	2.855607	0.02071001	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071	0.02071
10378	0	-73.62435	-76.32826	2.703909	0.02460504	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605
10379	1	-73.18977	-76.1001	2.910336	0.01930477	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048	0.0193048
10380	0	-73.62435	-76.32826	2.703909	0.02460504	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605	0.024605
10381	1	-75.18804	-77.63046	2.442423	0.03131899	0.031319	0.031319	0.031319	0.031319	0.031319	0.031319	0.031319	0.031319	0.031319	0.031319	0.031319	0.031319
10382	0	-73.2945	-76.09868	2.804172	0.02203066	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307	0.0220307
10383	1	-73.52291	-76.56016	3.037255	0.01604598	0.016046	0.016046	0.016046	0.016046	0.016046	0.016046	0.016046	0.016046	0.016046	0.016046	0.016046	0.016046
10384	0	-73.18656	-76.08533	2.898764	0.01960189	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019
10385	1	-73.19022	-76.06868	2.878467	0.02012305	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231	0.0201231
10386	0	-73.18656	-76.08533	2.898764	0.01960189	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019	0.0196019
10387	1	-73.45	-76.47201	3.02201	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374	0.0164374
10388	0	-76.14041	-78.46165	2.321235	0.03443064	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306	0.0344306
10389	1	-73.20673	-76.06328	2.856551	0.02068577	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858
10390	0	-73.32696	-76.31641	2.989454	0.01727333	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733	0.0172733
10391	1	-73.20673	-76.06328	2.856551	0.02068577	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858
10392	0	-73.23849	-76.19213	2.953636	0.01819299	0.018193	0.018193	0.018193	0.018193	0.018193	0.018193	0.018193	0.018193	0.018193	0.018193	0.018193	0.018193
10393	1	-73.20673	-76.06328	2.856551	0.02068577	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858	0.0206858
10394	0	-74.00387	-76.62915	2.625286	0.02662377	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238
10395	1	-73.29264	-76.09763	2.804994	0.02200956	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096	0.0220096
10396	0	-74.00387	-76.62915	2.625286	0.02662377	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238	0.0266238
10397	1	-73.43444	-76.4529	3.018455	0.01652868	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287
10398	0	-73.43913	-76.45867	3.01954	0.01650083	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008	0.0165008
10399	1	-73.43444	-76.4529	3.018455	0.01652868	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287	0.0165287
10400	0	-73.67192	-76.36477	2.692855	0.02488887	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889	0.0248889
10401	1	-73.91406	-77.0109	3.096846	0.01451591	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159	0.0145159
10402	0	-73.44859	-76.19866	2.750069	0.02341982	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198	0.0234198
10403	1	-73.21305	-76.06392	2.850865	0.02083176	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318
10404	0	-73.27983	-76.09065	2.810821	0.02185993	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599
10405	1	-73.21305	-76.06392	2.850865	0.02083176	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318
10406	0	-73.27983	-76.09065	2.810821	0.02185993	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599
10407	1	-73.21305	-76.06392	2.850865	0.02083176	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318	0.0208318
10408	0	-73.27983	-76.09065	2.810821	0.02185993	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599	0.0218599
10409	1	-75.05056	-77.51178	2.461225	0.03083623	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362	0.0308362
10410	0	-73.65225	-76.71239	3.060144	0.01545828	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583	0.0154583
10411	1	-73.18637	-76.08058	2.89421	0.01971882	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188	0.0197188
10412	0	-73.45461	-76.47766	3.023043	0.01641089	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109
10413	1	-74.15908	-77.28342	3.124341	0.01380995	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099	0.0138099
10414	0	-73.45461	-76.47766	3.023043	0.01641089	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109	0.0164109
10415	1	-73.42644	-76.44302	3.016577	0.01657689	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769	0.0165769
10416	0	-77.76142	-79.89753	2.136112	0.03918391	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839	0.0391839
10417	1	-73.19208	-76.0669	2.874823	0.02021662	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166	0.0202166
10418	0	-73.74652	-76.42289	2.676371	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121	0.0253121
10419	1	-73.2711	-76.24024	2.969141	0.01779489	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949
10420	0	-74.66787	-77.83749	3.169626	0.01264718	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472	0.0126472
10421	1	-73.2711	-76.24024	2.969141	0.01779489	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949
10422	0	-74.45326	-77.60527	3.152014	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994	0.0130994
10423	1	-73.2711	-76.24024	2.969141	0.01779489	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949	0.0177949
10424	0	-74.85385	-77.34277	2.488922	0.03012508	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251	0.0301251
10425	1	-73.39466	-76.16144	2.766785	0.02299062	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906	0.0229906
10426	0	-73.89696	-76.54256	2.645607	0.02610202	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102
10427	1	-73.60911	-76.66209	3.052981	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422	0.0156422
10428	0	-73.89696	-76.54256	2.645607	0.02610202	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102
10429	1	-73.22468	-76.06657	2.84189	0.02106221	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622	0.0210622
10430	0	-73.89696	-76.54256	2.645607	0.02610202	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102
10431	1	-73.21029	-76.14541	2.93512	0.01866841	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684
10432	0	-73.89696	-76.54256	2.645607	0.02610202	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102	0.026102
10433	1	-73.21029	-76.14541	2.93512	0.01866841	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684	0.0186684
10434	0	-74.51413	-77.67133	3.1572	0.01296625	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663	0.0129663
10435	1	-74.82966	-78.01146	3.181799	0.01233463	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346	0.0123346
10436	0	-75.43918	-78.66051	3.221329	0.01131965	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197	0.0113197
10437	1	-73.2361	-76.18841	2.952315	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269
10438	0	-73.19538	-76.11522	2.919834	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609	0.0190609
10439	1	-73.2361	-76.18841	2.952315	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269
10440	0	-73.60713	-76.31516	2.708033	0.02449914	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991
10441	1	-73.2361	-76.18841	2.952315	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269	0.0182269
10442	0	-73.60713	-76.31516	2.708033	0.02449914	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991	0.0244991
10443	1	-73.41347	-76.42693	3.013456	0.01665706	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571	0.0166571
10444	0	-74.44574	-77.5971	3.151362	0.01311614	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161
10445	1	-74.25848	-76.83907	2.580586	0.02777149	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715	0.0277715
10446	0	-74.44574	-77.5971	3.151362	0.01311614	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161	0.0131161
10447	1	-73.81173	-76.47441	2.662677	0.02566371	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637
10448	0	-73.2044	-76.13432	2.929925	0.01880179	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018	0.0188018
10449	1	-73.81173	-76.47441	2.662677	0.02566371	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637	0.0256637
10450	0	-73.1912	-76.10447	2.913262	0.01922965	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297
10451	1	-75.75604	-78.12459	2.368548	0.03321583	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158	0.0332158
10452	0	-73.1912	-76.10447	2.913262	0.01922965	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297	0.0192297
10453	1	-73.84119	-76.49787	2.656679	0.02581772	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177	0.0258177
10454	0	-73.30906	-76.29258	2.983522	0.01742563	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256	0.0174256
10455	1	-73.36156	-76.13956	2.778005	0.02270252	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025
10456	0	-74.12161	-76.72566	2.604051	0.02716902	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169
10457	1	-73.36156	-76.13956	2.778005	0.02270252	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025
10458	0	-74.12161	-76.72566	2.604051	0.02716902	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169	0.027169
10459	1	-73.36156	-76.13956	2.778005	0.02270252	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025
10460	0	-73.22689	-76.06723	2.840336	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021	0.0211021
10461	1	-73.36156	-76.13956	2.778005	0.02270252	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025	0.0227025
10462	0	-73.39551	-76.40447	3.008961	0.01677246	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725	0.0167725
10463	1	-73.19914	-76.06381	2.864671	0.02047726	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773
10464	0	-73.2322	-76.06897	2.836763	0.02119384	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938	0.0211938
10465	1	-73.74444	-76.81867	3.074229	0.01509662	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966	0.0150966
10466	0	-73.47524	-76.50277	3.027533	0.01629559	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956	0.0162956
10467	1	-73.39988	-76.16497	2.765089	0.02303416	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342
10468	0	-73.83338	-76.49164	2.658258	0.02577718	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772
10469	1	-73.39988	-76.16497	2.765089	0.02303416	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342	0.0230342
10470	0	-73.83338	-76.49164	2.658258	0.02577718	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772	0.0257772
10471	1	-73.18748	-76.09132	2.903839	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716	0.0194716
10472	0	-73.56396	-76.28265	2.718691	0.02422549	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255
10473	1	-73.28354	-76.09264	2.809095	0.02190425	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042	0.0219042
10474	0	-73.56396	-76.28265	2.718691	0.02422549	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255
10475	1	-73.83841	-76.49565	2.657239	0.02580335	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033	0.0258033
10476	0	-73.56396	-76.28265	2.718691	0.02422549	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255
10477	1	-75.52461	-77.92261	2.397995	0.03245976	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598	0.0324598
10478	0	-73.56396	-76.28265	2.718691	0.02422549	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255	0.0242255
10479	1	-74.24684	-77.37995	3.133105	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849
10480	0	-74.26403	-76.84369	2.579659	0.02779529	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953	0.0277953
10481	1	-74.24684	-77.37995	3.133105	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849	0.0135849
10482	0	-73.52716	-76.56524	3.038081	0.01602475	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248	0.0160248
10483	1	-73.21264	-76.14964	2.936999	0.01862016	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202	0.0186202
10484	0	-73.91549	-76.5575	2.642003	0.02619455	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945	0.0261945
