Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-31.60513	-48.17124	16.56611	0.0552664	0.0299696	0.0100236	0.012231	0.0240437	0.0250951	0.758003	0.114718	0.127279
1	-32.91555	-49.7291	16.81354	0.0291563	0.0299696	0.0100236	0.012231	0.0240437	0.044852	0.0410729	0.230441	0.728486
2	-33.50348	-52.8629	19.35941	0.0291563	0.00482045	0.00233877	0.0194763	0.0240437	0.00507247	0.0151365	0.740332	0.244532
3	-36.32499	-53.07365	16.74866	0.0291563	0.0105842	0.0416161	0.00151551	0.0579145	0.0111556	0.00614242	0.300428	0.69343
4	-35.56871	-51.62577	16.05706	0.0291563	0.0105842	0.0416161	0.0178003	0.0579145	0.0126285	0.383042	0.191584	0.425375
5	-42.54565	-57.68777	15.14212	0.00596513	0.0433175	0.0182052	0.0413435	0.0579145	0.0264465	0.111134	0.765449	0.123417
6	-35.74702	-51.85073	16.10372	0.0456383	0.0117107	0.0333463	0.00617893	0.0309728	0.040655	0.0654796	0.450997	0.483523
7	-36.59162	-54.60604	18.01442	0.0456383	0.00301336	0.0300555	0.0223327	0.0146096	0.00379285	0.161388	0.508242	0.33037
8	-30.53525	-48.98059	18.44534	0.0365431	0.0159065	0.00689619	0.0223327	0.0229068	0.00379285	0.151437	0.461885	0.386677
9	-31.39076	-48.6807	17.28994	0.0365431	0.0333192	0.00455208	0.0223327	0.0375043	0.00379285	0.215479	0.23432	0.550201
10	-30.89202	-49.08895	18.19693	0.0527587	0.0117213	0.00455208	0.0172731	0.0165671	0.0118839	0.300238	0.184291	0.515471
11	-29.18064	-48.45956	19.27892	0.024177	0.0207268	0.00575665	0.0172731	0.0165671	0.00247424	0.139018	0.481954	0.379027
12	-40.54747	-57.09817	16.5507	0.024177	0.0040703	0.0633954	0.0172731	0.0366545	0.0114548	0.121619	0.429084	0.449297
13	-34.30246	-50.83786	16.5354	0.0437869	0.0361858	0.00237901	0.0269569	0.0366545	0.0114548	0.0641697	0.673615	0.262215
14	-34.02371	-52.25409	18.23038	0.0437869	0.00452202	0.0057462	0.0195916	0.0257475	0.0145032	0.0641697	0.673615	0.262215
15	-29.95097	-50.16417	20.21321	0.0126368	0.00766093	0.0057462	0.00317776	0.019261	0.0145032	0.192884	0.775965	0.0311509
16	-30.4738	-50.60422	20.13042	0.0103194	0.00766093	0.0101893	0.00317776	0.019261	0.0145032	0.477978	0.505533	0.0164897
17	-30.38512	-48.88617	18.50105	0.0296539	0.00766093	0.0262963	0.000709847	0.0100476	0.0325789	0.889875	0.102498	0.00762633
18	-33.4629	-51.19245	17.72955	0.028868	0.00766093	0.0297184	0.0178831	0.0100476	0.0325789	0.630608	0.293465	0.0759273
19	-33.3022	-51.22041	17.91821	0.028868	0.00766093	0.0297184	0.0180646	0.00977656	0.0278242	0.589462	0.327047	0.0834905
20	-31.28893	-49.17012	17.88119	0.0207516	0.0201478	0.0144311	0.0180646	0.021644	0.0278242	0.265621	0.697601	0.0367786
21	-36.72121	-55.5101	18.7889	0.00402068	0.01758	0.00271945	0.0200212	0.0273912	0.0278242	0.102548	0.269323	0.628129
