Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-42.41322	-59.03213	16.61891	0.00667982	0.0115579	0.0113368	0.0580358	0.0481567	0.0195067	0.151446	0.0999272	0.748627
1	-33.70395	-52.96923	19.26528	0.00770489	0.0175081	0.0113368	0.00394204	0.0273267	0.0195067	0.0302361	0.580687	0.389077
2	-41.33239	-58.43455	17.10216	0.00770489	0.0775256	0.0240097	0.00394204	0.0101769	0.0195067	0.0461259	0.885852	0.0680218
3	-40.81378	-58.23972	17.42594	0.00770489	0.0738709	0.0253551	0.00394204	0.00417265	0.0195067	0.0461259	0.885852	0.0680218
4	-38.54254	-55.72636	17.18383	0.0187582	0.0738709	0.0253551	0.0024294	0.000848669	0.0195067	0.0461259	0.885852	0.0680218
5	-45.73121	-58.58219	12.85098	0.016933	0.00527927	0.0609322	0.0124205	0.0201767	0.136278	0.159772	0.265916	0.574312
6	-40.68114	-58.24559	17.56445	0.010009	0.00527927	0.0609322	0.01511	0.0201767	0.0194889	0.156538	0.23291	0.610553
7	-36.98304	-52.51673	15.53369	0.0424235	0.0141285	0.0609322	0.01511	0.0201767	0.0303673	0.530396	0.129674	0.33993
8	-38.2381	-53.41444	15.17634	0.0424235	0.0140504	0.0609322	0.01511	0.0201767	0.0396209	0.238912	0.252858	0.50823
9	-44.69891	-58.76714	14.06823	0.0526473	0.0140504	0.0185992	0.0983084	0.0116534	0.0255068	0.170762	0.652731	0.176506
10	-49.32323	-65.84444	16.52122	0.00656822	0.0140504	0.0185992	0.0983084	0.0116534	0.00860246	0.0682012	0.80377	0.128029
11	-34.92217	-52.81485	17.89268	0.0437976	0.0135945	0.0513986	0.00121866	0.0116534	0.000905452	0.0281297	0.331516	0.640354
12	-44.6375	-63.34428	18.70678	0.00437981	0.0135945	0.0282897	0.0434303	0.0101228	0.00184807	0.0281297	0.331516	0.640354
13	-32.01278	-49.04794	17.03516	0.0523284	0.0135945	0.0282897	0.00482071	0.0388971	0.00665557	0.404252	0.370783	0.224965
14	-43.65228	-62.65551	19.00323	0.00189216	0.0114312	0.0168452	0.02308	0.0388971	0.00190785	0.351375	0.285852	0.362773
15	-35.98996	-53.13573	17.14577	0.0265342	0.0114312	0.0511329	0.02308	0.0184787	0.0110891	0.409994	0.33354	0.256466
16	-33.56988	-51.33531	17.76543	0.0265342	0.0114312	0.0511329	0.00716948	0.0184787	0.0110891	0.453131	0.339597	0.207272
17	-30.43053	-49.34779	18.91725	0.0265342	0.0114312	0.0164751	0.0122527	0.0184787	0.0110891	0.175163	0.604069	0.220768
18	-29.66026	-48.3187	18.65844	0.0265342	0.0178685	0.0164751	0.0122527	0.0184787	0.0112972	0.261532	0.540816	0.197651
19	-43.09923	-62.73271	19.63348	0.000757314	0.0248526	0.0164751	0.0122527	0.0122362	0.0112972	0.0841919	0.789873	0.125935
20	-47.3726	-65.83884	18.46625	0.000161148	0.0647057	0.0164751	0.0122527	0.00294929	0.0112972	0.828521	0.147898	0.0235804
21	-32.86864	-50.54508	17.67644	0.029466	0.0647057	0.00744944	0.0122527	0.00294929	0.0112972	0.828521	0.147898	0.0235804
22	-44.53323	-59.07284	14.53962	0.029466	0.0647057	0.0866888	0.0223087	0.00294929	0.00254366	0.44046	0.482597	0.0769435
23	-35.13006	-50.24393	15.11387	0.029466	0.0647057	0.00235041	0.0223087	0.0645384	0.0105483	0.479773	0.436416	0.0838111
24	-39.49341	-53.51844	14.02503	0.029466	0.111584	0.00235041	0.0033882	0.0645384	0.0105483	0.809718	0.148932	0.0413499
25	-35.01596	-51.7124	16.69644	0.029466	0.0346963	0.0522376	0.0033882	0.0010129	0.0324822	0.183148	0.767966	0.0488861
26	-43.47656	-61.97191	18.49536	0.0141226	0.000880385	0.0522376	0.0033882	0.00398273	0.0324822	0.555796	0.295851	0.148354
27	-34.55289	-51.82423	17.27135	0.0141226	0.0501052	0.0263553	0.00973172	0.00615067	0.0320561	0.399689	0.332327	0.267984
28	-38.55528	-55.87987	17.3246	0.00830236	0.054383	0.0263553	0.00990696	0.00615067	0.0320561	0.0531645	0.211927	0.734908
29	-38.02066	-53.24262	15.22196	0.057089	0.0496318	0.0263553	0.00398233	0.0166796	0.0374041	0.0552312	0.181292	0.763477
30	-43.04716	-57.96836	14.9212	0.00395302	0.0260533	0.0828589	0.0205591	0.0166796	0.0487606	0.0634452	0.0595331	0.877022
31	-39.33906	-55.6977	16.35864	0.000332207	0.0260533	0.0828589	0.00607816	0.0270231	0.019611	0.790849	0.120269	0.0888822
32	-42.29267	-58.77938	16.4867	0.00315613	0.0280346	0.0828589	0.0114769	0.0270231	0.00611868	0.0448839	0.00682573	0.94829
33	-47.97727	-61.91124	13.93397	0.0159538	0.072175	0.0626897	0.027804	0.0270231	0.0185674	0.00848694	0.036462	0.955051
34	-48.08533	-63.47476	15.38943	0.0720718	0.00020053	0.0626897	0.027804	0.00550874	0.0185674	0.00732836	0.167998	0.824673
35	-40.17019	-56.11356	15.94337	0.0830099	0.0140845	0.0497304	0.00171815	0.00550874	0.0185674	0.026883	0.616277	0.35684
36	-44.03646	-58.36051	14.32405	0.0830099	0.0429763	0.0497304	0.0122967	0.00761649	0.0185674	0.0250432	0.217969	0.756988
37	-38.89713	-54.73503	15.8379	0.0338156	0.0386424	0.0497304	0.0122967	0.00821568	0.0326266	0.00877832	0.856525	0.134697
38	-34.09616	-51.46307	17.36691	0.0143693	0.0386424	0.00616668	0.00588189	0.0383811	0.0326266	0.00877832	0.856525	0.134697
39	-36.63113	-53.60801	16.97688	0.0417142	0.0166025	0.0382098	0.00588189	0.000719799	0.0429543	0.0069236	0.886839	0.106237
40	-31.88495	-52.45362	20.56867	0.0146881	0.0166025	0.000691466	0.0154812	0.000719799	0.00567587	0.0069236	0.886839	0.106237
41	-29.59691	-49.76712	20.17021	0.0238852	0.0166025	0.000691466	0.00546386	0.0117711	0.00567587	0.0069236	0.886839	0.106237
42	-34.81367	-52.64047	17.8268	0.0238852	0.037386	0.0167991	0.00960214	0.00176036	0.034827	0.0069236	0.886839	0.106237
43	-29.0376	-47.42714	18.38953	0.0238852	0.030469	0.00912092	0.0112822	0.000226567	0.034827	0.526561	0.392196	0.0812428
44	-33.73443	-53.36226	19.62783	0.00459254	0.0212656	0.0086541	0.00764835	0.0127055	0.02315	0.230805	0.56741	0.201786
45	-30.75889	-48.53201	17.77312	0.0348512	0.0212656	0.0086541	0.0250117	0.0127055	0.02315	0.427597	0.422243	0.150161
46	-32.90913	-50.65386	17.74473	0.0781203	0.0212656	0.00790953	0.0101639	0.00606353	0.00284428	0.436186	0.430724	0.13309
47	-36.07106	-50.53902	14.46796	0.0549738	0.038936	0.0155728	0.0129612	0.0173848	0.0706734	0.38855	0.467115	0.144334
48	-37.98776	-52.99132	15.00356	0.00986472	0.038936	0.0155728	0.044318	0.0173848	0.0706734	0.865458	0.0767118	0.0578303
49	-42.3563	-61.27966	18.92336	0.00986472	0.00102943	0.0123481	0.044318	0.0128187	0.0157254	0.244638	0.430684	0.324677
50	-48.30463	-62.66396	14.35933	0.00986472	0.00102943	0.0123481	0.044318	0.0128187	0.132912	0.232101	0.432161	0.335739
