Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rate[7]	rate[8]	rate[9]	rate[10]	rate[11]	rate[12]
10	-73.22303	-76.16745	2.94442	0.01842962	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296	0.0184296
11	-74.48679	-77.64168	3.15489	0.01302555	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255	0.0130255
12	-73.31514	-76.30073	2.985589	0.01737257	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726	0.0173726
13	-73.2077	-76.14063	2.932928	0.01872469	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247	0.0187247
14	-74.1524	-76.75107	2.598667	0.02730725	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073	0.0273073
15	-73.18797	-76.07233	2.884354	0.01997189	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719
16	-73.18797	-76.07233	2.884354	0.01997189	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719
17	-73.18797	-76.07233	2.884354	0.01997189	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719	0.0199719
18	-73.52736	-76.25549	2.728137	0.02398296	0.023983	0.023983	0.023983	0.023983	0.023983	0.023983	0.023983	0.023983	0.023983	0.023983	0.023983	0.023983
19	-73.39122	-76.15913	2.767913	0.02296165	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617	0.0229617
20	-73.33964	-76.33305	2.993407	0.01717182	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718	0.0171718
21	-73.3837	-76.38959	3.005889	0.01685133	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513	0.0168513
22	-73.62733	-76.68339	3.056057	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632	0.0155632
23	-73.6151	-76.6691	3.054	0.01561602	0.015616	0.015616	0.015616	0.015616	0.015616	0.015616	0.015616	0.015616	0.015616	0.015616	0.015616	0.015616
24	-73.57391	-76.2901	2.71619	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897	0.0242897
25	-73.38297	-76.38867	3.005695	0.01685631	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563	0.0168563
26	-73.19087	-76.06798	2.877107	0.02015796	0.020158	0.020158	0.020158	0.020158	0.020158	0.020158	0.020158	0.020158	0.020158	0.020158	0.020158	0.020158
27	-73.37336	-76.37648	3.003112	0.01692263	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226	0.0169226
28	-73.69287	-76.381	2.688127	0.02501027	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103	0.0250103
29	-73.23265	-76.06912	2.83647	0.02120137	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014	0.0212014
30	-74.13563	-76.73722	2.601591	0.02723218	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322	0.0272322
31	-73.68232	-76.37282	2.690497	0.02494939	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494
32	-73.68232	-76.37282	2.690497	0.02494939	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494	0.0249494
33	-73.792	-76.87295	3.080951	0.01492403	0.014924	0.014924	0.014924	0.014924	0.014924	0.014924	0.014924	0.014924	0.014924	0.014924	0.014924	0.014924
34	-74.16329	-77.28806	3.124772	0.01379886	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989	0.0137989
35	-73.84791	-76.93637	3.088455	0.01473136	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314	0.0147314
36	-73.38676	-76.39345	3.006693	0.01683068	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307
37	-73.38676	-76.39345	3.006693	0.01683068	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307	0.0168307
38	-73.28808	-76.09511	2.807028	0.02195733	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573	0.0219573
39	-74.65724	-77.17495	2.517705	0.02938605	0.029386	0.029386	0.029386	0.029386	0.029386	0.029386	0.029386	0.029386	0.029386	0.029386	0.029386	0.029386
40	-74.00645	-76.63126	2.624807	0.02663606	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361	0.0266361
41	-74.11198	-76.71773	2.605748	0.02712544	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254	0.0271254
42	-73.43248	-76.45047	3.017997	0.01654046	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405
43	-73.43248	-76.45047	3.017997	0.01654046	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405
44	-73.43248	-76.45047	3.017997	0.01654046	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405
45	-73.43248	-76.45047	3.017997	0.01654046	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405	0.0165405
46	-73.44708	-76.19759	2.750516	0.02340834	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083	0.0234083
47	-73.24305	-76.19911	2.956067	0.01813058	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306	0.0181306
48	-73.23942	-76.07163	2.832208	0.02131079	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108	0.0213108
49	-73.53042	-76.56913	3.038712	0.01600857	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086
50	-73.53042	-76.56913	3.038712	0.01600857	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086	0.0160086
51	-73.89407	-76.54024	2.646172	0.02608751	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875	0.0260875
52	-73.18857	-76.07109	2.882528	0.02001878	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188	0.0200188
53	-73.46733	-76.49316	3.025834	0.01633922	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392	0.0163392
54	-73.33487	-76.32681	2.991942	0.01720944	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094
55	-73.33487	-76.32681	2.991942	0.01720944	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094	0.0172094
56	-73.18651	-76.08476	2.898243	0.01961526	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153
57	-73.18651	-76.08476	2.898243	0.01961526	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153	0.0196153
58	-74.32615	-76.89555	2.569394	0.02805888	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589	0.0280589
59	-73.54629	-76.58802	3.041733	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931	0.015931
60	-73.23961	-76.07171	2.832093	0.02131376	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138
61	-73.23961	-76.07171	2.832093	0.02131376	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138	0.0213138
62	-73.47856	-76.50679	3.028239	0.01627747	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775	0.0162775
63	-73.40569	-76.16891	2.763225	0.02308203	0.023082	0.023082	0.023082	0.023082	0.023082	0.023082	0.023082	0.023082	0.023082	0.023082	0.023082	0.023082
64	-73.3145	-76.11025	2.795747	0.02224697	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247
65	-73.3145	-76.11025	2.795747	0.02224697	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247	0.022247
66	-74.7654	-77.26712	2.501721	0.02979646	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965	0.0297965
67	-73.18637	-76.0823	2.895924	0.01967481	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748
68	-73.18637	-76.0823	2.895924	0.01967481	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748
69	-73.18637	-76.0823	2.895924	0.01967481	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748	0.0196748
70	-73.25017	-76.07611	2.825937	0.02147183	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718	0.0214718
71	-73.32538	-76.11679	2.791415	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582	0.0223582
72	-74.36607	-76.92897	2.562904	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255	0.0282255
73	-73.30642	-76.1055	2.799073	0.02216159	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616	0.0221616
74	-73.20136	-76.12826	2.926901	0.01887946	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795	0.0188795
75	-73.27759	-76.08947	2.811873	0.02183293	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329	0.0218329
76	-73.19485	-76.0652	2.870353	0.02033138	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314	0.0203314
77	-73.18639	-76.07997	2.893578	0.01973504	0.019735	0.019735	0.019735	0.019735	0.019735	0.019735	0.019735	0.019735	0.019735	0.019735	0.019735	0.019735
78	-73.18842	-76.07138	2.882964	0.02000759	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076	0.0200076
79	-73.21769	-76.06479	2.847097	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285	0.0209285
80	-73.18992	-76.06904	2.879115	0.02010642	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064
81	-73.18992	-76.06904	2.879115	0.02010642	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064	0.0201064
82	-73.19694	-76.11881	2.921869	0.01900865	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087	0.0190087
83	-73.50253	-76.53573	3.033203	0.01615001	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615
84	-73.50253	-76.53573	3.033203	0.01615001	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615	0.01615
85	-73.30196	-76.10292	2.800953	0.02211331	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133	0.0221133
86	-73.19442	-76.11291	2.918492	0.01909535	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954	0.0190954
87	-73.34925	-76.34554	2.996286	0.01709791	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979	0.0170979
88	-74.17468	-76.76949	2.594811	0.02740626	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063	0.0274063
89	-73.94866	-76.5843	2.635642	0.02635788	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579
90	-73.94866	-76.5843	2.635642	0.02635788	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579
91	-73.94866	-76.5843	2.635642	0.02635788	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579	0.0263579
92	-73.32072	-76.30815	2.987435	0.01732516	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252	0.0173252
93	-73.32977	-76.11948	2.78971	0.02240199	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402
94	-73.32977	-76.11948	2.78971	0.02240199	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402
95	-73.32977	-76.11948	2.78971	0.02240199	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402	0.022402
96	-73.78927	-76.86984	3.080574	0.01493371	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337
97	-73.78927	-76.86984	3.080574	0.01493371	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337	0.0149337
98	-73.19229	-76.06674	2.874445	0.02022631	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263	0.0202263
99	-73.40631	-76.16934	2.763028	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871	0.0230871
100	-73.20972	-76.06349	2.853767	0.02075725	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573	0.0207573
101	-73.67032	-76.36354	2.693218	0.02487954	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795	0.0248795
102	-73.57711	-76.2925	2.715394	0.02431014	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101
103	-73.57711	-76.2925	2.715394	0.02431014	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101	0.0243101
104	-73.18788	-76.07255	2.884672	0.01996372	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637	0.0199637
105	-75.27321	-77.70419	2.430979	0.03161285	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128	0.0316128
106	-73.30124	-76.1025	2.801261	0.02210541	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054	0.0221054
107	-73.52393	-76.56139	3.037455	0.01604085	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408	0.0160408
108	-73.84807	-76.93655	3.088476	0.01473083	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308
109	-73.84807	-76.93655	3.088476	0.01473083	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308	0.0147308
110	-74.0825	-77.19877	3.116269	0.01401719	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172	0.0140172
111	-73.24987	-76.2094	2.959521	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419	0.0180419
112	-74.92966	-77.40779	2.478128	0.03040223	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022	0.0304022
113	-74.29454	-76.86913	2.574592	0.02792541	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254	0.0279254
114	-73.85279	-76.94188	3.089091	0.01471503	0.014715	0.014715	0.014715	0.014715	0.014715	0.014715	0.014715	0.014715	0.014715	0.014715	0.014715	0.014715
115	-73.19914	-76.06381	2.864668	0.02047734	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773	0.0204773
116	-73.18753	-76.09155	2.904016	0.01946704	0.019467	0.019467	0.019467	0.019467	0.019467	0.019467	0.019467	0.019467	0.019467	0.019467	0.019467	0.019467
117	-73.64804	-76.70751	3.059464	0.01547574	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757	0.0154757
118	-73.18667	-76.08632	2.899648	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792	0.0195792
119	-74.02965	-76.65019	2.620542	0.02674559	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456	0.0267456
120	-73.41033	-76.42302	3.012685	0.01667684	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768	0.0166768
121	-73.26522	-76.23184	2.966621	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596	0.0178596
122	-73.19304	-76.10946	2.916415	0.01914868	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487
123	-73.19304	-76.10946	2.916415	0.01914868	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487	0.0191487
124	-73.54091	-76.2655	2.724591	0.02407399	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074	0.024074
125	-73.49211	-76.22976	2.737649	0.02373872	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387	0.0237387
126	-73.21778	-76.1586	2.940829	0.01852182	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218
127	-73.21778	-76.1586	2.940829	0.01852182	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218	0.0185218
128	-73.34091	-76.3347	2.993793	0.01716191	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619	0.0171619
129	-74.065	-76.67913	2.614126	0.02691032	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103	0.0269103
130	-74.28904	-76.86454	2.575501	0.02790206	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021	0.0279021
131	-73.45141	-76.47374	3.022328	0.01642924	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292	0.0164292
132	-73.81944	-76.48054	2.661096	0.02570432	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043	0.0257043
133	-73.47002	-76.21387	2.743851	0.02357948	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795
134	-73.47002	-76.21387	2.743851	0.02357948	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795	0.0235795
135	-73.24543	-76.07407	2.828638	0.02140248	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025	0.0214025
136	-73.9217	-76.56251	2.640804	0.02622534	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253
137	-73.9217	-76.56251	2.640804	0.02622534	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253	0.0262253
138	-73.50118	-76.23634	2.735158	0.02380268	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027	0.0238027
139	-73.42885	-76.446	3.017147	0.01656228	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623	0.0165623
140	-73.20692	-76.06329	2.856367	0.02069049	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905	0.0206905
141	-73.30428	-76.10425	2.799972	0.02213851	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385	0.0221385
142	-73.21068	-76.14611	2.935436	0.01866029	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603
143	-73.21068	-76.14611	2.935436	0.01866029	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603
