Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rate[7]	rate[8]	rate[9]	rate[10]	rate[11]	rate[12]	rf[1]	rf[2]	rf[3]	rf[4]
11162	0	-123.8457	-164.3369	40.49114	0.00244376	0.01784834	0.008518051	0.003155735	0.00427381	0.004024471	0.03910011	0.008380439	0.006540928	0.005292349	0.02398617	0.04092188	0.00642997	0.414861	0.37217	0.206539
11163	1	-130.7526	-168.4001	37.64757	0.01549011	0.006073245	0.001335434	0.002815125	0.01469283	0.001356114	0.02732156	0.006119758	0.01422002	0.02154896	0.0313265	0.04993335	0.0435363	0.598484	0.187844	0.170136
11164	0	-124.0531	-162.9178	38.86461	0.00244376	0.01784834	0.008518051	0.003155735	0.0057611	0.004024471	0.03910011	0.008380439	0.006540928	0.005292349	0.02398617	0.05530588	0.0100672	0.083869	0.582693	0.32337
11165	1	-126.3866	-166.054	39.6674	0.0002625155	0.006073245	0.001335434	0.01026124	0.007513608	0.01101873	0.01745134	0.006119758	0.01422002	0.01724385	0.03109079	0.04993335	0.0505715	0.123907	0.731814	0.0937076
11166	0	-128.0085	-164.554	36.54558	0.00244376	0.01784834	0.008402949	0.01418298	0.0057611	0.004024471	0.02868518	0.00674142	0.004675038	0.03092865	0.02398617	0.05530588	0.00277654	0.0231312	0.27331	0.700782
11167	1	-129.8067	-168.6644	38.85763	0.004966915	0.003930027	0.001103934	0.01026124	0.02517572	0.00865112	0.01745134	0.01359915	0.01422002	0.009144309	0.02824488	0.04367681	0.059601	0.122637	0.707323	0.110439
11168	0	-127.8662	-162.9488	35.08254	0.002206058	0.00512057	0.008402949	0.01418298	0.0005871138	0.01899855	0.02868518	0.00674142	0.007865686	0.008207607	0.03249056	0.0837733	0.00125998	0.431527	0.124026	0.443187
11169	1	-128.1492	-166.0058	37.85653	0.004966915	0.01708919	0.002359892	0.01026124	0.02517572	0.007538277	0.01745134	0.00814527	0.02215707	0.009144309	0.02222802	0.04367681	0.0428718	0.0882146	0.508787	0.360127
11170	0	-128.0437	-163.4266	35.38286	0.002206058	0.002509506	0.008402949	0.004464799	0.000470184	0.02281017	0.02868518	0.00674142	0.007955184	0.008207607	0.03748061	0.08439792	0.00125998	0.431527	0.124026	0.443187
11171	1	-129.8431	-167.3241	37.48107	0.004966915	0.01208216	0.002359892	0.01026124	0.02517572	0.007538277	0.01334327	0.00814527	0.02215707	0.009144309	0.03500668	0.04367681	0.0579027	0.119143	0.123632	0.699323
11172	0	-126.8768	-162.6309	35.75414	0.005601687	0.01403248	0.01011599	0.005670083	0.000470184	0.004119967	0.02868518	0.003203819	0.01023544	0.006695324	0.03748061	0.08439792	0.000971125	0.56185	0.0955931	0.341585
11173	1	-129.9177	-165.8179	35.90021	0.002891321	0.01208216	0.002359892	0.01879566	0.009846211	0.01214451	0.02568256	0.01280735	0.02215707	0.009144309	0.03769554	0.04367681	0.0545881	0.112322	0.1738	0.65929
11174	0	-128.2663	-163.1896	34.92331	0.000324087	0.01403248	0.01011599	0.008567591	0.01273909	0.0136038	0.0185397	0.004109966	0.008209187	0.006695324	0.03748061	0.08439792	0.000645412	0.373407	0.398929	0.227018
11175	1	-131.1125	-167.116	36.00355	0.003644782	0.02958867	0.006495166	0.01879566	0.01668534	0.005028597	0.02568256	0.01280735	0.02215707	0.009144309	0.0328164	0.02542913	0.130395	0.268306	0.415157	0.186142
11176	0	-125.0302	-162.4727	37.44252	0.002686301	0.01403248	0.01612372	0.0009841989	0.001113116	0.0136038	0.03845968	0.004109966	0.008209187	0.006695324	0.03748061	0.05073544	0.000891505	0.13449	0.551039	0.31358
11177	1	-126.1614	-164.4119	38.25046	0.003644782	0.01729797	0.006495166	0.01879566	0.006343009	0.002209777	0.01662278	0.008475219	0.007255414	0.01385631	0.0328164	0.05253765	0.130395	0.268306	0.415157	0.186142
11178	0	-126.7029	-166.003	39.30009	0.008834832	0.01403248	0.006267511	0.0009841989	0.009741185	0.0136038	0.03845968	0.004109966	0.008209187	0.005355756	0.01577401	0.05073544	0.0178039	0.132213	0.541711	0.308272
11179	1	-123.4251	-165.0507	41.62555	0.003644782	0.01729797	0.005087313	0.001993299	0.006343009	0.002209777	0.01662278	0.008199051	0.007255414	0.01385631	0.0328164	0.03809054	0.266879	0.18862	0.413643	0.130859
11180	0	-124.6896	-163.9367	39.24717	0.001060018	0.01403248	0.006267511	0.005778576	0.003009422	0.0136038	0.03513408	0.01032192	0.01555138	0.005355756	0.01577401	0.05073544	0.0146954	0.31972	0.411135	0.25445
11181	1	-128.9288	-166.7104	37.78166	0.006102442	0.01729797	0.01735881	0.001993299	0.002978383	0.0006603654	0.01662278	0.008122614	0.01958891	0.01385631	0.01193462	0.07440809	0.289425	0.4333	0.135362	0.141913
11182	0	-124.9956	-163.6865	38.69092	0.004816917	0.01566556	0.01160442	0.005778576	0.003009422	0.003537519	0.03197631	0.01032192	0.01314634	0.006075121	0.03670425	0.03941585	0.020627	0.346413	0.275806	0.357154
11183	1	-124.5524	-169.2716	44.71919	0.006102442	0.009585311	0.00748018	0.001993299	0.007234824	0.003059834	0.01457714	0.008122614	0.01012307	0.01385631	0.01193462	0.02915999	0.0593687	0.178966	0.675226	0.0864399
11184	0	-122.7747	-162.8829	40.10815	0.001518113	0.01596136	0.01363659	0.002405394	0.003009422	0.003537519	0.03197631	0.006032726	0.01314634	0.006075121	0.03204494	0.03887934	0.0214947	0.31892	0.287408	0.372177
11185	1	-130.9076	-167.5599	36.65232	0.006102442	0.02137465	0.00748018	0.0005392621	0.007234824	0.04434942	0.01457714	0.008122614	0.01012307	0.01466093	0.01193462	0.05544525	0.0593687	0.178966	0.675226	0.0864399
11186	0	-126.7781	-164.3876	37.60957	0.001518113	0.01596136	0.006339022	0.001381885	0.005110944	0.03252306	0.02880036	0.01082332	0.01314634	0.006075121	0.03204494	0.03887934	0.0195639	0.582265	0.173779	0.224392
11187	1	-129.1882	-166.7593	37.57109	0.002470811	0.02137465	0.008964442	0.001848099	0.007050482	0.04434942	0.01457714	0.008122614	0.009338901	0.01466093	0.0263459	0.03387586	0.129153	0.389328	0.293476	0.188044
11188	0	-127.1478	-165.8023	38.65449	0.006700474	0.01596136	0.0138602	0.01466441	0.001319797	0.003072889	0.02880036	0.01082332	0.01314634	0.00313429	0.03204494	0.03887934	0.0205048	0.610267	0.134044	0.235184
11189	1	-129.4923	-165.2796	35.78724	0.003447366	0.02137465	0.0104125	0.004711223	0.001592984	0.04434942	0.01874026	0.00869729	0.01275267	0.01466093	0.02745375	0.04219263	0.149842	0.451696	0.201057	0.197405
11190	0	-122.101	-162.0334	39.93238	0.0001386881	0.00877611	0.004755719	0.004302785	0.001319797	0.003072889	0.02880036	0.01082332	0.01127498	0.006984298	0.03402059	0.05566871	0.239426	0.21358	0.464685	0.0823091
11191	1	-126.5327	-165.6414	39.10862	0.001643057	0.009479211	0.0104125	0.02723941	0.003007697	0.00683334	0.01874026	0.01546852	0.01275267	0.002753331	0.02745375	0.04219263	0.235108	0.139691	0.315466	0.309735
11192	0	-124.3981	-162.4652	38.06716	0.001541755	0.01807436	0.009084244	0.004302785	0.01097711	0.0009513889	0.01973247	0.0125602	0.01127498	0.009950085	0.03402059	0.05566871	0.324763	0.189616	0.412547	0.073074
11193	1	-123.9782	-166.455	42.47689	0.004242339	0.009479211	0.0104125	0.003841194	0.003322091	0.00683334	0.01874026	0.009201778	0.005819265	0.003571151	0.02745375	0.04219263	0.444845	0.129166	0.139593	0.286396
11194	0	-125.0706	-164.3627	39.29208	0.001541755	0.01807436	0.009084244	0.004302785	0.005916361	0.01543332	0.01966501	0.0125602	0.01127498	0.01536277	0.02746979	0.03550063	0.0991416	0.375121	0.446627	0.0791104
11195	1	-123.8598	-164.2076	40.34773	0.002309532	0.009479211	0.0139917	0.003841194	0.003322091	0.001411254	0.02228029	0.001582506	0.02838854	0.009632654	0.02745375	0.04219263	0.164385	0.290477	0.454383	0.0907551
11196	0	-126.2388	-166.6658	40.42694	0.001541755	0.01807436	0.007265928	0.02359809	0.0003873404	0.005949381	0.01535862	0.0125602	0.01127498	0.003244209	0.02746979	0.03838778	0.279319	0.482201	0.202594	0.0358853
11197	1	-127.3441	-165.0506	37.70651	0.005525732	0.004531663	0.0139917	0.003841194	0.003398706	0.01898284	0.0277599	0.004135107	0.02838854	0.009632654	0.02927716	0.04219263	0.307734	0.0821753	0.508522	0.101568
11198	0	-126.4558	-166.185	39.72922	0.001541755	0.01807436	0.007265928	0.008436731	0.0003873404	0.002892023	0.03381143	0.00531662	0.01127498	0.02392867	0.01663664	0.04235421	0.409044	0.330454	0.207951	0.0525516
11199	1	-127.9773	-163.7006	35.72338	0.001086566	0.004531663	0.0139917	0.003841194	0.003398706	0.01179185	0.02130321	0.001112202	0.02838854	0.009632654	0.0465457	0.06538489	0.444966	0.118821	0.289352	0.146862
11200	0	-125.6724	-164.334	38.66163	0.001541755	0.01807436	0.007265928	0.008436731	0.004763884	0.003005496	0.03381143	0.002133588	0.0270622	0.008569904	0.02531849	0.04235421	0.16013	0.409491	0.343558	0.0868211
11201	1	-127.3239	-168.7524	41.42848	0.002971742	0.003933974	0.0139917	0.00207603	0.007703118	0.007594276	0.02130321	0.0005500587	0.02838854	0.009632654	0.02256166	0.03463271	0.363811	0.279533	0.236579	0.120077
11202	0	-127.3158	-166.9989	39.68312	0.0009762687	0.003127992	0.007265928	0.008436731	0.004763884	0.003005496	0.02385151	0.003333888	0.04036272	0.009573343	0.02531849	0.04235421	0.209348	0.22799	0.449155	0.113507
11203	1	-123.9009	-166.0025	42.10159	0.002971742	0.003933974	0.008355438	0.001387675	0.007703118	0.007594276	0.02953259	0.003694893	0.01677085	0.009632654	0.02256166	0.03463271	0.383354	0.240832	0.249287	0.126527
11204	0	-130.7709	-165.0316	34.26074	0.001314146	0.01003238	0.006914521	0.008436731	0.004763884	0.01764554	0.0321047	0.003333888	0.04036272	0.01355724	0.02107659	0.06573862	0.235251	0.256199	0.50473	0.00382029
11205	1	-123.8794	-165.1309	41.2515	0.002971742	0.02121354	0.008355438	0.001387675	0.007703118	0.004610228	0.02953259	0.005409285	0.01677085	0.00340306	0.02107634	0.03463271	0.300706	0.236093	0.339165	0.124037
11206	0	-123.9384	-164.3592	40.42072	0.001966875	0.01003238	0.009843161	0.008436731	0.004763884	0.0001399932	0.01384038	0.004884761	0.0250391	0.01355724	0.03193991	0.04072877	0.235251	0.256199	0.50473	0.00382029
11207	1	-124.4279	-166.1314	41.70346	0.002861177	0.01180583	0.01219592	0.005729821	0.007703118	0.0002385535	0.03342972	0.006262656	0.01677085	0.006920374	0.01410569	0.03463271	0.301782	0.327392	0.340378	0.030448
11208	0	-123.5342	-164.8265	41.29228	0.001394651	0.01003238	0.005512859	0.008436731	0.004763884	0.001979839	0.0302886	0.00086377	0.01604935	0.004677876	0.03193991	0.04072877	0.341261	0.371649	0.281548	0.00554182
11209	1	-126.5027	-166.4085	39.9058	0.001297785	0.01180583	0.01219592	0.004800052	0.02053922	0.0002385535	0.03505055	0.00539304	0.01677085	0.01398057	0.02557493	0.02255034	0.292538	0.345925	0.329365	0.0321716
11210	0	-122.135	-164.3183	42.18329	0.001394651	0.003934403	0.005512859	0.008436731	0.001191107	0.001979839	0.0302886	0.002814536	0.01700884	0.003931396	0.03193991	0.03954146	0.0589698	0.279851	0.657007	0.00417297
11211	1	-125.7379	-163.5727	37.83485	0.005240067	0.006553558	0.008587905	0.007886192	0.0133404	0.0002385535	0.03433678	0.00539304	0.01677085	0.01398057	0.02557493	0.05250273	0.46347	0.162447	0.339463	0.0346201
11212	0	-121.887	-166.5458	44.65876	0.001394651	0.003608541	0.005512859	0.004208458	0.001191107	0.001660908	0.01986733	0.002814536	0.008501203	0.003415908	0.03210233	0.03954146	0.091255	0.433065	0.469223	0.00645761
11213	1	-125.8375	-164.1399	38.30233	0.005611632	0.006553558	0.01064875	0.007693467	0.0005085171	0.006290731	0.03974693	0.00539304	0.01133911	0.01398057	0.02557493	0.05250273	0.507949	0.178037	0.276071	0.0379425
11214	0	-127.0336	-166.1352	39.10159	0.001394651	0.003608541	0.008175297	0.004208458	0.03521281	0.0009337082	0.01986733	0.01283113	0.008501203	0.01641023	0.02736018	0.03954146	0.358466	0.305725	0.331251	0.00455879
11215	1	-129.1219	-167.2538	38.13196	0.01087516	0.004382059	0.01575511	0.007693467	0.005223407	0.003990675	0.03974693	0.003840563	0.01133911	0.01398057	0.03851549	0.03216391	0.418372	0.146641	0.403736	0.0312514
11216	0	-130.9206	-165.7788	34.8582	0.004301859	0.006795566	0.008175297	0.009966567	0.03521281	0.02466402	0.01806852	0.01283113	0.0169629	0.005627719	0.02736018	0.04948454	0.358466	0.305725	0.331251	0.00455879
11217	1	-132.5143	-165.3962	32.88189	0.01087516	0.02354175	0.01575511	0.003148254	0.006603255	0.003990675	0.02019377	0.01456668	0.02269985	0.01398057	0.03851549	0.06486497	0.418372	0.146641	0.403736	0.0312514
11218	0	-128.1215	-166.6429	38.52144	0.003977976	0.006795566	0.01022209	0.001808478	0.006219552	0.02466402	0.02994815	0.002996928	0.02460224	0.005627719	0.03923551	0.02760773	0.308655	0.428956	0.255993	0.00639634
11219	1	-134.7899	-167.0615	32.27163	0.01250613	0.02354175	0.01575511	0.003148254	0.006603255	0.01985704	0.01985228	0.01456668	0.01987614	0.01168688	0.03851549	0.05878135	0.460671	0.337079	0.130412	0.0718368
11220	0	-128.7295	-167.4419	38.71244	0.003977976	0.006795566	0.01599372	0.001956302	0.006219552	0.02700536	0.02994815	0.01024697	0.01240362	0.001245491	0.03923551	0.02681397	0.156147	0.4572	0.379836	0.0068175
11221	1	-127.2472	-164.4783	37.23117	0.009823889	0.02354175	0.009084563	0.003148254	0.006603255	0.0008242226	0.02249862	0.00358717	0.01987614	0.01168688	0.02684006	0.05878135	0.125055	0.45681	0.176735	0.2414
11222	0	-128.9263	-164.1	35.1737	0.001396733	0.02706044	0.01599372	0.002233139	0.006219552	0.02700536	0.02238671	0.01024697	0.01302376	0.01423485	0.03439722	0.04217409	0.156147	0.4572	0.379836	0.0068175
11223	1	-123.3306	-164.455	41.12445	0.003494517	0.01506707	0.011609	0.003148254	0.006603255	0.0001512726	0.02249862	0.00358717	0.01987614	0.01168688	0.02684006	0.0337441	0.197422	0.419881	0.279008	0.10369
11224	0	-127.4687	-163.8393	36.37064	0.001396733	0.009587813	0.01452806	0.01044617	0.004713431	0.02700536	0.02494758	0.01351321	0.01302376	0.01426467	0.02909217	0.04217409	0.197217	0.314429	0.479743	0.00861069
11225	1	-131.2812	-166.5621	35.28091	0.005005331	0.0448376	0.005410833	0.001230019	0.006603255	0.01756499	0.02249862	0.009979313	0.01987614	0.01242042	0.02797306	0.04192677	0.00945104	0.280339	0.364637	0.345574
11226	0	-124.9579	-162.7301	37.77222	0.002252738	0.02236764	0.01173391	0.001249059	0.004713431	0.008596634	0.02494758	0.007994316	0.01302376	0.007465498	0.04449806	0.04217409	0.516548	0.00439987	0.4565	0.0225529
11227	1	-139.762	-175.0125	35.25057	0.005005331	0.05757193	0.00464859	0.01370725	0.008687169	0.01756499	0.02249862	0.009979313	0.01987614	0.01242042	0.02498812	0.0186746	0.0267303	0.792879	0.0798763	0.100514
11228	0	-122.1014	-165.7528	43.65131	0.003951168	0.01660136	0.01173391	0.001249059	0.001007087	0.003134974	0.02289167	0.007994316	0.01302376	0.003967004	0.01853496	0.02956043	0.211608	0.00717511	0.744439	0.0367783
11229	1	-135.6632	-170.3399	34.67672	0.008357925	0.02966223	0.00464859	0.01979905	0.008687169	0.01756499	0.02249862	0.004089943	0.01987614	0.005112742	0.06224989	0.0186746	0.159111	0.0125606	0.67637	0.151958
11230	0	-125.4438	-163.9586	38.51478	0.003951168	0.01660136	0.01548287	0.001249059	0.002512517	0.01691642	0.03715775	0.007994316	0.008869371	0.003967004	0.02566596	0.04340311	0.118531	0.404983	0.455884	0.0206013
11231	1	-130.5183	-170.8458	40.3276	0.008357925	0.01205175	0.00464859	0.01979905	0.002242125	0.01477329	0.02249862	0.001609054	0.01748007	0.004756694	0.03919009	0.0186746	0.0768725	0.0060685	0.326779	0.59028
11232	0	-122.4758	-163.3319	40.85618	0.003951168	0.01484923	0.006117408	0.0005415672	0.002512517	0.0009362451	0.04150007	0.007994316	0.009485488	0.003967004	0.02566596	0.04340311	0.137901	0.247033	0.6025	0.0125664
11233	1	-128.6611	-170.8754	42.21421	0.005633787	0.02064007	0.00464859	0.004741257	0.002242125	0.006997754	0.02398906	0.002067436	0.01748007	0.006350912	0.03919009	0.01369149	0.0360669	0.00284721	0.68414	0.276946
11234	0	-125.0126	-166.8051	41.79248	0.003951168	0.005041033	0.006274312	0.0005415672	0.002512517	0.01528989	0.02604935	0.00105598	0.01195706	0.01421252	0.02566596	0.03923643	0.268109	0.480286	0.222725	0.0288805
11235	1	-127.1401	-169.1348	41.99479	0.005633787	0.02064007	0.00464859	0.004741257	0.002242125	0.006997754	0.01577546	0.002067436	0.01162548	0.00892351	0.04572677	0.02079146	0.446369	0.00191061	0.458966	0.0927545
11236	0	-124.5385	-165.3485	40.81	0.003951168	0.0188	0.006274312	0.0006673997	0.003149123	0.00208384	0.02604935	0.0007883715	0.01195706	0.01421252	0.03420507	0.03923643	0.193181	0.625529	0.16048	0.0208093
11237	1	-129.8299	-169.9687	40.13881	0.006296492	0.02064007	0.003255236	0.01926967	0.002242125	0.006997754	0.02744656	0.002067436	0.01129764	0.01411931	0.03490928	0.0193824	0.446369	0.00191061	0.458966	0.0927545
11238	0	-131.0351	-167.3247	36.2896	0.001241023	0.02855252	0.0111903	0.004671546	0.02917185	0.00208384	0.02310454	0.0001608985	0.008073213	0.01421252	0.03420507	0.04881643	0.0147373	0.763877	0.195974	0.0254117
11239	1	-123.8479	-163.7498	39.90194	0.001768229	0.0160964	0.003255236	0.001072142	0.002242125	0.008695399	0.01977018	0.01267685	0.01129764	0.01411931	0.03264588	0.04659594	0.395531	0.00208606	0.501111	0.101272
11240	0	-126.0888	-168.2571	42.16827	8.996222e-05	0.02574721	0.0111903	0.0008155091	0.01028296	0.00208384	0.02310454	0.003678435	0.01928821	0.004820296	0.02394147	0.02307819	0.0120136	0.622699	0.159754	0.205534
11241	1	-129.4022	-165.4103	36.00813	0.0105149	0.006424043	0.01305982	0.00166735	0.02630049	0.002890672	0.01977018	0.01267685	0.01129764	0.01411931	0.04291308	0.04659594	0.395531	0.00208606	0.501111	0.101272
11242	0	-126.6394	-163.8951	37.25574	9.006556e-05	0.02574721	0.01169425	0.0008155091	0.001968238	0.00208384	0.02596117	0.007618922	0.01928821	0.02010965	0.03681384	0.04386552	0.0184505	0.584184	0.0817053	0.31566
11243	1	-126.8032	-163.4007	36.59745	6.915692e-05	0.006424043	0.01305982	0.00110773	0.02630049	0.01724998	0.02530908	0.01267685	0.007565522	0.01411931	0.03200193	0.04659594	0.217546	0.00114736	0.46406	0.317246
11244	0	-130.1282	-165.2884	35.16024	0.001536719	0.02574721	0.01169425	0.0117752	0.01214801	0.0106529	0.02596117	0.007618922	0.02305155	0.006760079	0.02034691	0.05921095	0.0239501	0.818477	0.10606	0.0515138
11245	1	-128.5294	-167.7876	39.25821	8.999226e-05	0.003632703	0.01305982	3.134459e-05	0.02630049	0.004070934	0.02530908	0.007845089	0.001248412	0.01411931	0.03945537	0.04135417	0.276709	0.00145938	0.590263	0.131568
11246	0	-128.2536	-165.1311	36.87754	0.002644943	0.01654549	0.01559576	0.0117752	0.01214801	0.009640452	0.02596117	0.007618922	0.009640992	0.007081626	0.02034691	0.06074734	0.0388565	0.808556	0.104774	0.047813
11247	1	-126.888	-167.0267	40.13865	0.0007246946	0.01111027	0.01305982	0.0002584602	0.02630049	0.004070934	0.02465609	0.007845089	0.001248412	0.006290922	0.02988054	0.04247988	0.225942	0.00119164	0.665436	0.10743
11248	0	-131.022	-164.3333	33.31133	0.01031314	0.01181359	0.01559576	0.01835606	0.01859829	0.009640452	0.02596117	0.007618922	0.01726455	0.004557364	0.03114093	0.06368492	0.222767	0.0869201	0.416197	0.274115
11249	1	-129.5775	-169.4618	39.88426	0.01211678	0.00805737	0.01305982	0.002637545	0.001620746	0.02286431	0.01880466	0.007845089	0.00543223	0.01968738	0.02988054	0.0284014	0.445005	0.000854397	0.477114	0.0770267
11250	0	-127.1832	-163.7378	36.55463	0.005675395	0.01410729	0.01559576	0.005582813	0.0008716292	0.009640452	0.02177199	0.007618922	0.01726455	0.0195247	0.02155929	0.06368492	0.283977	0.110803	0.255784	0.349435
11251	1	-129.6942	-168.5317	38.83756	0.01211678	0.00805737	0.01305982	0.007292828	0.01113992	0.02286431	0.02100105	0.003146588	0.008555423	0.01510531	0.02988054	0.0284014	0.501715	0.000963279	0.410479	0.0868428
11252	0	-125.8604	-163.3682	37.50785	0.005675395	0.0149231	0.01559576	0.00243825	0.009185612	0.001237628	0.02177199	0.007677676	0.01145512	0.0195247	0.02255579	0.06155537	0.251854	0.0868799	0.309444	0.351823
11253	1	-124.9036	-164.4147	39.51109	0.000539265	0.003149892	0.01305982	0.007292828	0.003113757	0.002230937	0.02100105	0.002255959	0.01518586	0.01510531	0.02988054	0.06123399	0.645778	0.00123988	0.241204	0.111779
11254	0	-126.7008	-165.2908	38.59004	0.005675395	0.006174102	0.01559576	0.001834054	0.01392191	0.001237628	0.02177199	0.01397678	0.01145512	0.0189679	0.02255579	0.04987016	0.140947	0.0486213	0.173176	0.637255
11255	1	-124.3339	-163.0029	38.66907	0.000539265	0.007213191	0.01239205	0.001851898	0.005118451	0.001732055	0.02100105	0.002255959	0.02084787	0.01452863	0.02988054	0.06490447	0.645778	0.00123988	0.241204	0.111779
11256	0	-129.217	-169.2749	40.05786	0.005675395	0.006174102	0.004226841	0.0139294	0.002248246	0.006456233	0.02125252	0.01397678	0.0245446	0.0189679	0.01471451	0.03654735	0.174498	0.443198	0.259549	0.122754
11257	1	-127.4644	-166.4007	38.93625	4.339198e-05	0.007213191	0.00363645	0.001851898	0.02154448	0.005666919	0.01730447	0.009802034	0.003281806	0.01452863	0.02988054	0.06490447	0.546264	0.00104881	0.358133	0.0945539
11258	0	-131.1881	-168.5067	37.31855	0.00264015	0.006174102	0.0009880266	0.01911211	0.004232972	0.008025232	0.02125252	0.01366856	0.01470986	0.02412832	0.01476478	0.06574689	0.16268	0.413182	0.241971	0.182167
11259	1	-128.2574	-165.9767	37.71925	2.762549e-05	0.007213191	0.001465626	0.001851898	0.003154664	0.02299594	0.01730447	0.004063393	0.01743387	0.01698542	0.02988054	0.06915688	0.471048	0.0009044	0.308821	0.219226
11260	0	-130.665	-166.7184	36.0534	0.00264015	0.006174102	0.005369904	0.01911211	0.01790331	0.008025232	0.02125252	0.01366856	0.01470986	0.01842116	0.01476478	0.06574689	0.16268	0.413182	0.241971	0.182167
11261	1	-129.0592	-166.7991	37.73989	9.697678e-05	0.0046571	0.003422491	0.001851898	0.01291337	0.002585004	0.01326003	0.0190886	0.01743387	0.01698542	0.02988054	0.06915688	0.471048	0.0009044	0.308821	0.219226
11262	0	-128.5444	-166.3344	37.79002	0.0004310697	0.03305417	0.004408872	0.001395517	0.01790331	0.001380798	0.01304068	0.007608108	0.01268766	0.01842116	0.01476478	0.06574689	0.217105	0.273801	0.265982	0.243112
11263	1	-128.4521	-168.0193	39.56715	9.697678e-05	0.0046571	0.001259911	0.003837349	0.01291337	0.002585004	0.04296074	0.001641043	0.01743387	0.01698542	0.03726917	0.0318622	0.0121676	0.00237669	0.409347	0.576109
11264	0	-131.9249	-169.0026	37.07774	0.004291426	0.008836962	0.004408872	0.0117286	0.0126373	0.003127911	0.01304068	0.02933491	0.02139657	0.01842116	0.01526186	0.05530705	0.193786	0.10637	0.605396	0.0944475
11265	1	-128.1952	-168.4927	40.29752	0.001073051	0.0106097	0.001259911	0.003837349	0.01291337	0.01283937	0.03560083	0.003222262	0.01743387	0.01698542	0.01873799	0.0318622	0.011885	0.0023215	0.423063	0.56273
11266	0	-130.0122	-168.9799	38.96769	0.004268133	0.01187798	0.004408872	0.0117286	0.0126373	0.0234557	0.01033312	0.009632122	0.0103528	0.004170741	0.01526186	0.06122434	0.231924	0.127304	0.527737	0.113035
11267	1	-132.1661	-165.9873	33.82129	0.008521357	0.01734509	0.001259911	0.003837349	0.01912539	0.01283937	0.03560083	0.003222262	0.0099221	0.004165088	0.0349517	0.07877859	0.00163561	0.0830753	0.361675	0.553614
11268	0	-132.2677	-165.3679	33.10028	0.004268133	0.01196346	0.01886991	0.0117286	0.01771136	0.02332467	0.01495437	0.009632122	0.0212338	0.004170741	0.03752299	0.06122434	0.325806	0.178837	0.336565	0.158792
11269	1	-132.8481	-165.3691	32.52101	0.008035166	0.01332921	0.02226837	0.00899825	0.03781477	0.01283937	0.03560083	0.008150486	0.0099221	0.004165088	0.0349517	0.04618152	0.00163561	0.0830753	0.361675	0.553614
11270	0	-133.9899	-169.1044	35.11445	0.004268133	0.01196346	0.02663568	0.02451945	0.00120929	0.01685883	0.01602504	0.01661154	0.005360318	0.01602404	0.0128305	0.06464441	0.325806	0.178837	0.336565	0.158792
11271	1	-129.6506	-163.5214	33.87078	0.003356408	0.01332921	0.01200993	0.00899825	0.03781477	0.01283937	0.0327917	0.008150486	0.01449771	0.004165088	0.0349517	0.04618152	0.00250878	0.127425	0.210438	0.659628
11272	0	-132.7788	-166.257	33.47821	0.004268133	0.02128317	0.00588354	0.0217291	0.00120929	0.01685883	0.008188344	0.01661154	0.007679164	0.02514407	0.0128305	0.0912311	0.355176	0.194958	0.151603	0.298264
11273	1	-125.3204	-163.0253	37.70496	0.0002039319	0.008248548	0.01200993	0.02263599	0.002185212	0.005592603	0.0327917	0.01543863	0.01346867	0.004165088	0.0349517	0.03998103	0.000148335	0.017642	0.943208	0.0390014
11274	0	-128.0121	-167.3685	39.35646	0.004268133	0.02128317	0.006667643	0.003652006	0.002017978	0.01685883	0.01807278	0.01214905	0.02501052	0.003386778	0.02375634	0.0384348	0.551802	0.135509	0.105374	0.207315
11275	1	-129.5411	-165.2808	35.73973	0.002100427	0.02564454	0.003667004	0.02263599	0.002185212	0.005592603	0.0327917	0.01543863	0.02708637	0.003639496	0.0261111	0.04395627	0.000312531	0.0371704	0.615647	0.34687
11276	0	-127.0659	-171.058	43.9921	0.004268133	0.02128317	0.005894142	0.001147985	0.002017978	0.003367629	0.01623422	0.009054498	0.02336976	0.003386778	0.02076092	0.01953917	0.558558	0.124925	0.106665	0.209853
11277	1	-126.3685	-164.961	38.59257	0.003158042	0.02564454	0.00859546	0.01470144	0.003294785	0.005592603	0.0327917	0.008279381	0.007406146	0.003480416	0.0261111	0.04395627	0.000562409	0.0668892	0.308345	0.624204
11278	0	-131.1376	-166.9027	35.76508	0.004281337	0.02128317	0.01033771	0.03146387	0.002017978	0.01689138	0.03391345	0.009054498	0.007358687	0.003910253	0.02031185	0.04977779	0.558558	0.124925	0.106665	0.209853
11279	1	-125.9937	-163.819	37.82528	0.00256991	0.02564454	0.00859546	0.01470144	0.003294785	0.005592603	0.03051441	0.008279381	0.01025677	0.001291114	0.03602147	0.04373705	0.00122789	0.146037	0.6732	0.179535
11280	0	-130.4517	-168.1636	37.71191	0.004281337	0.0138318	0.006917703	0.03146387	0.009583892	0.01689138	0.02638481	0.009054498	0.01008454	0.001240911	0.02400335	0.03786709	0.514566	0.0533911	0.0455869	0.386456
11281	1	-125.1107	-167.2349	42.12423	0.00256991	0.009111332	0.00859546	0.01008233	0.003294785	0.005592603	0.01414096	0.001821375	0.01238595	0.001197414	0.03602147	0.04373705	0.00297103	0.353355	0.209267	0.434407
