Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-38.11595	-56.06996	17.954	0.00795552	0.0318987	0.0310544	0.0284503	0.0164798	0.00515498	0.36719	0.551019	0.0817914
1	-34.00931	-49.29002	15.28071	0.00987236	0.0416956	0.0157973	0.00615794	0.075364	0.0407465	0.553066	0.203866	0.243068
2	-34.11037	-49.71539	15.60503	0.00984304	0.0289526	0.0133799	0.0130204	0.075364	0.0407465	0.509384	0.385025	0.10559
3	-40.82776	-56.80651	15.97875	0.000247229	0.0289526	0.0133799	0.0130204	0.075364	0.0407465	0.433582	0.0499701	0.516448
4	-41.13738	-56.56414	15.42676	2.97373e-05	0.041724	0.0445524	0.0108405	0.075364	0.0133731	0.324994	0.312257	0.362749
5	-42.51716	-59.87805	17.36089	0.000291972	0.041724	0.0048228	0.000646838	0.075364	0.0133731	0.431199	0.366851	0.20195
6	-45.98253	-63.14125	17.15872	9.78552e-05	0.041724	0.0048228	0.0093916	0.075364	0.0100133	0.368936	0.157389	0.473675
7	-39.22163	-56.10206	16.88043	0.000153851	0.041724	0.0828845	0.0036159	0.0101673	0.0100133	0.323361	0.0953261	0.581313
8	-48.26026	-69.4673	21.20704	0.0015521	0.000898093	0.00859469	0.0036159	0.0127939	0.0100133	0.242006	0.322934	0.43506
9	-43.6332	-62.49329	18.86009	0.0089474	0.000898093	0.0169353	0.0036159	0.0013884	0.0659438	0.202193	0.648466	0.149341
10	-35.37579	-54.48392	19.10813	0.0089474	0.00429578	0.00145145	0.00730921	0.00341237	0.0659438	0.24976	0.587329	0.162911
11	-37.23311	-58.52566	21.29254	0.0089474	0.002311	0.00654283	0.012787	0.00227916	0.00240523	0.0682347	0.877758	0.0540076
12	-33.81047	-53.0253	19.21483	0.0574812	0.002311	0.00654283	0.012787	0.00709316	0.00240523	0.392474	0.360356	0.247171
13	-39.40762	-54.28824	14.88063	0.0574812	0.0507014	0.0523932	0.012787	0.0241383	0.00240523	0.317778	0.522224	0.159998
14	-41.38945	-57.57087	16.18142	0.011182	0.0507014	0.0551289	0.0229512	0.0241383	0.00240523	0.353126	0.158832	0.488042
15	-34.54664	-53.65216	19.10552	0.011182	0.0507014	0.00431394	0.0229512	0.000816018	0.00146256	0.219359	0.694409	0.0862317
16	-33.92831	-51.49611	17.56781	0.011182	0.0401674	0.00431394	0.0229512	0.000294334	0.0520009	0.164182	0.771277	0.0645411
17	-35.03953	-52.38454	17.34502	0.0443884	0.00456942	0.00431394	0.0310631	0.000294334	0.0520009	0.500492	0.302762	0.196747
18	-40.60378	-56.69397	16.09019	0.0135016	0.0159594	0.0763326	0.0107805	0.000274128	0.0520009	0.165973	0.0384071	0.79562
19	-48.4477	-59.19043	10.74273	0.0902936	0.0159594	0.0904546	0.0107805	0.0196372	0.0790263	0.112035	0.0259256	0.862039
20	-40.04123	-55.66762	15.62639	0.0155877	0.0291163	0.0957836	0.0107805	0.0196372	0.00985253	0.452852	0.104793	0.442356
21	-40.40404	-55.87351	15.46947	0.0073663	0.0239346	0.0957836	0.0107805	0.0196372	0.0272847	0.65814	0.147243	0.194617
22	-39.43883	-54.68585	15.24702	0.0157354	0.0212773	0.0957836	0.0107805	0.0196372	0.0272847	0.0611751	0.664701	0.274124
23	-41.02297	-57.98717	16.9642	0.00483828	0.00432938	0.0957836	0.0160033	0.0196372	0.00581624	0.175985	0.583414	0.240601
24	-38.28239	-56.78831	18.50592	0.0527236	0.000349933	0.0116039	0.0116492	0.0246797	0.00581624	0.175985	0.583414	0.240601
25	-43.05901	-63.73746	20.67845	0.0104984	0.000227194	0.0116039	0.0021742	0.0246797	0.00185675	0.135568	0.312392	0.55204
26	-42.80193	-63.53376	20.73183	0.0104984	0.000227194	0.0116039	0.00211268	0.0246797	0.000547787	0.166323	0.468279	0.365398
27	-41.75655	-61.52646	19.76991	0.0104984	0.000227194	0.00520001	0.0277964	0.0219049	0.00874104	0.182341	0.513376	0.304283
28	-46.84592	-62.97527	16.12935	0.00321654	0.000527085	0.0967243	0.0380301	0.0206047	0.00874104	0.116798	0.328842	0.55436
29	-43.36502	-60.81833	17.45331	0.00758338	0.00126038	0.079496	0.00446139	0.0323073	0.00874104	0.171815	0.308358	0.519828
30	-44.68877	-64.47079	19.78202	0.00758338	0.000255368	0.00233357	0.0510996	0.00404412	0.00874104	0.551839	0.238809	0.209352
31	-46.17304	-65.76432	19.59127	0.00758338	0.000255368	0.00111133	0.0510996	0.00404412	0.0148609	0.145529	0.120517	0.733955
32	-47.28984	-62.14759	14.85775	0.018225	0.00128221	0.0602911	0.0510996	0.0547348	0.0148609	0.183284	0.0147284	0.801988
33	-39.0514	-53.38743	14.33603	0.0264583	0.0281388	0.0602911	0.0294055	0.0547348	0.0148609	0.823046	0.00451106	0.172443
34	-39.09552	-52.13301	13.03749	0.0264583	0.0817905	0.00263184	0.0294055	0.0769163	0.0300286	0.667266	0.0178381	0.314896
35	-41.88334	-57.42205	15.53871	0.0260304	0.0817905	0.00914669	0.0294055	0.00660762	0.0300286	0.0663604	0.00962304	0.924017
36	-41.64342	-57.00561	15.36219	0.0177688	0.074128	0.0245444	0.0294055	0.0268018	0.0148932	0.198621	0.357347	0.444032
37	-39.28248	-55.48829	16.20582	0.0177688	0.0201622	0.0245444	0.0577945	0.0380704	0.00754023	0.195857	0.352374	0.451769
38	-32.28602	-51.00738	18.72136	0.0196489	0.0219462	0.0245444	0.0200413	0.00756979	0.00754023	0.195857	0.352374	0.451769
39	-30.71088	-49.59899	18.88811	0.0196489	0.0219462	0.0245444	0.0200413	0.00328819	0.00754023	0.870329	0.127823	0.00184808
40	-33.41316	-52.13676	18.7236	0.0235881	0.0261901	0.0245444	0.0182738	0.00328819	0.00534888	0.0377584	0.96215	9.11868e-05
41	-30.08776	-49.42789	19.34013	0.0235881	0.0165919	0.0245444	0.0182738	0.00180747	0.00059767	0.625645	0.374319	3.54757e-05
42	-35.25921	-50.66428	15.40506	0.0235881	0.0165919	0.0301226	0.0179779	0.00315347	0.0950068	0.625645	0.374319	3.54757e-05
43	-39.32656	-54.36719	15.04063	0.00678383	0.0165919	0.0825114	0.0120819	0.0592287	0.0186003	0.186906	0.813017	7.70529e-05
