Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-38.92042	-57.2169	18.29648	0.00482833	0.0513514	0.0431853	0.00432922	0.00142418	0.00708173	0.771681	0.0107051	0.217614
1	-34.68439	-53.89578	19.21139	0.00482833	0.0513514	0.00203331	0.00463748	0.0187766	0.00708173	0.349216	0.0305131	0.620271
2	-40.6922	-55.94453	15.25232	0.00482833	0.0513514	0.0185146	0.0323082	0.0187766	0.0645834	0.187258	0.480138	0.332604
3	-37.14982	-56.53639	19.38658	0.00482833	0.00913108	0.0185146	0.00787483	0.0423113	0.00155051	0.187258	0.480138	0.332604
4	-35.57668	-53.75563	18.17895	0.00482833	0.0259783	0.0146674	0.00787483	0.0423113	0.0195577	0.186411	0.193009	0.620579
5	-44.01565	-59.46171	15.44606	0.00482833	0.0106437	0.0146674	0.0600041	0.00611041	0.0891342	0.67128	0.0779829	0.250737
6	-33.29878	-53.86702	20.56824	0.00700121	0.0106437	0.020574	0.00248513	0.00611041	0.00705553	0.192794	0.191495	0.615711
7	-30.93193	-51.50909	20.57717	0.0100954	0.0106437	0.020574	0.00227849	0.00271035	0.00733874	0.355172	0.62621	0.0186176
8	-37.07	-53.92574	16.85574	0.0100954	0.00562471	0.0216251	0.0153668	0.0660281	0.0304528	0.684426	0.279697	0.0358766
9	-47.11296	-59.13878	12.02582	0.0100954	0.068796	0.0216251	0.0669434	0.0660281	0.0397188	0.384627	0.535516	0.079857
10	-37.22506	-53.94767	16.72261	0.0218822	0.0148584	0.0059937	0.0669434	0.00321463	0.0397188	0.329691	0.0656731	0.604636
11	-38.80018	-53.33767	14.53749	0.0218822	0.00962843	0.00278542	0.0669434	0.0677585	0.0397188	0.470376	0.212947	0.316677
12	-36.85181	-55.46672	18.61491	0.0228425	0.00354554	0.00296669	0.0669434	0.00717013	0.000555761	0.485224	0.188103	0.326673
13	-43.31517	-56.46484	13.14966	0.0274068	0.0720376	0.00296669	0.0669434	0.0684931	0.00650318	0.515513	0.137423	0.347064
14	-39.67982	-54.21241	14.5326	0.0201737	0.0547126	0.00727827	0.0563099	0.0638647	0.00650318	0.544604	0.0887468	0.36665
15	-37.12638	-52.61829	15.49191	0.0480836	0.0076394	0.00727827	0.0563099	0.0638647	0.00103495	0.349821	0.0570056	0.593174
16	-42.24889	-57.95091	15.70201	0.0480836	0.0076394	0.01651	0.101405	0.00414378	0.00103495	0.695727	0.290118	0.0141548
17	-47.37721	-58.85743	11.48022	0.0480836	0.0203647	0.01651	0.122171	0.00414378	0.0759431	0.831436	0.160723	0.00784164
18	-47.37916	-60.99409	13.61493	0.0480836	0.028486	0.0203242	0.122171	0.0107818	0.00255822	0.761463	0.225214	0.0133233
19	-38.80747	-58.07552	19.26804	0.0480836	0.000368903	0.0203242	0.00513739	0.0107818	0.00255822	0.410034	0.401494	0.188472
20	-42.92419	-58.83514	15.91096	0.0745691	0.000368903	0.0150688	0.00106666	0.0798196	0.00255822	0.409581	0.402155	0.188263
21	-38.54441	-54.69435	16.14994	0.0143899	0.00730933	0.0497418	0.0131016	0.0798196	0.00295298	0.409581	0.402155	0.188263
22	-35.08207	-53.54904	18.46697	0.0228714	0.00173589	0.0106932	0.0131016	0.0559395	0.0034811	0.243002	0.743033	0.0139648
23	-33.7481	-54.67	20.9219	0.0228714	0.00173589	0.0106932	0.00462601	0.00138173	0.0034811	0.243002	0.743033	0.0139648
24	-36.1136	-54.09976	17.98615	0.0228714	0.00515035	0.0392012	0.00462601	0.0325862	0.0157331	0.0700134	0.214082	0.715905
25	-39.11592	-56.82962	17.7137	0.0228714	0.00515035	0.0392012	0.0355426	0.00866511	0.0157331	0.107962	0.316122	0.575916
26	-35.47221	-53.57587	18.10366	0.0181934	0.0318962	0.0156674	0.0355426	0.000118527	0.0157331	0.0753533	0.522678	0.401968
27	-40.60507	-57.57472	16.96965	0.011023	0.0318962	0.0514669	0.0355426	0.000606304	0.0157331	0.332531	0.249984	0.417485
28	-37.60565	-54.64707	17.04142	0.011023	0.0215707	0.0944805	0.00123511	0.000383045	0.0157331	0.34267	0.183045	0.474285
29	-44.58959	-57.47084	12.88125	0.0343704	0.0783747	0.0944805	0.00123511	0.0270489	0.0157331	0.593315	0.220811	0.185874
30	-40.44863	-55.09971	14.65108	0.0343704	0.0192146	0.108516	0.0009171	0.0270489	0.0157331	0.350375	0.0107556	0.638869
31	-46.45034	-58.3619	11.91157	0.0150876	0.0192146	0.108516	0.0128626	0.0270489	0.0934107	0.0744086	0.0153247	0.910267
32	-44.24737	-57.8795	13.63213	0.00202763	0.014442	0.070473	0.0245607	0.0270489	0.0934107	0.0565387	0.251803	0.691658
33	-40.40172	-58.31028	17.90856	0.00241392	0.0215087	0.0149538	0.0245607	0.0270489	0.0316745	0.217639	0.211204	0.571157
34	-40.28681	-58.79326	18.50644	0.00204519	0.0215087	0.012107	0.0245607	0.0270489	0.0195386	0.462404	0.448731	0.0888648
35	-41.12908	-59.7289	18.59981	0.00204519	0.0215087	0.00970959	0.0245607	0.0270489	0.0195386	0.136237	0.329578	0.534185
36	-33.82966	-48.3967	14.56705	0.0304127	0.0159034	0.00782555	0.0183662	0.115911	0.0195386	0.181506	0.312305	0.506188
37	-34.47444	-49.99158	15.51714	0.0545986	0.0159034	0.00166339	0.0183662	0.0734928	0.0195386	0.059234	0.10192	0.838846
38	-29.89827	-48.00949	18.11123	0.0196594	0.0263667	0.00166339	0.00824437	0.0506879	0.0103351	0.059234	0.10192	0.838846
39	-37.58958	-57.93216	20.34259	0.0196594	0.00029745	0.00166339	0.023852	0.00385659	0.0103351	0.317338	0.546022	0.136639
40	-45.52357	-64.80567	19.2821	0.00196231	0.00325414	0.0088185	0.023852	0.0378294	0.0111768	0.317338	0.546022	0.136639
41	-36.31215	-52.47604	16.16389	0.0229819	0.0554464	0.0195949	0.0199275	0.0378294	0.0111768	0.158416	0.421948	0.419635
42	-32.96162	-49.29392	16.33229	0.0458707	0.0445264	0.00330207	0.0199275	0.0378294	0.0111768	0.357362	0.453954	0.188683
43	-36.167	-53.68356	17.51656	0.0145523	0.0337711	0.0556311	0.0109987	0.00609539	0.0111768	0.310495	0.626489	0.0630157
