Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
0	-35.75691	-55.04871	19.2918	0.00476308	0.0336029	0.0118136	0.00791112	0.0193968	0.00915665	0.103927	0.188535	0.707537
1	-31.48631	-49.01617	17.52986	0.0619577	0.0336029	0.0118136	0.00303685	0.0123164	0.00915665	0.327547	0.399565	0.272888
2	-34.54816	-52.299	17.75085	0.00917481	0.0243527	0.0110295	0.0294169	0.0123164	0.0399196	0.378677	0.305837	0.315486
3	-46.95775	-60.44614	13.48838	0.0863012	0.0691108	0.0360336	0.0294169	0.0123164	0.00247502	0.463031	0.264315	0.272654
4	-44.0356	-57.18769	13.15209	0.0596868	0.0691108	0.0360336	0.0294169	0.0157815	0.034259	0.599437	0.342181	0.0583823
5	-39.90936	-54.92204	15.01268	0.0596868	0.0691108	0.0360336	0.0109012	0.0157815	0.00500187	0.694539	0.237816	0.0676449
6	-47.2578	-59.49188	12.23408	0.0596868	0.00332968	0.0360336	0.0422818	0.0157815	0.110746	0.0261897	0.338717	0.635094
7	-32.60678	-50.53659	17.92981	0.0596868	0.0251927	0.00633772	0.00986901	0.00738756	0.0131409	0.0565298	0.731113	0.212357
8	-47.44133	-62.60891	15.16757	0.0284514	0.125344	0.00633772	0.00986901	0.00738756	0.0151493	0.0592461	0.718192	0.222561
9	-33.92326	-54.66351	20.74025	0.0148313	0.00306948	0.00633772	0.00986901	0.000196495	0.0151493	0.142841	0.619531	0.237628
10	-35.66295	-56.62682	20.96387	0.00720109	0.00306948	0.00633772	0.0080628	0.0119658	0.00707478	0.159743	0.57451	0.265747
11	-40.76171	-59.93719	19.17549	0.00720109	0.00306948	0.06343	0.0080628	0.000792451	0.00707478	0.422716	0.394707	0.182577
12	-42.44292	-58.67129	16.22837	0.00720109	0.0904954	0.0298477	0.0080628	0.000792451	0.0289018	0.705268	0.0522394	0.242492
13	-40.35536	-57.32735	16.97199	0.00720109	0.0904954	0.0107543	0.0080628	0.000792451	0.0289018	0.359803	0.550792	0.0894054
14	-30.05034	-47.06897	17.01862	0.0325959	0.0273083	0.0107543	0.00794437	0.0117154	0.0546924	0.487597	0.440844	0.0715585
15	-32.5772	-47.8318	15.25461	0.0325959	0.0273083	0.0107543	0.016274	0.048679	0.0546924	0.430008	0.496066	0.0739267
16	-46.84086	-60.80579	13.96494	0.0325959	0.0977098	0.0503129	0.016274	0.0131169	0.0134083	0.267038	0.203531	0.529431
17	-47.40488	-59.65403	12.24915	0.0184247	0.0977098	0.0503129	0.016274	0.0236479	0.0611032	0.169078	0.252923	0.577999
18	-52.80609	-65.32921	12.52312	0.102686	0.0977098	0.0329489	0.0138203	0.0027733	0.0104997	0.61292	0.117823	0.269257
19	-51.85389	-63.75862	11.90473	0.102686	0.0977098	0.0277915	0.0119043	0.0257246	0.0104997	0.514157	0.142165	0.343678
20	-48.70082	-63.04564	14.34482	0.00858842	0.0977098	0.0277915	0.0442364	0.00286235	0.0324752	0.693977	0.191886	0.114137
21	-38.04229	-56.94131	18.89902	0.00858842	0.0259128	0.0130266	0.0442364	0.00286235	0.00210247	0.104885	0.0937904	0.801325
22	-44.20692	-61.39938	17.19246	0.00858842	0.0259128	0.0171733	0.0839079	0.00286235	0.00210247	0.278445	0.671807	0.0497484
23	-40.63326	-57.93042	17.29716	0.00858842	0.0382076	0.0171733	0.0306919	0.0368424	0.00635527	0.0117302	0.932588	0.0556818
24	-40.37276	-57.55389	17.18114	0.00858842	0.0201131	0.0557143	0.0306919	0.0193749	0.00635527	0.0873553	0.497981	0.414663
25	-44.26098	-58.11702	13.85604	0.0917547	0.0201131	0.0557143	0.0306919	0.0193749	0.00856493	0.11443	0.636802	0.248768
26	-33.41176	-51.09857	17.68681	0.0311902	0.0194222	0.0557143	0.00113602	0.0193749	0.00101656	0.135	0.751273	0.113727
27	-34.15313	-51.3657	17.21257	0.0311902	0.0194222	0.0557143	0.00278503	0.0299026	0.00101656	0.121346	0.538183	0.340471
28	-33.74423	-50.36744	16.62321	0.0311902	0.0341837	0.0557143	0.00315604	0.0299026	0.00101656	0.605661	0.241536	0.152803
29	-40.75286	-54.60055	13.84769	0.0754025	0.0341837	0.0557143	0.0128949	0.0129042	0.0353285	0.401625	0.406109	0.192266
30	-38.44921	-53.54595	15.09673	0.0754025	0.0311333	0.00415118	0.0246518	0.0236901	0.0353285	0.104572	0.533343	0.362086
31	-37.58298	-54.3552	16.77222	0.0754025	0.00538871	0.00415118	0.0238199	0.0236901	0.0188849	0.104572	0.533343	0.362086
