,spp1,spp2
1108,Palicourea_divaricata,Palicourea_rhodothamna
1109,Palicourea_racemosa,Palicourea_rhodothamna
1110,Palicourea_subfusca,Palicourea_rhodothamna
1111,Palicourea_topoensis,Palicourea_rhodothamna
1112,Palicourea_brevicollis,Palicourea_rhodothamna
1113,Palicourea_triphylla,Palicourea_triphylla
1114,Palicourea_croceoides,Palicourea_triphylla
1115,Palicourea_crocea,Palicourea_triphylla
1116,Palicourea_lasiantha,Palicourea_triphylla
1117,Palicourea_nitidella,Palicourea_triphylla
1118,Palicourea_macrobotrys,Palicourea_triphylla
1119,Palicourea_guianensis,Palicourea_triphylla
1120,Palicourea_marcgravii,Palicourea_triphylla
1121,Palicourea_grandiflora,Palicourea_triphylla
1122,Palicourea_rigida,Palicourea_triphylla
1123,Palicourea_egensis,Palicourea_triphylla
1124,Palicourea_polycephala,Palicourea_triphylla
1125,Palicourea_deflexa,Palicourea_triphylla
1126,Palicourea_woronovii,Palicourea_triphylla
1127,Palicourea_bangii,Palicourea_triphylla
1128,Palicourea_flavifolia,Palicourea_triphylla
1129,Palicourea_reticulata,Palicourea_triphylla
1130,Palicourea_stipularis,Palicourea_triphylla
1131,Palicourea_flavescens,Palicourea_triphylla
1132,Palicourea_stenosepala,Palicourea_triphylla
1133,Palicourea_lineata,Palicourea_triphylla
1134,Palicourea_padifolia,Palicourea_triphylla
1135,Palicourea_lehmannii,Palicourea_triphylla
1136,Palicourea_thyrsiflora,Palicourea_triphylla
1137,Palicourea_demissa,Palicourea_triphylla
1138,Palicourea_amethystina,Palicourea_triphylla
1139,Palicourea_standleyana,Palicourea_triphylla
1140,Palicourea_seemannii,Palicourea_triphylla
1141,Palicourea_pyramidalis,Palicourea_triphylla
1142,Palicourea_luteonivea,Palicourea_triphylla
1143,Palicourea_sulphurea,Palicourea_triphylla
1144,Palicourea_apicata,Palicourea_triphylla
1145,Palicourea_loxensis,Palicourea_triphylla
1146,Palicourea_angustifolia,Palicourea_triphylla
1147,Palicourea_tetragona,Palicourea_triphylla
1148,Palicourea_domingensis,Palicourea_triphylla
1149,Palicourea_pubescens,Palicourea_triphylla
1150,Palicourea_correae,Palicourea_triphylla
1151,Palicourea_elata,Palicourea_triphylla
1152,Palicourea_berteroana,Palicourea_triphylla
1153,Palicourea_petiolaris,Palicourea_triphylla
1154,Palicourea_timbiquensis,Palicourea_triphylla
1155,Palicourea_acanthacea,Palicourea_triphylla
1156,Palicourea_brachiata,Palicourea_triphylla
1157,Palicourea_glomerulata,Palicourea_triphylla
1158,Palicourea_conephoroides,Palicourea_triphylla
1159,Palicourea_tinctoria,Palicourea_triphylla
1160,Palicourea_jelskii,Palicourea_triphylla
1161,Palicourea_allenii,Palicourea_triphylla
1162,Palicourea_cyanococca,Palicourea_triphylla
1163,Palicourea_hazenii,Palicourea_triphylla
1164,Palicourea_tomentosa,Palicourea_triphylla
1165,Psychotria_rosea,Palicourea_triphylla
1166,Psychotria_suterella,Palicourea_triphylla
1167,Palicourea_brachypoda,Palicourea_triphylla
1168,Palicourea_sessilis,Palicourea_triphylla
1169,Palicourea_divaricata,Palicourea_triphylla
1170,Palicourea_racemosa,Palicourea_triphylla
1171,Palicourea_subfusca,Palicourea_triphylla
1172,Palicourea_topoensis,Palicourea_triphylla
1173,Palicourea_brevicollis,Palicourea_triphylla
1174,Palicourea_croceoides,Palicourea_croceoides
1175,Palicourea_crocea,Palicourea_croceoides
1176,Palicourea_lasiantha,Palicourea_croceoides
1177,Palicourea_nitidella,Palicourea_croceoides
1178,Palicourea_macrobotrys,Palicourea_croceoides
1179,Palicourea_guianensis,Palicourea_croceoides
1180,Palicourea_marcgravii,Palicourea_croceoides
1181,Palicourea_grandiflora,Palicourea_croceoides
1182,Palicourea_rigida,Palicourea_croceoides
1183,Palicourea_egensis,Palicourea_croceoides
1184,Palicourea_polycephala,Palicourea_croceoides
1185,Palicourea_deflexa,Palicourea_croceoides
1186,Palicourea_woronovii,Palicourea_croceoides
1187,Palicourea_bangii,Palicourea_croceoides
1188,Palicourea_flavifolia,Palicourea_croceoides
1189,Palicourea_reticulata,Palicourea_croceoides
1190,Palicourea_stipularis,Palicourea_croceoides
1191,Palicourea_flavescens,Palicourea_croceoides
1192,Palicourea_stenosepala,Palicourea_croceoides
1193,Palicourea_lineata,Palicourea_croceoides
1194,Palicourea_padifolia,Palicourea_croceoides
1195,Palicourea_lehmannii,Palicourea_croceoides
1196,Palicourea_thyrsiflora,Palicourea_croceoides
1197,Palicourea_demissa,Palicourea_croceoides
1198,Palicourea_amethystina,Palicourea_croceoides
1199,Palicourea_standleyana,Palicourea_croceoides
1200,Palicourea_seemannii,Palicourea_croceoides
1201,Palicourea_pyramidalis,Palicourea_croceoides
1202,Palicourea_luteonivea,Palicourea_croceoides
1203,Palicourea_sulphurea,Palicourea_croceoides
1204,Palicourea_apicata,Palicourea_croceoides
1205,Palicourea_loxensis,Palicourea_croceoides
1206,Palicourea_angustifolia,Palicourea_croceoides
1207,Palicourea_tetragona,Palicourea_croceoides
1208,Palicourea_domingensis,Palicourea_croceoides
1209,Palicourea_pubescens,Palicourea_croceoides
1210,Palicourea_correae,Palicourea_croceoides
1211,Palicourea_elata,Palicourea_croceoides
1212,Palicourea_berteroana,Palicourea_croceoides
1213,Palicourea_petiolaris,Palicourea_croceoides
1214,Palicourea_timbiquensis,Palicourea_croceoides
1215,Palicourea_acanthacea,Palicourea_croceoides
1216,Palicourea_brachiata,Palicourea_croceoides
1217,Palicourea_glomerulata,Palicourea_croceoides
1218,Palicourea_conephoroides,Palicourea_croceoides
1219,Palicourea_tinctoria,Palicourea_croceoides
1220,Palicourea_jelskii,Palicourea_croceoides
1221,Palicourea_allenii,Palicourea_croceoides
1222,Palicourea_cyanococca,Palicourea_croceoides
1223,Palicourea_hazenii,Palicourea_croceoides
1224,Palicourea_tomentosa,Palicourea_croceoides
1225,Psychotria_rosea,Palicourea_croceoides
1226,Psychotria_suterella,Palicourea_croceoides
1227,Palicourea_brachypoda,Palicourea_croceoides
1228,Palicourea_sessilis,Palicourea_croceoides
1229,Palicourea_divaricata,Palicourea_croceoides
1230,Palicourea_racemosa,Palicourea_croceoides
1231,Palicourea_subfusca,Palicourea_croceoides
1232,Palicourea_topoensis,Palicourea_croceoides
1233,Palicourea_brevicollis,Palicourea_croceoides
1234,Palicourea_crocea,Palicourea_crocea
1235,Palicourea_lasiantha,Palicourea_crocea
1236,Palicourea_nitidella,Palicourea_crocea
1237,Palicourea_macrobotrys,Palicourea_crocea
1238,Palicourea_guianensis,Palicourea_crocea
1239,Palicourea_marcgravii,Palicourea_crocea
1240,Palicourea_grandiflora,Palicourea_crocea
1241,Palicourea_rigida,Palicourea_crocea
1242,Palicourea_egensis,Palicourea_crocea
1243,Palicourea_polycephala,Palicourea_crocea
1244,Palicourea_deflexa,Palicourea_crocea
1245,Palicourea_woronovii,Palicourea_crocea
1246,Palicourea_bangii,Palicourea_crocea
1247,Palicourea_flavifolia,Palicourea_crocea
1248,Palicourea_reticulata,Palicourea_crocea
1249,Palicourea_stipularis,Palicourea_crocea
1250,Palicourea_flavescens,Palicourea_crocea
1251,Palicourea_stenosepala,Palicourea_crocea
1252,Palicourea_lineata,Palicourea_crocea
1253,Palicourea_padifolia,Palicourea_crocea
1254,Palicourea_lehmannii,Palicourea_crocea
1255,Palicourea_thyrsiflora,Palicourea_crocea
1256,Palicourea_demissa,Palicourea_crocea
1257,Palicourea_amethystina,Palicourea_crocea
1258,Palicourea_standleyana,Palicourea_crocea
1259,Palicourea_seemannii,Palicourea_crocea
1260,Palicourea_pyramidalis,Palicourea_crocea
1261,Palicourea_luteonivea,Palicourea_crocea
1262,Palicourea_sulphurea,Palicourea_crocea
1263,Palicourea_apicata,Palicourea_crocea
1264,Palicourea_loxensis,Palicourea_crocea
1265,Palicourea_angustifolia,Palicourea_crocea
1266,Palicourea_tetragona,Palicourea_crocea
1267,Palicourea_domingensis,Palicourea_crocea
1268,Palicourea_pubescens,Palicourea_crocea
1269,Palicourea_correae,Palicourea_crocea
1270,Palicourea_elata,Palicourea_crocea
1271,Palicourea_berteroana,Palicourea_crocea
1272,Palicourea_petiolaris,Palicourea_crocea
1273,Palicourea_timbiquensis,Palicourea_crocea
1274,Palicourea_acanthacea,Palicourea_crocea
1275,Palicourea_brachiata,Palicourea_crocea
1276,Palicourea_glomerulata,Palicourea_crocea
1277,Palicourea_conephoroides,Palicourea_crocea
1278,Palicourea_tinctoria,Palicourea_crocea
1279,Palicourea_jelskii,Palicourea_crocea
1280,Palicourea_allenii,Palicourea_crocea
1281,Palicourea_cyanococca,Palicourea_crocea
1282,Palicourea_hazenii,Palicourea_crocea
1283,Palicourea_tomentosa,Palicourea_crocea
1284,Psychotria_rosea,Palicourea_crocea
1285,Psychotria_suterella,Palicourea_crocea
1286,Palicourea_brachypoda,Palicourea_crocea
1287,Palicourea_sessilis,Palicourea_crocea
1288,Palicourea_divaricata,Palicourea_crocea
1289,Palicourea_racemosa,Palicourea_crocea
1290,Palicourea_subfusca,Palicourea_crocea
1291,Palicourea_topoensis,Palicourea_crocea
1292,Palicourea_brevicollis,Palicourea_crocea
1293,Palicourea_lasiantha,Palicourea_lasiantha
1294,Palicourea_nitidella,Palicourea_lasiantha
1295,Palicourea_macrobotrys,Palicourea_lasiantha
1296,Palicourea_guianensis,Palicourea_lasiantha
1297,Palicourea_marcgravii,Palicourea_lasiantha
1298,Palicourea_grandiflora,Palicourea_lasiantha
1299,Palicourea_rigida,Palicourea_lasiantha
1300,Palicourea_egensis,Palicourea_lasiantha
1301,Palicourea_polycephala,Palicourea_lasiantha
1302,Palicourea_deflexa,Palicourea_lasiantha
1303,Palicourea_woronovii,Palicourea_lasiantha
1304,Palicourea_bangii,Palicourea_lasiantha
1305,Palicourea_flavifolia,Palicourea_lasiantha
1306,Palicourea_reticulata,Palicourea_lasiantha
1307,Palicourea_stipularis,Palicourea_lasiantha
1308,Palicourea_flavescens,Palicourea_lasiantha
1309,Palicourea_stenosepala,Palicourea_lasiantha
1310,Palicourea_lineata,Palicourea_lasiantha
1311,Palicourea_padifolia,Palicourea_lasiantha
1312,Palicourea_lehmannii,Palicourea_lasiantha
1313,Palicourea_thyrsiflora,Palicourea_lasiantha
1314,Palicourea_demissa,Palicourea_lasiantha
1315,Palicourea_amethystina,Palicourea_lasiantha
1316,Palicourea_standleyana,Palicourea_lasiantha
1317,Palicourea_seemannii,Palicourea_lasiantha
1318,Palicourea_pyramidalis,Palicourea_lasiantha
1319,Palicourea_luteonivea,Palicourea_lasiantha
1320,Palicourea_sulphurea,Palicourea_lasiantha
1321,Palicourea_apicata,Palicourea_lasiantha
1322,Palicourea_loxensis,Palicourea_lasiantha
1323,Palicourea_angustifolia,Palicourea_lasiantha
1324,Palicourea_tetragona,Palicourea_lasiantha
1325,Palicourea_domingensis,Palicourea_lasiantha
1326,Palicourea_pubescens,Palicourea_lasiantha
1327,Palicourea_correae,Palicourea_lasiantha
1328,Palicourea_elata,Palicourea_lasiantha
1329,Palicourea_berteroana,Palicourea_lasiantha
1330,Palicourea_petiolaris,Palicourea_lasiantha
1331,Palicourea_timbiquensis,Palicourea_lasiantha
1332,Palicourea_acanthacea,Palicourea_lasiantha
1333,Palicourea_brachiata,Palicourea_lasiantha
1334,Palicourea_glomerulata,Palicourea_lasiantha
1335,Palicourea_conephoroides,Palicourea_lasiantha
1336,Palicourea_tinctoria,Palicourea_lasiantha
1337,Palicourea_jelskii,Palicourea_lasiantha
1338,Palicourea_allenii,Palicourea_lasiantha
1339,Palicourea_cyanococca,Palicourea_lasiantha
1340,Palicourea_hazenii,Palicourea_lasiantha
1341,Palicourea_tomentosa,Palicourea_lasiantha
1342,Psychotria_rosea,Palicourea_lasiantha
1343,Psychotria_suterella,Palicourea_lasiantha
1344,Palicourea_brachypoda,Palicourea_lasiantha
1345,Palicourea_sessilis,Palicourea_lasiantha
1346,Palicourea_divaricata,Palicourea_lasiantha
1347,Palicourea_racemosa,Palicourea_lasiantha
1348,Palicourea_subfusca,Palicourea_lasiantha
1349,Palicourea_topoensis,Palicourea_lasiantha
1350,Palicourea_brevicollis,Palicourea_lasiantha
1351,Palicourea_nitidella,Palicourea_nitidella
1352,Palicourea_macrobotrys,Palicourea_nitidella
1353,Palicourea_guianensis,Palicourea_nitidella
1354,Palicourea_marcgravii,Palicourea_nitidella
1355,Palicourea_grandiflora,Palicourea_nitidella
1356,Palicourea_rigida,Palicourea_nitidella
1357,Palicourea_egensis,Palicourea_nitidella
1358,Palicourea_polycephala,Palicourea_nitidella
1359,Palicourea_deflexa,Palicourea_nitidella
1360,Palicourea_woronovii,Palicourea_nitidella
1361,Palicourea_bangii,Palicourea_nitidella
1362,Palicourea_flavifolia,Palicourea_nitidella
1363,Palicourea_reticulata,Palicourea_nitidella
1364,Palicourea_stipularis,Palicourea_nitidella
1365,Palicourea_flavescens,Palicourea_nitidella
1366,Palicourea_stenosepala,Palicourea_nitidella
1367,Palicourea_lineata,Palicourea_nitidella
1368,Palicourea_padifolia,Palicourea_nitidella
1369,Palicourea_lehmannii,Palicourea_nitidella
1370,Palicourea_thyrsiflora,Palicourea_nitidella
1371,Palicourea_demissa,Palicourea_nitidella
1372,Palicourea_amethystina,Palicourea_nitidella
1373,Palicourea_standleyana,Palicourea_nitidella
1374,Palicourea_seemannii,Palicourea_nitidella
1375,Palicourea_pyramidalis,Palicourea_nitidella
1376,Palicourea_luteonivea,Palicourea_nitidella
1377,Palicourea_sulphurea,Palicourea_nitidella
1378,Palicourea_apicata,Palicourea_nitidella
1379,Palicourea_loxensis,Palicourea_nitidella
1380,Palicourea_angustifolia,Palicourea_nitidella
1381,Palicourea_tetragona,Palicourea_nitidella
1382,Palicourea_domingensis,Palicourea_nitidella
1383,Palicourea_pubescens,Palicourea_nitidella
1384,Palicourea_correae,Palicourea_nitidella
1385,Palicourea_elata,Palicourea_nitidella
1386,Palicourea_berteroana,Palicourea_nitidella
1387,Palicourea_petiolaris,Palicourea_nitidella
1388,Palicourea_timbiquensis,Palicourea_nitidella
1389,Palicourea_acanthacea,Palicourea_nitidella
1390,Palicourea_brachiata,Palicourea_nitidella
1391,Palicourea_glomerulata,Palicourea_nitidella
1392,Palicourea_conephoroides,Palicourea_nitidella
1393,Palicourea_tinctoria,Palicourea_nitidella
1394,Palicourea_jelskii,Palicourea_nitidella
1395,Palicourea_allenii,Palicourea_nitidella
1396,Palicourea_cyanococca,Palicourea_nitidella
1397,Palicourea_hazenii,Palicourea_nitidella
1398,Palicourea_tomentosa,Palicourea_nitidella
1399,Psychotria_rosea,Palicourea_nitidella
1400,Psychotria_suterella,Palicourea_nitidella
1401,Palicourea_brachypoda,Palicourea_nitidella
1402,Palicourea_sessilis,Palicourea_nitidella
1403,Palicourea_divaricata,Palicourea_nitidella
1404,Palicourea_racemosa,Palicourea_nitidella
1405,Palicourea_subfusca,Palicourea_nitidella
1406,Palicourea_topoensis,Palicourea_nitidella
1407,Palicourea_brevicollis,Palicourea_nitidella
1408,Palicourea_macrobotrys,Palicourea_macrobotrys
1409,Palicourea_guianensis,Palicourea_macrobotrys
1410,Palicourea_marcgravii,Palicourea_macrobotrys
1411,Palicourea_grandiflora,Palicourea_macrobotrys
1412,Palicourea_rigida,Palicourea_macrobotrys
1413,Palicourea_egensis,Palicourea_macrobotrys
1414,Palicourea_polycephala,Palicourea_macrobotrys
1415,Palicourea_deflexa,Palicourea_macrobotrys
1416,Palicourea_woronovii,Palicourea_macrobotrys
1417,Palicourea_bangii,Palicourea_macrobotrys
1418,Palicourea_flavifolia,Palicourea_macrobotrys
1419,Palicourea_reticulata,Palicourea_macrobotrys
1420,Palicourea_stipularis,Palicourea_macrobotrys
1421,Palicourea_flavescens,Palicourea_macrobotrys
1422,Palicourea_stenosepala,Palicourea_macrobotrys
1423,Palicourea_lineata,Palicourea_macrobotrys
1424,Palicourea_padifolia,Palicourea_macrobotrys
1425,Palicourea_lehmannii,Palicourea_macrobotrys
1426,Palicourea_thyrsiflora,Palicourea_macrobotrys
1427,Palicourea_demissa,Palicourea_macrobotrys
1428,Palicourea_amethystina,Palicourea_macrobotrys
1429,Palicourea_standleyana,Palicourea_macrobotrys
1430,Palicourea_seemannii,Palicourea_macrobotrys
1431,Palicourea_pyramidalis,Palicourea_macrobotrys
1432,Palicourea_luteonivea,Palicourea_macrobotrys
1433,Palicourea_sulphurea,Palicourea_macrobotrys
1434,Palicourea_apicata,Palicourea_macrobotrys
1435,Palicourea_loxensis,Palicourea_macrobotrys
1436,Palicourea_angustifolia,Palicourea_macrobotrys
1437,Palicourea_tetragona,Palicourea_macrobotrys
1438,Palicourea_domingensis,Palicourea_macrobotrys
1439,Palicourea_pubescens,Palicourea_macrobotrys
1440,Palicourea_correae,Palicourea_macrobotrys
1441,Palicourea_elata,Palicourea_macrobotrys
1442,Palicourea_berteroana,Palicourea_macrobotrys
1443,Palicourea_petiolaris,Palicourea_macrobotrys
1444,Palicourea_timbiquensis,Palicourea_macrobotrys
1445,Palicourea_acanthacea,Palicourea_macrobotrys
1446,Palicourea_brachiata,Palicourea_macrobotrys
1447,Palicourea_glomerulata,Palicourea_macrobotrys
1448,Palicourea_conephoroides,Palicourea_macrobotrys
1449,Palicourea_tinctoria,Palicourea_macrobotrys
1450,Palicourea_jelskii,Palicourea_macrobotrys
1451,Palicourea_allenii,Palicourea_macrobotrys
1452,Palicourea_cyanococca,Palicourea_macrobotrys
1453,Palicourea_hazenii,Palicourea_macrobotrys
1454,Palicourea_tomentosa,Palicourea_macrobotrys
1455,Psychotria_rosea,Palicourea_macrobotrys
1456,Psychotria_suterella,Palicourea_macrobotrys
1457,Palicourea_brachypoda,Palicourea_macrobotrys
1458,Palicourea_sessilis,Palicourea_macrobotrys
1459,Palicourea_divaricata,Palicourea_macrobotrys
1460,Palicourea_racemosa,Palicourea_macrobotrys
1461,Palicourea_subfusca,Palicourea_macrobotrys
1462,Palicourea_topoensis,Palicourea_macrobotrys
1463,Palicourea_brevicollis,Palicourea_macrobotrys
1464,Palicourea_guianensis,Palicourea_guianensis
1465,Palicourea_marcgravii,Palicourea_guianensis
1466,Palicourea_grandiflora,Palicourea_guianensis
1467,Palicourea_rigida,Palicourea_guianensis
1468,Palicourea_egensis,Palicourea_guianensis
1469,Palicourea_polycephala,Palicourea_guianensis
1470,Palicourea_deflexa,Palicourea_guianensis
1471,Palicourea_woronovii,Palicourea_guianensis
1472,Palicourea_bangii,Palicourea_guianensis
1473,Palicourea_flavifolia,Palicourea_guianensis
1474,Palicourea_reticulata,Palicourea_guianensis
1475,Palicourea_stipularis,Palicourea_guianensis
1476,Palicourea_flavescens,Palicourea_guianensis
1477,Palicourea_stenosepala,Palicourea_guianensis
1478,Palicourea_lineata,Palicourea_guianensis
1479,Palicourea_padifolia,Palicourea_guianensis
1480,Palicourea_lehmannii,Palicourea_guianensis
1481,Palicourea_thyrsiflora,Palicourea_guianensis
1482,Palicourea_demissa,Palicourea_guianensis
1483,Palicourea_amethystina,Palicourea_guianensis
1484,Palicourea_standleyana,Palicourea_guianensis
1485,Palicourea_seemannii,Palicourea_guianensis
1486,Palicourea_pyramidalis,Palicourea_guianensis
1487,Palicourea_luteonivea,Palicourea_guianensis
1488,Palicourea_sulphurea,Palicourea_guianensis
1489,Palicourea_apicata,Palicourea_guianensis
1490,Palicourea_loxensis,Palicourea_guianensis
1491,Palicourea_angustifolia,Palicourea_guianensis
1492,Palicourea_tetragona,Palicourea_guianensis
1493,Palicourea_domingensis,Palicourea_guianensis
1494,Palicourea_pubescens,Palicourea_guianensis
1495,Palicourea_correae,Palicourea_guianensis
1496,Palicourea_elata,Palicourea_guianensis
1497,Palicourea_berteroana,Palicourea_guianensis
1498,Palicourea_petiolaris,Palicourea_guianensis
1499,Palicourea_timbiquensis,Palicourea_guianensis
1500,Palicourea_acanthacea,Palicourea_guianensis
1501,Palicourea_brachiata,Palicourea_guianensis
1502,Palicourea_glomerulata,Palicourea_guianensis
1503,Palicourea_conephoroides,Palicourea_guianensis
1504,Palicourea_tinctoria,Palicourea_guianensis
1505,Palicourea_jelskii,Palicourea_guianensis
1506,Palicourea_allenii,Palicourea_guianensis
1507,Palicourea_cyanococca,Palicourea_guianensis
1508,Palicourea_hazenii,Palicourea_guianensis
1509,Palicourea_tomentosa,Palicourea_guianensis
1510,Psychotria_rosea,Palicourea_guianensis
1511,Psychotria_suterella,Palicourea_guianensis
1512,Palicourea_brachypoda,Palicourea_guianensis
1513,Palicourea_sessilis,Palicourea_guianensis
1514,Palicourea_divaricata,Palicourea_guianensis
1515,Palicourea_racemosa,Palicourea_guianensis
1516,Palicourea_subfusca,Palicourea_guianensis
1517,Palicourea_topoensis,Palicourea_guianensis
1518,Palicourea_brevicollis,Palicourea_guianensis
1519,Palicourea_marcgravii,Palicourea_marcgravii
1520,Palicourea_grandiflora,Palicourea_marcgravii
1521,Palicourea_rigida,Palicourea_marcgravii
1522,Palicourea_egensis,Palicourea_marcgravii
1523,Palicourea_polycephala,Palicourea_marcgravii
1524,Palicourea_deflexa,Palicourea_marcgravii
1525,Palicourea_woronovii,Palicourea_marcgravii
1526,Palicourea_bangii,Palicourea_marcgravii
1527,Palicourea_flavifolia,Palicourea_marcgravii
1528,Palicourea_reticulata,Palicourea_marcgravii
1529,Palicourea_stipularis,Palicourea_marcgravii
1530,Palicourea_flavescens,Palicourea_marcgravii
1531,Palicourea_stenosepala,Palicourea_marcgravii
1532,Palicourea_lineata,Palicourea_marcgravii
1533,Palicourea_padifolia,Palicourea_marcgravii
1534,Palicourea_lehmannii,Palicourea_marcgravii
1535,Palicourea_thyrsiflora,Palicourea_marcgravii
1536,Palicourea_demissa,Palicourea_marcgravii
1537,Palicourea_amethystina,Palicourea_marcgravii
1538,Palicourea_standleyana,Palicourea_marcgravii
1539,Palicourea_seemannii,Palicourea_marcgravii
1540,Palicourea_pyramidalis,Palicourea_marcgravii
1541,Palicourea_luteonivea,Palicourea_marcgravii
1542,Palicourea_sulphurea,Palicourea_marcgravii
1543,Palicourea_apicata,Palicourea_marcgravii
1544,Palicourea_loxensis,Palicourea_marcgravii
1545,Palicourea_angustifolia,Palicourea_marcgravii
1546,Palicourea_tetragona,Palicourea_marcgravii
1547,Palicourea_domingensis,Palicourea_marcgravii
1548,Palicourea_pubescens,Palicourea_marcgravii
1549,Palicourea_correae,Palicourea_marcgravii
1550,Palicourea_elata,Palicourea_marcgravii
1551,Palicourea_berteroana,Palicourea_marcgravii
1552,Palicourea_petiolaris,Palicourea_marcgravii
1553,Palicourea_timbiquensis,Palicourea_marcgravii
1554,Palicourea_acanthacea,Palicourea_marcgravii
1555,Palicourea_brachiata,Palicourea_marcgravii
1556,Palicourea_glomerulata,Palicourea_marcgravii
1557,Palicourea_conephoroides,Palicourea_marcgravii
1558,Palicourea_tinctoria,Palicourea_marcgravii
1559,Palicourea_jelskii,Palicourea_marcgravii
1560,Palicourea_allenii,Palicourea_marcgravii
1561,Palicourea_cyanococca,Palicourea_marcgravii
1562,Palicourea_hazenii,Palicourea_marcgravii
1563,Palicourea_tomentosa,Palicourea_marcgravii
1564,Psychotria_rosea,Palicourea_marcgravii
1565,Psychotria_suterella,Palicourea_marcgravii
1566,Palicourea_brachypoda,Palicourea_marcgravii
1567,Palicourea_sessilis,Palicourea_marcgravii
1568,Palicourea_divaricata,Palicourea_marcgravii
1569,Palicourea_racemosa,Palicourea_marcgravii
1570,Palicourea_subfusca,Palicourea_marcgravii
1571,Palicourea_topoensis,Palicourea_marcgravii
1572,Palicourea_brevicollis,Palicourea_marcgravii
1573,Palicourea_grandiflora,Palicourea_grandiflora
1574,Palicourea_rigida,Palicourea_grandiflora
1575,Palicourea_egensis,Palicourea_grandiflora
1576,Palicourea_polycephala,Palicourea_grandiflora
1577,Palicourea_deflexa,Palicourea_grandiflora
1578,Palicourea_woronovii,Palicourea_grandiflora
1579,Palicourea_bangii,Palicourea_grandiflora
1580,Palicourea_flavifolia,Palicourea_grandiflora
1581,Palicourea_reticulata,Palicourea_grandiflora
1582,Palicourea_stipularis,Palicourea_grandiflora
1583,Palicourea_flavescens,Palicourea_grandiflora
1584,Palicourea_stenosepala,Palicourea_grandiflora
1585,Palicourea_lineata,Palicourea_grandiflora
1586,Palicourea_padifolia,Palicourea_grandiflora
1587,Palicourea_lehmannii,Palicourea_grandiflora
1588,Palicourea_thyrsiflora,Palicourea_grandiflora
1589,Palicourea_demissa,Palicourea_grandiflora
1590,Palicourea_amethystina,Palicourea_grandiflora
1591,Palicourea_standleyana,Palicourea_grandiflora
1592,Palicourea_seemannii,Palicourea_grandiflora
1593,Palicourea_pyramidalis,Palicourea_grandiflora
1594,Palicourea_luteonivea,Palicourea_grandiflora
1595,Palicourea_sulphurea,Palicourea_grandiflora
1596,Palicourea_apicata,Palicourea_grandiflora
1597,Palicourea_loxensis,Palicourea_grandiflora
1598,Palicourea_angustifolia,Palicourea_grandiflora
1599,Palicourea_tetragona,Palicourea_grandiflora
1600,Palicourea_domingensis,Palicourea_grandiflora
1601,Palicourea_pubescens,Palicourea_grandiflora
1602,Palicourea_correae,Palicourea_grandiflora
1603,Palicourea_elata,Palicourea_grandiflora
1604,Palicourea_berteroana,Palicourea_grandiflora
1605,Palicourea_petiolaris,Palicourea_grandiflora
1606,Palicourea_timbiquensis,Palicourea_grandiflora
1607,Palicourea_acanthacea,Palicourea_grandiflora
1608,Palicourea_brachiata,Palicourea_grandiflora
1609,Palicourea_glomerulata,Palicourea_grandiflora
1610,Palicourea_conephoroides,Palicourea_grandiflora
1611,Palicourea_tinctoria,Palicourea_grandiflora
1612,Palicourea_jelskii,Palicourea_grandiflora
1613,Palicourea_allenii,Palicourea_grandiflora
1614,Palicourea_cyanococca,Palicourea_grandiflora
1615,Palicourea_hazenii,Palicourea_grandiflora
1616,Palicourea_tomentosa,Palicourea_grandiflora
1617,Psychotria_rosea,Palicourea_grandiflora
1618,Psychotria_suterella,Palicourea_grandiflora
1619,Palicourea_brachypoda,Palicourea_grandiflora
1620,Palicourea_sessilis,Palicourea_grandiflora
1621,Palicourea_divaricata,Palicourea_grandiflora
1622,Palicourea_racemosa,Palicourea_grandiflora
1623,Palicourea_subfusca,Palicourea_grandiflora
1624,Palicourea_topoensis,Palicourea_grandiflora
1625,Palicourea_brevicollis,Palicourea_grandiflora
1626,Palicourea_rigida,Palicourea_rigida
1627,Palicourea_egensis,Palicourea_rigida
1628,Palicourea_polycephala,Palicourea_rigida
1629,Palicourea_deflexa,Palicourea_rigida
1630,Palicourea_woronovii,Palicourea_rigida
1631,Palicourea_bangii,Palicourea_rigida
1632,Palicourea_flavifolia,Palicourea_rigida
1633,Palicourea_reticulata,Palicourea_rigida
1634,Palicourea_stipularis,Palicourea_rigida
1635,Palicourea_flavescens,Palicourea_rigida
1636,Palicourea_stenosepala,Palicourea_rigida
1637,Palicourea_lineata,Palicourea_rigida
1638,Palicourea_padifolia,Palicourea_rigida
1639,Palicourea_lehmannii,Palicourea_rigida
1640,Palicourea_thyrsiflora,Palicourea_rigida
1641,Palicourea_demissa,Palicourea_rigida
1642,Palicourea_amethystina,Palicourea_rigida
1643,Palicourea_standleyana,Palicourea_rigida
1644,Palicourea_seemannii,Palicourea_rigida
1645,Palicourea_pyramidalis,Palicourea_rigida
1646,Palicourea_luteonivea,Palicourea_rigida
1647,Palicourea_sulphurea,Palicourea_rigida
1648,Palicourea_apicata,Palicourea_rigida
1649,Palicourea_loxensis,Palicourea_rigida
1650,Palicourea_angustifolia,Palicourea_rigida
1651,Palicourea_tetragona,Palicourea_rigida
1652,Palicourea_domingensis,Palicourea_rigida
1653,Palicourea_pubescens,Palicourea_rigida
1654,Palicourea_correae,Palicourea_rigida
