,spp1,spp2
548,Palicourea_lineata,Palicourea_gracilenta
549,Palicourea_padifolia,Palicourea_gracilenta
550,Palicourea_lehmannii,Palicourea_gracilenta
551,Palicourea_thyrsiflora,Palicourea_gracilenta
552,Palicourea_demissa,Palicourea_gracilenta
553,Palicourea_amethystina,Palicourea_gracilenta
554,Palicourea_standleyana,Palicourea_gracilenta
555,Palicourea_seemannii,Palicourea_gracilenta
556,Palicourea_pyramidalis,Palicourea_gracilenta
557,Palicourea_luteonivea,Palicourea_gracilenta
558,Palicourea_sulphurea,Palicourea_gracilenta
559,Palicourea_apicata,Palicourea_gracilenta
560,Palicourea_loxensis,Palicourea_gracilenta
561,Palicourea_angustifolia,Palicourea_gracilenta
562,Palicourea_tetragona,Palicourea_gracilenta
563,Palicourea_domingensis,Palicourea_gracilenta
564,Palicourea_pubescens,Palicourea_gracilenta
565,Palicourea_correae,Palicourea_gracilenta
566,Palicourea_elata,Palicourea_gracilenta
567,Palicourea_berteroana,Palicourea_gracilenta
568,Palicourea_petiolaris,Palicourea_gracilenta
569,Palicourea_timbiquensis,Palicourea_gracilenta
570,Palicourea_acanthacea,Palicourea_gracilenta
571,Palicourea_brachiata,Palicourea_gracilenta
572,Palicourea_glomerulata,Palicourea_gracilenta
573,Palicourea_conephoroides,Palicourea_gracilenta
574,Palicourea_tinctoria,Palicourea_gracilenta
575,Palicourea_jelskii,Palicourea_gracilenta
576,Palicourea_allenii,Palicourea_gracilenta
577,Palicourea_cyanococca,Palicourea_gracilenta
578,Palicourea_hazenii,Palicourea_gracilenta
579,Palicourea_tomentosa,Palicourea_gracilenta
580,Psychotria_rosea,Palicourea_gracilenta
581,Psychotria_suterella,Palicourea_gracilenta
582,Palicourea_brachypoda,Palicourea_gracilenta
583,Palicourea_sessilis,Palicourea_gracilenta
584,Palicourea_divaricata,Palicourea_gracilenta
585,Palicourea_racemosa,Palicourea_gracilenta
586,Palicourea_subfusca,Palicourea_gracilenta
587,Palicourea_topoensis,Palicourea_gracilenta
588,Palicourea_brevicollis,Palicourea_gracilenta
589,Palicourea_obliquinervia,Palicourea_obliquinervia
590,Palicourea_prunifolia,Palicourea_obliquinervia
591,Palicourea_callithrix,Palicourea_obliquinervia
592,Palicourea_glabra,Palicourea_obliquinervia
593,Palicourea_acuminata,Palicourea_obliquinervia
594,Palicourea_andina,Palicourea_obliquinervia
595,Palicourea_didymocarpos,Palicourea_obliquinervia
596,Palicourea_rhodothamna,Palicourea_obliquinervia
597,Palicourea_triphylla,Palicourea_obliquinervia
598,Palicourea_croceoides,Palicourea_obliquinervia
599,Palicourea_crocea,Palicourea_obliquinervia
600,Palicourea_lasiantha,Palicourea_obliquinervia
601,Palicourea_nitidella,Palicourea_obliquinervia
602,Palicourea_macrobotrys,Palicourea_obliquinervia
603,Palicourea_guianensis,Palicourea_obliquinervia
604,Palicourea_marcgravii,Palicourea_obliquinervia
605,Palicourea_grandiflora,Palicourea_obliquinervia
606,Palicourea_rigida,Palicourea_obliquinervia
607,Palicourea_egensis,Palicourea_obliquinervia
608,Palicourea_polycephala,Palicourea_obliquinervia
609,Palicourea_deflexa,Palicourea_obliquinervia
610,Palicourea_woronovii,Palicourea_obliquinervia
611,Palicourea_bangii,Palicourea_obliquinervia
612,Palicourea_flavifolia,Palicourea_obliquinervia
613,Palicourea_reticulata,Palicourea_obliquinervia
614,Palicourea_stipularis,Palicourea_obliquinervia
615,Palicourea_flavescens,Palicourea_obliquinervia
616,Palicourea_stenosepala,Palicourea_obliquinervia
617,Palicourea_lineata,Palicourea_obliquinervia
618,Palicourea_padifolia,Palicourea_obliquinervia
619,Palicourea_lehmannii,Palicourea_obliquinervia
620,Palicourea_thyrsiflora,Palicourea_obliquinervia
621,Palicourea_demissa,Palicourea_obliquinervia
622,Palicourea_amethystina,Palicourea_obliquinervia
623,Palicourea_standleyana,Palicourea_obliquinervia
624,Palicourea_seemannii,Palicourea_obliquinervia
625,Palicourea_pyramidalis,Palicourea_obliquinervia
626,Palicourea_luteonivea,Palicourea_obliquinervia
627,Palicourea_sulphurea,Palicourea_obliquinervia
628,Palicourea_apicata,Palicourea_obliquinervia
629,Palicourea_loxensis,Palicourea_obliquinervia
630,Palicourea_angustifolia,Palicourea_obliquinervia
631,Palicourea_tetragona,Palicourea_obliquinervia
632,Palicourea_domingensis,Palicourea_obliquinervia
633,Palicourea_pubescens,Palicourea_obliquinervia
634,Palicourea_correae,Palicourea_obliquinervia
635,Palicourea_elata,Palicourea_obliquinervia
636,Palicourea_berteroana,Palicourea_obliquinervia
637,Palicourea_petiolaris,Palicourea_obliquinervia
638,Palicourea_timbiquensis,Palicourea_obliquinervia
639,Palicourea_acanthacea,Palicourea_obliquinervia
640,Palicourea_brachiata,Palicourea_obliquinervia
641,Palicourea_glomerulata,Palicourea_obliquinervia
642,Palicourea_conephoroides,Palicourea_obliquinervia
643,Palicourea_tinctoria,Palicourea_obliquinervia
644,Palicourea_jelskii,Palicourea_obliquinervia
645,Palicourea_allenii,Palicourea_obliquinervia
646,Palicourea_cyanococca,Palicourea_obliquinervia
647,Palicourea_hazenii,Palicourea_obliquinervia
648,Palicourea_tomentosa,Palicourea_obliquinervia
649,Psychotria_rosea,Palicourea_obliquinervia
650,Psychotria_suterella,Palicourea_obliquinervia
651,Palicourea_brachypoda,Palicourea_obliquinervia
652,Palicourea_sessilis,Palicourea_obliquinervia
653,Palicourea_divaricata,Palicourea_obliquinervia
654,Palicourea_racemosa,Palicourea_obliquinervia
655,Palicourea_subfusca,Palicourea_obliquinervia
656,Palicourea_topoensis,Palicourea_obliquinervia
657,Palicourea_brevicollis,Palicourea_obliquinervia
658,Palicourea_prunifolia,Palicourea_prunifolia
659,Palicourea_callithrix,Palicourea_prunifolia
660,Palicourea_glabra,Palicourea_prunifolia
661,Palicourea_acuminata,Palicourea_prunifolia
662,Palicourea_andina,Palicourea_prunifolia
663,Palicourea_didymocarpos,Palicourea_prunifolia
664,Palicourea_rhodothamna,Palicourea_prunifolia
665,Palicourea_triphylla,Palicourea_prunifolia
666,Palicourea_croceoides,Palicourea_prunifolia
667,Palicourea_crocea,Palicourea_prunifolia
668,Palicourea_lasiantha,Palicourea_prunifolia
669,Palicourea_nitidella,Palicourea_prunifolia
670,Palicourea_macrobotrys,Palicourea_prunifolia
671,Palicourea_guianensis,Palicourea_prunifolia
672,Palicourea_marcgravii,Palicourea_prunifolia
673,Palicourea_grandiflora,Palicourea_prunifolia
674,Palicourea_rigida,Palicourea_prunifolia
675,Palicourea_egensis,Palicourea_prunifolia
676,Palicourea_polycephala,Palicourea_prunifolia
677,Palicourea_deflexa,Palicourea_prunifolia
678,Palicourea_woronovii,Palicourea_prunifolia
679,Palicourea_bangii,Palicourea_prunifolia
680,Palicourea_flavifolia,Palicourea_prunifolia
681,Palicourea_reticulata,Palicourea_prunifolia
682,Palicourea_stipularis,Palicourea_prunifolia
683,Palicourea_flavescens,Palicourea_prunifolia
684,Palicourea_stenosepala,Palicourea_prunifolia
685,Palicourea_lineata,Palicourea_prunifolia
686,Palicourea_padifolia,Palicourea_prunifolia
687,Palicourea_lehmannii,Palicourea_prunifolia
688,Palicourea_thyrsiflora,Palicourea_prunifolia
689,Palicourea_demissa,Palicourea_prunifolia
690,Palicourea_amethystina,Palicourea_prunifolia
691,Palicourea_standleyana,Palicourea_prunifolia
692,Palicourea_seemannii,Palicourea_prunifolia
693,Palicourea_pyramidalis,Palicourea_prunifolia
694,Palicourea_luteonivea,Palicourea_prunifolia
695,Palicourea_sulphurea,Palicourea_prunifolia
696,Palicourea_apicata,Palicourea_prunifolia
697,Palicourea_loxensis,Palicourea_prunifolia
698,Palicourea_angustifolia,Palicourea_prunifolia
699,Palicourea_tetragona,Palicourea_prunifolia
700,Palicourea_domingensis,Palicourea_prunifolia
701,Palicourea_pubescens,Palicourea_prunifolia
702,Palicourea_correae,Palicourea_prunifolia
703,Palicourea_elata,Palicourea_prunifolia
704,Palicourea_berteroana,Palicourea_prunifolia
705,Palicourea_petiolaris,Palicourea_prunifolia
706,Palicourea_timbiquensis,Palicourea_prunifolia
707,Palicourea_acanthacea,Palicourea_prunifolia
708,Palicourea_brachiata,Palicourea_prunifolia
709,Palicourea_glomerulata,Palicourea_prunifolia
710,Palicourea_conephoroides,Palicourea_prunifolia
711,Palicourea_tinctoria,Palicourea_prunifolia
712,Palicourea_jelskii,Palicourea_prunifolia
713,Palicourea_allenii,Palicourea_prunifolia
714,Palicourea_cyanococca,Palicourea_prunifolia
715,Palicourea_hazenii,Palicourea_prunifolia
716,Palicourea_tomentosa,Palicourea_prunifolia
717,Psychotria_rosea,Palicourea_prunifolia
718,Psychotria_suterella,Palicourea_prunifolia
719,Palicourea_brachypoda,Palicourea_prunifolia
720,Palicourea_sessilis,Palicourea_prunifolia
721,Palicourea_divaricata,Palicourea_prunifolia
722,Palicourea_racemosa,Palicourea_prunifolia
723,Palicourea_subfusca,Palicourea_prunifolia
724,Palicourea_topoensis,Palicourea_prunifolia
725,Palicourea_brevicollis,Palicourea_prunifolia
726,Palicourea_callithrix,Palicourea_callithrix
727,Palicourea_glabra,Palicourea_callithrix
728,Palicourea_acuminata,Palicourea_callithrix
729,Palicourea_andina,Palicourea_callithrix
730,Palicourea_didymocarpos,Palicourea_callithrix
731,Palicourea_rhodothamna,Palicourea_callithrix
732,Palicourea_triphylla,Palicourea_callithrix
733,Palicourea_croceoides,Palicourea_callithrix
734,Palicourea_crocea,Palicourea_callithrix
735,Palicourea_lasiantha,Palicourea_callithrix
736,Palicourea_nitidella,Palicourea_callithrix
737,Palicourea_macrobotrys,Palicourea_callithrix
738,Palicourea_guianensis,Palicourea_callithrix
739,Palicourea_marcgravii,Palicourea_callithrix
740,Palicourea_grandiflora,Palicourea_callithrix
741,Palicourea_rigida,Palicourea_callithrix
742,Palicourea_egensis,Palicourea_callithrix
743,Palicourea_polycephala,Palicourea_callithrix
744,Palicourea_deflexa,Palicourea_callithrix
745,Palicourea_woronovii,Palicourea_callithrix
746,Palicourea_bangii,Palicourea_callithrix
747,Palicourea_flavifolia,Palicourea_callithrix
748,Palicourea_reticulata,Palicourea_callithrix
749,Palicourea_stipularis,Palicourea_callithrix
750,Palicourea_flavescens,Palicourea_callithrix
751,Palicourea_stenosepala,Palicourea_callithrix
752,Palicourea_lineata,Palicourea_callithrix
753,Palicourea_padifolia,Palicourea_callithrix
754,Palicourea_lehmannii,Palicourea_callithrix
755,Palicourea_thyrsiflora,Palicourea_callithrix
756,Palicourea_demissa,Palicourea_callithrix
757,Palicourea_amethystina,Palicourea_callithrix
758,Palicourea_standleyana,Palicourea_callithrix
759,Palicourea_seemannii,Palicourea_callithrix
760,Palicourea_pyramidalis,Palicourea_callithrix
761,Palicourea_luteonivea,Palicourea_callithrix
762,Palicourea_sulphurea,Palicourea_callithrix
763,Palicourea_apicata,Palicourea_callithrix
764,Palicourea_loxensis,Palicourea_callithrix
765,Palicourea_angustifolia,Palicourea_callithrix
766,Palicourea_tetragona,Palicourea_callithrix
767,Palicourea_domingensis,Palicourea_callithrix
768,Palicourea_pubescens,Palicourea_callithrix
769,Palicourea_correae,Palicourea_callithrix
770,Palicourea_elata,Palicourea_callithrix
771,Palicourea_berteroana,Palicourea_callithrix
772,Palicourea_petiolaris,Palicourea_callithrix
773,Palicourea_timbiquensis,Palicourea_callithrix
774,Palicourea_acanthacea,Palicourea_callithrix
775,Palicourea_brachiata,Palicourea_callithrix
776,Palicourea_glomerulata,Palicourea_callithrix
777,Palicourea_conephoroides,Palicourea_callithrix
778,Palicourea_tinctoria,Palicourea_callithrix
779,Palicourea_jelskii,Palicourea_callithrix
780,Palicourea_allenii,Palicourea_callithrix
781,Palicourea_cyanococca,Palicourea_callithrix
782,Palicourea_hazenii,Palicourea_callithrix
783,Palicourea_tomentosa,Palicourea_callithrix
784,Psychotria_rosea,Palicourea_callithrix
785,Psychotria_suterella,Palicourea_callithrix
786,Palicourea_brachypoda,Palicourea_callithrix
787,Palicourea_sessilis,Palicourea_callithrix
788,Palicourea_divaricata,Palicourea_callithrix
789,Palicourea_racemosa,Palicourea_callithrix
790,Palicourea_subfusca,Palicourea_callithrix
791,Palicourea_topoensis,Palicourea_callithrix
792,Palicourea_brevicollis,Palicourea_callithrix
793,Palicourea_glabra,Palicourea_glabra
794,Palicourea_acuminata,Palicourea_glabra
795,Palicourea_andina,Palicourea_glabra
796,Palicourea_didymocarpos,Palicourea_glabra
797,Palicourea_rhodothamna,Palicourea_glabra
798,Palicourea_triphylla,Palicourea_glabra
799,Palicourea_croceoides,Palicourea_glabra
800,Palicourea_crocea,Palicourea_glabra
801,Palicourea_lasiantha,Palicourea_glabra
802,Palicourea_nitidella,Palicourea_glabra
803,Palicourea_macrobotrys,Palicourea_glabra
804,Palicourea_guianensis,Palicourea_glabra
805,Palicourea_marcgravii,Palicourea_glabra
806,Palicourea_grandiflora,Palicourea_glabra
807,Palicourea_rigida,Palicourea_glabra
808,Palicourea_egensis,Palicourea_glabra
809,Palicourea_polycephala,Palicourea_glabra
810,Palicourea_deflexa,Palicourea_glabra
811,Palicourea_woronovii,Palicourea_glabra
812,Palicourea_bangii,Palicourea_glabra
813,Palicourea_flavifolia,Palicourea_glabra
814,Palicourea_reticulata,Palicourea_glabra
815,Palicourea_stipularis,Palicourea_glabra
816,Palicourea_flavescens,Palicourea_glabra
817,Palicourea_stenosepala,Palicourea_glabra
818,Palicourea_lineata,Palicourea_glabra
819,Palicourea_padifolia,Palicourea_glabra
820,Palicourea_lehmannii,Palicourea_glabra
821,Palicourea_thyrsiflora,Palicourea_glabra
822,Palicourea_demissa,Palicourea_glabra
823,Palicourea_amethystina,Palicourea_glabra
824,Palicourea_standleyana,Palicourea_glabra
825,Palicourea_seemannii,Palicourea_glabra
826,Palicourea_pyramidalis,Palicourea_glabra
827,Palicourea_luteonivea,Palicourea_glabra
828,Palicourea_sulphurea,Palicourea_glabra
829,Palicourea_apicata,Palicourea_glabra
830,Palicourea_loxensis,Palicourea_glabra
831,Palicourea_angustifolia,Palicourea_glabra
832,Palicourea_tetragona,Palicourea_glabra
833,Palicourea_domingensis,Palicourea_glabra
834,Palicourea_pubescens,Palicourea_glabra
835,Palicourea_correae,Palicourea_glabra
836,Palicourea_elata,Palicourea_glabra
837,Palicourea_berteroana,Palicourea_glabra
838,Palicourea_petiolaris,Palicourea_glabra
839,Palicourea_timbiquensis,Palicourea_glabra
840,Palicourea_acanthacea,Palicourea_glabra
841,Palicourea_brachiata,Palicourea_glabra
842,Palicourea_glomerulata,Palicourea_glabra
843,Palicourea_conephoroides,Palicourea_glabra
844,Palicourea_tinctoria,Palicourea_glabra
845,Palicourea_jelskii,Palicourea_glabra
846,Palicourea_allenii,Palicourea_glabra
847,Palicourea_cyanococca,Palicourea_glabra
848,Palicourea_hazenii,Palicourea_glabra
849,Palicourea_tomentosa,Palicourea_glabra
850,Psychotria_rosea,Palicourea_glabra
851,Psychotria_suterella,Palicourea_glabra
852,Palicourea_brachypoda,Palicourea_glabra
853,Palicourea_sessilis,Palicourea_glabra
854,Palicourea_divaricata,Palicourea_glabra
855,Palicourea_racemosa,Palicourea_glabra
856,Palicourea_subfusca,Palicourea_glabra
857,Palicourea_topoensis,Palicourea_glabra
858,Palicourea_brevicollis,Palicourea_glabra
859,Palicourea_acuminata,Palicourea_acuminata
860,Palicourea_andina,Palicourea_acuminata
861,Palicourea_didymocarpos,Palicourea_acuminata
862,Palicourea_rhodothamna,Palicourea_acuminata
863,Palicourea_triphylla,Palicourea_acuminata
864,Palicourea_croceoides,Palicourea_acuminata
865,Palicourea_crocea,Palicourea_acuminata
866,Palicourea_lasiantha,Palicourea_acuminata
867,Palicourea_nitidella,Palicourea_acuminata
868,Palicourea_macrobotrys,Palicourea_acuminata
869,Palicourea_guianensis,Palicourea_acuminata
870,Palicourea_marcgravii,Palicourea_acuminata
871,Palicourea_grandiflora,Palicourea_acuminata
872,Palicourea_rigida,Palicourea_acuminata
873,Palicourea_egensis,Palicourea_acuminata
874,Palicourea_polycephala,Palicourea_acuminata
875,Palicourea_deflexa,Palicourea_acuminata
876,Palicourea_woronovii,Palicourea_acuminata
877,Palicourea_bangii,Palicourea_acuminata
878,Palicourea_flavifolia,Palicourea_acuminata
879,Palicourea_reticulata,Palicourea_acuminata
880,Palicourea_stipularis,Palicourea_acuminata
881,Palicourea_flavescens,Palicourea_acuminata
882,Palicourea_stenosepala,Palicourea_acuminata
883,Palicourea_lineata,Palicourea_acuminata
884,Palicourea_padifolia,Palicourea_acuminata
885,Palicourea_lehmannii,Palicourea_acuminata
886,Palicourea_thyrsiflora,Palicourea_acuminata
887,Palicourea_demissa,Palicourea_acuminata
888,Palicourea_amethystina,Palicourea_acuminata
889,Palicourea_standleyana,Palicourea_acuminata
890,Palicourea_seemannii,Palicourea_acuminata
891,Palicourea_pyramidalis,Palicourea_acuminata
892,Palicourea_luteonivea,Palicourea_acuminata
893,Palicourea_sulphurea,Palicourea_acuminata
894,Palicourea_apicata,Palicourea_acuminata
895,Palicourea_loxensis,Palicourea_acuminata
896,Palicourea_angustifolia,Palicourea_acuminata
897,Palicourea_tetragona,Palicourea_acuminata
898,Palicourea_domingensis,Palicourea_acuminata
899,Palicourea_pubescens,Palicourea_acuminata
900,Palicourea_correae,Palicourea_acuminata
901,Palicourea_elata,Palicourea_acuminata
902,Palicourea_berteroana,Palicourea_acuminata
903,Palicourea_petiolaris,Palicourea_acuminata
904,Palicourea_timbiquensis,Palicourea_acuminata
905,Palicourea_acanthacea,Palicourea_acuminata
906,Palicourea_brachiata,Palicourea_acuminata
907,Palicourea_glomerulata,Palicourea_acuminata
908,Palicourea_conephoroides,Palicourea_acuminata
909,Palicourea_tinctoria,Palicourea_acuminata
910,Palicourea_jelskii,Palicourea_acuminata
911,Palicourea_allenii,Palicourea_acuminata
912,Palicourea_cyanococca,Palicourea_acuminata
913,Palicourea_hazenii,Palicourea_acuminata
914,Palicourea_tomentosa,Palicourea_acuminata
915,Psychotria_rosea,Palicourea_acuminata
916,Psychotria_suterella,Palicourea_acuminata
917,Palicourea_brachypoda,Palicourea_acuminata
918,Palicourea_sessilis,Palicourea_acuminata
919,Palicourea_divaricata,Palicourea_acuminata
920,Palicourea_racemosa,Palicourea_acuminata
921,Palicourea_subfusca,Palicourea_acuminata
922,Palicourea_topoensis,Palicourea_acuminata
923,Palicourea_brevicollis,Palicourea_acuminata
924,Palicourea_andina,Palicourea_andina
925,Palicourea_didymocarpos,Palicourea_andina
926,Palicourea_rhodothamna,Palicourea_andina
927,Palicourea_triphylla,Palicourea_andina
928,Palicourea_croceoides,Palicourea_andina
929,Palicourea_crocea,Palicourea_andina
930,Palicourea_lasiantha,Palicourea_andina
931,Palicourea_nitidella,Palicourea_andina
932,Palicourea_macrobotrys,Palicourea_andina
933,Palicourea_guianensis,Palicourea_andina
934,Palicourea_marcgravii,Palicourea_andina
935,Palicourea_grandiflora,Palicourea_andina
936,Palicourea_rigida,Palicourea_andina
937,Palicourea_egensis,Palicourea_andina
938,Palicourea_polycephala,Palicourea_andina
939,Palicourea_deflexa,Palicourea_andina
940,Palicourea_woronovii,Palicourea_andina
941,Palicourea_bangii,Palicourea_andina
942,Palicourea_flavifolia,Palicourea_andina
943,Palicourea_reticulata,Palicourea_andina
944,Palicourea_stipularis,Palicourea_andina
945,Palicourea_flavescens,Palicourea_andina
946,Palicourea_stenosepala,Palicourea_andina
947,Palicourea_lineata,Palicourea_andina
948,Palicourea_padifolia,Palicourea_andina
949,Palicourea_lehmannii,Palicourea_andina
950,Palicourea_thyrsiflora,Palicourea_andina
951,Palicourea_demissa,Palicourea_andina
952,Palicourea_amethystina,Palicourea_andina
953,Palicourea_standleyana,Palicourea_andina
954,Palicourea_seemannii,Palicourea_andina
955,Palicourea_pyramidalis,Palicourea_andina
956,Palicourea_luteonivea,Palicourea_andina
957,Palicourea_sulphurea,Palicourea_andina
958,Palicourea_apicata,Palicourea_andina
959,Palicourea_loxensis,Palicourea_andina
960,Palicourea_angustifolia,Palicourea_andina
961,Palicourea_tetragona,Palicourea_andina
962,Palicourea_domingensis,Palicourea_andina
963,Palicourea_pubescens,Palicourea_andina
964,Palicourea_correae,Palicourea_andina
965,Palicourea_elata,Palicourea_andina
966,Palicourea_berteroana,Palicourea_andina
967,Palicourea_petiolaris,Palicourea_andina
968,Palicourea_timbiquensis,Palicourea_andina
969,Palicourea_acanthacea,Palicourea_andina
970,Palicourea_brachiata,Palicourea_andina
971,Palicourea_glomerulata,Palicourea_andina
972,Palicourea_conephoroides,Palicourea_andina
973,Palicourea_tinctoria,Palicourea_andina
974,Palicourea_jelskii,Palicourea_andina
975,Palicourea_allenii,Palicourea_andina
976,Palicourea_cyanococca,Palicourea_andina
977,Palicourea_hazenii,Palicourea_andina
978,Palicourea_tomentosa,Palicourea_andina
979,Psychotria_rosea,Palicourea_andina
980,Psychotria_suterella,Palicourea_andina
981,Palicourea_brachypoda,Palicourea_andina
982,Palicourea_sessilis,Palicourea_andina
983,Palicourea_divaricata,Palicourea_andina
984,Palicourea_racemosa,Palicourea_andina
985,Palicourea_subfusca,Palicourea_andina
986,Palicourea_topoensis,Palicourea_andina
987,Palicourea_brevicollis,Palicourea_andina
988,Palicourea_didymocarpos,Palicourea_didymocarpos
989,Palicourea_rhodothamna,Palicourea_didymocarpos
990,Palicourea_triphylla,Palicourea_didymocarpos
991,Palicourea_croceoides,Palicourea_didymocarpos
992,Palicourea_crocea,Palicourea_didymocarpos
993,Palicourea_lasiantha,Palicourea_didymocarpos
994,Palicourea_nitidella,Palicourea_didymocarpos
995,Palicourea_macrobotrys,Palicourea_didymocarpos
996,Palicourea_guianensis,Palicourea_didymocarpos
997,Palicourea_marcgravii,Palicourea_didymocarpos
998,Palicourea_grandiflora,Palicourea_didymocarpos
999,Palicourea_rigida,Palicourea_didymocarpos
1000,Palicourea_egensis,Palicourea_didymocarpos
1001,Palicourea_polycephala,Palicourea_didymocarpos
1002,Palicourea_deflexa,Palicourea_didymocarpos
1003,Palicourea_woronovii,Palicourea_didymocarpos
1004,Palicourea_bangii,Palicourea_didymocarpos
1005,Palicourea_flavifolia,Palicourea_didymocarpos
1006,Palicourea_reticulata,Palicourea_didymocarpos
1007,Palicourea_stipularis,Palicourea_didymocarpos
1008,Palicourea_flavescens,Palicourea_didymocarpos
1009,Palicourea_stenosepala,Palicourea_didymocarpos
1010,Palicourea_lineata,Palicourea_didymocarpos
1011,Palicourea_padifolia,Palicourea_didymocarpos
1012,Palicourea_lehmannii,Palicourea_didymocarpos
1013,Palicourea_thyrsiflora,Palicourea_didymocarpos
1014,Palicourea_demissa,Palicourea_didymocarpos
1015,Palicourea_amethystina,Palicourea_didymocarpos
1016,Palicourea_standleyana,Palicourea_didymocarpos
1017,Palicourea_seemannii,Palicourea_didymocarpos
1018,Palicourea_pyramidalis,Palicourea_didymocarpos
1019,Palicourea_luteonivea,Palicourea_didymocarpos
1020,Palicourea_sulphurea,Palicourea_didymocarpos
1021,Palicourea_apicata,Palicourea_didymocarpos
1022,Palicourea_loxensis,Palicourea_didymocarpos
1023,Palicourea_angustifolia,Palicourea_didymocarpos
1024,Palicourea_tetragona,Palicourea_didymocarpos
1025,Palicourea_domingensis,Palicourea_didymocarpos
1026,Palicourea_pubescens,Palicourea_didymocarpos
1027,Palicourea_correae,Palicourea_didymocarpos
1028,Palicourea_elata,Palicourea_didymocarpos
1029,Palicourea_berteroana,Palicourea_didymocarpos
1030,Palicourea_petiolaris,Palicourea_didymocarpos
1031,Palicourea_timbiquensis,Palicourea_didymocarpos
1032,Palicourea_acanthacea,Palicourea_didymocarpos
1033,Palicourea_brachiata,Palicourea_didymocarpos
1034,Palicourea_glomerulata,Palicourea_didymocarpos
1035,Palicourea_conephoroides,Palicourea_didymocarpos
1036,Palicourea_tinctoria,Palicourea_didymocarpos
1037,Palicourea_jelskii,Palicourea_didymocarpos
1038,Palicourea_allenii,Palicourea_didymocarpos
1039,Palicourea_cyanococca,Palicourea_didymocarpos
1040,Palicourea_hazenii,Palicourea_didymocarpos
1041,Palicourea_tomentosa,Palicourea_didymocarpos
1042,Psychotria_rosea,Palicourea_didymocarpos
1043,Psychotria_suterella,Palicourea_didymocarpos
1044,Palicourea_brachypoda,Palicourea_didymocarpos
1045,Palicourea_sessilis,Palicourea_didymocarpos
1046,Palicourea_divaricata,Palicourea_didymocarpos
1047,Palicourea_racemosa,Palicourea_didymocarpos
1048,Palicourea_subfusca,Palicourea_didymocarpos
1049,Palicourea_topoensis,Palicourea_didymocarpos
1050,Palicourea_brevicollis,Palicourea_didymocarpos
1051,Palicourea_rhodothamna,Palicourea_rhodothamna
1052,Palicourea_triphylla,Palicourea_rhodothamna
1053,Palicourea_croceoides,Palicourea_rhodothamna
1054,Palicourea_crocea,Palicourea_rhodothamna
1055,Palicourea_lasiantha,Palicourea_rhodothamna
1056,Palicourea_nitidella,Palicourea_rhodothamna
1057,Palicourea_macrobotrys,Palicourea_rhodothamna
1058,Palicourea_guianensis,Palicourea_rhodothamna
1059,Palicourea_marcgravii,Palicourea_rhodothamna
1060,Palicourea_grandiflora,Palicourea_rhodothamna
1061,Palicourea_rigida,Palicourea_rhodothamna
1062,Palicourea_egensis,Palicourea_rhodothamna
1063,Palicourea_polycephala,Palicourea_rhodothamna
1064,Palicourea_deflexa,Palicourea_rhodothamna
1065,Palicourea_woronovii,Palicourea_rhodothamna
1066,Palicourea_bangii,Palicourea_rhodothamna
1067,Palicourea_flavifolia,Palicourea_rhodothamna
1068,Palicourea_reticulata,Palicourea_rhodothamna
1069,Palicourea_stipularis,Palicourea_rhodothamna
1070,Palicourea_flavescens,Palicourea_rhodothamna
1071,Palicourea_stenosepala,Palicourea_rhodothamna
1072,Palicourea_lineata,Palicourea_rhodothamna
1073,Palicourea_padifolia,Palicourea_rhodothamna
1074,Palicourea_lehmannii,Palicourea_rhodothamna
1075,Palicourea_thyrsiflora,Palicourea_rhodothamna
1076,Palicourea_demissa,Palicourea_rhodothamna
1077,Palicourea_amethystina,Palicourea_rhodothamna
1078,Palicourea_standleyana,Palicourea_rhodothamna
1079,Palicourea_seemannii,Palicourea_rhodothamna
1080,Palicourea_pyramidalis,Palicourea_rhodothamna
1081,Palicourea_luteonivea,Palicourea_rhodothamna
1082,Palicourea_sulphurea,Palicourea_rhodothamna
1083,Palicourea_apicata,Palicourea_rhodothamna
1084,Palicourea_loxensis,Palicourea_rhodothamna
1085,Palicourea_angustifolia,Palicourea_rhodothamna
1086,Palicourea_tetragona,Palicourea_rhodothamna
1087,Palicourea_domingensis,Palicourea_rhodothamna
1088,Palicourea_pubescens,Palicourea_rhodothamna
1089,Palicourea_correae,Palicourea_rhodothamna
1090,Palicourea_elata,Palicourea_rhodothamna
1091,Palicourea_berteroana,Palicourea_rhodothamna
1092,Palicourea_petiolaris,Palicourea_rhodothamna
1093,Palicourea_timbiquensis,Palicourea_rhodothamna
1094,Palicourea_acanthacea,Palicourea_rhodothamna
1095,Palicourea_brachiata,Palicourea_rhodothamna
1096,Palicourea_glomerulata,Palicourea_rhodothamna
1097,Palicourea_conephoroides,Palicourea_rhodothamna
1098,Palicourea_tinctoria,Palicourea_rhodothamna
1099,Palicourea_jelskii,Palicourea_rhodothamna
1100,Palicourea_allenii,Palicourea_rhodothamna
1101,Palicourea_cyanococca,Palicourea_rhodothamna
1102,Palicourea_hazenii,Palicourea_rhodothamna
1103,Palicourea_tomentosa,Palicourea_rhodothamna
1104,Psychotria_rosea,Palicourea_rhodothamna
1105,Psychotria_suterella,Palicourea_rhodothamna
1106,Palicourea_brachypoda,Palicourea_rhodothamna
1107,Palicourea_sessilis,Palicourea_rhodothamna
