"species","ID","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_12","elev"
"Palicourea_acanthacea",1.5910646070265,1.39051780839098,1.48575453760255,1.47171698972763,3.40277706961035,229
"Palicourea_acanthacea",1.60205999132796,1.39051780839098,1.48575453760255,1.47171698972763,3.40277706961035,229
"Palicourea_acanthacea",1.61278385671974,1.39051780839098,1.48575453760255,1.47171698972763,3.40277706961035,229
"Palicourea_acanthacea",1.6232492903979,1.20122411559126,1.3409834108115,1.32461163732365,3.17172645365323,2136
"Palicourea_acanthacea",1.63346845557959,1.41448310176331,1.43022673053021,1.4791864684898,3.79947839883798,50
"Palicourea_acanthacea",1.64345267648619,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.65321251377534,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.66275783168157,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.67209785793572,1.38875671991541,1.48829020806125,1.47199541248008,3.46731206298055,223
"Palicourea_acanthacea",1.68124123737559,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.69019608002851,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.69897000433602,1.40686577895142,1.50628545615315,1.48291643775855,3.41480627950101,72
"Palicourea_acanthacea",1.70757017609794,1.40686577895142,1.50628545615315,1.48291643775855,3.41480627950101,72
"Palicourea_acanthacea",1.7160033436348,1.4051677266707,1.50744604081364,1.48069665274311,3.43248825577051,99
"Palicourea_acanthacea",1.72427586960079,1.38875671991541,1.48829020806125,1.47199541248008,3.46731206298055,223
"Palicourea_acanthacea",1.73239375982297,1.38875671991541,1.48829020806125,1.47199541248008,3.46731206298055,223
"Palicourea_acanthacea",1.74036268949424,1.39051780839098,1.48575453760255,1.47171698972763,3.40277706961035,229
"Palicourea_acanthacea",1.7481880270062,1.39051780839098,1.48575453760255,1.47171698972763,3.40277706961035,229
"Palicourea_acanthacea",1.75587485567249,1.39051780839098,1.48575453760255,1.47171698972763,3.40277706961035,229
"Palicourea_acanthacea",1.76342799356294,1.39051780839098,1.48575453760255,1.47171698972763,3.40277706961035,229
"Palicourea_acanthacea",1.77085201164214,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.77815125038364,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.78532983501077,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.79239168949825,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.79934054945358,1.2721801416497,1.47874490390935,1.36621744193443,3.21590181320403,1465
"Palicourea_acanthacea",1.80617997398389,1.36290559331394,1.56161813096508,1.44731311237238,3.28780172993023,504
"Palicourea_acanthacea",1.81291335664286,1.2721801416497,1.47874490390935,1.36621744193443,3.21590181320403,1465
"Palicourea_acanthacea",1.81954393554187,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.82607480270083,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.83250891270624,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.83884909073726,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.84509804001426,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.85125834871908,1.38474979417845,1.44202011706541,1.46542745529109,3.58069693971244,311
"Palicourea_acanthacea",1.85733249643127,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.86332286012046,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.86923171973098,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.8750612633917,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.88081359228079,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.88649072517248,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.89209460269048,1.36978696603547,1.75247487580955,1.45347123139037,3.25261034056737,422
"Palicourea_acanthacea",1.89762709129044,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.90308998699194,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.90848501887865,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.91381385238372,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.91907809237607,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.92427928606188,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.92941892571429,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
"Palicourea_acanthacea",1.93449845124357,1.39324165976404,1.40820942526694,1.46794829332987,3.61394747678035,425
