Iteration	Posterior	Likelihood	Prior	extirpation_rate	rate_bg
4360	-222.9567	-224.1023	1.145637	0.843615	0.04992719
4370	-223.2507	-224.5095	1.258834	0.8849685	0.04267266
4380	-223.0306	-224.2518	1.221209	0.8811103	0.04450328
4390	-223.8464	-224.9587	1.112378	0.6776125	0.05611618
4400	-224.6588	-224.8171	0.1583543	1.391568	0.05387057
4410	-224.3556	-225.4636	1.108078	1.047398	0.03953255
4420	-222.6801	-223.9299	1.249831	0.6136544	0.04768845
4430	-223.0298	-224.3669	1.337113	0.7954703	0.04296371
4440	-223.6331	-224.5579	0.9248583	0.4129617	0.04030069
4450	-223.523	-224.9838	1.460725	0.6958033	0.03961376
4460	-223.4868	-224.5432	1.056333	0.5488905	0.05366442
4470	-223.1503	-224.2111	1.060777	0.9773898	0.04612874
4480	-223.0828	-224.4944	1.411542	0.6634994	0.0415202
4490	-223.4839	-224.6213	1.137408	0.7218133	0.05448866
4500	-222.7117	-224.0381	1.326454	0.7065729	0.04525076
4510	-222.6602	-223.951	1.290797	0.6721078	0.04691839
4520	-223.5494	-224.664	1.114585	0.6112809	0.05449714
4530	-224.815	-224.9513	0.1363307	0.3385585	0.05466263
4540	-223.2911	-224.3564	1.065294	0.8695336	0.05268183
4550	-225.6235	-226.5386	0.9150816	1.19359	0.03718072
4560	-222.7171	-223.977	1.259958	0.7090277	0.04834229
4570	-223.6478	-225.0808	1.433039	0.7745102	0.03959158
4580	-223.2898	-224.3576	1.067818	0.5431203	0.05253802
4590	-223.228	-224.2055	0.9774534	0.9731279	0.05044465
4600	-223.5713	-224.9272	1.355897	0.5412274	0.03925763
4610	-224.6111	-225.3461	0.7349491	1.037302	0.0583458
4620	-222.9326	-224.1371	1.204468	0.7234387	0.05093146
4630	-224.1781	-225.4457	1.26757	0.4831062	0.03749079
4640	-223.1611	-224.5682	1.407076	0.6219136	0.04098255
4650	-223.6085	-224.3188	0.7103096	1.144002	0.0499313
4660	-223.0566	-224.2432	1.186682	0.7166089	0.05193705
4670	-222.7673	-224.0369	1.269588	0.7856777	0.04628494
4680	-224.8752	-225.2777	0.4025452	1.39011	0.04232378
4690	-223.2135	-224.2293	1.015849	0.9353832	0.05113044
4700	-222.7813	-224.019	1.237716	0.6808435	0.04951672
4710	-225.1531	-226.6121	1.458966	0.8617236	0.03583496
4720	-222.7453	-223.9838	1.238576	0.6428569	0.04904287
4730	-225.0671	-226.5988	1.531693	0.5860892	0.03508483
4740	-222.7089	-224.0303	1.321374	0.6207655	0.04461649
4750	-223.2404	-224.2435	1.003104	0.9430801	0.05125879
4760	-222.8767	-223.9416	1.06488	0.4759572	0.04493955
4770	-225.4584	-226.5411	1.082633	1.105163	0.03683084
4780	-224.0003	-225.0723	1.072031	0.7733009	0.05684718
4790	-223.6838	-225.1539	1.470122	0.71703	0.03911449
4800	-223.3644	-224.4653	1.100964	0.5751848	0.05329417
4810	-222.6613	-223.9356	1.274276	0.603811	0.04617281
4820	-223.5611	-224.6969	1.135759	0.6835211	0.05483809
4830	-223.004	-224.0593	1.055333	0.4626385	0.04344697
4840	-222.7215	-224.0413	1.31983	0.6125319	0.04442726
4850	-223.379	-224.1699	0.7908705	0.4344559	0.05083547
4860	-223.2006	-224.6281	1.427445	0.6733059	0.0409321
4870	-223.4176	-224.2866	0.8690261	1.036829	0.05106305
4880	-222.6645	-223.9554	1.290855	0.6127825	0.045742
4890	-224.2154	-225.295	1.079612	0.7235689	0.05770246
4900	-223.1124	-224.2798	1.167351	0.6246651	0.05217472
4910	-223.0511	-224.1315	1.080457	0.9043193	0.04985541
4920	-223.5669	-223.9966	0.4297282	0.3472619	0.04374527
4930	-223.8684	-224.5789	0.7105268	1.102044	0.05372051
4940	-223.0496	-224.1773	1.127761	0.5661954	0.05128066
4950	-222.8274	-224.0352	1.20784	0.617931	0.04988555
4960	-224.847	-224.7914	-0.05557166	1.515627	0.05167395
4970	-222.7547	-224.1001	1.345391	0.6386174	0.04399268
4980	-224.9147	-225.0291	0.114416	1.397448	0.05562255
4990	-222.972	-224.138	1.165979	0.8026821	0.05070626
5000	-222.6528	-223.9448	1.291974	0.6444855	0.04652366
5010	-224.1322	-225.0095	0.8772179	1.149317	0.04185661
5020	-222.7263	-223.9084	1.182107	0.5485972	0.04729932
5030	-225.7433	-225.1401	-0.6032281	1.777006	0.05135173
5040	-223.4192	-224.3346	0.9154125	1.074577	0.04584675
5050	-223.0839	-224.1274	1.04345	0.9526431	0.04859737
5060	-223.8927	-224.9994	1.106657	0.4452212	0.03872619
5070	-223.6112	-224.3397	0.7285312	1.123375	0.05084837
5080	-223.0788	-224.1469	1.068085	0.957539	0.04709599
5090	-229.6043	-227.8087	-1.795643	2.451974	0.04046433
5100	-225.6958	-225.8539	0.1580765	1.525613	0.04087204
5110	-223.1813	-224.3519	1.170649	0.7163707	0.05277935
5120	-228.305	-227.4379	-0.8670883	1.78168	0.06619228
5130	-224.7929	-224.7565	-0.03642995	1.52481	0.04973111
5140	-223.2672	-224.4026	1.135414	0.6021348	0.05297383
5150	-223.1756	-224.304	1.12835	0.5819464	0.05227364
5160	-222.8665	-224.1055	1.239043	0.8372995	0.04575071
5170	-224.6172	-225.3229	0.7057503	1.250734	0.04116124
5180	-222.9279	-224.1201	1.192108	0.766233	0.05062531
5190	-223.5871	-224.49	0.9029068	1.098871	0.04456031
5200	-223.2973	-224.1002	0.8029561	0.4345472	0.05024416
5210	-223.3594	-223.8971	0.537655	0.3680696	0.04572252
5220	-223.375	-224.2311	0.8560888	1.069687	0.04904512
5230	-222.7996	-224.125	1.325428	0.5946609	0.04350446
5240	-222.6778	-223.9539	1.276062	0.6816353	0.04765586
5250	-227.0817	-226.3948	-0.6868798	1.728795	0.06188951
5260	-222.7244	-224.0249	1.300544	0.5918589	0.04447681
5270	-224.2444	-225.0906	0.8461568	0.9780043	0.0571209
5280	-225.7008	-226.726	1.025143	1.142421	0.03654815
5290	-223.0245	-224.1604	1.135814	0.8349034	0.05083996
5300	-223.7829	-224.7616	0.9786311	0.517953	0.05468239
5310	-223.6315	-223.8971	0.2655504	0.3342618	0.04631472
5320	-223.5271	-224.3447	0.8175623	1.123472	0.04650903
5330	-224.1576	-225.6293	1.471686	0.7813128	0.03792601
5340	-224.7439	-225.7938	1.049943	0.6489299	0.05936264
5350	-223.3039	-224.4415	1.137576	0.7677822	0.05341529
5360	-222.771	-224.1264	1.355412	0.6619925	0.04390288
5370	-224.5963	-225.5397	0.9434047	1.1412	0.03974719
5380	-222.765	-224.0078	1.242833	0.6925817	0.04926695
5390	-223.9432	-224.4637	0.5205184	1.231935	0.0513436
5400	-224.576	-224.9191	0.3430795	1.284232	0.05544952
5410	-223.7438	-224.3755	0.6317182	1.180729	0.0505437
5420	-222.899	-224.1363	1.237265	0.846648	0.04542081
5430	-225.2201	-225.1928	-0.02731888	1.573525	0.04449158
5440	-222.9436	-224.088	1.144402	0.894785	0.04730388
5450	-225.9962	-226.5553	0.559097	1.367524	0.03787965
5460	-223.447	-224.133	0.6859981	0.4100253	0.05043002
5470	-223.6999	-224.3361	0.6361739	0.4058501	0.05188629
5480	-222.9351	-224.2406	1.305487	0.558721	0.0424757
5490	-224.2632	-224.8459	0.5827321	0.352262	0.03901742
5500	-223.2506	-224.4272	1.176637	0.4836706	0.0411273
5510	-225.1013	-225.7183	0.6170628	0.3479377	0.03646491
5520	-222.7683	-223.9055	1.137134	0.5128757	0.04614083
5530	-224.0916	-225.597	1.505433	0.7142977	0.03778075
5540	-222.6533	-223.9368	1.283525	0.6301874	0.0466015
5550	-222.7578	-224.1029	1.3451	0.7037109	0.0444333
5560	-225.1081	-225.2885	0.18048	1.347837	0.05754214
5570	-223.4321	-224.3955	0.9633321	0.9508188	0.05278269
5580	-222.6656	-223.9714	1.305831	0.6312476	0.04559985
5590	-224.7376	-224.5297	-0.2078609	0.298706	0.05242076
5600	-222.8484	-224.0432	1.194838	0.8095332	0.04899753
5610	-224.0185	-224.4863	0.4677625	1.260434	0.05125757
5620	-226.0988	-227.0115	0.9126518	0.556996	0.06275178
5630	-223.055	-224.4628	1.407869	0.6824394	0.04177236
5640	-223.0156	-224.352	1.336331	0.7937811	0.04305037
5650	-223.1056	-224.2881	1.182511	0.7004268	0.05229898
5660	-224.4142	-225.2386	0.824369	1.188248	0.04111474
5670	-222.8954	-224.0352	1.139736	0.5553796	0.0498811
5680	-226.3035	-227.6983	1.394802	0.9560824	0.03403827
5690	-222.8813	-224.0535	1.172258	0.8403542	0.04876874
5700	-223.2086	-224.6359	1.427299	0.6899821	0.04097142
5710	-223.1544	-224.576	1.421658	0.6748577	0.04117703
5720	-223.1491	-223.9675	0.8184076	0.4310658	0.04874304
5730	-224.107	-225.2617	1.154693	1.009565	0.04003685
5740	-222.6737	-223.9384	1.264759	0.6396507	0.04770924
5750	-224.0592	-225.1552	1.095998	0.6971997	0.05704251
5760	-225.6776	-225.3509	-0.3267354	1.709356	0.04500044
5770	-223.1415	-224.1785	1.036992	0.9295893	0.05044175
5780	-223.6394	-224.3327	0.6932949	1.150996	0.05015736
5790	-222.9674	-224.1679	1.200452	0.6643055	0.05128709
5800	-224.2186	-224.7058	0.4872148	1.221431	0.05414613
5810	-223.3512	-224.6976	1.346325	0.8299501	0.04137728
5820	-224.3327	-224.6425	0.3097986	1.327858	0.05261417
5830	-223.81	-224.4012	0.5911894	1.201074	0.05069386
5840	-227.8306	-226.0699	-1.760681	2.313021	0.05221951
5850	-224.8765	-225.3722	0.4957219	1.35214	0.0416236
5860	-223.3622	-224.2426	0.8804321	1.039724	0.05025221
5870	-225.518	-226.4589	0.9409705	0.5585466	0.06114145
5880	-224.136	-225.6497	1.513744	0.6608124	0.03746376
5890	-222.6679	-223.9575	1.289589	0.6878741	0.04702195
5900	-223.055	-224.2186	1.163575	0.6061575	0.05168
5910	-224.4697	-225.3433	0.8736035	0.9437582	0.05829273
5920	-222.9566	-224.1514	1.194882	0.8819164	0.04564891
5930	-222.8633	-224.1301	1.26678	0.8200138	0.04519892
5940	-225.0195	-226.2288	1.209228	1.020883	0.03725812
5950	-223.0374	-224.2002	1.162847	0.787023	0.05145131
5960	-222.6971	-223.9884	1.291311	0.7295572	0.04660785
5970	-222.8336	-224.0373	1.203657	0.7984734	0.04898821
5980	-224.2564	-225.2739	1.017465	1.089035	0.04040696
5990	-224.4991	-226.019	1.519889	0.6138736	0.03640815
6000	-223.316	-224.4713	1.155293	0.7171983	0.05358571
6010	-223.9029	-223.9291	0.02624213	0.305736	0.04477521
6020	-222.7731	-224.0098	1.236707	0.747612	0.04887871
6030	-223.2829	-224.4313	1.148398	0.6256056	0.05320336
6040	-222.9703	-224.0581	1.087741	0.4728533	0.04349979
6050	-223.1731	-224.18	1.006927	0.9558436	0.05018369
6060	-223.4393	-224.2607	0.8213327	1.101196	0.04815584
6070	-223.8622	-224.679	0.8168098	1.158529	0.04373337
6080	-223.6441	-224.2618	0.6176673	0.3662089	0.04167359
6090	-223.1035	-224.3193	1.215708	0.894941	0.04404014
6100	-222.9098	-224.0633	1.153486	0.8693882	0.0482423
6110	-224.269	-225.2155	0.9464944	0.8945394	0.05767299
6120	-224.2279	-224.0064	-0.2215137	0.290704	0.04847123
6130	-224.2537	-224.8652	0.611495	1.270405	0.04354924
6140	-222.7907	-224.0152	1.224545	0.7833953	0.04849203
6150	-222.8027	-223.9312	1.12844	0.5014876	0.04529026
6160	-223.5105	-224.6197	1.109189	0.4555818	0.04016025
6170	-224.3573	-225.8879	1.530632	0.6903257	0.0369488
6180	-224.8567	-225.8725	1.015844	0.5970659	0.05942718
6190	-224.8859	-225.5616	0.6757167	1.063766	0.05931556
6200	-225.0053	-224.8383	-0.1670142	1.582457	0.05020819
6210	-223.8537	-224.7599	0.9062086	1.118832	0.04290988
6220	-222.8627	-224.1424	1.279676	0.8110275	0.04495746
6230	-223.3968	-224.7364	1.339597	0.8403273	0.04125516
6240	-223.9035	-225.3695	1.466016	0.761219	0.03860232
6250	-222.9029	-224.1158	1.212889	0.6991659	0.05074073
6260	-226.1466	-225.3416	-0.8049687	1.894248	0.04888659
6270	-223.2383	-224.2078	0.9694616	0.9790762	0.05041644
6280	-224.057	-224.7676	0.7105577	1.216878	0.04368064
6290	-223.1743	-224.535	1.360611	0.7948547	0.04198485
6300	-223.4398	-224.4876	1.047833	1.020155	0.04383325
6310	-224.7307	-224.782	0.05130249	1.504038	0.04757196
6320	-223.4067	-224.2493	0.8426309	1.067775	0.04986693
6330	-226.4091	-225.4902	-0.9189629	1.896729	0.05449919
6340	-226.3196	-226.5777	0.2580982	1.258754	0.06341883
6350	-222.7738	-224.1262	1.352411	0.6440923	0.04378825
6360	-222.958	-223.9293	0.9712682	0.4684318	0.04818266
6370	-224.487	-225.4623	0.9752495	0.4073604	0.03725468
6380	-222.9597	-224.1082	1.148517	0.8374328	0.05007929
6390	-224.8913	-223.9888	-0.902494	0.2422003	0.04780071
6400	-224.3379	-224.9042	0.5663087	1.162063	0.0558256
6410	-222.7121	-224.0479	1.335838	0.6825629	0.04489251
6420	-222.9825	-224.1795	1.197015	0.6583604	0.05139244
6430	-223.0608	-224.3335	1.272774	0.8523035	0.04358961
6440	-224.3586	-225.5593	1.200704	0.4592091	0.0371246
6450	-223.0758	-224.2142	1.138358	0.8172872	0.05151255
6460	-222.9158	-224.077	1.16115	0.5781975	0.05036555
6470	-222.9226	-223.9087	0.9861459	0.4564379	0.04555869
6480	-223.0811	-224.0521	0.9709468	0.4399152	0.04342853
6490	-223.478	-224.3568	0.8787031	1.017895	0.05209227
6500	-223.1324	-224.551	1.418516	0.6669068	0.04125928
6510	-223.1902	-224.1731	0.9829667	0.4917566	0.05106473
6520	-222.8302	-224.1919	1.361617	0.6344006	0.04319667
6530	-222.8818	-224.0896	1.207812	0.7481343	0.0502998
6540	-224.1434	-224.8638	0.7204028	1.073779	0.05579258
6550	-222.8775	-224.0716	1.194048	0.7884877	0.04982015
6560	-224.5835	-224.717	0.1334726	1.417653	0.05237197
6570	-223.5815	-224.3753	0.7937386	1.073036	0.05191149
6580	-224.8583	-224.7889	-0.06948362	1.525609	0.05131661
6590	-223.4271	-224.5264	1.099298	0.9935511	0.04334875
6600	-222.7011	-223.9955	1.294417	0.5947394	0.04487814
6610	-224.0015	-225.092	1.09054	0.6321461	0.05658109
6620	-224.332	-225.4032	1.071194	0.7259757	0.05814922
6630	-224.2135	-224.6872	0.473693	1.23071	0.05392996
6640	-224.4601	-224.3252	-0.1349384	0.303303	0.05125536
6650	-223.2503	-223.9756	0.7252558	0.4112249	0.04878133
6660	-226.7449	-225.714	-1.030944	2.021314	0.04670047
6670	-222.7129	-224.0243	1.311417	0.7276813	0.04570763
6680	-224.8711	-225.3564	0.4852993	1.356191	0.04171974
6690	-223.0395	-224.3366	1.297088	0.5439285	0.04183205
6700	-223.9251	-224.0041	0.07901501	0.3082422	0.04360624
6710	-226.0375	-224.1963	-1.841179	0.1987792	0.0495708
6720	-222.6611	-223.9344	1.273321	0.6036935	0.04621228
6730	-223.194	-224.2846	1.09059	0.8563614	0.05208461
6740	-222.9178	-224.1276	1.209833	0.6750473	0.05089298
6750	-222.9627	-224.0886	1.125885	0.903325	0.0476987
6760	-224.1194	-224.5152	0.395843	0.3332181	0.04029112
6770	-222.9845	-223.9685	0.9840212	0.4488605	0.04439638
6780	-223.0659	-224.2204	1.154464	0.7938436	0.05163465
6790	-223.4212	-224.464	1.042799	0.8759505	0.05350315
6800	-222.7524	-223.9966	1.24412	0.6718596	0.04915868
6810	-223.5741	-224.4814	0.9072719	0.4788069	0.05307091
6820	-225.7466	-227.3633	1.616687	0.6829503	0.03390074
6830	-223.1292	-224.2445	1.115297	0.9512276	0.04531598
6840	-225.3514	-225.0647	-0.2867197	1.604044	0.05407198
6850	-223.6865	-225.1451	1.458636	0.7422469	0.03924143
6860	-223.066	-223.9284	0.8623728	0.4227231	0.0449417
6870	-224.4066	-225.5081	1.101541	0.4340527	0.03719664
6880	-222.8961	-224.1093	1.213194	0.858307	0.04598239
6890	-223.4452	-224.7221	1.276878	0.8913826	0.04160029
6900	-222.7863	-224.1451	1.358715	0.6575162	0.04370958
6910	-222.7457	-224.0059	1.260233	0.7743391	0.04706494
6920	-223.0975	-224.2897	1.192164	0.4961509	0.0419153
6930	-222.8843	-224.1566	1.272311	0.5455795	0.04300246
6940	-223.3869	-224.3284	0.9414467	1.06043	0.04572345
6950	-223.865	-225.3557	1.490719	0.6534567	0.03825941
6960	-222.8375	-224.2017	1.364211	0.7075333	0.04356735
6970	-223.7689	-224.8248	1.05586	1.041833	0.04202497
6980	-223.0355	-224.11	1.074446	0.9318481	0.04844467
6990	-225.1964	-226.7805	1.584095	0.6969319	0.03501307
7000	-223.0076	-224.1652	1.157602	0.5900273	0.05121524
7010	-223.1258	-224.2478	1.121936	0.4732056	0.04208426
7020	-222.8051	-224.1683	1.36325	0.6583111	0.04352097
7030	-224.3023	-225.7072	1.404912	0.534785	0.03694388
7040	-223.3333	-224.4917	1.158487	0.474873	0.04078643
7050	-223.0429	-224.1243	1.081412	0.9423015	0.04744749
7060	-223.7696	-224.1185	0.3489596	0.3341659	0.04257312
7070	-223.5236	-224.483	0.9593543	0.9435768	0.05351545
7080	-222.9488	-224.0459	1.097125	0.4768432	0.04363241
7090	-224.3935	-224.6833	0.2897977	1.39722	0.04669653
7100	-228.5713	-227.0713	-1.499953	2.293541	0.04191489
7110	-222.9092	-224.121	1.211714	0.7000275	0.05079592
7120	-222.6711	-223.9786	1.307548	0.6274503	0.04542494
7130	-223.6238	-224.4916	0.8678336	1.116901	0.04473864
7140	-226.3798	-225.6191	-0.7607464	1.802685	0.05689969
7150	-223.1221	-224.4845	1.362391	0.5784992	0.04119949
7160	-223.2482	-224.1987	0.9505052	0.4814825	0.05123333
7170	-222.7668	-224.0076	1.240769	0.7321908	0.04898063
7180	-222.8011	-224.0194	1.21829	0.8002277	0.04821262
7190	-223.4378	-224.2705	0.8326399	1.100868	0.0476411
7200	-223.9741	-225.0751	1.101005	0.6597229	0.05659088
7210	-224.326	-224.8606	0.5345975	1.182937	0.05547367
7220	-222.7684	-223.9467	1.178263	0.5214275	0.04512268
7230	-223.8764	-224.7114	0.8349456	0.3927901	0.03961562
7240	-223.2655	-224.354	1.088529	0.9823251	0.04454673
7250	-223.0324	-224.1535	1.121124	0.9301035	0.0463406
7260	-224.5719	-225.0847	0.512833	1.181366	0.05685792
7270	-224.4414	-225.593	1.151593	1.028045	0.03903047
7280	-223.347	-224.3357	0.9886423	1.036577	0.04532438
7290	-222.9401	-223.9948	1.054766	0.46716	0.04413786
7300	-223.2754	-224.4796	1.204161	0.9217609	0.0431086
7310	-225.22	-224.9888	-0.2312225	1.582971	0.05347968
7320	-223.7242	-224.8348	1.110607	0.7389623	0.05565028
7330	-223.0242	-224.2077	1.183499	0.6345407	0.05162221
7340	-223.0223	-224.137	1.114672	0.8662317	0.05032206
7350	-223.6099	-224.4062	0.7962973	1.066911	0.05230631
7360	-223.7398	-224.5549	0.8150237	1.038096	0.05378809
7370	-223.4197	-224.5913	1.171608	0.4755761	0.04034276
7380	-228.0477	-226.3054	-1.742302	2.351955	0.04725184
7390	-223.7207	-224.5047	0.7840278	1.063237	0.05327304
7400	-224.5706	-224.669	0.09835299	1.45774	0.04995796
7410	-222.9598	-224.1631	1.203368	0.698866	0.05122761
7420	-222.8779	-224.0565	1.178641	0.8588913	0.0475702
7430	-226.1243	-227.0057	0.8814115	0.8584419	0.06406522
7440	-223.3727	-224.3092	0.936506	1.060161	0.04597014
7450	-223.0195	-224.188	1.168455	0.492884	0.04254923
7460	-222.6781	-223.9853	1.307248	0.7003123	0.04616636
7470	-223.6332	-224.4911	0.8579066	1.121844	0.04479734
7480	-224.7361	-224.8243	0.08826735	1.428742	0.05356478
7490	-223.6001	-224.4785	0.8784146	1.003047	0.05330116
7500	-224.3237	-224.7043	0.3806563	0.3686794	0.05371646
7510	-225.6183	-224.7774	-0.8409507	0.234279	0.03903895
7520	-223.0808	-224.1067	1.02595	0.4514896	0.04299626
7530	-224.0633	-224.49	0.4266736	1.310422	0.04845226
7540	-223.0317	-224.1842	1.152502	0.8067855	0.05122914
7550	-223.9278	-224.4291	0.5013432	1.259964	0.04960977
7560	-225.6563	-226.6972	1.040914	1.133059	0.03657803
7570	-223.284	-224.3932	1.109238	0.8168884	0.05305258
7580	-223.2285	-224.2652	1.036698	1.000254	0.04568983
7590	-226.2577	-225.3602	-0.8974848	1.90985	0.0518638
7600	-222.7267	-224.0556	1.328841	0.7140583	0.04508024
7610	-224.2584	-224.8774	0.6189797	1.133472	0.05573754
7620	-223.1263	-224.4012	1.274836	0.5266568	0.04141474
7630	-223.7919	-224.5731	0.7812185	1.058294	0.05385677
7640	-224.1201	-224.0811	-0.03902681	0.2957418	0.04282096
7650	-222.7215	-224.0136	1.29218	0.7485101	0.04622231
7660	-222.7011	-224.0045	1.303443	0.6030422	0.04481581
7670	-224.7514	-225.5729	0.8215234	1.20502	0.03996984
7680	-223.5202	-224.5375	1.01732	0.8902474	0.05400019
7690	-223.3591	-224.4213	1.062166	0.544285	0.052942
7700	-223.3246	-224.2185	0.8939059	1.057979	0.04814197
7710	-223.2075	-224.5933	1.385711	0.7722246	0.04156837
7720	-223.8095	-224.3898	0.5802532	1.227832	0.04874346
7730	-223.7149	-224.4719	0.7569932	1.168977	0.0455593
7740	-224.4499	-224.7381	0.2882755	1.328761	0.05366253
7750	-223.1033	-224.2795	1.176266	0.7330063	0.05222932
7760	-222.7257	-224.0032	1.277501	0.757456	0.04670278
7770	-223.0835	-224.1285	1.045058	0.9566948	0.0482494
7780	-222.9928	-224.1505	1.157686	0.8100653	0.05083017
7790	-223.1946	-224.1419	0.947247	0.4773186	0.05076125
7800	-223.2741	-224.4915	1.217425	0.9136745	0.04297634
7810	-223.2613	-224.4258	1.164539	0.6953013	0.05327123
7820	-222.6625	-223.9672	1.304615	0.6766305	0.04629809
7830	-223.3371	-224.2794	0.942342	0.9841467	0.05142231
7840	-223.6633	-224.3366	0.6732405	1.165707	0.04983432
7850	-223.8682	-224.7722	0.9039456	0.9586671	0.05541012
7860	-222.7029	-223.9107	1.207822	0.5638021	0.04717828
7870	-224.3499	-224.8758	0.5258249	1.186856	0.05556067
7880	-223.8243	-224.6212	0.7968949	1.043893	0.05426792
7890	-223.4234	-224.5137	1.090307	0.5707681	0.05356388
7900	-223.2614	-224.2965	1.035046	0.9065499	0.05203003
7910	-224.4242	-224.5251	0.1008817	0.3026049	0.04018321
7920	-223.6452	-224.7325	1.087324	0.7946776	0.05518687
7930	-223.0597	-224.0905	1.03077	0.5050374	0.05037805
7940	-222.7848	-224.0363	1.251461	0.8013623	0.04659921
7950	-223.9698	-225.072	1.102114	0.664696	0.05659132
7960	-223.2005	-224.3454	1.144899	0.6050331	0.0526048
7970	-222.6655	-223.9402	1.274684	0.5992434	0.04596752
7980	-223.5652	-224.132	0.5667211	0.3618282	0.0425304
7990	-223.4205	-224.2837	0.8632279	1.041654	0.05096714
8000	-223.6603	-224.4526	0.7923048	1.149975	0.04551244
8010	-224.3256	-224.9423	0.6166283	1.130697	0.05614278
8020	-224.5758	-225.604	1.028189	1.098674	0.0393265
8030	-222.7512	-223.95	1.198849	0.5793474	0.04856844
8040	-223.7899	-224.4865	0.6966472	1.120287	0.05277974
8050	-225.8644	-225.3051	-0.5592698	1.723941	0.05504212
8060	-222.9539	-224.182	1.22807	0.8637077	0.04504803
8070	-223.5383	-224.3567	0.8183793	1.059416	0.05179718
8080	-223.108	-224.5035	1.395537	0.6148326	0.04125802
8090	-223.3227	-224.6244	1.301747	0.8623191	0.04190972
8100	-225.2767	-225.7031	0.4264054	0.3874608	0.05779017
8110	-223.4715	-224.4651	0.9935789	0.5115164	0.05309761
8120	-225.2642	-225.9791	0.7148441	1.273629	0.03902886
8130	-224.6964	-225.3157	0.6192806	1.291745	0.04145538
8140	-223.6482	-223.9674	0.3192106	0.3458735	0.04832402
8150	-223.2704	-224.4337	1.163352	0.6976178	0.05332513
8160	-222.9599	-224.2586	1.298748	0.8168198	0.04389637
8170	-225.0419	-225.513	0.4710838	1.36994	0.04116401
8180	-223.197	-224.6127	1.415716	0.6293805	0.04081271
8190	-223.3759	-224.0009	0.6250066	0.374604	0.04375372
8200	-222.7114	-223.9622	1.250788	0.6474395	0.0485348
8210	-223.2567	-224.4118	1.155117	0.7399029	0.05320779
8220	-223.021	-224.2075	1.186461	0.7378754	0.05160695
8230	-223.5265	-224.9741	1.447562	0.7341224	0.03980336
8240	-223.097	-224.1328	1.035788	0.9536065	0.04890645
8250	-224.4264	-224.7893	0.3629301	1.376845	0.04523157
8260	-223.6424	-223.9026	0.2602323	0.3317509	0.04555515
8270	-224.3047	-224.8788	0.5740802	1.288697	0.04363107
8280	-222.9423	-224.1907	1.248358	0.8492416	0.04480443
8290	-225.8592	-226.7307	0.8714918	0.5249461	0.0617748
8300	-225.9603	-226.7875	0.8272006	0.9127982	0.06355876
8310	-223.3381	-224.489	1.150906	0.7253066	0.05370473
8320	-223.511	-224.0288	0.5177647	0.3764004	0.04927352
8330	-223.9905	-224.6416	0.6511236	1.132271	0.05408894
8340	-222.7281	-223.931	1.20295	0.5392021	0.04558057
8350	-224.1838	-223.9606	-0.2231845	0.2893835	0.04779545
8360	-223.6514	-224.7126	1.061144	0.5634386	0.05460358
8370	-223.3823	-224.2692	0.8868679	1.027627	0.05089285
8380	-223.5302	-224.0594	0.5292051	0.3792824	0.04961037
8390	-223.1017	-224.056	0.9543031	0.4744041	0.04995241
8400	-222.7886	-223.9004	1.111777	0.5037224	0.0463083
8410	-223.6998	-225.1387	1.438895	0.5915283	0.03871712
8420	-222.7669	-223.9116	1.144682	0.51394	0.04590476
8430	-223.1159	-224.2679	1.151997	0.7849621	0.05208584
8440	-222.9816	-224.3605	1.37886	0.6169874	0.04201624
8450	-223.0171	-224.1123	1.095178	0.8979161	0.04950657
8460	-225.1986	-226.6291	1.430457	0.8865659	0.0358773
8470	-222.7997	-224.1367	1.337001	0.7391684	0.04437217
8480	-223.3215	-224.506	1.184559	0.9377442	0.04305804
8490	-222.8655	-224.0854	1.219905	0.6975869	0.05039324
8500	-222.7665	-224.0041	1.237665	0.7754391	0.04810638
8510	-223.4667	-224.5933	1.12655	0.7555758	0.05436436
8520	-224.706	-225.0281	0.3221262	1.41204	0.04386764
8530	-223.9911	-225.0918	1.100697	0.6655007	0.05668058
8540	-222.7155	-223.9099	1.19438	0.556243	0.04729087
8550	-223.7427	-224.4742	0.7315505	0.3795475	0.04058974
8560	-223.8713	-224.0493	0.1780142	0.3312453	0.04923939
8570	-222.7789	-224.01	1.231146	0.772518	0.04850791
8580	-223.7555	-225.0408	1.285221	0.5018298	0.03875152
8590	-225.1243	-225.2152	0.09087192	1.39791	0.05689424
8600	-224.4453	-225.0753	0.6300889	0.4186527	0.05562606
8610	-222.8259	-224.1447	1.318793	0.5834543	0.0432829
8620	-226.6982	-226.2143	-0.4838925	1.637426	0.06136339
8630	-223.6775	-224.8018	1.124268	0.7030605	0.05541813
8640	-223.3797	-224.2458	0.8660299	1.079655	0.04776124
8650	-224.6661	-225.0883	0.4222087	1.370973	0.04313598
8660	-225.5653	-226.0695	0.504156	1.143314	0.06143784
8670	-224.2351	-223.9099	-0.3252225	0.2782418	0.04606425
8680	-222.798	-224.1464	1.34838	0.7208466	0.04413618
8690	-222.7426	-224.0168	1.274165	0.7701538	0.04653119
8700	-223.3157	-224.5719	1.256154	0.5083612	0.04053518
8710	-222.9253	-224.0357	1.110414	0.5377394	0.04986736
8720	-222.8876	-223.9856	1.098056	0.52457	0.04921301
8730	-223.4549	-224.5022	1.047314	0.5407954	0.05340821
