Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	simmap
0	{6,6.53753}	{3,5.19422}	{5,3.21443}	{51,3.21443}	{6,7.42823}	{6,6.1429}	{6,4.84819}	{6,4.84819}	{39,1.25978:18,0.229276:2,1.94166}	{26,1.07379:14,0.540678:2,1.81625}	{8,3.61978:1,0.583521}	{7,4.2033}	{42,1.74268:23,1.22001:11,0.231662:4,1.9617}	{31,1.10429:16,0.608615:4,2.23508}	{4,3.94798}	{4,5.31368}	{7,4.49045}	{7,2.36973:2,1.55305}	{2,1.93877}	{2,1.93877}	{3,8.45344}	{26,4.77409:13,1.3762}	{7,0.0331271:1,3.27779}	{1,3.31091}	{1,5.2778}	{1,4.87862}	{1,4.87862}	{3,4.46078}	{8,3.69207:3,0.76871}	{4,1.07561:12,0.555869:3,3.4217}	{12,2.79583:3,1.43714}	{3,4.23297}	{31,0.917967:15,0.550832:3,4.1586}	{22,2.16098:9,1.50203:3,0.466106}	{8,2.81406}	{7,0.876873:1,1.93719}	{12,4.60213:3,0.263069}	{3,2.50226}	{12,2.50226}	{12,1.96488:3,1.12356}	{3,3.08844}	{3,3.67075}	{12,2.35677:3,0.954122}	{1,2.11981}	{3,2.11981}	{4,5.73521}	{4,4.02734}	{4,4.02734}	{5,5.6269}	{51,0.943407:39,0.140448:21,0.620095:5,2.70491}	{5,3.30318}	{5,3.30318}	{21,0.659967:5,2.61902}	{63,0.137294:62,0.359543:56,1.48842:40,1.29373}	{21,1.62016:5,1.79414}	{5,3.4143}	{41,0.0412855:21,0.238879:5,0.0912443}	{63,0.371409}	{5,2.79047}	{5,2.31987}	{26,1.65101:14,0.274662:5,0.135757}	{39,0.34971:21,0.595403:5,0.0846815}	{51,0.787207:26,0.0610659:14,0.0160886:5,0.165433}	{42,0.443197:22,0.806931:7,0.505165:2,1.38864}	{26,3.14393}	{5,3.60325}	{5,2.81994}	{26,0.167882:13,1.35101:5,1.30104}	{5,6.40218}	{5,6.21254}	{5,5.92617}	{5,3.39306}	{51,1.04705:26,0.31505:14,1.32336:5,0.00276115}	{26,1.04054:13,0.748151:5,0.388751}	{51,0.732296:38,0.968264:21,0.0516713:5,0.425212}	{5,1.13862}	{5,1.13862}	{15,2.09015:5,1.22275}	{7,0.698027:2,1.21631}	{5,1.91434}	{14,0.319489:5,1.07908}	{5,1.5742}	{5,3.74848}	{5,0.434987}	{5,0.510775}	{5,0.704843}	{5,1.92903}	{5,0.604077}	{5,0.286367}	{5,0.189645}	{5,1.01989}	{5,0.783309}	{5,1.62575}	{26,2.08506}	{26,1.64939:14,0.531468:5,0.0122237}	{5,0.215006}	{5,1.03163}	{5,0.258441}	{5,0.470606}	{5,0.328268}	{63,1.78487:57,0.0590617:43,0.28079:26,0.318323:13,0.11628:5,0.188009}	{5,1.38601}	{5,1.09045}	{5,0.596426}	{40,0.0602026:21,0.908686:5,0.8533}	{5,2.5359}	{5,0.484397}	{5,1.10568}	{5,1.21804}	{5,2.49457}	{5,0.202315}	{4,1.70787}	{4,2.58859}	{16,0.342343:5,0.441987}	{8,0.182123:3,1.00896}	{3,0.359861}	{3,0.744291}	{3,0.887738}	{12,0.0330382:3,1.44088}	{3,0.438866}	{3,0.450152}	{3,0.426524}	{8,1.31505}	{8,0.0761402:3,1.08646}	{3,0.335682}	{3,0.921767}	{3,0.820209}	{3,1.49599}	{3,0.462817}	{3,2.5512}	{3,0.438403}	{1,0.399174}	{1,0.329444}	{1,2.29633}	{1,0.543045}	{13,1.3001}	{27,1.00305}	{27,0.0964345:15,0.321179:5,0.237063}	{5,1.7258}	{2,1.98401}	{2,0.567674}	{7,0.823224}	{23,0.336392}	{4,1.20808}	{4,0.494007}	{23,0.688167}	{7,1.17377}	{2,1.94636}	{7,0.859362:2,0.1018}	{23,2.50608}	{6,1.29471}	{6,1.28534}	{6,1.41608}	{48,1.9896}	{60,0.430809}	{51,0.620754:38,1.08435:21,0.27469}	{40,1.3433}	{40,2.53147:19,1.34298:3,0.852747}	{63,0}	((((((((((((((Pal_justiciifolia:{5,1.91434},Pal_suerrensis:{7,0.698027:2,1.21631}):{14,0.319489:5,1.07908},Pal_ostreophora:{15,2.09015:5,1.22275}):{5,1.5742},(Pal_corymbifera:{5,1.13862},Pal_quadrifolia:{5,1.13862}):{5,3.74848}):{5,0.434987},(((Pal_dichotoma:{51,0.732296:38,0.968264:21,0.0516713:5,0.425212},Pal_winkleri:{26,1.04054:13,0.748151:5,0.388751}):{5,0.510775},Pal_gracilenta:{51,1.04705:26,0.31505:14,1.32336:5,0.00276115}):{5,0.704843},Pal_obliquinervia:{5,3.39306}):{5,1.92903}):{5,0.604077},Pal_prunifolia:{5,5.92617}):{5,0.286367},Pal_callithrix:{5,6.21254}):{5,0.189645},Pal_glabra:{5,6.40218}):{5,1.01989},(((Pal_acuminata1:{26,0.167882:13,1.35101:5,1.30104},Pal_didymocarpos:{5,2.81994}):{5,0.783309},Pal_rhodothamna:{5,3.60325}):{5,1.62575},(Pal_acuminata2:{26,3.14393},Pal_andina:{42,0.443197:22,0.806931:7,0.505165:2,1.38864}):{26,2.08506}):{26,1.64939:14,0.531468:5,0.0122237}):{5,0.215006},(((((((Pal_crocea:{51,0.787207:26,0.0610659:14,0.0160886:5,0.165433},Pal_croceoides:{39,0.34971:21,0.595403:5,0.0846815}):{5,1.03163},Pal_triphylla:{26,1.65101:14,0.274662:5,0.135757}):{5,0.258441},Pal_lasiantha:{5,2.31987}):{5,0.470606},Pal_nitidella:{5,2.79047}):{5,0.328268},(Pal_guianensis1:{63,0.371409},Pal_macrobotrys:{41,0.0412855:21,0.238879:5,0.0912443}):{63,1.78487:57,0.0590617:43,0.28079:26,0.318323:13,0.11628:5,0.188009}):{5,1.38601},(Pal_grandiflora:{5,3.4143},Pal_marcgravii:{21,1.62016:5,1.79414}):{5,1.09045}):{5,0.596426},(Pal_guianensis2:{63,0.137294:62,0.359543:56,1.48842:40,1.29373},Pal_rigida:{21,0.659967:5,2.61902}):{40,0.0602026:21,0.908686:5,0.8533}):{5,2.5359}):{5,0.484397},(((Pal_egensis:{5,3.30318},Pal_polycephala:{5,3.30318}):{5,1.10568},Pal_deflexa:{51,0.943407:39,0.140448:21,0.620095:5,2.70491}):{5,1.21804},Pal_woronovii:{5,5.6269}):{5,2.49457}):{5,0.202315},((Pal_bangii:{4,4.02734},Pal_flavifolia:{4,4.02734}):{4,1.70787},Pal_reticulata:{4,5.73521}):{4,2.58859}):{16,0.342343:5,0.441987},(((((((((((Pal_lehmannii:{3,2.11981},Pal_padifolia:{1,2.11981}):{8,0.182123:3,1.00896},Pal_thyrsiflora:{12,2.35677:3,0.954122}):{3,0.359861},Pal_demissa:{3,3.67075}):{3,0.744291},((Pal_flavescens:{3,3.08844},Pal_stipularis:{12,1.96488:3,1.12356}):{3,0.887738},(Pal_lineata:{12,2.50226},Pal_stenosepala:{3,2.50226}):{12,0.0330382:3,1.44088}):{3,0.438866}):{3,0.450152},Pal_amethystina:{12,4.60213:3,0.263069}):{3,0.426524},((Pal_seemannii:{7,0.876873:1,1.93719},Pal_standleyana:{8,2.81406}):{8,1.31505},Pal_pyramidalis:{22,2.16098:9,1.50203:3,0.466106}):{8,0.0761402:3,1.08646}):{3,0.335682},Pal_luteonivea:{31,0.917967:15,0.550832:3,4.1586}):{3,0.921767},((Pal_apicata:{3,4.23297},Pal_sulphurea:{12,2.79583:3,1.43714}):{3,0.820209},Pal_loxensis:{4,1.07561:12,0.555869:3,3.4217}):{3,1.49599}):{3,0.462817},(Pal_angustifolia:{8,3.69207:3,0.76871},Pal_quinquepyrena:{3,4.46078}):{3,2.5512}):{3,0.438403},((((Pal_domingensis:{1,4.87862},Pal_tetragona:{1,4.87862}):{1,0.399174},Pal_pubescens:{1,5.2778}):{1,0.329444},(Pal_correae:{1,3.31091},Pal_elata:{7,0.0331271:1,3.27779}):{1,2.29633}):{1,0.543045},Pal_berteroana:{26,4.77409:13,1.3762}):{13,1.3001}):{27,1.00305},Pal_petiolaris:{3,8.45344}):{27,0.0964345:15,0.321179:5,0.237063}):{5,1.7258},(((((((Pal_acanthacea:{2,1.93877},Pal_timbiquensis:{2,1.93877}):{2,1.98401},Pal_brachiata:{7,2.36973:2,1.55305}):{2,0.567674},Pal_glomerulata:{7,4.49045}):{7,0.823224},Pal_conephoroides:{4,5.31368}):{23,0.336392},((Pal_jelskii:{4,3.94798},Pal_tinctoria:{31,1.10429:16,0.608615:4,2.23508}):{4,1.20808},Pal_allenii:{42,1.74268:23,1.22001:11,0.231662:4,1.9617}):{4,0.494007}):{23,0.688167},((Pal_cyanococca:{7,4.2033},Pal_hazenii:{8,3.61978:1,0.583521}):{7,1.17377},(Pal_tomentosa:{26,1.07379:14,0.540678:2,1.81625},Pal_rosea:{39,1.25978:18,0.229276:2,1.94166}):{2,1.94636}):{7,0.859362:2,0.1018}):{23,2.50608},(((Pal_brachypoda:{6,4.84819},Pal_suterella:{6,4.84819}):{6,1.29471},Pal_sessilis:{6,6.1429}):{6,1.28534},Pal_divaricata:{6,7.42823}):{6,1.41608}):{48,1.9896}):{60,0.430809},(((Pal_racemosa:{51,3.21443},Pal_subfusca:{5,3.21443}):{51,0.620754:38,1.08435:21,0.27469},Pal_topoensis:{3,5.19422}):{40,1.3433},Pal_brevicollis:{6,6.53753}):{40,2.53147:19,1.34298:3,0.852747});
100	{6,6.53753}	{3,5.19422}	{5,3.21443}	{51,1.92252:39,0.191676:21,1.10023}	{6,7.42823}	{6,6.1429}	{6,4.84819}	{6,4.84819}	{39,0.0609538:14,0.79892:5,2.57084}	{26,1.51965:13,1.91107}	{8,1.50839:1,2.69491}	{7,2.42735:1,1.77595}	{42,2.52108:23,1.30798:11,0.357571:4,0.969422}	{31,1.75458:16,0.697411:4,1.49599}	{4,3.94798}	{4,5.31368}	{7,2.20102:1,2.28944}	{7,3.92278}	{2,0.78058:11,0.412762:2,0.745424}	{2,1.93877}	{3,4.5474:12,1.46392:3,2.44212}	{26,0.0267333:43,1.0416:22,1.73655:8,3.34541}	{7,0.858263:1,2.45265}	{1,3.31091}	{1,1.10057:8,1.208:1,2.96923}	{1,4.87862}	{1,4.87862}	{3,4.46078}	{8,1.46204:3,2.99874}	{4,0.640749:11,2.02741:4,2.38502}	{12,1.60303:37,0.893023:49,1.73692}	{3,4.23297}	{31,2.33932:15,2.63198:3,0.656098}	{22,1.47072:9,2.65839}	{8,0.827794:1,1.98627}	{7,1.41341:1,1.40065}	{12,2.75689:3,2.10831}	{3,2.50226}	{12,1.54193:3,0.960323}	{12,0.136683:3,2.95176}	{3,3.08844}	{3,3.67075}	{12,2.06102:3,1.24987}	{1,0.379993:8,0.565704:3,1.17411}	{3,2.11981}	{4,5.73521}	{4,4.02734}	{4,3.71279:16,0.314553}	{5,5.6269}	{51,0.484694:39,0.353364:21,0.255668:5,3.31514}	{5,3.30318}	{5,3.30318}	{21,0.0916727:5,3.18731}	{63,1.89984:61,0.548034:56,0.123956:40,0.0460633:15,0.215078:5,0.446012}	{21,2.5041:5,0.910199}	{5,3.4143}	{41,0.0933799:21,0.163975:6,0.114053}	{63,0.333158:59,0.0382503}	{5,2.79047}	{5,2.31987}	{26,1.82995:44,0.0607745:26,0.0254064:14,0.145292}	{39,0.139897:18,0.258464:2,0.631434}	{51,0.00808932:26,1.02171}	{42,0.619908:24,0.518186:8,0.494305:3,1.51153}	{26,1.51139:14,0.0354891:5,1.59705}	{5,3.60325}	{5,2.81994}	{26,0.0124615:13,0.570308:5,2.23717}	{5,6.40218}	{5,6.21254}	{5,5.92617}	{5,3.39306}	{51,1.73995:39,0.355008:14,0.593258}	{26,0.716634:7,1.4362:2,0.0246047}	{51,0.967576:39,0.00996723:18,1.06426:2,0.135639}	{5,1.13862}	{5,1.13862}	{15,3.3129}	{7,0.847396:26,0.27991:13,0.787032}	{5,1.91434}	{13,0.249051:5,1.14952}	{15,0.10936:5,1.46484}	{5,3.74848}	{5,0.434987}	{2,0.510775}	{14,0.619595:5,0.0852484}	{5,1.92903}	{5,0.604077}	{5,0.286367}	{5,0.189645}	{5,1.01989}	{5,0.783309}	{5,1.62575}	{15,2.08506}	{15,0.155348:5,2.03773}	{5,0.215006}	{26,0.0887618:14,0.671877:5,0.270991}	{14,0.0922081:5,0.166233}	{5,0.470606}	{5,0.328268}	{59,0.214221:51,0.23805:39,1.15668:21,0.738707:5,0.399671}	{5,1.38601}	{5,1.09045}	{5,0.596426}	{5,1.82219}	{5,2.5359}	{5,0.484397}	{5,1.10568}	{5,1.21804}	{5,2.49457}	{5,0.202315}	{16,1.1953:4,0.512563}	{4,2.58859}	{16,0.59138:4,0.192949}	{3,1.19108}	{3,0.359861}	{3,0.744291}	{3,0.887738}	{3,1.47392}	{3,0.438866}	{3,0.450152}	{3,0.426524}	{1,1.31505}	{22,0.182347:9,0.154385:3,0.825872}	{3,0.335682}	{3,0.921767}	{49,0.527353:37,0.076295:12,0.21656}	{12,0.616101:3,0.879888}	{3,0.462817}	{3,0.725459:8,0.678829:3,1.14691}	{3,0.438403}	{1,0.399174}	{1,0.329444}	{1,2.29633}	{1,0.543045}	{8,0.206992:3,1.09311}	{3,1.00305}	{3,0.654676}	{12,1.7258}	{2,1.98401}	{7,0.178126:1,0.389548}	{1,0.823224}	{10,0.336392}	{4,1.20808}	{4,0.494007}	{10,0.688167}	{1,1.17377}	{13,1.40741:1,0.538945}	{1,0.961162}	{10,2.50608}	{6,1.29471}	{6,1.28534}	{6,1.41608}	{35,1.19987:10,0.669212:4,0.120519}	{12,0.430809}	{21,1.97979}	{40,1.3433}	{40,0.33035:15,0.595225:28,0.783661:14,1.37002:5,1.64795}	{31,0}	((((((((((((((Pal_justiciifolia:{5,1.91434},Pal_suerrensis:{7,0.847396:26,0.27991:13,0.787032}):{13,0.249051:5,1.14952},Pal_ostreophora:{15,3.3129}):{15,0.10936:5,1.46484},(Pal_corymbifera:{5,1.13862},Pal_quadrifolia:{5,1.13862}):{5,3.74848}):{5,0.434987},(((Pal_dichotoma:{51,0.967576:39,0.00996723:18,1.06426:2,0.135639},Pal_winkleri:{26,0.716634:7,1.4362:2,0.0246047}):{2,0.510775},Pal_gracilenta:{51,1.73995:39,0.355008:14,0.593258}):{14,0.619595:5,0.0852484},Pal_obliquinervia:{5,3.39306}):{5,1.92903}):{5,0.604077},Pal_prunifolia:{5,5.92617}):{5,0.286367},Pal_callithrix:{5,6.21254}):{5,0.189645},Pal_glabra:{5,6.40218}):{5,1.01989},(((Pal_acuminata1:{26,0.0124615:13,0.570308:5,2.23717},Pal_didymocarpos:{5,2.81994}):{5,0.783309},Pal_rhodothamna:{5,3.60325}):{5,1.62575},(Pal_acuminata2:{26,1.51139:14,0.0354891:5,1.59705},Pal_andina:{42,0.619908:24,0.518186:8,0.494305:3,1.51153}):{15,2.08506}):{15,0.155348:5,2.03773}):{5,0.215006},(((((((Pal_crocea:{51,0.00808932:26,1.02171},Pal_croceoides:{39,0.139897:18,0.258464:2,0.631434}):{26,0.0887618:14,0.671877:5,0.270991},Pal_triphylla:{26,1.82995:44,0.0607745:26,0.0254064:14,0.145292}):{14,0.0922081:5,0.166233},Pal_lasiantha:{5,2.31987}):{5,0.470606},Pal_nitidella:{5,2.79047}):{5,0.328268},(Pal_guianensis1:{63,0.333158:59,0.0382503},Pal_macrobotrys:{41,0.0933799:21,0.163975:6,0.114053}):{59,0.214221:51,0.23805:39,1.15668:21,0.738707:5,0.399671}):{5,1.38601},(Pal_grandiflora:{5,3.4143},Pal_marcgravii:{21,2.5041:5,0.910199}):{5,1.09045}):{5,0.596426},(Pal_guianensis2:{63,1.89984:61,0.548034:56,0.123956:40,0.0460633:15,0.215078:5,0.446012},Pal_rigida:{21,0.0916727:5,3.18731}):{5,1.82219}):{5,2.5359}):{5,0.484397},(((Pal_egensis:{5,3.30318},Pal_polycephala:{5,3.30318}):{5,1.10568},Pal_deflexa:{51,0.484694:39,0.353364:21,0.255668:5,3.31514}):{5,1.21804},Pal_woronovii:{5,5.6269}):{5,2.49457}):{5,0.202315},((Pal_bangii:{4,3.71279:16,0.314553},Pal_flavifolia:{4,4.02734}):{16,1.1953:4,0.512563},Pal_reticulata:{4,5.73521}):{4,2.58859}):{16,0.59138:4,0.192949},(((((((((((Pal_lehmannii:{3,2.11981},Pal_padifolia:{1,0.379993:8,0.565704:3,1.17411}):{3,1.19108},Pal_thyrsiflora:{12,2.06102:3,1.24987}):{3,0.359861},Pal_demissa:{3,3.67075}):{3,0.744291},((Pal_flavescens:{3,3.08844},Pal_stipularis:{12,0.136683:3,2.95176}):{3,0.887738},(Pal_lineata:{12,1.54193:3,0.960323},Pal_stenosepala:{3,2.50226}):{3,1.47392}):{3,0.438866}):{3,0.450152},Pal_amethystina:{12,2.75689:3,2.10831}):{3,0.426524},((Pal_seemannii:{7,1.41341:1,1.40065},Pal_standleyana:{8,0.827794:1,1.98627}):{1,1.31505},Pal_pyramidalis:{22,1.47072:9,2.65839}):{22,0.182347:9,0.154385:3,0.825872}):{3,0.335682},Pal_luteonivea:{31,2.33932:15,2.63198:3,0.656098}):{3,0.921767},((Pal_apicata:{3,4.23297},Pal_sulphurea:{12,1.60303:37,0.893023:49,1.73692}):{49,0.527353:37,0.076295:12,0.21656},Pal_loxensis:{4,0.640749:11,2.02741:4,2.38502}):{12,0.616101:3,0.879888}):{3,0.462817},(Pal_angustifolia:{8,1.46204:3,2.99874},Pal_quinquepyrena:{3,4.46078}):{3,0.725459:8,0.678829:3,1.14691}):{3,0.438403},((((Pal_domingensis:{1,4.87862},Pal_tetragona:{1,4.87862}):{1,0.399174},Pal_pubescens:{1,1.10057:8,1.208:1,2.96923}):{1,0.329444},(Pal_correae:{1,3.31091},Pal_elata:{7,0.858263:1,2.45265}):{1,2.29633}):{1,0.543045},Pal_berteroana:{26,0.0267333:43,1.0416:22,1.73655:8,3.34541}):{8,0.206992:3,1.09311}):{3,1.00305},Pal_petiolaris:{3,4.5474:12,1.46392:3,2.44212}):{3,0.654676}):{12,1.7258},(((((((Pal_acanthacea:{2,1.93877},Pal_timbiquensis:{2,0.78058:11,0.412762:2,0.745424}):{2,1.98401},Pal_brachiata:{7,3.92278}):{7,0.178126:1,0.389548},Pal_glomerulata:{7,2.20102:1,2.28944}):{1,0.823224},Pal_conephoroides:{4,5.31368}):{10,0.336392},((Pal_jelskii:{4,3.94798},Pal_tinctoria:{31,1.75458:16,0.697411:4,1.49599}):{4,1.20808},Pal_allenii:{42,2.52108:23,1.30798:11,0.357571:4,0.969422}):{4,0.494007}):{10,0.688167},((Pal_cyanococca:{7,2.42735:1,1.77595},Pal_hazenii:{8,1.50839:1,2.69491}):{1,1.17377},(Pal_tomentosa:{26,1.51965:13,1.91107},Pal_rosea:{39,0.0609538:14,0.79892:5,2.57084}):{13,1.40741:1,0.538945}):{1,0.961162}):{10,2.50608},(((Pal_brachypoda:{6,4.84819},Pal_suterella:{6,4.84819}):{6,1.29471},Pal_sessilis:{6,6.1429}):{6,1.28534},Pal_divaricata:{6,7.42823}):{6,1.41608}):{35,1.19987:10,0.669212:4,0.120519}):{12,0.430809},(((Pal_racemosa:{51,1.92252:39,0.191676:21,1.10023},Pal_subfusca:{5,3.21443}):{21,1.97979},Pal_topoensis:{3,5.19422}):{40,1.3433},Pal_brevicollis:{6,6.53753}):{40,0.33035:15,0.595225:28,0.783661:14,1.37002:5,1.64795});
