Iteration	Posterior	Likelihood	Prior	er[1][1]	er[2][2]	er[3][3]	er[4][4]	er[5][5]	extirpation_rate	rate_bg
23230	-421.3773	-422.4713	1.094009	0.6193878	0.6193878	0.6193878	0.6193878	0.6193878	0.6193878	0.02430108
23240	-420.6548	-420.7581	0.1032934	1.325335	1.325335	1.325335	1.325335	1.325335	1.325335	0.02823211
23250	-420.7342	-420.9854	0.2512285	1.300605	1.300605	1.300605	1.300605	1.300605	1.300605	0.02556671
23260	-421.5817	-421.0291	-0.552654	1.606336	1.606336	1.606336	1.606336	1.606336	1.606336	0.03048925
23270	-421.68	-421.4039	-0.2761565	1.463783	1.463783	1.463783	1.463783	1.463783	1.463783	0.0311615
23280	-421.1604	-422.0067	0.846274	0.8242017	0.8242017	0.8242017	0.8242017	0.8242017	0.8242017	0.02978179
23290	-421.4923	-422.4481	0.955865	0.9488651	0.9488651	0.9488651	0.9488651	0.9488651	0.9488651	0.0231566
23300	-422.0967	-421.6526	-0.4441935	1.673913	1.673913	1.673913	1.673913	1.673913	1.673913	0.02370251
23310	-425.3263	-421.673	-3.653274	3.094034	3.094034	3.094034	3.094034	3.094034	3.094034	0.0309555
23320	-420.8208	-420.977	0.1562705	1.350554	1.350554	1.350554	1.350554	1.350554	1.350554	0.0254639
23330	-421.0665	-420.9623	-0.1041435	1.481875	1.481875	1.481875	1.481875	1.481875	1.481875	0.02527258
23340	-421.6763	-422.5164	0.8401868	0.5391615	0.5391615	0.5391615	0.5391615	0.5391615	0.5391615	0.02844976
23350	-420.4172	-421.0036	0.5863473	1.091413	1.091413	1.091413	1.091413	1.091413	1.091413	0.02689827
23360	-421.7384	-422.4225	0.6841054	0.9254537	0.9254537	0.9254537	0.9254537	0.9254537	0.9254537	0.0313439
23370	-422.7166	-421.6157	-1.100975	1.837936	1.837936	1.837936	1.837936	1.837936	1.837936	0.03220234
23380	-421.8448	-421.3626	-0.4821928	1.560831	1.560831	1.560831	1.560831	1.560831	1.560831	0.03127591
23390	-420.5119	-420.7907	0.2787238	1.253801	1.253801	1.253801	1.253801	1.253801	1.253801	0.02723805
23400	-421.1421	-422.1602	1.018177	0.8751671	0.8751671	0.8751671	0.8751671	0.8751671	0.8751671	0.02383597
23410	-420.6509	-421.6604	1.009411	0.7525096	0.7525096	0.7525096	0.7525096	0.7525096	0.7525096	0.02658437
23420	-423.1785	-423.8595	0.6810183	0.5080737	0.5080737	0.5080737	0.5080737	0.5080737	0.5080737	0.03126784
23430	-421.433	-421.3668	-0.0661251	1.482654	1.482654	1.482654	1.482654	1.482654	1.482654	0.02429053
23440	-420.4774	-421.2197	0.7422698	1.017556	1.017556	1.017556	1.017556	1.017556	1.017556	0.02594402
23450	-422.8398	-420.7853	-2.054531	2.381606	2.381606	2.381606	2.381606	2.381606	2.381606	0.02635674
23460	-421.0769	-421.0956	0.01870264	1.428156	1.428156	1.428156	1.428156	1.428156	1.428156	0.02496871
23470	-420.7268	-420.6501	-0.07672477	1.419819	1.419819	1.419819	1.419819	1.419819	1.419819	0.02794142
23480	-421.2629	-420.9142	-0.3486268	1.59818	1.59818	1.59818	1.59818	1.59818	1.59818	0.02529435
23490	-420.7888	-420.9645	0.1757512	1.339391	1.339391	1.339391	1.339391	1.339391	1.339391	0.02553551
23500	-420.7183	-421.0028	0.2845461	1.283831	1.283831	1.283831	1.283831	1.283831	1.283831	0.02555297
23510	-420.4719	-420.9141	0.4422296	1.157158	1.157158	1.157158	1.157158	1.157158	1.157158	0.02769162
23520	-423.048	-421.0809	-1.967077	2.263393	2.263393	2.263393	2.263393	2.263393	2.263393	0.03094356
23530	-420.914	-421.9174	1.003406	0.6561289	0.6561289	0.6561289	0.6561289	0.6561289	0.6561289	0.02707094
23540	-420.6809	-421.7137	1.032799	0.769098	0.769098	0.769098	0.769098	0.769098	0.769098	0.02574079
23550	-420.5404	-420.873	0.3326483	1.209556	1.209556	1.209556	1.209556	1.209556	1.209556	0.02806438
23560	-420.4353	-420.9458	0.5105134	1.126158	1.126158	1.126158	1.126158	1.126158	1.126158	0.02732925
23570	-420.5103	-421.3919	0.8816762	0.9216519	0.9216519	0.9216519	0.9216519	0.9216519	0.9216519	0.02585009
23580	-420.5016	-421.2889	0.7872721	0.9918362	0.9918362	0.9918362	0.9918362	0.9918362	0.9918362	0.02578548
23590	-422.8441	-423.6183	0.7741625	0.7974095	0.7974095	0.7974095	0.7974095	0.7974095	0.7974095	0.03271513
23600	-420.7574	-421.0357	0.2782247	1.289773	1.289773	1.289773	1.289773	1.289773	1.289773	0.02541889
23610	-421.0937	-421.426	0.3323036	1.169516	1.169516	1.169516	1.169516	1.169516	1.169516	0.03022569
23620	-420.6201	-421.625	1.004846	0.7705123	0.7705123	0.7705123	0.7705123	0.7705123	0.7705123	0.02644844
23630	-424.2881	-424.0049	-0.2831904	1.40698	1.40698	1.40698	1.40698	1.40698	1.40698	0.03526085
23640	-421.5675	-422.2097	0.6422352	0.9623699	0.9623699	0.9623699	0.9623699	0.9623699	0.9623699	0.03110221
23650	-420.5853	-421.408	0.8227033	0.9789884	0.9789884	0.9789884	0.9789884	0.9789884	0.9789884	0.02535992
23660	-426.3557	-423.7436	-2.612082	2.503593	2.503593	2.503593	2.503593	2.503593	2.503593	0.03572919
23670	-423.2208	-422.8898	-0.3309812	1.450516	1.450516	1.450516	1.450516	1.450516	1.450516	0.03383096
23680	-420.4544	-421.1204	0.6660385	1.023706	1.023706	1.023706	1.023706	1.023706	1.023706	0.02773351
23690	-421.2468	-422.1889	0.942154	0.6583112	0.6583112	0.6583112	0.6583112	0.6583112	0.6583112	0.02879802
23700	-422.5696	-422.8259	0.2562463	1.163129	1.163129	1.163129	1.163129	1.163129	1.163129	0.03299426
23710	-420.898	-420.7413	-0.1567295	1.492171	1.492171	1.492171	1.492171	1.492171	1.492171	0.02607382
23720	-420.8934	-421.6152	0.7218532	1.068122	1.068122	1.068122	1.068122	1.068122	1.068122	0.02442311
23730	-420.535	-421.3837	0.8486803	0.8893259	0.8893259	0.8893259	0.8893259	0.8893259	0.8893259	0.02778967
23740	-420.6486	-421.6641	1.015558	0.7562427	0.7562427	0.7562427	0.7562427	0.7562427	0.7562427	0.02637279
23750	-422.6017	-423.1143	0.5125961	1.244091	1.244091	1.244091	1.244091	1.244091	1.244091	0.02196205
23760	-420.7738	-421.7793	1.005479	0.7055787	0.7055787	0.7055787	0.7055787	0.7055787	0.7055787	0.02709404
23770	-421.6455	-421.099	-0.5464664	1.701327	1.701327	1.701327	1.701327	1.701327	1.701327	0.02476634
23780	-421.3957	-422.3376	0.9419616	0.5389143	0.5389143	0.5389143	0.5389143	0.5389143	0.5389143	0.02568531
23790	-424.3239	-422.9259	-1.397997	1.944251	1.944251	1.944251	1.944251	1.944251	1.944251	0.03451801
23800	-422.7288	-421.1873	-1.541538	2.167073	2.167073	2.167073	2.167073	2.167073	2.167073	0.02478326
23810	-420.5983	-421.1709	0.5726349	1.062214	1.062214	1.062214	1.062214	1.062214	1.062214	0.02863036
23820	-420.73	-420.8854	0.1553356	1.343824	1.343824	1.343824	1.343824	1.343824	1.343824	0.02583277
23830	-421.2824	-421.7728	0.4904256	1.070553	1.070553	1.070553	1.070553	1.070553	1.070553	0.03065937
23840	-420.6905	-421.7083	1.017846	0.8130739	0.8130739	0.8130739	0.8130739	0.8130739	0.8130739	0.02532604
23850	-421.5204	-422.4048	0.8843875	0.7460329	0.7460329	0.7460329	0.7460329	0.7460329	0.7460329	0.0302148
23860	-420.9115	-420.6348	-0.2766196	1.540963	1.540963	1.540963	1.540963	1.540963	1.540963	0.02654864
23870	-420.5306	-421.4867	0.9561328	0.8279752	0.8279752	0.8279752	0.8279752	0.8279752	0.8279752	0.02659379
23880	-421.136	-422.1661	1.030126	0.6022715	0.6022715	0.6022715	0.6022715	0.6022715	0.6022715	0.0255637
23890	-421.3614	-422.4159	1.054506	0.5906028	0.5906028	0.5906028	0.5906028	0.5906028	0.5906028	0.0246726
23900	-421.3769	-420.5182	-0.8587793	1.807934	1.807934	1.807934	1.807934	1.807934	1.807934	0.02695204
23910	-420.694	-420.6836	-0.01042649	1.38574	1.38574	1.38574	1.38574	1.38574	1.38574	0.0280262
23920	-421.2193	-420.513	-0.706347	1.714692	1.714692	1.714692	1.714692	1.714692	1.714692	0.02824377
23930	-420.5916	-421.4996	0.9080239	0.9144178	0.9144178	0.9144178	0.9144178	0.9144178	0.9144178	0.02540868
23940	-420.6204	-420.7775	0.157106	1.299401	1.299401	1.299401	1.299401	1.299401	1.299401	0.02815636
23950	-421.4903	-421.5724	0.08211797	1.287656	1.287656	1.287656	1.287656	1.287656	1.287656	0.03105406
23960	-421.9996	-420.5693	-1.430371	2.078067	2.078067	2.078067	2.078067	2.078067	2.078067	0.0267928
23970	-420.4766	-420.9463	0.4697125	1.167884	1.167884	1.167884	1.167884	1.167884	1.167884	0.0264234
23980	-421.7043	-421.7618	0.05748252	1.293139	1.293139	1.293139	1.293139	1.293139	1.293139	0.03148963
23990	-421.2096	-421.9097	0.7000945	0.9392234	0.9392234	0.9392234	0.9392234	0.9392234	0.9392234	0.03029605
24000	-420.8272	-420.7194	-0.1078343	1.422782	1.422782	1.422782	1.422782	1.422782	1.422782	0.02865024
24010	-421.7861	-421.0494	-0.7366167	1.788246	1.788246	1.788246	1.788246	1.788246	1.788246	0.02487885
24020	-421.3969	-420.4757	-0.9211715	1.825269	1.825269	1.825269	1.825269	1.825269	1.825269	0.02764242
24030	-420.5468	-421.3723	0.8255284	0.9036612	0.9036612	0.9036612	0.9036612	0.9036612	0.9036612	0.02796129
24040	-421.3571	-420.8383	-0.5188384	1.675038	1.675038	1.675038	1.675038	1.675038	1.675038	0.02547848
24050	-420.9665	-420.6416	-0.3249894	1.566025	1.566025	1.566025	1.566025	1.566025	1.566025	0.02643592
24060	-420.4127	-421.155	0.7422987	0.9950305	0.9950305	0.9950305	0.9950305	0.9950305	0.9950305	0.02684411
24070	-422.7517	-422.1758	-0.5759309	1.751045	1.751045	1.751045	1.751045	1.751045	1.751045	0.02293941
24080	-420.4692	-421.2221	0.7529171	1.009137	1.009137	1.009137	1.009137	1.009137	1.009137	0.02600259
24090	-422.2666	-420.7932	-1.473468	2.116023	2.116023	2.116023	2.116023	2.116023	2.116023	0.02580237
24100	-421.6319	-421.6571	0.02526482	1.448805	1.448805	1.448805	1.448805	1.448805	1.448805	0.02377543
24110	-421.5475	-422.5867	1.039117	0.8852024	0.8852024	0.8852024	0.8852024	0.8852024	0.8852024	0.02308021
24120	-420.7562	-420.7398	-0.01635568	1.419988	1.419988	1.419988	1.419988	1.419988	1.419988	0.02629548
24130	-422.112	-420.5158	-1.596188	2.141805	2.141805	2.141805	2.141805	2.141805	2.141805	0.02761664
24140	-421.9431	-423.1222	1.179056	0.7226432	0.7226432	0.7226432	0.7226432	0.7226432	0.7226432	0.02269363
24150	-420.5609	-420.7731	0.21214	1.296978	1.296978	1.296978	1.296978	1.296978	1.296978	0.02677553
24160	-423.2342	-423.5327	0.298451	1.364517	1.364517	1.364517	1.364517	1.364517	1.364517	0.02147903
24170	-421.4268	-421.3941	-0.03268176	1.349528	1.349528	1.349528	1.349528	1.349528	1.349528	0.03082315
24180	-423.7751	-422.0397	-1.735387	2.121513	2.121513	2.121513	2.121513	2.121513	2.121513	0.03313921
24190	-424.5579	-421.4741	-3.083746	2.903415	2.903415	2.903415	2.903415	2.903415	2.903415	0.02547258
24200	-423.3197	-420.7573	-2.562429	2.592676	2.592676	2.592676	2.592676	2.592676	2.592676	0.02830608
24210	-425.007	-424.5612	-0.4457819	1.74125	1.74125	1.74125	1.74125	1.74125	1.74125	0.02056579
24220	-422.1934	-422.4162	0.2227691	1.374544	1.374544	1.374544	1.374544	1.374544	1.374544	0.02270458
24230	-421.3741	-420.6936	-0.680483	1.683275	1.683275	1.683275	1.683275	1.683275	1.683275	0.02942807
24240	-420.4145	-421.1182	0.7036707	1.025269	1.025269	1.025269	1.025269	1.025269	1.025269	0.02664424
24250	-421.5531	-421.0239	-0.5292005	1.689743	1.689743	1.689743	1.689743	1.689743	1.689743	0.02495057
24260	-420.9904	-420.655	-0.3354277	1.530809	1.530809	1.530809	1.530809	1.530809	1.530809	0.02876183
24270	-420.4353	-421.1741	0.7387771	0.9829973	0.9829973	0.9829973	0.9829973	0.9829973	0.9829973	0.0274202
24280	-421.0443	-420.6079	-0.4363828	1.580923	1.580923	1.580923	1.580923	1.580923	1.580923	0.02863834
24290	-421.0269	-421.9883	0.9613628	0.6879786	0.6879786	0.6879786	0.6879786	0.6879786	0.6879786	0.02835511
24300	-421.1266	-422.1029	0.9763381	0.5918776	0.5918776	0.5918776	0.5918776	0.5918776	0.5918776	0.02671326
24310	-420.5214	-421.014	0.4925338	1.118475	1.118475	1.118475	1.118475	1.118475	1.118475	0.02820125
24320	-420.6581	-421.3486	0.6905446	0.9828037	0.9828037	0.9828037	0.9828037	0.9828037	0.9828037	0.02878327
24330	-420.4395	-421.071	0.6314242	1.04845	1.04845	1.04845	1.04845	1.04845	1.04845	0.02760649
24340	-423.3424	-420.8023	-2.540084	2.568468	2.568468	2.568468	2.568468	2.568468	2.568468	0.02908946
24350	-420.4746	-421.376	0.9013657	0.8849465	0.8849465	0.8849465	0.8849465	0.8849465	0.8849465	0.02649667
24360	-420.6636	-421.6718	1.008235	0.8201415	0.8201415	0.8201415	0.8201415	0.8201415	0.8201415	0.02541847
24370	-420.5713	-421.5565	0.9851692	0.8024733	0.8024733	0.8024733	0.8024733	0.8024733	0.8024733	0.02639007
24380	-422.536	-422.9836	0.4475671	0.390157	0.390157	0.390157	0.390157	0.390157	0.390157	0.02496378
24390	-420.8638	-420.8812	0.01733794	1.415492	1.415492	1.415492	1.415492	1.415492	1.415492	0.02565883
24400	-421.2779	-420.7645	-0.5133818	1.6024	1.6024	1.6024	1.6024	1.6024	1.6024	0.02955997
24410	-421.8486	-420.5671	-1.281488	1.970638	1.970638	1.970638	1.970638	1.970638	1.970638	0.02903605
24420	-420.5116	-421.2765	0.7649744	1.008268	1.008268	1.008268	1.008268	1.008268	1.008268	0.02572493
24430	-421.952	-422.1316	0.1796405	1.221233	1.221233	1.221233	1.221233	1.221233	1.221233	0.03199567
24440	-420.758	-421.1728	0.4147613	1.141983	1.141983	1.141983	1.141983	1.141983	1.141983	0.02924643
24450	-420.7047	-421.2016	0.4968942	1.098341	1.098341	1.098341	1.098341	1.098341	1.098341	0.02907066
24460	-420.6606	-421.0963	0.4356962	1.206363	1.206363	1.206363	1.206363	1.206363	1.206363	0.02546782
24470	-420.4916	-421.3438	0.8522599	0.9420045	0.9420045	0.9420045	0.9420045	0.9420045	0.9420045	0.02592327
24480	-421.501	-420.7722	-0.7287658	1.700124	1.700124	1.700124	1.700124	1.700124	1.700124	0.02979526
24490	-425.3431	-421.441	-3.902086	3.263609	3.263609	3.263609	3.263609	3.263609	3.263609	0.02863318
24500	-421.2932	-422.2196	0.9263417	0.5788184	0.5788184	0.5788184	0.5788184	0.5788184	0.5788184	0.02768312
24510	-422.306	-420.5431	-1.762933	2.208934	2.208934	2.208934	2.208934	2.208934	2.208934	0.02830235
24520	-420.7725	-421.8291	1.056655	0.731906	0.731906	0.731906	0.731906	0.731906	0.731906	0.02557472
24530	-422.4296	-421.9718	-0.4577702	1.531194	1.531194	1.531194	1.531194	1.531194	1.531194	0.03247877
24540	-421.1045	-422.1955	1.090994	0.6583598	0.6583598	0.6583598	0.6583598	0.6583598	0.6583598	0.02481576
24550	-423.0176	-421.9625	-1.055017	1.967828	1.967828	1.967828	1.967828	1.967828	1.967828	0.02329119
24560	-420.9681	-421.8015	0.8333896	0.8519526	0.8519526	0.8519526	0.8519526	0.8519526	0.8519526	0.0293862
24570	-420.4478	-421.2994	0.8516132	0.9134719	0.9134719	0.9134719	0.9134719	0.9134719	0.9134719	0.02691494
24580	-420.7581	-420.8986	0.1404977	1.352846	1.352846	1.352846	1.352846	1.352846	1.352846	0.02575031
24590	-420.6303	-420.695	0.06470232	1.366885	1.366885	1.366885	1.366885	1.366885	1.366885	0.02700609
24600	-422.2473	-420.5961	-1.651261	2.143603	2.143603	2.143603	2.143603	2.143603	2.143603	0.02906905
24610	-420.6123	-420.8465	0.2341891	1.256281	1.256281	1.256281	1.256281	1.256281	1.256281	0.02834324
24620	-420.4491	-420.9402	0.4911875	1.150798	1.150798	1.150798	1.150798	1.150798	1.150798	0.02667151
24630	-421.9059	-420.7606	-1.145295	1.962879	1.962879	1.962879	1.962879	1.962879	1.962879	0.02576289
24640	-424.1572	-424.9245	0.7672981	0.7328436	0.7328436	0.7328436	0.7328436	0.7328436	0.7328436	0.0341457
24650	-422.2749	-422.8884	0.6134542	0.4548386	0.4548386	0.4548386	0.4548386	0.4548386	0.4548386	0.02855663
24660	-421.6071	-422.6016	0.994477	0.5423108	0.5423108	0.5423108	0.5423108	0.5423108	0.5423108	0.02451872
24670	-422.6449	-423.4862	0.8412867	0.6971567	0.6971567	0.6971567	0.6971567	0.6971567	0.6971567	0.0319598
24680	-420.6842	-420.7682	0.0840361	1.332312	1.332312	1.332312	1.332312	1.332312	1.332312	0.0283853
24690	-420.8021	-420.8257	0.02358822	1.35354	1.35354	1.35354	1.35354	1.35354	1.35354	0.02890357
24700	-421.8454	-422.4034	0.5579592	1.00721	1.00721	1.00721	1.00721	1.00721	1.00721	0.0316926
24710	-420.603	-420.9268	0.3237881	1.254883	1.254883	1.254883	1.254883	1.254883	1.254883	0.02598382
24720	-421.1065	-420.8059	-0.3006577	1.568291	1.568291	1.568291	1.568291	1.568291	1.568291	0.02567772
24730	-421.3261	-421.478	0.1518262	1.257221	1.257221	1.257221	1.257221	1.257221	1.257221	0.03072101
24740	-423.2518	-420.7939	-2.457931	2.564097	2.564097	2.564097	2.564097	2.564097	2.564097	0.02703678
24750	-420.8351	-421.7945	0.9594213	0.7389919	0.7389919	0.7389919	0.7389919	0.7389919	0.7389919	0.02811291
24760	-422.1791	-421.4091	-0.7699769	1.818093	1.818093	1.818093	1.818093	1.818093	1.818093	0.02413144
24770	-422.043	-420.9871	-1.055936	1.933753	1.933753	1.933753	1.933753	1.933753	1.933753	0.02507529
24780	-423.5811	-423.4742	-0.1068554	1.331655	1.331655	1.331655	1.331655	1.331655	1.331655	0.03440037
24790	-420.647	-420.7076	0.06066497	1.352055	1.352055	1.352055	1.352055	1.352055	1.352055	0.0279345
24800	-423.1635	-424.4025	1.238987	0.649429	0.649429	0.649429	0.649429	0.649429	0.649429	0.02134386
24810	-420.5408	-421.5007	0.9598752	0.8449703	0.8449703	0.8449703	0.8449703	0.8449703	0.8449703	0.02607493
24820	-420.9509	-421.9289	0.9780094	0.6790316	0.6790316	0.6790316	0.6790316	0.6790316	0.6790316	0.02787891
24830	-420.9983	-420.5453	-0.4529962	1.598479	1.598479	1.598479	1.598479	1.598479	1.598479	0.02805924
24840	-421.1396	-421.2382	0.0986322	1.293341	1.293341	1.293341	1.293341	1.293341	1.293341	0.0302082
24850	-420.4135	-421.152	0.7384693	1.000406	1.000406	1.000406	1.000406	1.000406	1.000406	0.02673154
24860	-420.4455	-421.2321	0.7865756	0.9804702	0.9804702	0.9804702	0.9804702	0.9804702	0.9804702	0.02623654
24870	-420.8441	-420.7246	-0.1195144	1.47169	1.47169	1.47169	1.47169	1.47169	1.47169	0.0262113
24880	-420.5212	-421.4362	0.9149931	0.8474679	0.8474679	0.8474679	0.8474679	0.8474679	0.8474679	0.02720499
24890	-420.4192	-421.0523	0.6330727	1.053967	1.053967	1.053967	1.053967	1.053967	1.053967	0.02731626
24900	-422.8557	-422.5588	-0.2968297	1.441556	1.441556	1.441556	1.441556	1.441556	1.441556	0.0333034
24910	-420.6358	-421.6145	0.9786824	0.7701578	0.7701578	0.7701578	0.7701578	0.7701578	0.7701578	0.02715525
24920	-421.3439	-422.2455	0.9016004	0.7402695	0.7402695	0.7402695	0.7402695	0.7402695	0.7402695	0.02977124
24930	-422.6763	-420.6375	-2.038798	2.330649	2.330649	2.330649	2.330649	2.330649	2.330649	0.02886332
24940	-422.3696	-422.6949	0.3253021	1.129897	1.129897	1.129897	1.129897	1.129897	1.129897	0.03267469
24950	-421.1297	-421.492	0.3623014	1.151121	1.151121	1.151121	1.151121	1.151121	1.151121	0.03032287
24960	-420.6242	-421.0707	0.4465072	1.197847	1.197847	1.197847	1.197847	1.197847	1.197847	0.02559628
24970	-421.713	-420.7278	-0.9852462	1.886704	1.886704	1.886704	1.886704	1.886704	1.886704	0.02583938
24980	-420.795	-421.6786	0.8836162	0.8249171	0.8249171	0.8249171	0.8249171	0.8249171	0.8249171	0.02867206
24990	-422.5861	-423.3426	0.7564985	0.4409831	0.4409831	0.4409831	0.4409831	0.4409831	0.4409831	0.02347292
25000	-421.2299	-422.1813	0.9513956	0.5672679	0.5672679	0.5672679	0.5672679	0.5672679	0.5672679	0.02660521
25010	-424.5529	-421.1901	-3.362806	3.011824	3.011824	3.011824	3.011824	3.011824	3.011824	0.02718582
25020	-421.5326	-420.8688	-0.663829	1.745202	1.745202	1.745202	1.745202	1.745202	1.745202	0.02536163
25030	-423.8739	-422.0267	-1.847178	2.338129	2.338129	2.338129	2.338129	2.338129	2.338129	0.02345961
25040	-421.1548	-420.5165	-0.6382509	1.684244	1.684244	1.684244	1.684244	1.684244	1.684244	0.02815305
25050	-421.2436	-421.9478	0.7042528	1.096669	1.096669	1.096669	1.096669	1.096669	1.096669	0.02369404
25060	-421.0862	-420.5239	-0.5622344	1.665108	1.665108	1.665108	1.665108	1.665108	1.665108	0.02717629
25070	-421.4563	-420.5168	-0.9394441	1.818582	1.818582	1.818582	1.818582	1.818582	1.818582	0.02855795
25080	-420.6862	-421.4323	0.746112	0.9429083	0.9429083	0.9429083	0.9429083	0.9429083	0.9429083	0.02879143
25090	-420.5458	-421.3934	0.8476461	0.9556041	0.9556041	0.9556041	0.9556041	0.9556041	0.9556041	0.02556614
25100	-421.0905	-421.1941	0.1036159	1.29306	1.29306	1.29306	1.29306	1.29306	1.29306	0.03007455
25110	-422.4219	-423.2782	0.8563366	0.675417	0.675417	0.675417	0.675417	0.675417	0.675417	0.03147609
25120	-422.3396	-420.5516	-1.788066	2.219336	2.219336	2.219336	2.219336	2.219336	2.219336	0.02839164
25130	-420.8257	-421.6998	0.8740316	0.9660136	0.9660136	0.9660136	0.9660136	0.9660136	0.9660136	0.02454149
25140	-420.7749	-421.6171	0.8421265	0.984126	0.984126	0.984126	0.984126	0.984126	0.984126	0.02468721
25150	-422.2905	-422.2241	-0.06645618	1.339808	1.339808	1.339808	1.339808	1.339808	1.339808	0.0325067
25160	-420.5069	-421.3661	0.8592209	0.8878153	0.8878153	0.8878153	0.8878153	0.8878153	0.8878153	0.02754636
25170	-424.9498	-421.3654	-3.584451	3.131167	3.131167	3.131167	3.131167	3.131167	3.131167	0.0268872
25180	-421.5165	-422.3665	0.8500177	0.7918216	0.7918216	0.7918216	0.7918216	0.7918216	0.7918216	0.03044933
25190	-420.4678	-421.3551	0.8872664	0.8863083	0.8863083	0.8863083	0.8863083	0.8863083	0.8863083	0.02683103
25200	-420.711	-421.6219	0.9109219	0.8115981	0.8115981	0.8115981	0.8115981	0.8115981	0.8115981	0.02821833
25210	-420.4767	-420.8833	0.4065929	1.196648	1.196648	1.196648	1.196648	1.196648	1.196648	0.02669789
25220	-420.4487	-421.3088	0.860069	0.9112396	0.9112396	0.9112396	0.9112396	0.9112396	0.9112396	0.0267624
25230	-420.4973	-421.4001	0.9027984	0.8632294	0.8632294	0.8632294	0.8632294	0.8632294	0.8632294	0.02709838
25240	-421.2549	-420.8667	-0.3882354	1.539096	1.539096	1.539096	1.539096	1.539096	1.539096	0.0297999
25250	-421.8512	-421.8959	0.04463967	1.295171	1.295171	1.295171	1.295171	1.295171	1.295171	0.03177012
25260	-422.9705	-422.9307	-0.03982858	1.310073	1.310073	1.310073	1.310073	1.310073	1.310073	0.0335735
25270	-420.7505	-420.7196	-0.03085179	1.425147	1.425147	1.425147	1.425147	1.425147	1.425147	0.02639937
25280	-420.931	-421.629	0.6980319	0.957138	0.957138	0.957138	0.957138	0.957138	0.957138	0.02962929
25290	-420.8808	-420.6455	-0.235299	1.521427	1.521427	1.521427	1.521427	1.521427	1.521427	0.02653695
25300	-420.7663	-421.7803	1.013948	0.7034081	0.7034081	0.7034081	0.7034081	0.7034081	0.7034081	0.02687374
25310	-421.7609	-420.4915	-1.269371	1.992431	1.992431	1.992431	1.992431	1.992431	1.992431	0.02738066
25320	-423.2368	-423.2411	0.004321183	0.342179	0.342179	0.342179	0.342179	0.342179	0.342179	0.02791203
25330	-420.4738	-421.2836	0.8097551	0.9281907	0.9281907	0.9281907	0.9281907	0.9281907	0.9281907	0.02754547
25340	-421.1558	-420.5154	-0.6404096	1.685456	1.685456	1.685456	1.685456	1.685456	1.685456	0.02814116
25350	-421.0812	-421.5038	0.422689	1.119187	1.119187	1.119187	1.119187	1.119187	1.119187	0.03020389
25360	-422.1349	-420.8516	-1.283313	1.951252	1.951252	1.951252	1.951252	1.951252	1.951252	0.03032041
25370	-423.4087	-422.9588	-0.4498903	1.504968	1.504968	1.504968	1.504968	1.504968	1.504968	0.03403761
25380	-420.5755	-421.5316	0.9561764	0.8043578	0.8043578	0.8043578	0.8043578	0.8043578	0.8043578	0.02712663
25390	-421.3418	-421.5895	0.2476622	1.205272	1.205272	1.205272	1.205272	1.205272	1.205272	0.03079907
25400	-420.462	-421.1565	0.6945198	1.00441	1.00441	1.00441	1.00441	1.00441	1.00441	0.02776464
25410	-420.6109	-420.7781	0.1671596	1.295048	1.295048	1.295048	1.295048	1.295048	1.295048	0.02811343
25420	-420.8514	-421.8692	1.0178	0.8448162	0.8448162	0.8448162	0.8448162	0.8448162	0.8448162	0.02461115
25430	-420.6449	-421.6654	1.02051	0.7704227	0.7704227	0.7704227	0.7704227	0.7704227	0.7704227	0.02603876
25440	-423.2992	-422.3361	-0.963115	1.755869	1.755869	1.755869	1.755869	1.755869	1.755869	0.03343937
25450	-422.2363	-420.5539	-1.682424	2.164957	2.164957	2.164957	2.164957	2.164957	2.164957	0.02866109
25460	-420.43	-421.2362	0.8061514	0.9462302	0.9462302	0.9462302	0.9462302	0.9462302	0.9462302	0.02699267
25470	-425.663	-425.5744	-0.08857276	1.590756	1.590756	1.590756	1.590756	1.590756	1.590756	0.01981025
25480	-421.8019	-422.913	1.111113	0.830342	0.830342	0.830342	0.830342	0.830342	0.830342	0.02272703
25490	-421.7139	-420.4758	-1.238108	1.970212	1.970212	1.970212	1.970212	1.970212	1.970212	0.02782866
25500	-420.4967	-420.8189	0.3221981	1.2357	1.2357	1.2357	1.2357	1.2357	1.2357	0.02699596
25510	-420.7397	-421.2385	0.4987867	1.094668	1.094668	1.094668	1.094668	1.094668	1.094668	0.02919787
25520	-420.5582	-421.5364	0.9781924	0.8149331	0.8149331	0.8149331	0.8149331	0.8149331	0.8149331	0.02630978
25530	-421.0059	-421.6751	0.6691401	0.9720331	0.9720331	0.9720331	0.9720331	0.9720331	0.9720331	0.029866
25540	-421.368	-420.5634	-0.8046592	1.751195	1.751195	1.751195	1.751195	1.751195	1.751195	0.02882562
25550	-421.9088	-422.5546	0.6457482	0.9461113	0.9461113	0.9461113	0.9461113	0.9461113	0.9461113	0.03169406
25560	-420.6384	-420.8668	0.228376	1.256503	1.256503	1.256503	1.256503	1.256503	1.256503	0.02849632
25570	-421.5382	-420.5261	-1.012004	1.880869	1.880869	1.880869	1.880869	1.880869	1.880869	0.02687374
25580	-421.9836	-421.2581	-0.7254424	1.791743	1.791743	1.791743	1.791743	1.791743	1.791743	0.02441901
