Iteration	Posterior	Likelihood	Prior	er[1][1]	er[2][2]	er[3][3]	er[4][4]	er[5][5]	extirpation_rate	rate_bg
5810	-422.6822	-422.5492	-0.1329625	1.363794	1.363794	1.363794	1.363794	1.363794	1.363794	0.03311355
5820	-421.8935	-420.5058	-1.387738	2.048842	2.048842	2.048842	2.048842	2.048842	2.048842	0.02732446
5830	-420.5292	-421.2203	0.6911804	0.9961357	0.9961357	0.9961357	0.9961357	0.9961357	0.9961357	0.02820557
5840	-421.1474	-422.2398	1.09241	0.6513512	0.6513512	0.6513512	0.6513512	0.6513512	0.6513512	0.02472942
5850	-422.2896	-423.0369	0.747355	0.5145101	0.5145101	0.5145101	0.5145101	0.5145101	0.5145101	0.02970009
5860	-422.3812	-420.644	-1.73717	2.225039	2.225039	2.225039	2.225039	2.225039	2.225039	0.02665966
5870	-421.3357	-422.194	0.8583596	0.7972557	0.7972557	0.7972557	0.7972557	0.7972557	0.7972557	0.03007683
5880	-421.49	-422.0321	0.5420261	1.030616	1.030616	1.030616	1.030616	1.030616	1.030616	0.03105757
5890	-423.5546	-420.8244	-2.730159	2.681962	2.681962	2.681962	2.681962	2.681962	2.681962	0.02790209
5900	-421.0391	-420.5176	-0.5214831	1.637469	1.637469	1.637469	1.637469	1.637469	1.637469	0.02766808
5910	-421.2019	-421.6515	0.4495644	1.098104	1.098104	1.098104	1.098104	1.098104	1.098104	0.03049197
5920	-421.443	-421.2073	-0.2356381	1.452399	1.452399	1.452399	1.452399	1.452399	1.452399	0.03063533
5930	-421.9425	-422.2366	0.2941078	1.159409	1.159409	1.159409	1.159409	1.159409	1.159409	0.03198263
5940	-420.703	-421.235	0.5319581	1.160586	1.160586	1.160586	1.160586	1.160586	1.160586	0.02515906
5950	-421.7001	-422.0837	0.3836369	1.281912	1.281912	1.281912	1.281912	1.281912	1.281912	0.0232289
5960	-428.0734	-423.1227	-4.950653	3.75846	3.75846	3.75846	3.75846	3.75846	3.75846	0.03257548
5970	-422.5042	-420.7658	-1.738341	2.235722	2.235722	2.235722	2.235722	2.235722	2.235722	0.02609567
5980	-421.1542	-420.7397	-0.4144983	1.618643	1.618643	1.618643	1.618643	1.618643	1.618643	0.02587259
5990	-421.2467	-420.5435	-0.703198	1.707988	1.707988	1.707988	1.707988	1.707988	1.707988	0.02856032
6000	-421.5553	-420.8224	-0.7329408	1.774984	1.774984	1.774984	1.774984	1.774984	1.774984	0.02550061
6010	-423.4477	-420.8901	-2.557606	2.567654	2.567654	2.567654	2.567654	2.567654	2.567654	0.02965317
6020	-421.2221	-420.5072	-0.7149242	1.719806	1.719806	1.719806	1.719806	1.719806	1.719806	0.02817804
6030	-421.2087	-422.1556	0.946855	0.6020452	0.6020452	0.6020452	0.6020452	0.6020452	0.6020452	0.02777803
6040	-420.5002	-421.417	0.916746	0.8551963	0.8551963	0.8551963	0.8551963	0.8551963	0.8551963	0.02694709
6050	-423.7696	-420.9947	-2.774958	2.727358	2.727358	2.727358	2.727358	2.727358	2.727358	0.02661633
6060	-421.1688	-420.6509	-0.5178883	1.661073	1.661073	1.661073	1.661073	1.661073	1.661073	0.02622137
6070	-420.7489	-420.6999	-0.04893354	1.39926	1.39926	1.39926	1.39926	1.39926	1.39926	0.02833858
6080	-421.0007	-421.8367	0.8359961	1.004134	1.004134	1.004134	1.004134	1.004134	1.004134	0.02411185
6090	-420.6538	-420.7337	0.07990682	1.339114	1.339114	1.339114	1.339114	1.339114	1.339114	0.02811954
6100	-421.0847	-420.5141	-0.5705634	1.656806	1.656806	1.656806	1.656806	1.656806	1.656806	0.02789138
6110	-422.4592	-420.6031	-1.856117	2.243444	2.243444	2.243444	2.243444	2.243444	2.243444	0.02888302
6120	-420.5849	-421.5216	0.9367298	0.8145397	0.8145397	0.8145397	0.8145397	0.8145397	0.8145397	0.0274326
6130	-420.5826	-420.9186	0.3359689	1.201867	1.201867	1.201867	1.201867	1.201867	1.201867	0.02837526
6140	-420.4457	-421.0217	0.5759523	1.081176	1.081176	1.081176	1.081176	1.081176	1.081176	0.02765241
6150	-421.1109	-421.0636	-0.04732689	1.459395	1.459395	1.459395	1.459395	1.459395	1.459395	0.0250135
6160	-420.6566	-421.6026	0.9459698	0.7902548	0.7902548	0.7902548	0.7902548	0.7902548	0.7902548	0.02769428
6170	-425.4832	-426.2139	0.7306789	1.193114	1.193114	1.193114	1.193114	1.193114	1.193114	0.01943433
6180	-422.7541	-423.3585	0.6044184	1.200944	1.200944	1.200944	1.200944	1.200944	1.200944	0.02173197
6190	-420.8777	-421.0517	0.173952	1.346294	1.346294	1.346294	1.346294	1.346294	1.346294	0.02523158
6200	-420.8606	-420.7173	-0.143257	1.483028	1.483028	1.483028	1.483028	1.483028	1.483028	0.02621791
6210	-420.9126	-421.7027	0.790136	0.8917052	0.8917052	0.8917052	0.8917052	0.8917052	0.8917052	0.02938371
6220	-421.0105	-420.56	-0.4505259	1.616892	1.616892	1.616892	1.616892	1.616892	1.616892	0.02692132
6230	-421.0744	-421.3646	0.2902058	1.302507	1.302507	1.302507	1.302507	1.302507	1.302507	0.02449773
6240	-421.0345	-420.704	-0.3304724	1.523983	1.523983	1.523983	1.523983	1.523983	1.523983	0.02903119
6250	-420.4982	-421.3392	0.8410001	0.9523481	0.9523481	0.9523481	0.9523481	0.9523481	0.9523481	0.02585208
6260	-421.8402	-422.1867	0.3464484	1.133381	1.133381	1.133381	1.133381	1.133381	1.133381	0.03179513
6270	-423.2255	-423.5551	0.3296188	1.349352	1.349352	1.349352	1.349352	1.349352	1.349352	0.02146273
6280	-421.7515	-422.619	0.867451	1.020588	1.020588	1.020588	1.020588	1.020588	1.020588	0.0227843
6290	-422.0362	-422.4236	0.387374	1.10403	1.10403	1.10403	1.10403	1.10403	1.10403	0.03212095
6300	-421.5544	-422.1439	0.5894999	0.997958	0.997958	0.997958	0.997958	0.997958	0.997958	0.03113959
6310	-420.4095	-421.1147	0.7051832	1.018596	1.018596	1.018596	1.018596	1.018596	1.018596	0.02688106
6320	-420.7622	-421.8155	1.05325	0.7286309	0.7286309	0.7286309	0.7286309	0.7286309	0.7286309	0.0256899
6330	-421.0737	-420.607	-0.4667247	1.594503	1.594503	1.594503	1.594503	1.594503	1.594503	0.028687
6340	-420.5634	-421.4599	0.8964393	0.9196157	0.9196157	0.9196157	0.9196157	0.9196157	0.9196157	0.02553722
6350	-420.8615	-421.7457	0.8841946	0.9615855	0.9615855	0.9615855	0.9615855	0.9615855	0.9615855	0.02444477
6360	-423.8283	-424.5153	0.6870528	0.5273036	0.5273036	0.5273036	0.5273036	0.5273036	0.5273036	0.03241728
6370	-420.682	-421.3064	0.6244003	1.109305	1.109305	1.109305	1.109305	1.109305	1.109305	0.02511334
6380	-422.4285	-423.1206	0.6920277	0.8918725	0.8918725	0.8918725	0.8918725	0.8918725	0.8918725	0.03240631
6390	-421.2145	-420.5129	-0.7015747	1.731634	1.731634	1.731634	1.731634	1.731634	1.731634	0.02711137
6400	-420.7397	-421.7886	1.04896	0.7387515	0.7387515	0.7387515	0.7387515	0.7387515	0.7387515	0.02570755
6410	-422.283	-421.3451	-0.9378774	1.893795	1.893795	1.893795	1.893795	1.893795	1.893795	0.02427261
6420	-420.6428	-421.5784	0.9355535	0.8020921	0.8020921	0.8020921	0.8020921	0.8020921	0.8020921	0.02774062
6430	-421.503	-422.3571	0.8541414	0.788133	0.788133	0.788133	0.788133	0.788133	0.788133	0.03040299
6440	-420.5301	-421.2274	0.6973338	1.052937	1.052937	1.052937	1.052937	1.052937	1.052937	0.02565894
6450	-420.459	-420.9192	0.4601976	1.149522	1.149522	1.149522	1.149522	1.149522	1.149522	0.02757392
6460	-422.723	-422.9332	0.210228	1.184501	1.184501	1.184501	1.184501	1.184501	1.184501	0.03322731
6470	-421.4204	-422.5544	1.133948	0.7485329	0.7485329	0.7485329	0.7485329	0.7485329	0.7485329	0.0235153
6480	-420.4856	-421.1743	0.6887082	1.003935	1.003935	1.003935	1.003935	1.003935	1.003935	0.02794651
6490	-420.6068	-420.7048	0.09800305	1.34853	1.34853	1.34853	1.34853	1.34853	1.34853	0.02710115
6500	-420.8781	-421.2804	0.4022903	1.237736	1.237736	1.237736	1.237736	1.237736	1.237736	0.02482191
6510	-422.1524	-421.6821	-0.4702897	1.545091	1.545091	1.545091	1.545091	1.545091	1.545091	0.03194431
6520	-420.4451	-421.1839	0.7388243	0.9802718	0.9802718	0.9802718	0.9802718	0.9802718	0.9802718	0.02752767
6530	-420.41	-421.0866	0.67661	1.032744	1.032744	1.032744	1.032744	1.032744	1.032744	0.02705593
6540	-420.4902	-421.0585	0.5682973	1.077547	1.077547	1.077547	1.077547	1.077547	1.077547	0.02803456
6550	-420.8199	-420.6422	-0.1777351	1.491258	1.491258	1.491258	1.491258	1.491258	1.491258	0.02667789
6560	-421.5546	-422.388	0.8333937	0.5079056	0.5079056	0.5079056	0.5079056	0.5079056	0.5079056	0.02683789
6570	-420.427	-421.0615	0.634442	1.050118	1.050118	1.050118	1.050118	1.050118	1.050118	0.02744938
6580	-421.2444	-421.7965	0.5520918	1.179507	1.179507	1.179507	1.179507	1.179507	1.179507	0.0238235
6590	-421.8069	-420.9354	-0.8714684	1.845675	1.845675	1.845675	1.845675	1.845675	1.845675	0.02517785
6600	-420.977	-420.8021	-0.1748458	1.506272	1.506272	1.506272	1.506272	1.506272	1.506272	0.02578272
6610	-420.5487	-421.4915	0.9427927	0.8215817	0.8215817	0.8215817	0.8215817	0.8215817	0.8215817	0.02710374
6620	-421.0526	-420.548	-0.5045821	1.619745	1.619745	1.619745	1.619745	1.619745	1.619745	0.0282455
6630	-423.2854	-423.3377	0.05224667	0.3505262	0.3505262	0.3505262	0.3505262	0.3505262	0.3505262	0.0284232
6640	-422.3991	-422.4898	0.09069293	1.256024	1.256024	1.256024	1.256024	1.256024	1.256024	0.03273281
6650	-421.2956	-422.366	1.070461	0.8347068	0.8347068	0.8347068	0.8347068	0.8347068	0.8347068	0.023575
6660	-423.5865	-423.4065	-0.1799913	1.593997	1.593997	1.593997	1.593997	1.593997	1.593997	0.02155867
6670	-420.9608	-421.8173	0.856537	0.8320537	0.8320537	0.8320537	0.8320537	0.8320537	0.8320537	0.02927005
6680	-420.7261	-421.768	1.041889	0.7764777	0.7764777	0.7764777	0.7764777	0.7764777	0.7764777	0.02539389
6690	-421.5504	-420.6227	-0.9276355	1.852037	1.852037	1.852037	1.852037	1.852037	1.852037	0.02627217
6700	-423.0954	-424.0818	0.9864444	0.9898639	0.9898639	0.9898639	0.9898639	0.9898639	0.9898639	0.02119048
6710	-420.4311	-421.1485	0.7174526	1.023177	1.023177	1.023177	1.023177	1.023177	1.023177	0.02636534
6720	-420.6127	-421.1037	0.4910335	1.174359	1.174359	1.174359	1.174359	1.174359	1.174359	0.02556289
6730	-420.4535	-421.1021	0.6486315	1.034689	1.034689	1.034689	1.034689	1.034689	1.034689	0.02773829
6740	-420.6587	-421.6837	1.025074	0.7624653	0.7624653	0.7624653	0.7624653	0.7624653	0.7624653	0.02603776
6750	-420.5008	-421.4284	0.9276102	0.8521375	0.8521375	0.8521375	0.8521375	0.8521375	0.8521375	0.02673886
6760	-421.1713	-421.3464	0.1750825	1.361346	1.361346	1.361346	1.361346	1.361346	1.361346	0.02445454
6770	-421.2454	-421.8297	0.5843151	1.014672	1.014672	1.014672	1.014672	1.014672	1.014672	0.03051855
6780	-421.2645	-421.3414	0.0768401	1.29924	1.29924	1.29924	1.29924	1.29924	1.29924	0.0305192
6790	-420.7792	-420.9215	0.1422984	1.291127	1.291127	1.291127	1.291127	1.291127	1.291127	0.02904292
6800	-420.9168	-421.5696	0.6528166	0.9882496	0.9882496	0.9882496	0.9882496	0.9882496	0.9882496	0.02965278
6810	-421.3496	-420.6023	-0.7473453	1.765697	1.765697	1.765697	1.765697	1.765697	1.765697	0.02638936
6820	-421.0851	-422.0386	0.9535377	0.6879484	0.6879484	0.6879484	0.6879484	0.6879484	0.6879484	0.02857786
6830	-422.4089	-423.2495	0.840568	0.7298819	0.7298819	0.7298819	0.7298819	0.7298819	0.7298819	0.03176527
6840	-421.0468	-420.6177	-0.4290587	1.576525	1.576525	1.576525	1.576525	1.576525	1.576525	0.02869403
6850	-421.4864	-420.6256	-0.8608433	1.82113	1.82113	1.82113	1.82113	1.82113	1.82113	0.02625569
6860	-421.1101	-422.0748	0.9646468	0.6286657	0.6286657	0.6286657	0.6286657	0.6286657	0.6286657	0.02781646
6870	-421.3527	-422.4861	1.133463	0.692751	0.692751	0.692751	0.692751	0.692751	0.692751	0.02386909
6880	-421.5595	-422.4565	0.8969742	0.5926885	0.5926885	0.5926885	0.5926885	0.5926885	0.5926885	0.0289433
6890	-420.7451	-421.5587	0.8136176	0.8882859	0.8882859	0.8882859	0.8882859	0.8882859	0.8882859	0.02881599
6900	-420.9658	-421.808	0.8422381	0.8444453	0.8444453	0.8444453	0.8444453	0.8444453	0.8444453	0.02934505
6910	-420.929	-421.2298	0.3007657	1.289931	1.289931	1.289931	1.289931	1.289931	1.289931	0.02484466
6920	-425.3735	-424.6803	-0.6932078	1.858537	1.858537	1.858537	1.858537	1.858537	1.858537	0.02049473
6930	-421.5511	-421.9629	0.4117036	1.106028	1.106028	1.106028	1.106028	1.106028	1.106028	0.03124139
6940	-420.5289	-420.7965	0.2676825	1.267272	1.267272	1.267272	1.267272	1.267272	1.267272	0.02683555
6950	-420.846	-421.1364	0.2903669	1.205867	1.205867	1.205867	1.205867	1.205867	1.205867	0.02947877
6960	-421.2172	-421.2362	0.01896455	1.435004	1.435004	1.435004	1.435004	1.435004	1.435004	0.02461416
6970	-420.5432	-421.0896	0.5464258	1.138677	1.138677	1.138677	1.138677	1.138677	1.138677	0.02578945
6980	-420.7394	-420.6165	-0.1228223	1.45252	1.45252	1.45252	1.45252	1.45252	1.45252	0.02736021
6990	-420.4866	-420.9474	0.4608137	1.142713	1.142713	1.142713	1.142713	1.142713	1.142713	0.02789388
7000	-420.7005	-421.5993	0.8987949	0.823949	0.823949	0.823949	0.823949	0.823949	0.823949	0.02826429
7010	-423.5611	-424.0669	0.5058855	0.9917224	0.9917224	0.9917224	0.9917224	0.9917224	0.9917224	0.03417062
7020	-420.8685	-421.8824	1.01394	0.8514255	0.8514255	0.8514255	0.8514255	0.8514255	0.8514255	0.02454494
7030	-421.1986	-421.9771	0.7784235	0.880863	0.880863	0.880863	0.880863	0.880863	0.880863	0.0301021
7040	-420.9859	-420.8375	-0.1484108	1.431203	1.431203	1.431203	1.431203	1.431203	1.431203	0.02932655
7050	-421.0909	-421.0712	-0.01967218	1.446043	1.446043	1.446043	1.446043	1.446043	1.446043	0.02501
7060	-420.7649	-420.8295	0.06456193	1.386788	1.386788	1.386788	1.386788	1.386788	1.386788	0.02594633
7070	-420.5233	-421.1432	0.6198933	1.096691	1.096691	1.096691	1.096691	1.096691	1.096691	0.02577859
7080	-422.1953	-421.3892	-0.8060604	1.709121	1.709121	1.709121	1.709121	1.709121	1.709121	0.0315782
7090	-421.1111	-421.6153	0.5042552	1.198343	1.198343	1.198343	1.198343	1.198343	1.198343	0.0241378
7100	-423.2499	-422.2829	-0.9669929	1.93569	1.93569	1.93569	1.93569	1.93569	1.93569	0.02284641
7110	-421.2824	-421.677	0.3945943	1.126247	1.126247	1.126247	1.126247	1.126247	1.126247	0.03068338
7120	-421.7868	-420.5514	-1.235457	1.950855	1.950855	1.950855	1.950855	1.950855	1.950855	0.02892809
7130	-420.5074	-421.0072	0.4998132	1.158196	1.158196	1.158196	1.158196	1.158196	1.158196	0.0260932
7140	-422.9345	-420.7724	-2.162162	2.429388	2.429388	2.429388	2.429388	2.429388	2.429388	0.02657092
7150	-420.463	-420.8865	0.423494	1.184831	1.184831	1.184831	1.184831	1.184831	1.184831	0.02682941
7160	-421.9966	-421.0224	-0.9742698	1.897555	1.897555	1.897555	1.897555	1.897555	1.897555	0.02497041
7170	-421.091	-420.6463	-0.444687	1.625289	1.625289	1.625289	1.625289	1.625289	1.625289	0.02629289
7180	-421.1724	-421.5158	0.3433306	1.281434	1.281434	1.281434	1.281434	1.281434	1.281434	0.0242068
7190	-423.4378	-420.7909	-2.646889	2.63233	2.63233	2.63233	2.63233	2.63233	2.63233	0.02840216
7200	-420.8869	-421.2771	0.3902081	1.244201	1.244201	1.244201	1.244201	1.244201	1.244201	0.02481614
7210	-422.1217	-421.4509	-0.6707963	1.644843	1.644843	1.644843	1.644843	1.644843	1.644843	0.03162504
7220	-420.6407	-421.6442	1.0035	0.8199378	0.8199378	0.8199378	0.8199378	0.8199378	0.8199378	0.02554358
7230	-422.0503	-422.9199	0.8695605	0.6171695	0.6171695	0.6171695	0.6171695	0.6171695	0.6171695	0.03036987
7240	-420.4777	-421.2326	0.7548988	0.9629653	0.9629653	0.9629653	0.9629653	0.9629653	0.9629653	0.02776515
7250	-420.7748	-420.6142	-0.16058	1.475878	1.475878	1.475878	1.475878	1.475878	1.475878	0.02707432
7260	-421.0595	-422.0554	0.9959458	0.607579	0.607579	0.607579	0.607579	0.607579	0.607579	0.02657135
7270	-421.2253	-421.0791	-0.1461857	1.508873	1.508873	1.508873	1.508873	1.508873	1.508873	0.02491885
7280	-421.4477	-420.5457	-0.9019506	1.797499	1.797499	1.797499	1.797499	1.797499	1.797499	0.02877647
7290	-420.6286	-421.5981	0.9694395	0.8617477	0.8617477	0.8617477	0.8617477	0.8617477	0.8617477	0.02539095
7300	-420.5488	-421.0127	0.4639118	1.131907	1.131907	1.131907	1.131907	1.131907	1.131907	0.02834497
7310	-421.0725	-420.7086	-0.3638918	1.538669	1.538669	1.538669	1.538669	1.538669	1.538669	0.02910927
7320	-420.6216	-420.6866	0.06495905	1.360559	1.360559	1.360559	1.360559	1.360559	1.360559	0.02734464
7330	-422.1254	-422.9953	0.8698361	1.033172	1.033172	1.033172	1.033172	1.033172	1.033172	0.02228703
7340	-420.8437	-421.9061	1.062399	0.7754625	0.7754625	0.7754625	0.7754625	0.7754625	0.7754625	0.02489417
7350	-420.8966	-420.7555	-0.1410774	1.485586	1.485586	1.485586	1.485586	1.485586	1.485586	0.02602236
7360	-421.4263	-421.988	0.5617283	1.020925	1.020925	1.020925	1.020925	1.020925	1.020925	0.03091595
7370	-421.1352	-420.5978	-0.5374002	1.665054	1.665054	1.665054	1.665054	1.665054	1.665054	0.02651277
7380	-420.7385	-420.6168	-0.1216148	1.45176	1.45176	1.45176	1.45176	1.45176	1.45176	0.02736997
7390	-420.8033	-420.672	-0.1312255	1.471453	1.471453	1.471453	1.471453	1.471453	1.471453	0.0265331
7400	-421.1566	-421.1739	0.01731878	1.33515	1.33515	1.33515	1.33515	1.33515	1.33515	0.03017294
7410	-424.9069	-422.8493	-2.05758	2.254877	2.254877	2.254877	2.254877	2.254877	2.254877	0.03448795
7420	-421.434	-420.4867	-0.9472832	1.843068	1.843068	1.843068	1.843068	1.843068	1.843068	0.02731297
7430	-421.4481	-420.5981	-0.849997	1.813547	1.813547	1.813547	1.813547	1.813547	1.813547	0.02639738
7440	-421.4572	-421.0102	-0.4469978	1.650176	1.650176	1.650176	1.650176	1.650176	1.650176	0.02499889
7450	-422.8628	-423.4762	0.6134213	0.936801	0.936801	0.936801	0.936801	0.936801	0.936801	0.03314537
7460	-421.9876	-421.0032	-0.9844861	1.80578	1.80578	1.80578	1.80578	1.80578	1.80578	0.03070346
7470	-421.5933	-422.3784	0.7850724	1.064669	1.064669	1.064669	1.064669	1.064669	1.064669	0.02305771
7480	-420.5165	-420.8185	0.3020262	1.250651	1.250651	1.250651	1.250651	1.250651	1.250651	0.02677177
7490	-420.4801	-420.836	0.3558802	1.212944	1.212944	1.212944	1.212944	1.212944	1.212944	0.02724661
7500	-420.774	-421.2297	0.4557653	1.117375	1.117375	1.117375	1.117375	1.117375	1.117375	0.02931356
7510	-422.1578	-420.5207	-1.637098	2.160465	2.160465	2.160465	2.160465	2.160465	2.160465	0.02765312
7520	-420.5636	-420.7701	0.2065336	1.280852	1.280852	1.280852	1.280852	1.280852	1.280852	0.02778684
7530	-421.9404	-422.8102	0.8697635	1.026486	1.026486	1.026486	1.026486	1.026486	1.026486	0.02252397
7540	-421.944	-422.7902	0.8462066	0.7623873	0.7623873	0.7623873	0.7623873	0.7623873	0.7623873	0.03113891
7550	-421.505	-420.9563	-0.5487454	1.695648	1.695648	1.695648	1.695648	1.695648	1.695648	0.02512503
7560	-420.8002	-421.2907	0.4905437	1.095405	1.095405	1.095405	1.095405	1.095405	1.095405	0.02940264
7570	-421.4063	-421.1451	-0.2611931	1.466899	1.466899	1.466899	1.466899	1.466899	1.466899	0.03050165
7580	-421.822	-422.0389	0.2168222	1.205236	1.205236	1.205236	1.205236	1.205236	1.205236	0.03176581
7590	-422.2098	-422.0883	-0.121481	1.369837	1.369837	1.369837	1.369837	1.369837	1.369837	0.03233993
7600	-420.5132	-421.2581	0.7449187	0.9635502	0.9635502	0.9635502	0.9635502	0.9635502	0.9635502	0.02802066
7610	-421.7031	-420.4861	-1.216945	1.967297	1.967297	1.967297	1.967297	1.967297	1.967297	0.02741632
7620	-421.1245	-422.0835	0.9589672	0.6501595	0.6501595	0.6501595	0.6501595	0.6501595	0.6501595	0.02824837
7630	-421.9916	-422.0566	0.06492966	1.280468	1.280468	1.280468	1.280468	1.280468	1.280468	0.03203768
7640	-420.6636	-420.7366	0.07298202	1.341555	1.341555	1.341555	1.341555	1.341555	1.341555	0.02817753
7650	-420.9369	-420.5969	-0.3399913	1.540151	1.540151	1.540151	1.540151	1.540151	1.540151	0.0283337
7660	-421.0753	-421.9922	0.9168583	0.7540994	0.7540994	0.7540994	0.7540994	0.7540994	0.7540994	0.0291397
7670	-421.0969	-420.515	-0.5818925	1.660976	1.660976	1.660976	1.660976	1.660976	1.660976	0.02796033
7680	-423.1254	-424.3651	1.239723	0.655586	0.655586	0.655586	0.655586	0.655586	0.655586	0.02137001
7690	-420.8823	-421.8882	1.005889	0.6661559	0.6661559	0.6661559	0.6661559	0.6661559	0.6661559	0.02706746
7700	-421.0598	-420.711	-0.3488014	1.531661	1.531661	1.531661	1.531661	1.531661	1.531661	0.02909716
7710	-420.5394	-421.2082	0.6687565	1.009101	1.009101	1.009101	1.009101	1.009101	1.009101	0.02828728
7720	-420.5443	-421.2108	0.6664837	1.072745	1.072745	1.072745	1.072745	1.072745	1.072745	0.02561672
7730	-420.9255	-421.6209	0.6954112	1.085415	1.085415	1.085415	1.085415	1.085415	1.085415	0.02436462
7740	-420.9191	-421.9711	1.05201	0.6590781	0.6590781	0.6590781	0.6590781	0.6590781	0.6590781	0.02580708
7750	-421.1376	-421.3089	0.1712822	1.361552	1.361552	1.361552	1.361552	1.361552	1.361552	0.02453749
7760	-422.4759	-422.1315	-0.3443751	1.474135	1.474135	1.474135	1.474135	1.474135	1.474135	0.0326548
7770	-421.4117	-421.2485	-0.1632443	1.416917	1.416917	1.416917	1.416917	1.416917	1.416917	0.03064779
7780	-420.4943	-421.3479	0.8535685	0.9415758	0.9415758	0.9415758	0.9415758	0.9415758	0.9415758	0.02590422
7790	-423.9039	-421.0583	-2.845545	2.703176	2.703176	2.703176	2.703176	2.703176	2.703176	0.02999571
7800	-421.075	-421.3578	0.2828472	1.197642	1.197642	1.197642	1.197642	1.197642	1.197642	0.03015909
7810	-420.5044	-421.3621	0.8577339	0.8894001	0.8894001	0.8894001	0.8894001	0.8894001	0.8894001	0.02753684
7820	-420.4501	-420.9123	0.4621707	1.163759	1.163759	1.163759	1.163759	1.163759	1.163759	0.02682327
7830	-427.6175	-425.0147	-2.60279	2.477436	2.477436	2.477436	2.477436	2.477436	2.477436	0.03736611
7840	-420.6446	-420.7516	0.1069533	1.354824	1.354824	1.354824	1.354824	1.354824	1.354824	0.02652343
7850	-421.4843	-420.718	-0.7662723	1.720696	1.720696	1.720696	1.720696	1.720696	1.720696	0.02960644
7860	-420.5978	-421.4566	0.8588787	0.9544552	0.9544552	0.9544552	0.9544552	0.9544552	0.9544552	0.02532063
7870	-420.4871	-421.0169	0.5298175	1.101229	1.101229	1.101229	1.101229	1.101229	1.101229	0.02799058
7880	-420.7727	-421.7567	0.9839672	0.7255907	0.7255907	0.7255907	0.7255907	0.7255907	0.7255907	0.02755883
7890	-421.9414	-420.4999	-1.441527	2.070772	2.070772	2.070772	2.070772	2.070772	2.070772	0.02751767
7900	-421.1827	-421.6335	0.4508223	1.228761	1.228761	1.228761	1.228761	1.228761	1.228761	0.0240519
7910	-421.272	-420.5034	-0.7686886	1.74433	1.74433	1.74433	1.74433	1.74433	1.74433	0.02821797
7920	-421.5216	-420.5084	-1.013261	1.853737	1.853737	1.853737	1.853737	1.853737	1.853737	0.0285169
7930	-421.1707	-422.1399	0.9691986	0.5803127	0.5803127	0.5803127	0.5803127	0.5803127	0.5803127	0.02656844
7940	-420.9339	-420.5684	-0.3655712	1.575136	1.575136	1.575136	1.575136	1.575136	1.575136	0.02700789
7950	-422.3391	-420.5424	-1.796658	2.230463	2.230463	2.230463	2.230463	2.230463	2.230463	0.0279715
7960	-423.6937	-421.5993	-2.094389	2.304694	2.304694	2.304694	2.304694	2.304694	2.304694	0.03222079
7970	-420.5059	-421.0517	0.5457698	1.134398	1.134398	1.134398	1.134398	1.134398	1.134398	0.02600258
7980	-420.8461	-421.5214	0.6753121	1.092111	1.092111	1.092111	1.092111	1.092111	1.092111	0.02457952
7990	-420.8562	-421.2262	0.3699993	1.16101	1.16101	1.16101	1.16101	1.16101	1.16101	0.0295597
8000	-421.113	-420.6919	-0.4211499	1.618051	1.618051	1.618051	1.618051	1.618051	1.618051	0.02607793
8010	-420.6594	-421.3798	0.7204181	0.9629054	0.9629054	0.9629054	0.9629054	0.9629054	0.9629054	0.02874162
8020	-421.1921	-420.792	-0.4000927	1.549047	1.549047	1.549047	1.549047	1.549047	1.549047	0.02953267
8030	-420.6821	-420.7877	0.1055771	1.320428	1.320428	1.320428	1.320428	1.320428	1.320428	0.0284427
8040	-420.4164	-421.0215	0.605117	1.082247	1.082247	1.082247	1.082247	1.082247	1.082247	0.02680936
8050	-421.4915	-420.8418	-0.6496858	1.73704	1.73704	1.73704	1.73704	1.73704	1.73704	0.02544507
8060	-420.5282	-420.9734	0.4452794	1.188092	1.188092	1.188092	1.188092	1.188092	1.188092	0.02609415
8070	-421.9205	-422.0394	0.1189098	1.254326	1.254326	1.254326	1.254326	1.254326	1.254326	0.031926
8080	-421.3721	-420.522	-0.8500346	1.777188	1.777188	1.777188	1.777188	1.777188	1.777188	0.02853366
8090	-421.6063	-421.7397	0.1333989	1.398081	1.398081	1.398081	1.398081	1.398081	1.398081	0.02367188
8100	-420.7069	-420.6363	-0.07063687	1.422763	1.422763	1.422763	1.422763	1.422763	1.422763	0.02760516
8110	-420.6572	-420.7236	0.06638818	1.372875	1.372875	1.372875	1.372875	1.372875	1.372875	0.0266373
8120	-420.8443	-421.9157	1.071417	0.7411745	0.7411745	0.7411745	0.7411745	0.7411745	0.7411745	0.02511235
8130	-422.4955	-422.6809	0.1854002	1.203437	1.203437	1.203437	1.203437	1.203437	1.203437	0.03288987
8140	-420.4276	-421.173	0.7454012	0.9815708	0.9815708	0.9815708	0.9815708	0.9815708	0.9815708	0.02729574
8150	-421.7509	-420.5666	-1.184306	1.965398	1.965398	1.965398	1.965398	1.965398	1.965398	0.02664385
8160	-420.4619	-420.9803	0.5184408	1.112751	1.112751	1.112751	1.112751	1.112751	1.112751	0.02775458
8170	-421.878	-420.5645	-1.313497	2.024333	2.024333	2.024333	2.024333	2.024333	2.024333	0.02673116
8180	-420.6505	-421.6103	0.9597841	0.7800366	0.7800366	0.7800366	0.7800366	0.7800366	0.7800366	0.02750424
