Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rate[7]	rate[8]	rate[9]	rate[10]	rate[11]	rate[12]
11191	1	-174.5971	-177.3904	2.793262	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948	0.01791948
11192	0	-174.7259	-177.6472	2.921322	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989	0.01666989
11193	1	-175.1851	-178.2592	3.074101	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911	0.01517911
11194	0	-174.75	-177.6838	2.933736	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876	0.01654876
11195	1	-174.8191	-177.3916	2.572472	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739
11196	0	-174.6481	-177.3275	2.679445	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008
11197	1	-174.8191	-177.3916	2.572472	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739	0.0200739
11198	0	-174.6481	-177.3275	2.679445	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008	0.01903008
11199	1	-176.5714	-179.864	3.29264	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664
11200	0	-174.8572	-177.8363	2.979091	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062
11201	1	-176.5714	-179.864	3.29264	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664	0.01304664
11202	0	-174.8572	-177.8363	2.979091	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062	0.0161062
11203	1	-174.5954	-177.3726	2.777178	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642
11204	0	-176.3957	-179.6675	3.271843	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958	0.01324958
11205	1	-174.5954	-177.3726	2.777178	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642
11206	0	-175.0992	-177.5634	2.464171	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068	0.02113068
11207	1	-174.5954	-177.3726	2.777178	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642	0.01807642
11208	0	-174.7388	-177.3532	2.614424	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454	0.01966454
11209	1	-174.6251	-177.329	2.703939	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107	0.01879107
11210	0	-174.8567	-177.412	2.555293	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153
11211	1	-175.0466	-178.0855	3.038929	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231	0.01552231
11212	0	-174.8567	-177.412	2.555293	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153	0.02024153
11213	1	-175.1789	-177.6177	2.438847	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778	0.02137778
11214	0	-175.8663	-179.0666	3.200317	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752	0.01394752
11215	1	-174.8221	-177.3932	2.571076	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752	0.02008752
11216	0	-174.7306	-177.3499	2.619282	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713	0.01961713
11217	1	-175.0848	-177.5537	2.468955	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084	0.021084
11218	0	-176.8559	-178.9246	2.06875	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911	0.02498911
11219	1	-174.5994	-177.3493	2.749908	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251	0.01834251
11220	0	-174.623	-177.4671	2.84411	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331	0.01742331
11221	1	-174.7172	-177.6338	2.916554	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642	0.01671642
11222	0	-175.2185	-177.6453	2.426817	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517	0.02149517
11223	1	-174.6208	-177.3303	2.7095	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681
11224	0	-174.6107	-177.4376	2.826894	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913
11225	1	-174.6208	-177.3303	2.7095	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681	0.01873681
11226	0	-174.6107	-177.4376	2.826894	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913	0.0175913
11227	1	-174.5961	-177.3831	2.786999	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058
11228	0	-174.5954	-177.3729	2.777514	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314	0.01807314
11229	1	-174.5961	-177.3831	2.786999	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058	0.01798058
11230	0	-174.9893	-177.4916	2.502238	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922	0.02075922
11231	1	-174.6626	-177.5439	2.881294	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048	0.01706048
11232	0	-175.3036	-177.7057	2.402059	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675	0.02173675
11233	1	-175.2368	-178.3229	3.086018	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282
11234	0	-176.4394	-178.5845	2.145173	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339	0.02424339
11235	1	-175.2368	-178.3229	3.086018	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282	0.01506282
11236	0	-175.3323	-178.439	3.106647	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153	0.01486153
11237	1	-174.8539	-177.8318	2.977879	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802
11238	0	-174.7458	-177.3562	2.610381	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399	0.01970399
11239	1	-174.8539	-177.8318	2.977879	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802	0.01611802
11240	0	-174.5987	-177.3985	2.79982	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548	0.01785548
11241	1	-175.9325	-178.1805	2.248062	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943	0.02323943
11242	0	-176.1064	-178.3176	2.211246	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867	0.02359867
11243	1	-175.6446	-177.9582	2.313612	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998
11244	0	-174.8029	-177.7606	2.957698	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494	0.01631494
11245	1	-175.6446	-177.9582	2.313612	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998	0.0225998
11246	0	-176.3467	-179.6125	3.265818	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837	0.01330837
11247	1	-174.9983	-177.4973	2.498972	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109	0.02079109
11248	0	-174.6479	-177.5172	2.869326	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726
11249	1	-174.7606	-177.6995	2.938854	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882	0.01649882
11250	0	-174.6479	-177.5172	2.869326	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726	0.01717726
11251	1	-174.8389	-177.8111	2.972196	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347	0.01617347
11252	0	-175.7444	-178.9258	3.181383	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227	0.01413227
11253	1	-174.8826	-177.8709	2.988281	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652	0.01601652
11254	0	-174.6258	-177.3289	2.70305	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974	0.01879974
11255	1	-175.1471	-177.5959	2.448763	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102	0.02128102
11256	0	-175.9515	-178.1954	2.243956	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949	0.02327949
11257	1	-174.6013	-177.4091	2.807795	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766	0.01777766
11258	0	-175.6959	-177.9973	2.30144	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857	0.02271857
11259	1	-174.7321	-177.3505	2.618345	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628	0.01962628
11260	0	-174.5979	-177.3946	2.796714	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579
11261	1	-175.4448	-177.8084	2.363636	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168	0.02211168
11262	0	-174.5979	-177.3946	2.796714	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579	0.01788579
11263	1	-174.6005	-177.4063	2.805762	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975	0.0177975
11264	0	-174.7144	-177.3437	2.629239	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998
11265	1	-174.8928	-177.4326	2.539856	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216	0.02039216
11266	0	-174.7144	-177.3437	2.629239	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998	0.01951998
11267	1	-174.9796	-177.4855	2.505805	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442	0.02072442
11268	0	-175.0653	-178.1093	3.044003	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728	0.0154728
11269	1	-175.7205	-178.898	3.177519	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998	0.01416998
11270	0	-174.7927	-177.7461	2.953367	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721
11271	1	-174.6974	-177.6024	2.904975	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941	0.01682941
11272	0	-174.7927	-177.7461	2.953367	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721	0.01635721
11273	1	-174.8961	-177.4346	2.538462	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576	0.02040576
11274	0	-176.0093	-178.2409	2.231575	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003	0.0234003
11275	1	-174.8649	-177.8469	2.981942	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838
11276	0	-174.7285	-177.6513	2.922743	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603	0.01665603
11277	1	-174.8649	-177.8469	2.981942	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838
11278	0	-174.6337	-177.4897	2.85599	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739	0.01730739
11279	1	-174.8649	-177.8469	2.981942	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838	0.01607838
11280	0	-176.4639	-178.6044	2.140504	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895	0.02428895
11281	1	-174.8154	-177.3896	2.574263	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642	0.02005642
11282	0	-176.7266	-178.8184	2.091849	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371
11283	1	-174.6226	-177.3297	2.707057	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064	0.01876064
11284	0	-176.7266	-178.8184	2.091849	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371	0.02476371
11285	1	-174.6079	-177.4301	2.822198	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713
11286	0	-174.6156	-177.4499	2.834368	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837	0.01751837
11287	1	-174.6079	-177.4301	2.822198	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713	0.01763713
11288	0	-174.9354	-177.9414	3.006011	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352	0.01584352
11289	1	-174.935	-177.9409	3.005891	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469	0.01584469
11290	0	-174.7231	-177.3469	2.623845	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261	0.01957261
11291	1	-175.1355	-178.1977	3.062112	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609
11292	0	-174.9792	-177.4852	2.505979	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273	0.02072273
11293	1	-175.1355	-178.1977	3.062112	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609
11294	0	-176.2151	-178.4042	2.189087	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489	0.02381489
11295	1	-175.1355	-178.1977	3.062112	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609	0.01529609
11296	0	-175.532	-177.8733	2.341252	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301	0.0223301
11297	1	-176.5803	-178.6989	2.118645	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225
11298	0	-174.5961	-177.3834	2.787279	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785	0.01797785
11299	1	-176.5803	-178.6989	2.118645	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225
11300	0	-174.9375	-177.4593	2.521839	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797	0.02056797
11301	1	-176.5803	-178.6989	2.118645	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225	0.02450225
11302	0	-174.9091	-177.4423	2.533123	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786
11303	1	-174.7655	-177.365	2.599482	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034
11304	0	-174.9091	-177.4423	2.533123	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786	0.02045786
11305	1	-174.7655	-177.365	2.599482	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034
11306	0	-174.7939	-177.7478	2.953888	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212	0.01635212
11307	1	-174.7655	-177.365	2.599482	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034	0.01981034
11308	0	-176.209	-178.3993	2.190322	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284	0.02380284
11309	1	-175.2927	-178.391	3.098284	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314	0.01494314
11310	0	-174.6155	-177.3324	2.716931	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429	0.01866429
11311	1	-177.1563	-179.1732	2.016923	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483	0.02549483
11312	0	-175.7601	-178.0466	2.286526	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641	0.0228641
11313	1	-174.634	-177.4902	2.856248	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487
11314	0	-174.8017	-177.7589	2.957218	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963
11315	1	-174.634	-177.4902	2.856248	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487
11316	0	-174.8017	-177.7589	2.957218	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963	0.01631963
11317	1	-174.634	-177.4902	2.856248	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487	0.01730487
11318	0	-174.636	-177.3275	2.69146	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284	0.01891284
11319	1	-175.0513	-178.0915	3.040205	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985	0.01550985
11320	0	-174.6019	-177.3446	2.742667	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317
11321	1	-174.9266	-177.9297	3.003157	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137	0.01587137
11322	0	-174.6019	-177.3446	2.742667	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317
11323	1	-174.6418	-177.3273	2.685463	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136	0.01897136
11324	0	-174.6019	-177.3446	2.742667	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317
11325	1	-174.5985	-177.3975	2.799069	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281	0.01786281
11326	0	-174.6019	-177.3446	2.742667	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317	0.01841317
11327	1	-175.5899	-177.9167	2.326895	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019	0.02247019
11328	0	-175.1236	-178.1827	3.059129	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252	0.0153252
11329	1	-174.7781	-177.725	2.946916	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015	0.01642015
