state	power	likelihood
260	0.347655	-49.7439
270	0.347655	-49.9244
280	0.347655	-53.4103
290	0.347655	-53.0241
300	0.347655	-51.156
310	0.347655	-50.5977
320	0.347655	-50.2615
330	0.347655	-52.572
340	0.347655	-50.2688
350	0.347655	-51.304
360	0.347655	-55.3582
370	0.347655	-50.8161
380	0.347655	-50.4041
390	0.347655	-50.2784
400	0.347655	-49.863
410	0.347655	-51.0233
420	0.347655	-54.775
430	0.347655	-55.0532
440	0.347655	-50.2232
450	0.347655	-51.0782
460	0.347655	-50.5701
470	0.347655	-51.5069
480	0.347655	-50.4176
490	0.347655	-49.86
500	0.347655	-55.7243
510	0.347655	-52.4144
520	0.347655	-50.0846
530	0.347655	-53.6592
540	0.347655	-52.8906
550	0.347655	-51.2737
560	0.347655	-51.7579
570	0.347655	-49.7487
580	0.347655	-49.8543
590	0.347655	-49.938
600	0.347655	-50.9399
610	0.347655	-51.1328
620	0.347655	-50.5948
630	0.347655	-49.7432
640	0.347655	-52.0563
650	0.347655	-50.3191
660	0.347655	-49.786
670	0.347655	-50.2866
680	0.347655	-51.4446
690	0.347655	-52.1577
700	0.347655	-53.7183
710	0.347655	-49.8221
720	0.347655	-51.5598
730	0.347655	-50.7347
740	0.347655	-50.5361
750	0.347655	-49.7476
760	0.347655	-50.4762
770	0.347655	-53.4927
780	0.347655	-50.055
790	0.347655	-49.8892
800	0.347655	-49.7894
810	0.347655	-50.043
820	0.347655	-55.0781
830	0.347655	-55.0561
840	0.347655	-50.6757
850	0.347655	-59.0616
860	0.347655	-53.5295
870	0.347655	-49.8265
880	0.347655	-50.8279
890	0.347655	-50.5074
900	0.347655	-49.9831
910	0.347655	-49.7537
920	0.347655	-49.7432
930	0.347655	-50.2621
940	0.347655	-49.7817
950	0.347655	-49.8056
960	0.347655	-50.5168
970	0.347655	-55.709
980	0.347655	-50.7791
990	0.347655	-50.0321
1000	0.347655	-50.532
