state	power	likelihood
260	0.000541923	-56.8275
270	0.000541923	-61.9887
280	0.000541923	-56.3892
290	0.000541923	-50.5594
300	0.000541923	-49.7655
310	0.000541923	-79.9297
320	0.000541923	-50.8154
330	0.000541923	-49.917
340	0.000541923	-50.4098
350	0.000541923	-49.883
360	0.000541923	-61.4433
370	0.000541923	-60.3528
380	0.000541923	-49.7454
390	0.000541923	-51.265
400	0.000541923	-55.0099
410	0.000541923	-50.9207
420	0.000541923	-53.484
430	0.000541923	-59.7877
440	0.000541923	-51.0708
450	0.000541923	-55.5831
460	0.000541923	-55.1085
470	0.000541923	-52.5002
480	0.000541923	-49.7954
490	0.000541923	-51.6261
500	0.000541923	-51.0206
510	0.000541923	-49.7541
520	0.000541923	-54.8512
530	0.000541923	-51.286
540	0.000541923	-50.1785
550	0.000541923	-54.6349
560	0.000541923	-49.8401
570	0.000541923	-55.9638
580	0.000541923	-130.153
590	0.000541923	-50.6696
600	0.000541923	-53.6504
610	0.000541923	-49.7679
620	0.000541923	-50.8383
630	0.000541923	-52.2731
640	0.000541923	-64.5013
650	0.000541923	-52.3502
660	0.000541923	-53.0733
670	0.000541923	-54.8493
680	0.000541923	-54.335
690	0.000541923	-50.9285
700	0.000541923	-64.7395
710	0.000541923	-71.2263
720	0.000541923	-49.8092
730	0.000541923	-52.4843
740	0.000541923	-65.7331
750	0.000541923	-61.9367
760	0.000541923	-56.6659
770	0.000541923	-49.7626
780	0.000541923	-55.4809
790	0.000541923	-49.749
800	0.000541923	-50.6626
810	0.000541923	-49.7519
820	0.000541923	-55.8077
830	0.000541923	-52.547
840	0.000541923	-52.5239
850	0.000541923	-51.7997
860	0.000541923	-55.074
870	0.000541923	-54.1753
880	0.000541923	-50.6386
890	0.000541923	-49.7861
900	0.000541923	-50.3086
910	0.000541923	-51.4698
920	0.000541923	-68.501
930	0.000541923	-54.9311
940	0.000541923	-55.0428
950	0.000541923	-49.7446
960	0.000541923	-50.0918
970	0.000541923	-51.2187
980	0.000541923	-50.1561
990	0.000541923	-49.7521
1000	0.000541923	-57.9988
