state	power	likelihood
260	0.000100762	-71.7728
270	0.000100762	-56.0536
280	0.000100762	-50.1286
290	0.000100762	-49.8362
300	0.000100762	-53.2066
310	0.000100762	-49.7619
320	0.000100762	-57.5298
330	0.000100762	-49.8215
340	0.000100762	-67.8781
350	0.000100762	-49.9698
360	0.000100762	-53.8943
370	0.000100762	-55.6364
380	0.000100762	-49.9628
390	0.000100762	-54.029
400	0.000100762	-79.5895
410	0.000100762	-51.8104
420	0.000100762	-52.5499
430	0.000100762	-50.546
440	0.000100762	-51.6301
450	0.000100762	-51.2926
460	0.000100762	-49.9208
470	0.000100762	-52.1807
480	0.000100762	-49.7442
490	0.000100762	-80.2802
500	0.000100762	-58.1465
510	0.000100762	-49.9831
520	0.000100762	-63.5713
530	0.000100762	-71.3647
540	0.000100762	-50.0582
550	0.000100762	-50.3317
560	0.000100762	-75.5178
570	0.000100762	-53.697
580	0.000100762	-51.7001
590	0.000100762	-62.9152
600	0.000100762	-52.0128
610	0.000100762	-62.4207
620	0.000100762	-73.3887
630	0.000100762	-50.796
640	0.000100762	-50.557
650	0.000100762	-61.8343
660	0.000100762	-59.9516
670	0.000100762	-60.6515
680	0.000100762	-66.3125
690	0.000100762	-55.0632
700	0.000100762	-50.7627
710	0.000100762	-63.2144
720	0.000100762	-49.7541
730	0.000100762	-49.9991
740	0.000100762	-54.623
750	0.000100762	-64.8426
760	0.000100762	-50.0304
770	0.000100762	-53.4291
780	0.000100762	-71.6303
790	0.000100762	-59.8776
800	0.000100762	-96.2428
810	0.000100762	-54.1818
820	0.000100762	-72.4864
830	0.000100762	-50.7196
840	0.000100762	-50.415
850	0.000100762	-52.7147
860	0.000100762	-49.8635
870	0.000100762	-62.4815
880	0.000100762	-51.3777
890	0.000100762	-51.0312
900	0.000100762	-50.2062
910	0.000100762	-49.7479
920	0.000100762	-95.5062
930	0.000100762	-51.5024
940	0.000100762	-49.98
950	0.000100762	-50.7149
960	0.000100762	-49.9764
970	0.000100762	-56.978
980	0.000100762	-50.208
990	0.000100762	-62.5491
1000	0.000100762	-61.0611
