state	power	likelihood
260	0.000374123	-59.3813
270	0.000374123	-59.5738
280	0.000374123	-56.9439
290	0.000374123	-62.9663
300	0.000374123	-96.2414
310	0.000374123	-49.904
320	0.000374123	-49.9717
330	0.000374123	-72.161
340	0.000374123	-73.9244
350	0.000374123	-55.6693
360	0.000374123	-70.3632
370	0.000374123	-54.1545
380	0.000374123	-49.7452
390	0.000374123	-52.4412
400	0.000374123	-50.4935
410	0.000374123	-81.1364
420	0.000374123	-60.283
430	0.000374123	-52.125
440	0.000374123	-52.1336
450	0.000374123	-63.1721
460	0.000374123	-54.1323
470	0.000374123	-51.1111
480	0.000374123	-52.6404
490	0.000374123	-53.8683
500	0.000374123	-50.7258
510	0.000374123	-54.1294
520	0.000374123	-49.905
530	0.000374123	-50.5132
540	0.000374123	-51.5386
550	0.000374123	-59.4095
560	0.000374123	-50.925
570	0.000374123	-49.7785
580	0.000374123	-49.7869
590	0.000374123	-52.3948
600	0.000374123	-50.1508
610	0.000374123	-61.2814
620	0.000374123	-51.1328
630	0.000374123	-49.8693
640	0.000374123	-63.7582
650	0.000374123	-58.2926
660	0.000374123	-49.7446
670	0.000374123	-50.0138
680	0.000374123	-52.0569
690	0.000374123	-52.664
700	0.000374123	-50.9091
710	0.000374123	-52.1285
720	0.000374123	-50.2205
730	0.000374123	-57.7387
740	0.000374123	-50.0394
750	0.000374123	-54.334
760	0.000374123	-50.3751
770	0.000374123	-55.2509
780	0.000374123	-53.0125
790	0.000374123	-65.0213
800	0.000374123	-94.5064
810	0.000374123	-49.8255
820	0.000374123	-51.5888
830	0.000374123	-54.3988
840	0.000374123	-52.8189
850	0.000374123	-61.6941
860	0.000374123	-50.3385
870	0.000374123	-51.6009
880	0.000374123	-59.9045
890	0.000374123	-52.8286
900	0.000374123	-50.5946
910	0.000374123	-62.088
920	0.000374123	-52.047
930	0.000374123	-53.2297
940	0.000374123	-49.8874
950	0.000374123	-54.7307
960	0.000374123	-56.9863
970	0.000374123	-66.5368
980	0.000374123	-49.8172
990	0.000374123	-107.006
1000	0.000374123	-55.6822
