state	power	likelihood
260	0.00249497	-54.4001
270	0.00249497	-50.0042
280	0.00249497	-52.8353
290	0.00249497	-57.3492
300	0.00249497	-72.2092
310	0.00249497	-53.9776
320	0.00249497	-54.6203
330	0.00249497	-53.3092
340	0.00249497	-56.849
350	0.00249497	-53.1228
360	0.00249497	-58.874
370	0.00249497	-52.3934
380	0.00249497	-51.8888
390	0.00249497	-53.0566
400	0.00249497	-50.1367
410	0.00249497	-55.1714
420	0.00249497	-70.3544
430	0.00249497	-53.8872
440	0.00249497	-49.7621
450	0.00249497	-70.3264
460	0.00249497	-53.9751
470	0.00249497	-68.8182
480	0.00249497	-50.0656
490	0.00249497	-51.343
500	0.00249497	-54.5564
510	0.00249497	-54.9534
520	0.00249497	-55.0626
530	0.00249497	-64.5083
540	0.00249497	-67.4581
550	0.00249497	-63.4129
560	0.00249497	-52.7197
570	0.00249497	-52.7818
580	0.00249497	-51.5733
590	0.00249497	-50.993
600	0.00249497	-49.7708
610	0.00249497	-58.6315
620	0.00249497	-52.4209
630	0.00249497	-54.2442
640	0.00249497	-72.9171
650	0.00249497	-68.7537
660	0.00249497	-51.4833
670	0.00249497	-51.7893
680	0.00249497	-64.6094
690	0.00249497	-51.7074
700	0.00249497	-60.7972
710	0.00249497	-51.6857
720	0.00249497	-77
730	0.00249497	-54.0531
740	0.00249497	-49.9171
750	0.00249497	-58.7329
760	0.00249497	-53.229
770	0.00249497	-50.3731
780	0.00249497	-54.3338
790	0.00249497	-54.438
800	0.00249497	-50.6327
810	0.00249497	-49.7697
820	0.00249497	-56.3846
830	0.00249497	-53.0322
840	0.00249497	-53.8559
850	0.00249497	-49.8125
860	0.00249497	-59.1005
870	0.00249497	-55.6414
880	0.00249497	-49.874
890	0.00249497	-76.3098
900	0.00249497	-56.8669
910	0.00249497	-55.6348
920	0.00249497	-49.9186
930	0.00249497	-49.9595
940	0.00249497	-50.4752
950	0.00249497	-52.6911
960	0.00249497	-59.1133
970	0.00249497	-55.5867
980	0.00249497	-49.8995
990	0.00249497	-50.2158
1000	0.00249497	-63.5343
